[00:00:00 - 00:12:20]:  Esta semana, Ricardo Raúse Pereira considera-se nomeado João Miguel Tavares de Clara
[04:45:00 - 04:53:40]:  É o que dá a entregar o texto 4 dias antes, mas sim, é o fim do maera, é a época, não
[04:53:40 - 04:55:20]:  sei.
[04:55:20 - 04:57:40]:  Os leitros dos pratos vão ficar confusos.
[04:57:40 - 05:05:40]:  Não, eu pili para para a emanotinha, espero que ainda não vi o Jornal, espero que tenha a emanotinha.
[05:05:40 - 05:16:04]:  É o fim do maera, porque não só, porque foi um ganado muito longo e foi a única, o
[05:16:04 - 05:24:52]:  único monarca que a maioria das pessoas conheceu na vida, como porque até do ponto de vista
[05:24:52 - 05:32:04]:  não na Inglaterra, mas da com a Manuel, vai haver certamente mudanças ou vários países
[05:32:04 - 05:39:44]:  que disseram que continuaria a ter reenhe, como chefe de Estado enquanto foi ser encontrado
[05:39:44 - 05:41:24]:  e estivesse viva.
[05:41:24 - 05:50:20]:  Portanto, vamos ver o que vai acontecer no Australia, no Ásteral, no Ásteral, no Canada, todos
[05:50:20 - 06:02:00]:  foram bastante imutivos, particularmente o primeiro ministro do Canada, mas vamos ver se
[06:02:00 - 06:08:36]:  eles não vão haver uma mudança constitucional desse ponto de vista.
[06:08:36 - 06:21:44]:  Agora, sim, claro que é uma época, quer dizer pensar que que ela presidiu a 15
[06:21:44 - 06:36:44]:  governos, de 15 primeiros ministros, começando no Churchill, que é uma coisa muito
[06:36:44 - 06:38:24]:  interessante.
[06:38:24 - 06:57:08]:  Não, não, não, desce, os pontos com pareção são Churchill e Alistro, mas não, mas acho que
[06:57:08 - 07:10:52]:  o seu mesmo ministro pior da sequer a Churchill e depois melhores mais tarde. E o repúblicano
[07:10:52 - 07:17:48]:  recardaram-os para a como é que recebeu a notícia da morte da reenhe de Inglaterra?
[07:17:48 - 07:22:08]:  Como toda a gente da sua, não são?
[07:22:08 - 07:32:00]:  Como toda a gente não foi, como toda a gente, então, porque a Aizá foi tipo um ruavelha.
[07:32:00 - 07:37:28]:  Foi não, não, quer dizer, isso é uma coisa muito interessante.
[07:37:28 - 07:40:36]:  -Pra ser um detoxo, não quero ter um fome sujo. -Eu não, vamos ver.
[07:40:36 - 07:44:18]:  -Vamos ver um sensagem assim. -Pra ser um detoxo.
[07:44:18 - 07:46:28]:  -Pra ser um detoxo. -Pra ser um detoxo.
[07:46:28 - 07:48:04]:  -Pra ser um detoxo. -Pra ser um detoxo.
[07:48:04 - 07:50:34]:  -Pra ser um detoxo. -Pra ser um detoxo.
[07:50:34 - 07:52:00]:  -Pra ser um detoxo. -Pra ser um detoxo.
[07:52:00 - 07:54:30]:  -Pra ser um detoxo. -Nem sequer disse-me rio.
[07:54:30 - 07:57:52]:  -Velha. Acho que nem sequer mandei essa mensagem.
[07:57:52 - 08:00:48]:  Mas quer dizer, mas que senhora me riu.
[08:00:48 - 08:02:52]:  E que era velho disse na mão.
[08:02:52 - 08:06:10]:  Desculpa, você uma coisa bastante de notativa.
[08:06:10 - 08:10:12]:  -Eu sei, senhora, quando venha, se eu exame, não fiquei.
[08:10:12 - 08:31:14]:  -Não, não foi um surpresa, era uma panio de surpresa.
[08:31:14 - 08:36:14]:  -Aunque tita qualquer que eu linda, e me parece que linda quero.
[08:36:14 - 08:39:34]:  É inconcebível, morte de Elizabeth.
[08:39:34 - 08:42:54]:  -Não sei que tava mais perda.
[08:42:54 - 08:44:34]:  -Estava mais perda que ela estava reclamando ainda mais longeva.
[08:44:34 - 08:46:14]:  Mas...
[08:46:14 - 08:47:54]:  -Pronto o que que eu ia dizer?
[08:47:54 - 08:49:34]:  -E o que eu fiz no bem era.
[08:49:34 - 08:51:14]:  -Fim do bem era, morreu esta senhora.
[08:51:14 - 08:52:54]:  Agora pega o serviço, seu filho também um idoso.
[08:52:54 - 08:54:34]:  -Já já tem 74, já tem, sim.
[08:54:34 - 09:06:14]:  -O documentador nas Cainhos, quando ele perguntaram o que esperava do reenave Carlos III, o que
[09:06:14 - 09:13:06]:  disse, a primeira coisa que disse foi, vai ser seguramente mais curto do que o Améi.
[09:13:06 - 09:14:46]:  -Sem dúvida.
[09:14:46 - 09:25:38]:  -Experemos nós, porque o senhor precisa durar mesmo muito tempo para ficar, só se estiver
[09:25:38 - 09:28:58]:  já mumificado, mas...
[09:28:58 - 09:30:38]:  -Não é.
[09:30:38 - 09:32:18]:  -Ava-se de coisa mais.
[09:32:18 - 09:38:22]:  -Sabe-me que eu entretenho com coisas que erraram.
[09:38:22 - 09:46:02]:  -O coisa mais que eu não tenho entretenido mais é o facto de ter percebido na leitura
[09:46:02 - 09:56:10]:  dos juneis ingleses que ele chama-se Carlos III e o Sotá que irlandeja vai fazer com
[09:56:10 - 09:59:54]:  que as pessoas chamam em Charles of the Third.
[09:59:54 - 10:01:34]:  E Third...
[10:01:34 - 10:11:10]:  Lá está eles pretendendo significar terceiro, mas Third significa...
[10:11:10 - 10:12:50]:  -Significa...
[10:12:50 - 10:14:30]:  -Não significa terceiro.
[10:14:30 - 10:16:10]:  Não significa terceiro.
[10:16:10 - 10:17:50]:  -Oh, Google.
[10:17:50 - 10:24:36]:  -E espero que não seja um pronúncio de que pode ser o seu amor de erer a landa
[10:24:36 - 10:31:16]:  pela simpelah, pela monarquia.
[10:31:16 - 10:34:36]:  -O Ray Charles...
[10:34:36 - 10:37:56]:  O Ray Charles vai ser outro.
[10:37:56 - 10:39:36]:  -Vai, vai ser outro.
[10:39:36 - 10:49:16]:  -Ve é importância atribuida a notícia da morte de Rinha de Inglaterra.
[10:49:16 - 11:01:52]:  A João Miguel Tavares como algo difetiva, relevância política, no meramente no domínio
[11:01:52 - 11:03:32]:  do simbólico.
[11:03:32 - 11:09:16]:  -É que eu acho não é um ou não, é uma coisa ou outra.
[11:09:16 - 11:18:00]:  Acho que é importante ser simbólica da Rinha, no caso do Reino Unite, tinha uma importância
[11:18:00 - 11:21:20]:  simbólica muito grande aliás.
[11:21:20 - 11:23:00]:  E essa...
[11:23:00 - 11:30:28]:  Uma importância política muito grande e que tem implicações políticas muito concretas foi
[11:30:28 - 11:32:08]:  isso para que a gente se fosse...
[11:32:08 - 11:37:44]:  -Talvez não se erra dessa importância do Sierdo.
[11:37:44 - 11:39:24]:  -Axa, acho que não se erra.
[11:39:24 - 11:42:44]:  -Talvez não se erra, vamos ver.
[11:42:44 - 11:51:52]:  -Quando a invida dela ou países que disseram que eu manterem enquanto fossem...
[11:51:52 - 11:55:12]:  -E isso diz de qualquer coisa.
[11:55:12 - 11:56:52]:  -Tois diz.
[11:56:52 - 12:08:24]:  -E que é o normal, as pessoas dizerem, eu tenho este dirigente, mas que estava de ter
[12:08:24 - 12:11:44]:  uma palavra a dizer sobre o próximo.
[12:11:44 - 12:13:24]:  -É muito monarco.
[12:13:24 - 12:15:04]:  -É um end, sabe?
[12:15:04 - 12:18:56]:  -Sabe os caros, trago a Teve e que ficaram.
[12:18:56 - 12:20:36]:  -Pois toque, certo?
[12:20:36 - 12:24:16]:  -Mas quando querem ficar nada contra?
[12:24:16 - 12:29:36]:  -Então não rebusca o contrário, eu vou referendo.
[12:29:36 - 12:31:16]:  -Vou referendo.
[12:31:16 - 12:32:56]:  -Quando querem ficar nada contra?
[12:32:56 - 12:36:16]:  -Vamos ver quem é ficar agora.
[12:36:16 - 12:43:44]:  -Mas repaga para tu ficaras mais convido com a veninha.
[12:43:44 - 12:56:20]:  -Ela até o seu último suspigo conseguiu ser político, porque ela conseguiu revaler
[12:56:20 - 13:04:28]:  no seu castelo na Escócia e não foi caindo em baquinha em Pelas, foi mesmo na Escócia.
[13:04:28 - 13:08:36]:  -Ele pode ser um bambolista de dois dias antes de morrer, amor.
[13:08:36 - 13:10:16]:  -E dois dias antes de morrer.
[13:10:16 - 13:16:32]:  E é dovidoso, por exemplo, quando estamos a falar das questões simbólicas e como elas
[13:16:32 - 13:23:12]:  estão concatenadas com as questões políticas, é dovidoso que saem e saber o segundo.
[13:23:12 - 13:28:52]:  O escócia ainda tivesse tão claramente a potência.
[13:28:52 - 13:39:16]:  -Ele deixemos uma coisa, mas é importante nas reações, tem vida aliás de uma anglaterra,
[13:39:16 - 13:42:24]:  por uma rirra, mas não de peito também.
[13:42:24 - 13:58:20]:  É só uma questão política, que eu vejo pessoas a ilugiar na rinha de anglaterra, valores
[13:58:20 - 14:05:04]:  que elas próprias essas pessoas não prezam particularmente.
[14:05:04 - 14:13:24]:  Lembro muito da morte de Tula, o Nardo Cohen, em que as suas ías assim, tão bem educado
[14:13:24 - 14:15:04]:  que era.
[14:15:04 - 14:22:52]:  E eu pensei, mas será que é muito questão assim um valor tão em alta na sociedade?
[14:22:52 - 14:29:48]:  Um cara aí por isso, e não entendi a vía da coisa antiga ali.
[14:29:48 - 14:33:36]:  Então, este é o exemplo de ela não dar entrevistas.
[14:33:36 - 14:35:16]:  Não irá a obra.
[14:35:16 - 14:38:36]:  A obra não é a obra.
[14:38:36 - 14:47:32]:  Ouviro os italianos, mas é a obra, o Infer.
[14:47:32 - 14:56:36]:  -O facto de ela manter recato, que é uma coisa que ninguém mentem.
[14:56:36 - 14:58:16]:  -Pensa do Greg.
[14:58:16 - 14:59:56]:  -Soba sua vida.
[14:59:56 - 15:02:28]:  -Não, mas estou a falar da sua vida pessoal.
[15:02:28 - 15:08:16]:  O fato de ela não se vir para a tua vez, não queixar, sem não ser que mais.
[15:08:16 - 15:16:20]:  É tão estranha a nossa mentalidade que as pessoas dizem, é admirable, é listo.
[15:16:20 - 15:21:00]:  Não é, é um normalzinho, mas já não é.
[15:21:00 - 15:28:16]:  -Carozor agora, a besença da mão redabancada, fui aqui, vieram nosso grupo, o que foi
[15:28:16 - 15:29:56]:  dito?
[15:29:56 - 15:33:16]:  Caros baixos, põe a notícia.
[15:33:16 - 15:34:56]:  -Então, o que é isso?
[15:34:56 - 15:36:36]:  -A notícia é azerista.
[15:36:36 - 15:40:56]:  -É o que ela fez, a dorélgia e tem meldice.
[15:40:56 - 15:44:56]:  -Ela foi acusada, dizem-me um nome.
[15:44:56 - 15:48:16]:  -Não, eu não disse que ela disse um horror.
[15:48:16 - 15:55:08]:  -Ela foi mais forte, põe a notícia que dizem, a Bel Segunda, o real.
[15:55:08 - 16:02:08]:  E eu digo, vamos sentir falta todo seu excelente trabalho.
[16:02:08 - 16:03:48]:  -Eliga do excelente.
[16:03:48 - 16:05:28]:  -Eliga do excelente.
[16:05:28 - 16:07:08]:  -Eliga do excelente.
[16:07:08 - 16:08:48]:  -Eliga do excelente.
[16:08:48 - 16:10:28]:  -Eliga do excelente.
[16:10:28 - 16:12:08]:  -Eliga do excelente.
[16:12:08 - 16:13:48]:  -Eliga do excelente.
[16:13:48 - 16:15:28]:  -Eliga do excelente.
[16:15:28 - 16:17:08]:  -Eliga do excelente.
[16:17:08 - 16:18:48]:  -Eliga do excelente.
[16:18:48 - 16:20:28]:  -Eliga do excelente.
[16:20:28 - 16:22:08]:  -Eliga do excelente.
[16:22:08 - 16:23:48]:  -Eliga do excelente.
[16:23:48 - 16:25:28]:  -Eliga do excelente.
[16:25:28 - 16:27:08]:  -Eliga do excelente.
[16:27:08 - 16:28:48]:  -Eliga do excelente.
[16:28:48 - 16:30:28]:  -Eliga do excelente.
[16:30:28 - 16:52:40]:  -Eliga do excelente.
[16:52:40 - 16:54:20]:  -Eliga do excelente.
[16:54:20 - 16:56:00]:  -Eliga do excelente.
[16:56:00 - 16:57:40]:  -Eliga do excelente.
[16:57:40 - 16:59:20]:  -Eliga do excelente.
[16:59:20 - 17:01:00]:  -Eliga do excelente.
[17:01:00 - 17:02:40]:  -Eliga do excelente.
[17:02:40 - 17:04:20]:  -Eliga do excelente.
[17:04:20 - 17:06:00]:  -Eliga do excelente.
[17:06:00 - 17:07:40]:  -Eliga do excelente.
[17:07:40 - 17:09:20]:  -Eliga do excelente.
[17:09:20 - 17:11:00]:  -Eliga do excelente.
[17:11:00 - 17:12:40]:  -Eliga do excelente.
[17:12:40 - 17:14:20]:  -Eliga do excelente.
[17:14:20 - 17:16:00]:  -Eliga do excelente.
[17:16:00 - 17:17:40]:  -Eliga do excelente.
[17:17:40 - 17:19:20]:  -Eliga do excelente.
[17:19:20 - 17:21:00]:  -Eliga do excelente.
[17:21:00 - 17:22:40]:  -Eliga do excelente.
[17:22:40 - 17:24:20]:  -Eliga do excelente.
[17:24:20 - 17:26:00]:  -Eliga do excelente.
[17:26:00 - 17:27:40]:  -Eliga do excelente.
[17:27:40 - 17:29:20]:  -Eliga do excelente.
[17:29:20 - 17:31:00]:  -Eliga do excelente.
[17:31:00 - 17:32:40]:  -Eliga do excelente.
[17:32:40 - 17:34:20]:  -Eliga do excelente.
[17:34:20 - 17:36:00]:  -Eliga do excelente.
[17:36:00 - 17:37:40]:  -Eliga do excelente.
[17:37:40 - 17:39:20]:  -Eliga do excelente.
[17:39:20 - 17:41:00]:  -Eliga do excelente.
[17:41:00 - 17:42:40]:  -Eliga do excelente.
[17:42:40 - 17:44:20]:  -Eliga do excelente.
[17:44:20 - 17:46:00]:  -Eliga do excelente.
[17:46:00 - 17:47:40]:  -Eliga do excelente.
[17:47:40 - 17:49:20]:  -Eliga do excelente.
[17:49:20 - 17:51:00]:  -Eliga do excelente.
[17:51:00 - 17:52:40]:  -Eliga do excelente.
[17:52:40 - 17:54:20]:  -Eliga do excelente.
[17:54:20 - 17:56:00]:  -Eliga do excelente.
[17:56:00 - 17:57:40]:  -Eliga do excelente.
[17:57:40 - 17:59:20]:  -Eliga do excelente.
[17:59:20 - 18:01:00]:  -Eliga do excelente.
[18:01:00 - 18:02:40]:  -Eliga do excelente.
[18:02:40 - 18:04:20]:  -Eliga do excelente.
[18:04:20 - 18:06:00]:  -Eliga do excelente.
[18:06:00 - 18:07:40]:  -Eliga do excelente.
[18:07:40 - 18:09:20]:  -Eliga do excelente.
[18:09:20 - 18:11:00]:  -Eliga do excelente.
[18:11:00 - 18:12:40]:  -Eliga do excelente.
[18:12:40 - 18:14:20]:  -Eliga do excelente.
[18:14:20 - 18:16:00]:  -Eliga do excelente.
[18:16:00 - 18:17:40]:  -Eliga do excelente.
[18:17:40 - 18:19:20]:  -Eliga do excelente.
[18:19:20 - 18:21:00]:  -Eliga do excelente.
[18:21:00 - 18:22:40]:  -Eliga do excelente.
[18:22:40 - 18:24:20]:  -Eliga do excelente.
[18:24:20 - 18:26:00]:  -Eliga do excelente.
[18:26:00 - 18:27:40]:  -Eliga do excelente.
[18:27:40 - 18:29:20]:  -Eliga do excelente.
[18:29:20 - 18:31:00]:  -Eliga do excelente.
[18:31:00 - 18:32:40]:  -Eliga do excelente.
[18:32:40 - 18:34:20]:  -Eliga do excelente.
[18:34:20 - 18:36:00]:  -Eliga do excelente.
[18:36:00 - 18:37:40]:  -Eliga do excelente.
[18:37:40 - 18:39:20]:  -Eliga do excelente.
[18:39:20 - 18:41:00]:  -Eliga do excelente.
[18:41:00 - 18:42:40]:  -Eliga do excelente.
[18:42:40 - 18:44:20]:  -Eliga do excelente.
[18:44:20 - 18:46:00]:  -Eliga do excelente.
[18:46:00 - 18:47:40]:  -Eliga do excelente.
[18:47:40 - 18:49:20]:  -Eliga do excelente.
[18:49:20 - 18:51:00]:  -Eliga do excelente.
[18:51:00 - 18:52:40]:  -Eliga do excelente.
[18:52:40 - 18:54:20]:  -Eliga do excelente.
[18:54:20 - 18:56:00]:  -Eliga do excelente.
[18:56:00 - 18:57:40]:  -Eliga do excelente.
[18:57:40 - 18:59:20]:  -Eliga do excelente.
[18:59:20 - 19:01:00]:  -Eliga do excelente.
[19:01:00 - 19:02:40]:  -Eliga do excelente.
[19:02:40 - 19:04:20]:  -Eliga do excelente.
[19:04:20 - 19:06:00]:  -Eliga do excelente.
[19:06:00 - 19:07:40]:  -Eliga do excelente.
[19:07:40 - 19:09:20]:  -Eliga do excelente.
[19:09:20 - 19:11:00]:  -Eliga do excelente.
[19:11:00 - 19:12:40]:  -Eliga do excelente.
[19:12:40 - 19:14:20]:  -Eliga do excelente.
[19:14:20 - 19:16:00]:  -Eliga do excelente.
[19:16:00 - 19:17:40]:  -Eliga do excelente.
[19:17:40 - 19:19:20]:  -Eliga do excelente.
[19:19:20 - 19:21:00]:  -Eliga do excelente.
[19:21:00 - 19:22:40]:  -Eliga do excelente.
[19:22:40 - 19:24:20]:  -Eliga do excelente.
[19:24:20 - 19:26:00]:  -Eliga do excelente.
[19:26:00 - 19:27:40]:  -Eliga do excelente.
[19:27:40 - 19:29:20]:  -Eliga do excelente.
[19:29:20 - 19:31:00]:  -Eliga do excelente.
[19:31:00 - 19:32:40]:  -Eliga do excelente.
[19:32:40 - 19:34:20]:  -Eliga do excelente.
[19:34:20 - 19:36:00]:  -Eliga do excelente.
[19:36:00 - 19:37:40]:  -Eliga do excelente.
[19:37:40 - 19:39:20]:  -Eliga do excelente.
[19:39:20 - 19:41:00]:  -Eliga do excelente.
[19:41:00 - 19:42:40]:  -Eliga do excelente.
[19:42:40 - 19:44:20]:  -Eliga do excelente.
[19:44:20 - 19:46:00]:  -Eliga do excelente.
[19:46:00 - 19:47:40]:  -Eliga do excelente.
[19:47:40 - 19:49:20]:  -Eliga do excelente.
[19:49:20 - 19:51:00]:  -Eliga do excelente.
[19:51:00 - 19:52:40]:  -Eliga do excelente.
[19:52:40 - 19:54:20]:  -Eliga do excelente.
[19:54:20 - 19:56:00]:  -Eliga do excelente.
[19:56:00 - 19:57:40]:  -Eliga do excelente.
[19:57:40 - 19:59:20]:  -Eliga do excelente.
[19:59:20 - 20:01:00]:  -Eliga do excelente.
[20:01:00 - 20:02:40]:  -Eliga do excelente.
[20:02:40 - 20:04:20]:  -Eliga do excelente.
[20:04:20 - 20:06:00]:  -Eliga do excelente.
[20:06:00 - 20:07:40]:  -Eliga do excelente.
[20:07:40 - 20:09:20]:  -Eliga do excelente.
[20:09:20 - 20:11:00]:  -Eliga do excelente.
[20:11:00 - 20:12:40]:  -Eliga do excelente.
[20:12:40 - 20:14:20]:  -Eliga do excelente.
[20:14:20 - 20:16:00]:  -Eliga do excelente.
[20:16:00 - 20:17:40]:  -Eliga do excelente.
[20:17:40 - 20:19:20]:  -Eliga do excelente.
[20:19:20 - 20:21:00]:  -Eliga do excelente.
[20:21:00 - 20:22:40]:  -Eliga do excelente.
[20:22:40 - 20:24:20]:  -Eliga do excelente.
[20:24:20 - 20:26:00]:  -Eliga do excelente.
[20:26:00 - 20:27:40]:  -Eliga do excelente.
[20:27:40 - 20:29:20]:  -Eliga do excelente.
[20:29:20 - 20:31:00]:  -Eliga do excelente.
[20:31:00 - 20:32:40]:  -Eliga do excelente.
[20:32:40 - 20:34:20]:  -Eliga do excelente.
[20:34:20 - 20:36:00]:  -Eliga do excelente.
[20:36:00 - 20:37:40]:  -Eliga do excelente.
[20:37:40 - 20:39:20]:  -Eliga do excelente.
[20:39:20 - 20:41:00]:  -Eliga do excelente.
[20:41:00 - 20:42:40]:  -Eliga do excelente.
[20:42:40 - 20:44:20]:  -Eliga do excelente.
[20:44:20 - 20:46:00]:  -Eliga do excelente.
[20:46:00 - 20:47:40]:  -Eliga do excelente.
[20:47:40 - 20:49:20]:  -Eliga do excelente.
[20:49:20 - 20:51:00]:  -Eliga do excelente.
[20:51:00 - 20:52:40]:  -Eliga do excelente.
[20:52:40 - 20:54:20]:  -Eliga do excelente.
[20:54:20 - 20:56:00]:  -Eliga do excelente.
[20:56:00 - 20:57:40]:  -Eliga do excelente.
[20:57:40 - 20:59:20]:  -Eliga do excelente.
[20:59:20 - 21:01:00]:  -Eliga do excelente.
[21:01:00 - 21:02:40]:  -Eliga do excelente.
[21:02:40 - 21:04:20]:  -Eliga do excelente.
[21:04:20 - 21:06:00]:  -Eliga do excelente.
[21:06:00 - 21:07:40]:  -Eliga do excelente.
[21:07:40 - 21:09:20]:  -Eliga do excelente.
[21:09:20 - 21:11:00]:  -Eliga do excelente.
[21:11:00 - 21:12:40]:  -Eliga do excelente.
[21:12:40 - 21:14:20]:  -Eliga do excelente.
[21:14:20 - 21:16:00]:  -Eliga do excelente.
[21:16:00 - 21:17:40]:  -Eliga do excelente.
[21:17:40 - 21:19:20]:  -Eliga do excelente.
[21:19:20 - 21:21:00]:  -Eliga do excelente.
[21:21:00 - 21:22:40]:  -Eliga do excelente.
[21:22:40 - 21:24:20]:  -Eliga do excelente.
[21:24:20 - 21:26:00]:  -Eliga do excelente.
[21:26:00 - 21:27:40]:  -Eliga do excelente.
[21:27:40 - 21:29:20]:  -Eliga do excelente.
[21:29:20 - 21:31:00]:  -Eliga do excelente.
[21:31:00 - 21:32:40]:  -Eliga do excelente.
[21:32:40 - 21:34:20]:  -Eliga do excelente.
[21:34:20 - 21:36:00]:  -Eliga do excelente.
[21:36:00 - 21:37:40]:  -Eliga do excelente.
[21:37:40 - 21:39:20]:  -Eliga do excelente.
[21:39:20 - 21:41:00]:  -Eliga do excelente.
[21:41:00 - 21:42:40]:  -Eliga do excelente.
[21:42:40 - 21:44:20]:  -Eliga do excelente.
[21:44:20 - 21:46:00]:  -Eliga do excelente.
[21:46:00 - 21:47:40]:  -Eliga do excelente.
[21:47:40 - 21:49:20]:  -Eliga do excelente.
[21:49:20 - 21:51:00]:  -Eliga do excelente.
[21:51:00 - 21:52:40]:  -Eliga do excelente.
[21:52:40 - 21:54:20]:  -Eliga do excelente.
[21:54:20 - 21:56:00]:  -Eliga do excelente.
[21:56:00 - 21:57:40]:  -Eliga do excelente.
[21:57:40 - 21:59:20]:  -Eliga do excelente.
[21:59:20 - 22:01:00]:  -Eliga do excelente.
[22:01:00 - 22:02:40]:  -Eliga do excelente.
[22:02:40 - 22:04:20]:  -Eliga do excelente.
[22:04:20 - 22:06:00]:  -Eliga do excelente.
[22:06:00 - 22:07:40]:  -Eliga do excelente.
[22:07:40 - 22:09:20]:  -Eliga do excelente.
[22:09:20 - 22:11:00]:  -Eliga do excelente.
[22:11:00 - 22:12:40]:  -Eliga do excelente.
[22:12:40 - 22:14:20]:  -Eliga do excelente.
[22:14:20 - 22:16:00]:  -Eliga do excelente.
[22:16:00 - 22:17:40]:  -Eliga do excelente.
[22:17:40 - 22:19:20]:  -Eliga do excelente.
[22:19:20 - 22:21:00]:  -Eliga do excelente.
[22:21:00 - 22:22:40]:  -Eliga do excelente.
[22:22:40 - 22:24:20]:  -Eliga do excelente.
[22:24:20 - 22:26:00]:  -Eliga do excelente.
[22:26:00 - 22:27:40]:  -Eliga do excelente.
[22:27:40 - 22:29:20]:  -Eliga do excelente.
[22:29:20 - 22:31:00]:  -Eliga do excelente.
[22:31:00 - 22:32:40]:  -Eliga do excelente.
[22:32:40 - 22:34:20]:  -Eliga do excelente.
[22:34:20 - 22:36:00]:  -Eliga do excelente.
[22:36:00 - 22:37:40]:  -Eliga do excelente.
[22:37:40 - 22:39:20]:  -Eliga do excelente.
[22:39:20 - 22:41:00]:  -Eliga do excelente.
[22:41:00 - 22:42:40]:  -Eliga do excelente.
[22:42:40 - 22:44:20]:  -Eliga do excelente.
[22:44:20 - 22:46:00]:  -Eliga do excelente.
[22:46:00 - 22:47:40]:  -Eliga do excelente.
[22:47:40 - 22:49:20]:  -Eliga do excelente.
[22:49:20 - 22:51:00]:  -Eliga do excelente.
[22:51:00 - 22:52:40]:  -Eliga do excelente.
[22:52:40 - 22:54:20]:  -Eliga do excelente.
[22:54:20 - 22:56:00]:  -Eliga do excelente.
[22:56:00 - 22:57:40]:  -Eliga do excelente.
[22:57:40 - 22:59:20]:  -Eliga do excelente.
[22:59:20 - 23:01:00]:  -Eliga do excelente.
[23:01:00 - 23:02:40]:  -Eliga do excelente.
[23:02:40 - 23:04:20]:  -Eliga do excelente.
[23:04:20 - 23:06:00]:  -Eliga do excelente.
[23:06:00 - 23:07:40]:  -Eliga do excelente.
[23:07:40 - 23:09:20]:  -Eliga do excelente.
[23:09:20 - 23:11:00]:  -Eliga do excelente.
[23:11:00 - 23:12:40]:  -Eliga do excelente.
[23:12:40 - 23:14:20]:  -Eliga do excelente.
[23:14:20 - 23:16:00]:  -Eliga do excelente.
[23:16:00 - 23:17:40]:  -Eliga do excelente.
[23:17:40 - 23:19:20]:  -Eliga do excelente.
[23:19:20 - 23:21:00]:  -Eliga do excelente.
[23:21:00 - 23:22:40]:  -Eliga do excelente.
[23:22:40 - 23:24:20]:  -Eliga do excelente.
[23:24:20 - 23:26:00]:  -Eliga do excelente.
[23:26:00 - 23:27:40]:  -Eliga do excelente.
[23:27:40 - 23:29:20]:  -Eliga do excelente.
[23:29:20 - 23:31:00]:  -Eliga do excelente.
[23:31:00 - 23:32:40]:  -Eliga do excelente.
[23:32:40 - 23:34:20]:  -Eliga do excelente.
[23:34:20 - 23:36:00]:  -Eliga do excelente.
