[00:00:00 - 00:07:42]:  Esta semana, por entro os preparativos para a Seia de Natal, Ricardo Varou,
[15:44:56 - 15:58:16]:  Pode trazer uma dinâmica no sentido em que a dinâmica do método, que é conhecida, isto é, não se perde em votos.
[15:58:16 - 16:16:36]:  Há uma ligação histórica de ruídas partidos, aos famosos quadros de CDS, ou alguns HDS, que podem estar nas listas.
[16:16:36 - 16:29:56]:  E há até uma espécie de primeiro passo, que há alguns dizem, e tanto pode ser o primeiro passo para o reneximento de CDS,
[16:29:56 - 16:38:16]:  como o primeiro passo para a absorção do CDS, por parte do PSD.
[16:38:16 - 16:43:16]:  O que ele parece mais por causa de ivela na salutura?
[16:43:16 - 16:59:56]:  O que é dizer, mais por causa de ivela é sempre a absorção, porque neste momento estamos a falar de uma aliança, com um partido que não está presente neste momento.
[16:59:56 - 17:04:56]:  Não parlamento, mas ainda é uma aliança.
[17:04:56 - 17:18:16]:  O próximo ciclo eleitoral não, para a sua opinião, você está com uma coisa para durar.
[17:18:16 - 17:28:16]:  Na algo mais matéria, numa outra matéria europeia, etc., não é óbvio que tem uma mesma posição.
[17:28:16 - 17:46:36]:  Porque eu acho uma boa ideia, acho uma ideia esclarissadora, fica claro que a direita chamada "travisional" ou "classica" que está em crise, todo lado.
[17:46:36 - 17:54:56]:  Está a junta, o início de liberal só não está, porque não quer.
[17:54:56 - 18:03:16]:  E dizem eles, eu não acredito no caso, mas os chega, eles não querem.
[18:03:16 - 18:21:36]:  Vamos ver, vamos ver, deixe-nos, parecemos que a perna da ideia é óbvia, não parece ser negra dos custos, sobretudo com o líder do PS menos centristas, do que é Antonio Costa,
[18:21:36 - 18:39:56]:  e portanto acho que este não havia outro hipótesis, acho que é tão raro os partidos que fazerem aquilo que é óbvio, que eu acho bom, acho peritivo.
[18:39:56 - 18:51:36]:  Parece que os amigos, eu acho que pode vir uma absorção para usar a palavra do peda-mexitia.
[18:51:36 - 18:59:56]:  Não sei se é uma absorção, mas acho que este é um daqueles casos em que os dois lados ganham.
[18:59:56 - 19:06:36]:  Nós já falamos isto aqui muitas vezes, tanto seja a absorção ou não seja a absorção.
[19:06:36 - 19:24:56]:  Tudo isto tem vantagens, tem vantagens, pode ser de s, nós dizemos isto, acho que foi na semana passada, que não tem voto e não tem quadros e não tem quadros.
[19:24:56 - 19:31:36]:  E portanto assim pode ser que juntos tenham o simultaneamento de votos e quadros.
[19:31:36 - 19:44:56]:  Os nomes fortes do cds são hoje em dia para mim, politicamente mais fortes do que os magadoras, maiores dos 4 do PSD.
[19:44:56 - 19:56:36]:  É mesmo tempo, o próprio nome é "Liança Democrática", embora ajo... - Estamos só lá disso, então... - Sim, embora.
[19:56:36 - 20:09:56]:  O que quer dizer é que a lença democrática tem a vantagem de ser algo que parece como novo e acho que a marca parece de cds.
[20:09:56 - 20:18:16]:  - Como novo? - Não, não. - Não, não. - Não, não. - Não, não. - Tem um toque no nostalgia.
[20:18:16 - 20:24:56]:  - Sim. - Tem um toque no nostalgia que se... - E parece que a ameaça de decidência em curso,
[20:24:56 - 20:43:16]:  não é iniciado de liberal protagonizada por Carla Castro, que poderá vir a servir para ampliar o lec político desta AD?
[20:43:16 - 20:49:56]:  Eu não percebi aquilo. A pergunta é, essa Carla Castro agora vai agarrar.
[20:49:56 - 20:59:56]:  - Carla Castro e para o Juchá, outros que prefrem estar... - Ela, porque é que a menina se chama de "O Unicidade de Valergar".
[20:59:56 - 21:05:22]:  Não tem pra limpar a aula. Ah, uns que também prestaram como a Podia Chiga, outros agora vêm para aqui.
[21:05:22 - 21:15:24]:  Eu não percebi aqui. Eu não percebi como a Carla Cares, de forma portada que se destacou.
[21:15:24 - 21:27:04]:  Eu percebi que estava em 44%. Mas, 44% de votos nas eleições contra o Rio Rocha.
[21:27:04 - 21:39:46]:  E agora não tem que ter um lugar nas listas elituais. Não percebi aqui. Não sei que a Altonha batida em Rio Rocha na que os casas de venho, da Assembleia da República, mas de portamento de...
[21:39:46 - 21:47:56]:  Não sou mistas ainda. A Escaças de venha, não sou mistas. E da não sou mistas. Mas não há porta.
[21:47:56 - 21:54:36]:  Não consigo ter... Quer dizer, às vezes há aquelas coisas.
[21:54:36 - 22:01:16]:  Vamos agarra-te entre a Carla Rocha e o Rio Rocha.
[22:01:16 - 22:04:36]:  Não sei quem é que é não.
[22:04:36 - 22:16:16]:  E também não sei. Agora, pode ser a dizer que estão em os questões de feitius, ou pessoas que não se não mostram com os outros.
[22:16:16 - 22:22:56]:  Mas quer dizer um partido que é cheio. Tem que saber viver. Não possuem como pessoas.
[22:22:56 - 22:29:36]:  Não possuem como pessoas. Não possuem como pessoas que são de feitius. Porque é algo mais do que feitiu.
[22:29:36 - 22:34:36]:  Quando os dissidentes daí vão prochega.
[22:34:36 - 22:41:16]:  Sim, mas eu não tenho ganhos de ouvir. É bastante bizarro, mas não estás às as pés.
[22:41:16 - 22:44:36]:  A Carla que as faça várias coisas que eu cheguei.
[22:44:36 - 22:47:56]:  Liberal, não. Liberal, não.
[22:47:56 - 22:51:16]:  E ele é liberal. Como é evidente, né?
[22:51:16 - 23:07:56]:  O PPM recusou-se a fazer parte desta rei edição da AD com esta justificação por parte do presidente Monárquico.
[23:07:56 - 23:11:16]:  O presidente Monárquico, é loxímero.
[23:11:16 - 23:12:56]:  Parabéns.
[23:12:56 - 23:22:56]:  Com o sal da Câmara Pereira, diz ele, nós podíamos ser piões, mas só banderas não.
[23:22:56 - 23:26:16]:  Querem ajudar-nos a discutir, Fira.
[23:26:16 - 23:42:56]:  Eu acho que o que ele quer dizer é que ele não se importa, ir para a frente de batalha com poucas hipóteses de glória, como o Pian, a Bernagávia Pian,
[23:42:56 - 23:49:36]:  mas recusa ser só um adorno, um efeito.
[23:49:36 - 23:54:36]:  Ou seja, o rigoroso oposto da Monárquia.
[23:54:36 - 23:56:16]:  Normalmente.
[23:56:16 - 24:06:16]:  Não vai para a frente de batalha com poucas hipóteses de glória, fica na retaguarda, da receber os lores e a infeitar.
[24:06:16 - 24:11:16]:  Essa é a missão da Monárquia, normalmente.
[24:11:16 - 24:14:36]:  É um efeito de esta regi.
[24:14:36 - 24:16:16]:  Paglamentar, não é?
[24:16:16 - 24:26:16]:  Pois talvez, o problema é o seguinte, é que o PST já tem um PPM desta vez que é o CDS.
[24:26:16 - 24:37:56]:  O CDS tem hoje, mais ou menos, a dimensão que o PPM tinha no tempo do sacanero.
[24:37:56 - 24:51:16]:  E o PPM nem sequer é o PPM. É que o ProTurcidesse é o PPM e o PPM tem a dimensão, sei lá, do Mirno.
[24:51:16 - 24:54:36]:  E portanto, era mais difícil fazer isso.
[24:54:36 - 25:01:16]:  O PST já falava o CDS só, a colo.
[25:01:16 - 25:04:36]:  Não tinha mais aromas.
[25:04:36 - 25:09:36]:  Mas o PST não foi o PST, porque não quis, pelo visto, foi o PPM.
[25:09:36 - 25:12:56]:  Está bem, mas não quis eram.
[25:12:56 - 25:16:16]:  As condições que eles foram propostas.
[25:16:16 - 25:24:36]:  O PST, que o PST, foi o material da porta do PPM, estava o Gonçalo, Ribeiro Telles.
[25:24:36 - 25:27:56]:  Agora está o Gonçalo que é a Mora Prea. É todo o Gonçalo.
[25:27:56 - 25:31:16]:  É uma definição do ProCourse.
[25:31:16 - 25:34:36]:  É, já também. É uma defesa do ProCourse.
[25:34:36 - 25:54:36]:  E esta marca, fresquinha, como diz o João Miguel Tavar 79 AD, será que pode ser usada se não está um dos componentes da marca original?
[25:54:36 - 25:56:16]:  E, exatamente.
[25:56:16 - 26:02:56]:  E não sei como é que este marcas e patentes é um assunto que eu não domine claramente.
[26:02:56 - 26:16:16]:  Nós estamos na posição ideal para saber que é possível, que esta coligação se está na da presentação, como cligação que o nome nós estamos localmente...
[26:16:16 - 26:26:16]:  Estamos legalmente em pedir dizer "Fake Nelly", pode não ser a "E" ou "Sicre Nelly".
[26:26:16 - 26:27:56]:  Sica, não vou ver.
[26:27:56 - 26:31:16]:  Também, é o Ovo Pafo.
[26:31:16 - 26:37:56]:  Eu não sei, não sei, não sei, é mais de protigente votar "Knelly" do Ovo Pafo.
[26:37:56 - 27:02:56]:  Pafo passou muito pai, Eduardo.
[27:02:56 - 27:16:16]:  O ministro das perguntas insultuosas, precisamos de saber antes de mais quem insulta e quem insulta.
[27:16:16 - 27:31:16]:  Eu acho que hoje em dia que a de vez que se olva a expressão, isso é uma pergunta insultuosa, que é bom português, não é pai de família, sabe?
[27:31:16 - 27:34:36]:  Aqueles vezes não se está refrigindo.
[27:34:36 - 27:51:16]:  O cenário aqui é o mesmo das declarações de passos que vimos há pouco e o protagonista também é um antigo primeiro ministro que, como se vai ver já a seguir,
[27:51:16 - 27:56:16]:  não gosta de certas perguntas dos jurão listas.
[27:56:16 - 28:11:16]:  Bom, me digo, funcionado de produtas, eu pedi-vos aliás que não me provocassem para entrar nesses jogos dos ataques políticos.
[28:11:16 - 28:32:56]:  E aproveitem estes minutos porque eu estou aqui, espero que o Tribunal abra, parece que o Ovo é mais cedo, porque é só que a dovo pão chegar mais uma vez.
[28:32:56 - 28:42:56]:  Fala um pouco mais baixo, porque o fato de falar mais alto não é...
[28:42:56 - 28:44:36]:  Não, não, não.
[28:44:36 - 28:51:16]:  Eu não quero responder às suas perguntas e não vou responder.
[28:51:16 - 29:02:56]:  E como sempre não há nada como vir junto à identidade administrativa competente, os jurão listas para saber notícias da justiça.
[29:02:56 - 29:07:56]:  Por prescrições, guarda que se vai acontecer.
[29:07:56 - 29:14:36]:  Desculpe essa conversa da prescrição, é conversa do ministério.
[29:14:36 - 29:21:16]:  Então, isso é uma cozina carditável que fosse a jornalista, não tinha uma de ciencia.
[29:21:16 - 29:29:36]:  Lembrar ao ministério público, que o ministério público teve quatro anos, não emquere.
[29:29:36 - 29:32:56]:  Vocês deviam ser um pouquinho injustos.
[29:32:56 - 29:44:36]:  Por uma vez, tira aí fazer um pouco de justiça dos 10 anos de processo, porque isso.
[29:44:36 - 29:49:36]:  Novo são de inteira responsabilidade de estar.
[29:49:36 - 29:57:56]:  Compreendo agora, porque quem injusto os jurão listas perguntaram sobre uma nova justiça?
[29:57:56 - 30:02:56]:  Isso é apenas uma campanha de ministério público, que falsa.
[30:02:56 - 30:07:56]:  De dizer nem justiça.
[30:07:56 - 30:12:56]:  Confesso, já estava com saudades, o Jovem Galtavares.
[30:12:56 - 30:19:36]:  É quase Natal e achei que valia a pena, para que este bonita apaganda.
[30:19:36 - 30:24:36]:  Notice que isto foi só a entrada. Aceia do Ovo Mais.
[30:24:36 - 30:26:16]:  Ovo Mais.
[30:26:16 - 30:32:56]:  E até ele perguntaram porque eu tinha estado de porque sou o Manuel Pinho.
[30:32:56 - 30:47:56]:  E aquela coisa do Manuel Pinho, andava a receber dinheiro na sua conta, vinda do brez, enquanto era ministro.
[30:47:56 - 30:57:56]:  Sabia algo com isso. E se é alguma pergunta inciltuosa, e continua por ali fora,
[30:57:56 - 31:06:16]:  sempre a atingar-se ao Jornalista. E, de facto, dá soldados.
[31:06:16 - 31:16:16]:  E é bom sempre recordar os portugueses que ele já era assim, quando era ministro.
[31:16:16 - 31:21:16]:  Que ele não mudou, quando ele era o primeiro ministro era igual.
[31:21:16 - 31:29:36]:  E continua sempre com este tom. Eu lovelhei energia.
[31:29:36 - 31:39:36]:  E basicamente, eu só decidito trazer este tema para aqui, não é para comentar-se,
[31:39:36 - 31:47:56]:  seja só que eles têm razão ou não. Mas é por de vez em quando vale a pena recordar,
[31:47:56 - 31:52:56]:  a gestão, esta maneira, te diga e diga-se ao Jornalistas.
[31:52:56 - 32:01:16]:  E pensar que muitos portugueses apoiaram este senhor durante muitos, muitos e largos anos.
[32:01:16 - 32:07:56]:  O que é que retiraria deste reapacimento público de destes sócar a despeder mexer?
[32:07:56 - 32:17:56]:  Que terão um reapacimento, no mesmo sentido, em que o jogo sem frontales de cada vez são iguais ou afetibalacanços.
[32:17:56 - 32:27:56]:  A mesma coisa é sempre, tudo o que acontece é uma conspiração de canalhas.
[32:27:56 - 32:39:36]:  Tudo, ou seja, nada é verdade, é tudo uma ordidura.
[32:39:36 - 32:46:16]:  E todas as pessoas que fazem são moralmente iníquias.
[32:46:16 - 33:02:56]:  Não há nada que diga-se, respeito aos os sócrates, que não seja uma fabricação dos topores, basicamente.
[33:02:56 - 33:14:36]:  Qual que ela dizia? O lemmação de Vito Périus, que é uma frase que diga-se, "Tagane o prêmio que é mil que está lebrado".
[33:14:36 - 33:19:36]:  Não do quanto, mas dela linguagem.
[33:19:36 - 33:32:56]:  E, por exemplo, eu não encaixei este fascinante, as pessoas, como o Jornal, os homiguelas de suas, de ser várias vezes,
[33:32:56 - 33:44:36]:  é uma personagem fascinante. Eu nunca acho que este fascinante, acho um número que, a partir do momento em que já se viu,
[33:44:36 - 33:54:36]:  é sempre igual. É sempre igual a uma nenhuma nevidade. Tenho gracia que ela seja na mesma.
[33:54:36 - 34:02:56]:  Tá, a ideia que se daqui a 30 anos, ela, a parte do tribunal, fazerem a mesma coisa.
[34:02:56 - 34:07:56]:  Até porque o processo não está para aumentar a espera.
[34:07:56 - 34:12:56]:  -Sera-se... -Sera-se atrapascrito, né?
[34:12:56 - 34:19:36]:  E, portanto, e portanto, não...
[34:19:36 - 34:26:16]:  É realmente como uma que eles eventos, sonhando mais. É a coirada de São Silvestre.
[34:26:16 - 34:29:36]:  Olha, também é só dizer que o erro ele está frio.
[34:29:36 - 34:41:16]:  Mas este lama sal de Vituperios, em a casa, para voltar a falar, a propósito de Sócrates,
[34:41:16 - 34:46:16]:  voltar à designação do animal fros, recadramos para ele.
[34:46:16 - 34:51:16]:  -Ah, a designação animal frosso foi ele que deu assim para o Brasil. -Oi foi, hein?
[34:51:16 - 34:56:16]:  -E, no momento de vista, ó, o peço. -Não, a questão é que se...
[34:56:16 - 34:59:36]:  Ele faz membrar alguém, não é um animal frosso.
[34:59:36 - 35:11:16]:  Ele faz reparem aquilo que o Pedro disse. Ele diz que há uma conspiração contra ele, quem viu estas deputações, há a porta tribunal.
[35:11:16 - 35:26:16]:  Há uma conspiração contra ele, que é hordida pelos adversários políticos, pela justiça e pela comunicação social.
[35:26:16 - 35:34:36]:  Eu, constantemente, em suas validas, vocês deviam ter feito este trabalho, deviam ter ido a investigar, deviam ter feito, não sei o que.
[35:34:36 - 35:41:16]:  Este é uma injustiça, vocês não se batem pela justiça, não sei o que. Reparem, não tem?
[35:41:16 - 35:52:56]:  É os adversários políticos, uma conspiração contra ele, adversários políticos, a justiça e a comunicação social.
[35:52:56 - 36:01:16]:  Quem é que este far... Não é um animal frosso, é... Desculpe, tem isto em Cor del Aréja, nos Estados Unidos tem.
[36:01:16 - 36:06:16]:  Os Estados Unidos tem isto em Cor del Aréja, nos Estados Unidos. É a mesma coisa.
[36:06:16 - 36:17:56]:  Os adversários políticos, a justiça e a comunicação social, não estou a dizer do ponto de vista ideológico, estou a dizer no "tão".
[36:17:56 - 36:26:16]:  No "tão" em na forma, é igualzinho, é uma espécie de...
[36:26:16 - 36:34:36]:  É isso, há uma conspiração global, exatamente. O nosso com o seu primeiro.
[36:34:36 - 36:51:16]:  O João Miguel Tavar, fica ministro das perguntas insultuosas, agora é vezes de Pedro Messias tornar ministro da Bolha. Qual a Bolha, Pedro Messias?
[36:51:16 - 37:09:36]:  Pois não sei, pois se pergunta-se, porque eu tinha ficado convencido de que Pedro não dissende, tinha sido eleito, como sendo um líder do PS socialista, a esquerda,
[37:09:36 - 37:31:16]:  deixando o resto do radicalismo e no entanto, na noite, em que foi naquela tristeíssima noite vitória, tristeíssima no sentido que, para si um valor eu não havia grande dintro de guiajo na noite eleitoral,
[37:31:16 - 37:42:56]:  ou muito mais entro de guiajo na noite de... No meu tarde, Pedro, no meu tarde, Pedro, não senti tanto isso, eu quero acreditar.
[37:42:56 - 38:07:56]:  O que eu quero dizer foi que foi que se ela estivesse celebrada a vitória nesse dia e agora já tinha um gasto de tudo, mas por isso me ia se que ele vinha aliás o discurso dela,
[38:07:56 - 38:24:36]:  quando ele falou, por exemplo, várias vezes, da direita com aquela nojo moral, com que a palavra direita tem, como se diz, os leprosos, etc.
[38:24:36 - 38:46:16]:  Tudo isso estava a esperar, o que não estava a esperar, foi que não faz das perguntas, ou houve essa uma resposta de Pedro Luiz Santos, que já aconteceu com o que não estava inspirado nesse dia,
[38:46:16 - 39:07:56]:  dizendo que sou a bolha política, e o político a me der que é que liga a esquerda e a direita, que as pessoas querem saber, é da saúde e da habitação e da...
[39:07:56 - 39:29:36]:  - Ah, bem, isso é... - É só vos seus problemas, e que é só nos seus problemas, não o certo sentido isso é verdade, as pessoas não, as pessoas não, as suas relações com a política não é via a ver mais, é via...
[39:29:36 - 39:41:16]:  Como é que quando tem que gastar no supermercado, isso é normal, mas se isso é assim, qual é a inventagem de ser de esquerda ou a direita?
[39:41:16 - 39:52:56]:  Não há vontade nenhuma, porque se as pessoas querem, pode dizer, mas há maneiras de esquerda e direita com as obras de problema.
[39:52:56 - 40:11:16]:  - Exatamente. - Com certeza que há, mas a maneira ideal de valorizar a maneira de esquerda, neste caso, de resolver não é dizer que as pessoas não liga mais que a ver, é verdade.
[40:11:16 - 40:12:56]:  - Não. - É.
[40:12:56 - 40:42:56]:  - É dizer o contrário, é, as pessoas querem, têm as problemas e há uma maneira de esquerda, que é aquela, que é o protagonismo, e resolver, até eles jogarem vários tabuleiros, é que me parece que tem que não vai fazer isso a toda hora, porque agora está preocupada em ser a que entornada à esquerda.
[40:42:56 - 41:12:56]:  Mas não pode ser o homem da esquerda por idura, bacteriologicamente por a sensedências, etc. E ao mesmo tempo, quando pressionado ou quando mais recioso de poder estar a escolar alguém, se tornar um cat-chol candidato, né?
[41:12:56 - 41:21:16]:  Um cat-chol, um cat-chol, um cat-chol, em português, como se diz, igual.
