[00:00:00 - 00:07:48]:  Esta semana João Miguel Tavares declara-se politicamente confiante.
[03:36:08 - 03:44:28]:  Os argumentos são tal como no tempo de austeridade.
[03:44:28 - 03:54:28]:  São muito parecidos com a linguagem do perpetrador de violência doméstica.
[03:54:28 - 04:00:52]:  Isso vai te alejar, mas olha que vai ser bom para ti.
[04:00:52 - 04:07:28]:  E daí mais a mim do que a ti, mas vai ser bom.
[04:07:28 - 04:10:12]:  Tem dúvidas.
[04:10:12 - 04:25:52]:  Como é que interpreta esta entrada em campo de centeno no despico entre Costa e Lagarde?
[04:25:52 - 04:29:32]:  Ricardo Raúx Pereira.
[04:29:32 - 04:31:56]:  É possível, Carlos.
[04:31:56 - 04:42:32]:  Eu não sei nem sobre intrigas começar, mas é possível que...
[04:42:32 - 04:53:44]:  A gente tinha uma ideia de Tientan e Costa depois de ser do governo do Real para matar a dor de peu.
[04:53:44 - 04:59:48]:  É possível que Mario Centeno está já pensado.
[04:59:48 - 05:02:20]:  Olha que também sou candidato.
[05:02:20 - 05:16:04]:  E se o começar vão ser de quando possível, a concordar com as grandes opções dos meus amigos, lado de Bruxelas.
[05:16:04 - 05:25:08]:  Pode ser que eles tenham mais vontade de me acolher a mim do que a Costa.
[05:25:08 - 05:37:12]:  Sente uma maior propensão para a deput do time Costa ou do time Centeno no Lagarde?
[05:37:12 - 05:42:56]:  Eu tenho alguma repugência a ver as coisas dessa forma.
[05:42:56 - 05:52:24]:  Eu sou Tiento Costa, ela é a minha de a grade de uma mente.
[05:52:24 - 06:00:48]:  Eu nunca voei começar, aquela frase do Alexandre Onil, que eu não mereço.
[06:00:48 - 06:06:24]:  Mas voto no PS, concordo que eu primeiro aparelho.
[06:06:24 - 06:11:32]:  E por isso, nunca voei no PS.
[06:11:32 - 06:21:24]:  E portanto, repugna-me por a questão nesses ámbitos das equipas.
[06:21:24 - 06:30:56]:  Mas neste caso concreto, sua favor, deixe meu dinheiro em paz.
[06:30:56 - 06:38:52]:  Que aparentemente é que o Costa defende.
[06:38:52 - 06:42:56]:  Não é, não é, não é.
[06:42:56 - 06:52:56]:  Consegui interpretar a razão de ser desta descrepancia entre Costa e o seu antigo ministro das finanças, João Miguel Tabar.
[06:52:56 - 06:57:04]:  Atualmente consigo.
[06:57:04 - 07:05:04]:  Aliás, uma das boas razões para Mago Centeno nunca terá de pôr banco Portugal.
[07:05:04 - 07:11:12]:  Aquestas diz que panças são supostas e se diz que nunca terá de pôr banco.
[07:11:12 - 07:19:04]:  Nunca te diga, desculpa, não é nunca terá de pôr banco Portugal.
[07:19:04 - 07:28:32]:  É porque estas desculpancias são naturais e existem a atividade do governo.
[07:28:32 - 07:38:40]:  Não é a mesma da atividade do banco central, a razão pela qual é tão importante os bancos centraixem independentes.
[07:38:40 - 07:46:44]:  É para o casio-unsch como agora, porque isso não ao contrário do que parecia o...
[07:46:44 - 07:52:28]:  E o que está a demonstrar toda a sua independência?
[07:52:28 - 07:59:04]:  Está finalmente a demonstrar toda a sua independência, mas nós estamos de estrangeá-la.
[07:59:04 - 08:02:52]:  Esse é o ponto. Nós estamos de repente a estrangeá-la.
[08:02:52 - 08:12:28]:  Olha o que passa com o Centeno. O que passa com o Centeno é que ela gosta de ser governadora do Banco Portugal.
[08:12:28 - 08:28:12]:  E isto é o contrário do que o Ricardo para acreditar e entender não é uma questão de pituitária, não é uma questão de gosto.
[08:28:12 - 08:31:16]:  E agora, aponde é que eu iria?
[08:31:16 - 08:37:04]:  Os bancos centrais têm uma função, uma, uma, uma.
[08:37:04 - 08:42:12]:  A mais importante toda é a estabilidade dos preços.
[08:42:12 - 08:44:56]:  É para isso que eles se servem.
[08:44:56 - 08:53:36]:  A primeira função de um banco central é controlar a inflação.
[08:53:36 - 09:00:16]:  E, portanto, a inflação andar ali na casa dos dois por cento, três por cento.
[09:00:16 - 09:08:08]:  E não há dúvidas do qual é que deve ser a intervenção ou que se pode criticar.
[09:08:08 - 09:14:08]:  A lagar tem a lagar dela, tem demogado demasiado.
[09:14:08 - 09:18:20]:  A começar a subir, a está cheja de jogo.
[09:18:20 - 09:20:56]:  Agora, evidente ela, tem que subir.
[09:20:56 - 09:25:00]:  Até que inflação esteja controlada.
[09:25:00 - 09:31:36]:  E ao contrário também do que o Ricardo estava a dizer,
[09:31:36 - 09:45:52]:  não é claro qual das opções é que vai a carteira do Ricardo, porque na verdade a resposta triste,
[09:45:52 - 09:49:52]:  mas verdadeira, é, vão as duas.
[09:49:52 - 09:51:32]:  As duas.
[09:51:32 - 09:58:56]:  E possível, e eu sou daqueles que acredita que, apesar de controlar a inflação,
[09:58:56 - 10:05:00]:  é mais importante ainda que se corra algum risco de reção.
[10:05:00 - 10:14:40]:  Porque a inflação é um, é, profundamente injusto, sobretudo, para quem tem menos.
[10:14:40 - 10:27:56]:  E, portanto, olha, eu se lembro que o facto de centeno desta vez a fazer o seu trabalho, demorou, foi muito tempo.
[10:27:56 - 10:34:40]:  Tem uma espéinela, portanto, duas visões, tudo bem, aqui das distintas.
[10:34:40 - 10:44:40]:  Como é que o macroeconmista Pedro Moxia desempata este centenementar a mesa?
[10:44:40 - 10:49:24]:  A nossa estilidade aqui é macro-politique isso.
[10:49:24 - 10:58:08]:  E eu não sabendo nada sobre inflação.
[10:58:08 - 11:13:08]:  Mas sobre a inflação, eu acho, no jurifismo, eu vejo uma explicação com setinhas, mas a minha setinha é o posto do Ricardo.
[11:13:08 - 11:31:28]:  O Ricardo sugereu que costa estar, aliás, centeno está a preparar o seu futuro europeu, fazendo simpático as horas europeus.
[11:31:28 - 11:43:08]:  E, portanto, levando um avanço sobre as possíveis ambições de antónio, costa mais.
[11:43:08 - 11:54:48]:  Os pacientes em politiquis lembraram nos últimos tempos que centeno pode ser um candidato presidencial.
[11:54:48 - 12:04:48]:  O facto de sante-ilvater avançado ou quase avançado não quer dizer que não haja, mas ninguém.
[12:04:48 - 12:18:08]:  E, portanto, nessa circunstancia, sante-ilvater quiser avançar como candidato ao Prodoque de Aconmidade presidencial.
[12:18:08 - 12:21:28]:  Digamos que, de acordado o Governo...
[12:21:28 - 12:24:48]:  Se centeno quiser avançar...
[12:24:48 - 12:39:48]:  Se desculpe centeno quiser avançar, o Descordado Governo pode ser uma forma de inflacionar as suas esperanças.
[12:39:48 - 12:56:28]:  Prodo, depois que receber juros disso, portanto, na verdade, centeno pode ganhar com isso, sendo que a explicação mais não especulativa é do João Miguel.
[12:56:28 - 12:59:48]:  Sim, isso é o mesmo macro-politiquis.
[12:59:48 - 13:04:48]:  É macro-politiquis, mas eu estou aqui para isso. É do João Miguel.
[13:04:48 - 13:21:28]:  Mas isso é do João Miguel. É do João Miguel. Foi uma defesa à zona.
[13:21:28 - 13:28:08]:  E ele está a fazer isto porque é que o Governo do Banco Portugal.
[13:28:08 - 13:31:28]:  A minha é homem ou homem?
[13:31:28 - 13:41:28]:  A minha é esperaí que eu vou marcar uma lugar. Não sei, mas é bruzível.
[13:41:28 - 14:01:28]:  É possível que, daqui a 4 anos, o Governo da 4 anos, quando chegar às presenciais, as pessoas não querem uma pessoa da cor do Governo.
[14:01:28 - 14:08:08]:  Querem um presidente da cor do Governo e não querem um novo Governo da mesma cor.
[14:08:08 - 14:13:08]:  Enfim, não sabemos o que vai acontecer. Tenho muitos fatores.
[14:13:08 - 14:26:28]:  Se sentendo a ver, ambições presidenciais, tem um ligado à direita, já tinha de quantas certas.
[14:26:28 - 14:33:08]:  E tem este ligado de escuridância. E para o telado foi ministro do PS.
[14:33:08 - 14:41:28]:  Portanto, pode fazer ele uma irpropraície e não para a macro-aconomia quanto tem comigo.
[14:41:28 - 14:49:48]:  Entregamos ao Ricardo da Rousperera, a pasta de ministro do BCE.
[14:49:48 - 15:03:08]:  E vamos então ao Brasil, onde houve um vencedor e um vencido, mas por uma unha negra, como sabemos, o polulado do vencido.
[15:03:08 - 15:19:48]:  Com o João Miguel Tavares, crescer este propósito, ministro das entrelinhas, para entender a atitude de Bolsonaro,
[15:19:48 - 15:26:28]:  deste que foram contados aos votos, será preciso meter explicadores, João Miguel Tavares.
[15:26:28 - 15:34:48]:  Eu acho que convém, não é? Porque há muita gente perplexa com o silêncio do Bolsonaro.
[15:34:48 - 15:43:08]:  E o processo de Bolsonaro parece muito óbvio porque é o que ele fez aqui.
[15:43:08 - 15:56:28]:  Então, começamos por essas quase 48 horas de silêncio, de demora, em aparecer em público depois da rota.
[15:56:28 - 16:08:08]:  Estaria, espera que, de uma revolta popular, de um levantamento militar, ou terá se ficar sem saber o que fazer por isso simplesmente?
[16:08:08 - 16:13:08]:  Não, não que eu tivesse que ter sido sem saber o que fazer.
[16:13:08 - 16:19:48]:  Aliás, porque há bastante expectável que há acontecer, a única coisa, que aconteceu na verdade.
[16:19:48 - 16:29:48]:  Fogo um boas notícias para o Bolsonaro. No sentido de que a sua rota foi bastante vituriosa.
[16:29:48 - 16:39:48]:  Podemos dizer assim, os números, a próxima mais uma vez, mais de lula da seva, do que é o que acham, da gente dizia.
[16:39:48 - 16:48:08]:  Ele ganhou muitos mais votos em relação à primeira volta do clua da seva.
[16:48:08 - 17:01:28]:  Ao contrário do que poderia ser expectável, achava-se que as pessoas que não tinham votado em Bolsonaro na primeira volta,
[17:01:28 - 17:09:48]:  e que eu mais facilmente votar em lula, e na verdade eu tenho mais 5 milhões de votos e 1,5 mil de dólares.
[17:09:48 - 17:21:28]:  E ainda por cima ele teve mais votos, que é uma coisa impressionante, do que esteve em 2018. Mas 400 mil votos ele teve em 2018.
[17:21:28 - 17:33:08]:  No fundo foi a repressão do cenário norte-americano, em que a Trump também bateu o seu recorde de votos, apesar de ter perdido.
[17:33:08 - 17:46:28]:  Isso é simultaneamente extraordinário e também preocupante, porque significa que Trump, de facto, instaurou uma moda,
[17:46:28 - 17:59:48]:  e as semelhanças entre o Brasil e os Estados Unidos podem levar nos acreditar que não estratou o próprio momento de um epipho de nome de Trump,
[17:59:48 - 18:09:48]:  mas é um início de qualquer coisa que pode ter capacidade de contaminar, um resto de planeta e ter perdido.
[18:09:48 - 18:23:08]:  Eu acho que o que mostrou na líquia de a sua forma, é que o Duma Dornar Arena e dizem, reparem,
[18:23:08 - 18:41:28]:  se eu não estiver aqui para domar os liões, os liões vamos mudar. E acho que foi isso que eles teve a fazer. Foi amostrar que eu tenho poder,
[18:41:28 - 18:51:28]:  eu tenho poder que sobre 50 mil e 800 mil pessoas não tivessem sobre 500 mil e 800 mil pessoas que isso também seguia.
[18:51:28 - 19:01:28]:  Sim. Favamente poder um mais tempo. Só poder o que se pode instalar.
[19:01:28 - 19:16:28]:  E portanto, tenham cuidado. E este tenham cuidado daiva do que? Daiva do que? Aquilo que o Brasileixão, o de Forgo, privilegiado, vai desaparecer agora.
[19:16:28 - 19:28:08]:  É aquela imunidade que adivinha, de Trump ser presidente da República, agora acaba de desculpa.
[19:28:08 - 19:31:28]:  Desculpa, de Bolsonaro, porque Trump está indo.
[19:31:28 - 19:41:28]:  De Bolsonaro ser presidente da República, já existem 4 inquégues, e as pessoas que tinham sido aprovadas pelo Supermaterignal,
[19:41:28 - 19:56:28]:  eles não podem avançar, porque Bolsonaro é presidente, mas podem avançar agora. E portanto, eu acho que Bolsonaro está a marcar o seu território,
[19:56:28 - 20:13:08]:  tanto que tem uns políticos como em temos judiciais. E o que é que Bolsonaro disse sem dizer naquela declaração breve que fez na Terça-Feira depois do suspense que mandei-vos durante quase 2 dias?
[20:13:08 - 20:33:08]:  O que eu acho que ele disse foi exatamente isto. Tenham cuidado comigo, porque eu tenho poder. E vou andar por aí. E esse é grande questão.
[20:33:08 - 20:44:48]:  Descem os passos que nós vamos falar do Lula da Silva, que é grande questão de ver com a governabilidade do Brasil.
[20:44:48 - 20:54:48]:  E nessa falta de governabilidade que todas as pessoas tem para o Brasil nos próximos anos, pode tornar.
[20:54:48 - 21:19:48]:  É que está o poder de Bolsonaro. Ovinutícias de que Bolsonaro quis reunir-se com os juízes do Supermaterignal Electoral, mas que eles só aceitaram o recebelo depois de ele fazer aquele discurso em que admitiu cumprir a Constituição.
[21:19:48 - 21:48:08]:  Foi talvez a declaração mais evidente. Uma vez que ele não falou do adversário, não deu os parabéns ao Lula da Silva, não admitiu a derrota a declaração em que ele traia mais longe, foi ao dizer que cumprir a Constituição.
[21:48:08 - 21:59:48]:  Podemos ver nisto, pedemos-se nesta notícia, este que o Supermaterignal Electoral não quis recebelo sem essa declaração.
[21:59:48 - 22:09:48]:  Um indício de que houve muitos jogos de bastidores desde o momento em que foram proclamados os resultados oficiais.
[22:09:48 - 22:33:08]:  Sim, ela não teve 40 metros de horas a jogar micave. Ouva levar a coisas que aconteceu. Uma delas foi muito impressionante que foi a celeridade do reconhecimento internacional de vários países, como santo de Estados Unidos.
[22:33:08 - 22:34:48]:  Logo na mesma noite.
[22:34:48 - 23:01:28]:  E se salientando aliás a lizura do processo, portanto destruem o fã de qualquer possibilidade de haver uma discussão política ouvenas ruas, mas uma discussão política americana de que havia fraude, etc.
[23:01:28 - 23:14:48]:  E o processo foi muito impressionante em termos de celeridade também da contagem da devolvação.
[23:14:48 - 23:36:28]:  Mas deixa-me dizer-te isso, a relação em isso. Boa sonar aí, nesta espécie, ele estava numa situação em que só mesmo como um pouco lógica, que ele podia argumentar que simultaneamente tinha tido enormes vitórias, não me há da mentência, um palo, não é?
[23:36:28 - 23:46:28]:  Ou seja, ele teve enormes e vitórias eletogais no Brasil, mas depois que as eleições foram fraude lentas, não havia maneiras.
[23:46:28 - 24:01:28]:  Mas as enormes vitórias dela, ao mesmo tempo, também foram pequenas de rotas, não sentiam que, por exemplo, tarsizio-meira de São Paulo.
[24:01:28 - 24:04:48]:  Não é maira, não é?
[24:04:48 - 24:08:08]:  Não, não é tarsizio-meira.
[24:08:08 - 24:21:28]:  Tarsizio-meira. O novo governador São Paulo disse imediatamente que estava disponível para colaburar com o lobo de seu veindente.
[24:21:28 - 24:39:48]:  E indietamente o presente da câmera dos portáticos, ouve muitas pessoas até do bloco do Bolsonaro, governadores e políticos, que ele tiraram o tapete.
[24:39:48 - 25:19:48]:  Então ele não tinha, certamente, eu vali muitos telefonemas também entre pessoas que aliás, isso é na impressa brasileira, que são pessoas que o aconselharam tendo em conta de alguns protestos, que já estava voo de correr na rua, minas estradas, a tomar uma linha mais dura, mas ele não tinha margem, não tinha margem nos votos, não tinha margem no reconhecimento internacional e não tinha mais entre os aliados.
[25:19:48 - 25:29:48]:  Então ele estava a fazer quantas? No dia seguinte, o que foi fazer com este sistema?
[25:29:48 - 25:44:48]:  58 milhões, o que foi fazer com os processos audiciais e como o fundo de informe de a área venda ao lula, porque é grande margem para isso.
[25:44:48 - 25:49:48]:  O Governador São Paulo usa agora chamas de tarsizio de Freitas.
[25:49:48 - 26:08:08]:  O facto de Bolsonaro não ter reconhecido claramente a derrota, nem ter pronunciado sequer o nome do adversário, é uma atitude apenas que a vernícula, de um casca grosso,
[26:08:08 - 26:16:28]:  ou vê nela alguma resta de resminidade política e Ricardo Arrozpreira.
[26:16:28 - 26:31:28]:  O carixinho é seramente que parece que é uma atitude que deriva da dificuldade, que candidatos deste tipo tem,
[26:31:28 - 26:46:28]:  a reconhecer a derrota, é muito, os mais dificuldades, qualquer outra, candidatos como este, que reclamam ser a voz do povo,
[26:46:28 - 27:11:28]:  aquele que diz o que o povo pensa nos nos chanufs que ainda por cima tem em Deus do seu lado, e depois vão as onas e tem 10% ou tem 100% ou tem 49% mas não o suficiente para ganhar.
[27:11:28 - 27:29:48]:  Fica muito surpreendidos, né? Porque quer dizer, tendo Deus ao seu lado e sendo a voz do povo, o problema, o problema é que Deus é existir,
[27:29:48 - 27:46:28]:  está se bom e, quando faz ele, ele é o Brasil, a gente leia, ele não é claro o céu, que o senhor também consciência e da existência do Brasil,
[27:46:28 - 27:58:08]:  quando mais agora desta disputa estava lá no discurso, teve a história de Lula.
[27:58:08 - 28:09:48]:  Não isso não é duvida, na América toda, não é só no Brasil, na América toda, mesmo nos Estados Unidos,
[28:09:48 - 28:23:08]:  qualquer presidente seja republicana ou democrata, lá está Deus nosso senhor, eu não sei o nome de Deus, não sei o que diz nas notas,
[28:23:08 - 28:41:28]:  atenção, uma coisa, e lunda, e lunda, por o nome de Deus, no dinheiro, mas enfim, eu não sou crente, eu estou morrificando a Deus, que façam o que dizerem.
[28:41:28 - 28:56:28]:  E depois, a voz do povo, quando ele é o direto, é o voo do povo, a voz do povo, isso muito bem, é como as musícias, a gente não tem conta da urna, não é?
[28:56:28 - 29:06:28]:  Ao ouvido, a voz do povo está lá, nosso grego, se falam, é o que está na voz do povo, e o que está na urna.
[29:06:28 - 29:23:08]:  E portanto, as urnas, disseram isto, vários treinidades amigos de Bolsonaro, vários apoientes de Bolsonaro e amigos de Bolsonaro,
[29:23:08 - 29:38:08]:  disseram, olha que é preciso ter calma porque a gente respeita aquela gente naquilo, não precisa, e por tanto, vários disseram, não,
[29:38:08 - 29:48:08]:  exclusivamente, não tentaram, porque não há hipótese, o que dá-nos algumas preenças, não é?
[29:48:08 - 30:08:08]:  Apesar do tudo, o facto de eu, o voo, porém, eu teriaito todas admitido, mas o facto de ver dizer, pois então realmente parece que o rompa em um acontecimento qualquer em que eu perdido.
[30:08:08 - 30:28:08]:  E a luta usou a palavra pra renda, mas ao menos, aparece-me as coisas estar em caminhadas, porém, nós temos a vida de uma fase.
[30:28:08 - 30:41:28]:  Temos a audiagem de uma fase, e aconteceu também com o Trump e com o vice-presidentos, Estados Unidos, que nós chaudamos,
[30:41:28 - 31:03:08]:  responsáveis políticos a dizer, vou compreir a constituição ou, às vezes, os resultados eleitorais, nós muito bem, muito bem, esteve muito bem, mais que pense, esteve muito bem em Bolsonaro, é um normal, é um mínimo, mínimo.
[31:03:08 - 31:28:08]:  Os bloqueios destradas, por parte de caminhistas, apoiantes de Bolsonaro, o Ricardo para ser, onde manifestações espontâneas ou orquestradas, no sentido de criar em um cenário de caos, no país, que podessem justificar uma intervenção militar.
[31:28:08 - 31:49:48]:  Não, não é nada ali, é que, de um certo ponto de vista, não parece haver nada no Bolsonaroismo orquestrado, incluindo o pensamento, incluindo o próprio pensamento, não sei, ovo, ovo, ovo, o facto.
[31:49:48 - 32:06:28]:  Eu acho que foi mais ou menos falado, mas não teve a convância que eu acho que uma ansia que é seguir um dos pratos com o lube, um jornalista português,
[32:06:28 - 32:18:08]:  perguntou, vou fazer uma pergunta ao Bolsonaro, e o Bolsonaro disse, "Oh meu amigo, eu não falo español, nem portugno algo".
[32:18:08 - 32:41:28]:  Este é o tipo de coisa, quando o presidente do Brasil se vira para um, eu acho que está falando, para a mesma língua dele, e diz, na hora eu não falo a tua língua, isso é portugno ao español,
[32:41:28 - 33:11:28]:  eu imaginei que livre as portugueses fossem da família política de Bolsonaro em princípio de iriam, e se não são maneiras, infelizmente, os lendas prespezas da família política de Bolsonaro vão para a Espanha, a abolar a Espanha, o LiGridar viva a Espanha,
[33:11:28 - 33:38:08]:  isso é muito provável que não tem um ficar minimamente surpreendido de cotidão.
[33:38:08 - 34:03:08]:  O João Miguel Tavar, fica em termo ministro das entrelinhas, agora é a vez de nos virarmos para o vencedor, como pedermos-se, como ministro, com centrado de que tipo de coisa,
[34:03:08 - 34:51:28]:  o que tipo de concentração está a antever pedermos-se, com a terceira mandato presidencial de Lula e com a situação política que está criada no Brasil.
[34:51:28 - 35:11:28]:  Na verdade, o costume que é uma negociação permanente, só que essa negociação permanente tem várias problemas,
[35:11:28 - 35:28:08]:  um é a palavra negociação que no outro país significa se derem certas medidas políticas, os legislativas, no...
[35:28:08 - 35:31:28]:  Aqui é no sentido que se usam as férias.
[35:31:28 - 35:38:08]:  Exatamente, há 32 partidos.
[35:38:08 - 35:56:28]:  E eu vou usar para ver, até na Wikipedia, isso tem muito divertido que é ver os listas de partidos de qualquer política brasileiro, onde ver isso.
[35:56:28 - 36:03:08]:  E diz, não sei, é um político que está, apesar. Já foi membro destes oito partidos.
[36:03:08 - 36:24:48]:  E eles mudam sem nenhuma... os partidos para já tem os nomes, partido progresista é liberal, o partido trabalhista é conservadora, o partido liberal é iliberal, etc.
[36:24:48 - 36:43:08]:  Há dois outros partidos que fazem questão de não ter ideologia nenhuma, entre os quais o MDB, e aquilo é que ele chamou centrão, é composto, provavelmente, partido de direita.
[36:43:08 - 36:56:28]:  Eu fui ver se havia algum partido, há um partido trabalhista e há um partido social cristão, mas todos os outros partidos do centrão,
[36:56:28 - 37:04:48]:  sei os quais não é possível governar, não são centros, mas são direitas.
[37:04:48 - 37:36:28]:  São direitas, mas claro que se venda, há proposta mais generosa. O problema é o seguinte, comprar voto, sendo o hábito brasileiro, primeiro há um hábito, isso onde é particularmente complicado para um líder do PT e um lulam particular,
[37:36:28 - 38:01:28]:  o que as pessoas dizem é "tem que ser assim se não é governável". Eu não sei qual é resposta, isso é mais do mesmo, daqui a uns tempos estamos outra vez,
[38:01:28 - 38:19:48]:  mesmas pessoas que se legitimam, e eu também me converti-lo com isso, se viram o nível do Bolsonaro, vão dizer "vamos voltarmos a comprar de votos, etc.
[38:19:48 - 38:48:08]:  Agora não estou a ver que a bancada do PT e aliados fica muito longe, muitoíssimo longe da maioria, e portanto não sendo daqueles partidos orientados por razões políticas e políticos ideológicas,
[38:48:08 - 39:28:08]:  são orientados por razões, económicas e de vantagens. Se o PT vai governar assim, então é o PT lenticamente, aquilo que Lula jurou, aliás, engraçado comparar o discurso do Lula, o primeiro escrito e o outro, é normal, o escrito estava mais pondrado porque o segundo, mas o segundo é mais interessante do que o primeiro, embora o primeiro seja bastante bom,
[39:28:08 - 40:09:48]:  e vamos ter daqui uns meses ou daqui uns anos, já há polanos, já há negociar orçamento, cinco vezes de este gênero, ou através da mesma coisa, compra de votos, por parte da esquerda, discurreta a sua ideológica do PT, e portanto vamos, isto é realmente ver fazer replay, é o jogo todo no ponto onde o tínhamos deixado, com o problema de que a base de rotar é uma base de 58 milhões.
[40:09:48 - 40:36:28]:  Os predisposos que poderão Lula estas presidenciais têm apenas um terço dos lugares na Câmara de Portados e só um encadacinho representantes no Senado, como é que o presidente eleito vai conseguir governar com esta base para lamentar?
[40:36:28 - 40:59:48]:  Eu acho que o Pedro-Messia já exposi isso, esse é o grande problema, o Bolsonaro, no seu discurso, 48 horas depois de rota, disse sempre julguei dentro das quatro linhas da Constituição, de céu.
[40:59:48 - 41:13:08]:  Essa é só futebolista que também achei. É uma boa espilitaiosa porque as quatro linhas da Constituição, o que ele aliás insistiu depois no segundo vídeo também?
[41:13:08 - 41:28:08]:  É uma boa espição, que é mentira, ele nunca jogou dentro das quatro linhas da Constituição, mas isso se ele seja feita, nem nenhum dos outros.
[41:28:08 - 41:59:48]:  Porque esse é o ponto, é, nós muitas vezes olhamos ingenuamente para os homens corruptos, e nós achamos na política que se removermos aqui ao homem, que nós achamos que é corrupto, que é mesmo corrupto, do seu lugar, e depois vem um que te repentem em poluto.
[41:59:48 - 42:14:48]:  O problema é que as coisas acham mais complexas do que isso. Acho que são mais complexas do que isso, por exemplo, em Portugal, das Logue, e são infinitamente mais complexas do que isso no Brasil.
[42:14:48 - 42:23:08]:  Porque quando é o sistema que é corrupto? Isso é que é verdadeiramente sistêmica, agora tudo é sistêmica.
[42:23:08 - 42:48:08]:  É mesmo sistêmica, ou seja, que a maneira como é feito o jogo político, e o Bolsonaro também, de que hoje, t time as registradorinhas, ou do orçamento paralel, porque a única maneira, realmente que existe, os partidos não são partidos são empresas de votos,
[42:48:08 - 43:18:08]:  e portanto, as pessoas se soltam como que a imuda da imparência e hoje trabalhavam na Pepsi, amanhã vou ter uma olhada para a Coca-Cola, essa lógica, e a partir daí, existe dinheiro envolvido para comprar os políticos e para comprar, depois os políticos precisam também desse dinheiro para que os elenhos de ficar se feitos.
[43:18:08 - 43:41:28]:  E a ideia da ilusão espresenciais deu que o presidente é Lola, e o vicepresidente é um democrata cristão filiado no Partido Socialista. Isso era só isso que eu queria dizer.
[43:41:28 - 43:51:28]:  Mas deixa-me só acabar, apesar de tudo com uma nota progitiva, o Brasil é algo intoso até a intervenção.
[43:51:28 - 44:04:48]:  A democracia brasileira era algo intoso, e não tivesse bolso na arfeita, que ela era para que a americana estraguei na espalhada.
[44:04:48 - 44:14:48]:  Não tivesse o feita para que a americana estraguei na espalhada, e não tivesse títese que era uma brilhada de dar os parabéns à Lula,
[44:14:48 - 44:24:48]:  poderia ter sido uma de eleições quase normais, e muita cima das últimas eleições americanas.
[44:24:48 - 44:51:28]:  Será caso para ter mere um regresso ao tempo do mensalão, Ricardo Raúl Esperera, ou outra Lula aprendida entre tanta lição de que a compra de deputados à descarada pode trazer-lo pro problemas políticos?
[44:51:28 - 45:14:48]:  Bom, eu acho que essa missão trazida aprendida não que a compra de deputados seja traga problemas, é de pendo do mexema, o modo pagamento.
[45:14:48 - 45:28:08]:  Eu acho que isso vai ser de problema, ou seja, o que o portado vai ter da vida, vai ter conseguido apoios, como sempre.
[45:28:08 - 45:48:08]:  O João Milhão estava falando "raxadinha", a "raxadinha" para tudo é outro tipo de coisa. A "raxadinha" é ganância pessoal, é convido para a "meu assessora" e tudo das não estava do teu ordenado.
[45:48:08 - 46:01:28]:  Coisas como mensalão são "eu preciso" de apoios no parlamento para passar esta lei, por isso vou...
[46:01:28 - 46:11:28]:  São "regrocar" mas as coisas que estão estudando.
[46:11:28 - 46:34:48]:  Eu acho que isso é um momento, o que o que vai acontecer é esse deputado dos quais o governo precisa para passar leis, vão continuar a ser comprato, só que não como no mensalão,
[46:34:48 - 46:46:28]:  mas como antes e depois que é com cargos, não é com dinheiro, é com cargos.
[46:46:28 - 47:01:28]:  O PT tem uma regra que não é atribuída em Ministerio Chave, acho que é a saúde, a educação, etc.
