[00:00:00 - 00:06:44]:  Esta semana, Ricardo A. Oespreira, de Clara, é berrente.
[32:37:24 - 32:49:04]:  - Que composição imagina, para o sugerido Governo de Salvação Nacional, Ricardo Arrozpera, quer fazer a linha?
[32:49:04 - 33:04:04]:  - Eu gostava muito, sim, eu gostava de dizer, não identificando pessoas concretas, mas um perfil, o perfil de pessoa que eu gostava de integrar-se, um Governo de Salvação Nacional,
[33:04:04 - 33:20:44]:  era um grupo de pessoas, a quem a gente pergunta, o que é que os cheios vão fazer agora, depois terem sido nomeados para este Governo de Salvação Nacional, pessoas que respondessem a esta pergunta,
[33:20:44 - 33:27:24]:  vão me remitir porque não aceito, potência de governos que não foram eletos.
[33:27:24 - 33:47:24]:  - E esse é o tipo, é o perfil, por exemplo, pessoas que eu gostasse de ver, vamos sepôr, uma pessoa que eu gostasse de ver de desempenhar funções governativas, como a pessoa sussana para alta, por exemplo.
[33:47:24 - 34:09:04]:  - Eu gostava muito que ela disse, em princípio ela diria, sinto que se fosse, se alguém lhe disse, queríamos contactá-la para fazer parte do Governo de Salvação Nacional, ela diria, não me estou brigada.
[34:09:04 - 34:24:04]:  - Acho que há algum destes cinco proponentes da ideia, gostaria disponível para integrar um elemento gouvernemental, nasce as circunstâncias?
[34:24:04 - 34:45:44]:  - Sim, normalmente há um teste do Woody Allen em que ele faz um pastiche da... Acho que é do Fedano, não é aquele teste do Platão em que o relato aos últimos momentos da vida do Sócrates.
[34:45:44 - 35:10:44]:  - E então ele diz o Sócrates está, o Sócrates do Woody Allen está a perguntar assim, "Propro, porque é que trace-te quando nada, será que foi por eu ter proposto a ideia do Rei Filózvo e os amigos dele dizem,
[35:10:44 - 35:22:24]:  foi isso, foi por ter proposto a ideia, enquanto tu si é discretamente e apontáveis para ti próprio".
[35:22:24 - 35:34:04]:  - Normalmente estes senhores que fazem esta proposta parece-me sempre que estão a tu si discretamente e apontar para si próprios.
[35:34:04 - 35:50:44]:  - Eu acho que há uma tendência engressada para, em situações dificuldades, a gente dizia, "Ah, bom, ó, ó, que é democracia ótima, menos em situações dificuldade".
[35:50:44 - 35:54:04]:  - Parece que é o contrário.
[35:54:04 - 36:02:24]:  - Não é só uma consciência encarada e política. - Exato, exato.
[36:02:24 - 36:25:44]:  - O Pedro Mexífica, então, ministro da Presidência, agora é vez do João Miguel Tavar se tornar ministro da vacinação, por que percebi para saudar a demissão de Francisco Ramos, o coordinador da Táfico Força.
[36:25:44 - 36:34:04]:  - Sim. Embora até na hora da demissão Francisco Ramos, eu acho que se confundiu.
[36:34:04 - 36:47:24]:  - Eu acho que se confundiu, eu fico contente que ele tenha demitido. Acho que já se devia ter demitido há mais tempo.
[36:47:24 - 37:00:44]:  - Seja por causa das confusões em torno da vacina, seja por causa das declarações inaceitáveis que ele fez a respeitante ou a quem votou nos chega.
[37:00:44 - 37:05:44]:  - Mas na altura de... - É de regraventura no caso.
[37:05:44 - 37:12:24]:  - Foi votante sem regraventura.
[37:12:24 - 37:35:44]:  - Mas de repente quando ele chega e se demite, encontram uma razão, além de ainda não ter sido completamente claro o que é que se passou exatamente no hospital da Cruz Vermelha assim de tão grave.
[37:35:44 - 37:50:44]:  Mas lá está... Faguei mais sentido, eles se ter dimitido. E é verdade que eu colocou o lugar à disposição no hospital da Cruz Vermelha do que no Táscoforce.
[37:50:44 - 38:00:44]:  - Qual foi para si o pecado capital de Francisco Ramos neste mês, antes de ter a frente da Táscoforce para a vacinação?
[38:00:44 - 38:12:24]:  - Eu acho que foi um muito. E muita gente às vezes devolueu isso e diz "Ah, mas a vacinação até está acima da média da Norgopaia, mas..."
[38:12:24 - 38:15:44]:  - É um facto. - É um facto.
[38:15:44 - 38:25:44]:  Mas em primeiro lugar, em primeiro lugar, há questão das declarações que eu já falei, só essas declarações em si, não.
[38:25:44 - 38:47:24]:  E isso até mais tarde, mesmo porque ele deu uma gisa matia, é uma coisa que mostra uma cabeça partidária e que não tem bem emoção do qual é o papel dele neste momento em Portugal.
[38:47:24 - 38:57:24]:  - Depois, a questão todas das inúmeras, as traflicias, mais variadas possíveis, um pouco por todo o país...
[38:57:24 - 39:04:04]:  - E de si essa cavel... - Claro que é.
[39:04:04 - 39:10:44]:  - Por exemplo, não. - Essa cavela que manda, não é?
[39:10:44 - 39:49:04]:  - Eu acho que o bem pode dizer que não é responsável pelo ministério público, mas há um desleiz claro no que fazer as sobras, quais são os critérios, e esses critérios não só de certa maneira estimularam esse nível de traflicias, como a falta de critério, mesmo na questão de os políticos, da vacinação dos órgãos de sobraníade.
[39:49:04 - 40:09:04]:  - Está a dar uma soção de casos, porque o sobrante tribunal distista disse, "eu tenho um alquanto a este cedo de outra maneira, ou tenho um alquanto o sinal de constucional nem se atrava a dizer como é que é que é tecite, por exemplo, uma coisa inacreditável".
[40:09:04 - 40:37:24]:  - Isso é de uma falta de critério, de quais são as prioridades, não pode ser, não pode ser, o sobrante cedo, que fazia de uma maneira ou tem um alquanto a outra, o constucional não diz como faz, a Assembleia da República já disse que fazia de uma maneira e já deu 30 voltas, porque isso te prestigia as instituições, e nesse aspecto,
[40:37:24 - 40:59:04]:  o mandato eu foi um usado. - O PSC propôs, entre tanta criação de um crime de vacinação individa para penalizar os casos de abuso, parece-se adequado a pedir uma cheia a ideia de uma pena de prisão até 3 anos, só em casos destes?
[40:59:04 - 41:25:44]:  - Bem, não sei qual seria a modora penal adequada, eu acho que um caso de fraude no contexto da saúde pública é possível, perfeitamente, em quadróleo, de outra maneira, mas...
[41:25:44 - 41:59:04]:  - O ministro veio já invocar a sua condição de jurista, embora com inscrição suspensa, com fechação de dizer, para contrariar a proposta do PSC, dizendo que os casos que têm vinda a publicção de factos, encodravais, encrimos previstos e puníveis, de acordo com a legislação penal já em vigor.
[41:59:04 - 42:15:44]:  - Tem a ideia de que tipo de legislação é que pode penalizar os penetras da fascinação?
[42:15:44 - 42:47:24]:  - Não sei, não. Viu o código, não sei exatamente o que acham os crimes, mas parece que esse tipo de comportamento é um comportamento que tem que evidente a outra, a outra atividade de fraude, e é uma fraude agravada,
[42:47:24 - 43:32:24]:  que pode vencer, e, embora a legisla penal não possa ser usada por analogia, mas é verdade que nós estamos a ter com esta crise pandémica, uma série de... estamos a jubarrar com uma série de omissões, que não digo seja o caso, mas de situações que não são previstas, em que nunca foi pensado do ponto de vista constitucional, do ponto de vista legislativo,
[43:32:24 - 43:54:04]:  ou até do ponto de vista simplesmente organizativo, ou seja, estas dúvidas que têm sido, de que o João Miguel falou agora, que têm sido levantadas em nas várias instituições,
[43:54:04 - 44:12:24]:  estas soções de listas apresentadas, listas recusadas, contra listas, tudo isso deveria ser de uma clareza bastante meridiana devia se devia ter,
[44:12:24 - 44:37:24]:  ou por exemplo, é cada coisa que eu falei na semana passada, quando o presidente da Simulia da República sugera, por exemplo, de uma forma, e totalmente formalista, e parece-me a mim muito pouco o ationante de caso, o protocolo do Estado, são as pessoas,
[44:37:24 - 44:57:24]:  segunda lista do protocolo do Estado, que não se vê com essa relevância, do protocolo do Estado, para é cautular primeiras pessoas colhidas diretamente com o combate à pandemia.
[44:57:24 - 45:25:44]:  É própria, os próprios questões que aparentemente até têm resolução, há normas que determinam essas prioridades, mas depois na prática o conflito entre as polícias, sobre as cultas das vacinas e tudo mais.
[45:25:44 - 45:44:04]:  Aparentemente, aí foi apenas uma dificuldade à interpretação de normas que já existiam, mas a verdade é que vimos esses sóculos, e portanto, seja por lacuna legislativa,
[45:44:04 - 46:14:04]:  seja por desnorte, e até, eu até compreendo que na Simulia da República, por exemplo, sendo isto uma situação nova e molindrosa, onde as pessoas que é a mesma tempo, proteger-se, mas também ficar bem na fotografia e tudo isso,
