[00:00:00 - 00:13:08]:  Esta semana, Ricardo Arouspreira confessa-se a Chatado, peda-me-se a declara-se sucegado
[05:12:24 - 05:18:00]:  E na hora disso faço o que fazia antes, mas com tempo...
[05:18:00 - 05:20:48]:  Fáce tudo o que fazia antes, mas chamo de uma coisa...
[05:20:48 - 05:25:24]:  Seu mal-alheio de ser um livro, sem ir a presidência de livro...
[05:25:24 - 05:28:44]:  Sim, bananas e...
[05:28:44 - 05:30:24]:  Está.
[05:30:24 - 05:35:24]:  Aqui estão um caso, alguém para quem está ser relativamente bom.
[05:35:24 - 05:37:04]:  Está.
[05:37:04 - 05:38:44]:  Não posso queixar?
[05:38:44 - 05:40:24]:  Não.
[05:40:24 - 05:42:04]:  Não tive nenhuma...
[05:42:04 - 05:47:04]:  Tirei de factar muito tempo em casa, compulsivamente, que é desagradável.
[05:47:04 - 05:55:24]:  Não tive nenhuma perturbação na minha vida, por causa da pandemia.
[05:55:24 - 06:00:24]:  Mas não quer dizer que me cinta de solidade das pessoas...
[06:00:24 - 06:07:04]:  Que tiveram muitos problemas na sua vida.
[06:07:04 - 06:10:24]:  E continuam a ter.
[06:10:24 - 06:17:04]:  Os próximos dias da Cretas podem tornar piores.
[06:17:04 - 06:23:04]:  Vamos então a distribuição de pastas com o Ricardo Raúse Pereira,
[06:23:04 - 06:30:24]:  a crescer desta vez ministro da PAN-ECONOMIA,
[06:30:24 - 06:37:04]:  alguma diferença entre a sepan e o PAN da pandemia, Ricardo?
[06:37:04 - 06:42:04]:  Não, não é o PAN, é o mesmo prefixo, sim.
[06:42:04 - 06:50:24]:  Infelizmente, também o PAN de PAN de Monio, não me diga quem dou a estudar agrego.
[06:50:24 - 06:55:24]:  Não preciso, porque eu sei tanto de agrego,
[06:55:24 - 07:03:44]:  não preciso agora de estar estudar propositadamente para isto,
[07:03:44 - 07:10:24]:  mas é realmente o mesmo prefixo de pandemia, também de PAN de Monio
[07:10:24 - 07:18:44]:  e de PAN de economia, que significa esse PAN, significa por todo lado.
[07:18:44 - 07:32:04]:  E o que é que essa lição de grego que refleteções aquele proporcionou?
[07:32:04 - 07:47:04]:  Pro proporciona uma seguinte, parecem que vai ser necessário uma resposta pronômica,
[07:47:04 - 07:52:04]:  mas está a...
[07:52:04 - 07:58:44]:  É isto, é isto, a os e-fades das consequências da pandemia.
[07:58:44 - 08:05:24]:  E, portanto, começa a ver alguns sinais,
[08:05:24 - 08:13:44]:  ainda termos de que o União Europeia PAN, ver que isto é uma necessidade.
[08:13:44 - 08:18:44]:  E como... como parece?
[08:18:44 - 08:22:04]:  Com os cortes, está...
[08:22:04 - 08:27:04]:  Estou a ir uma baixo?
[08:27:04 - 08:28:44]:  Está isso?
[08:28:44 - 08:35:24]:  Fezem quando, óvila, tu avisaste aí em casa para pagar em Cunecte Flix ou não?
[08:35:24 - 08:40:24]:  Não sei, não sei, aí...
[08:40:24 - 08:45:24]:  Faz claro, com um som de muita...
[08:45:24 - 08:53:44]:  Quantes estás conosco, tem que dizer que a em casa mais ninguém pode estar com coisa nenhuma.
[08:53:44 - 08:57:04]:  Está bem, está bem.
[08:57:04 - 08:58:44]:  Mas o que eu estava direto?
[08:58:44 - 09:00:24]:  É exacto, é...
[09:00:24 - 09:02:04]:  É...
[09:02:04 - 09:05:24]:  É que eu dá-se fazer para a pessoa, é que eu posso...
[09:05:24 - 09:08:44]:  Mas faz isso muito bem, PAN.
[09:08:44 - 09:10:24]:  Adeu, tentei dizer que...
[09:10:24 - 09:17:04]:  Tem algum talento para representação, pena não o estás da torcida.
[09:17:04 - 09:28:44]:  Acreda na possibilidade da resposta económica poder vir a ser tão PAN como a pandemia?
[09:28:44 - 09:40:24]:  Não, infelizmente, mas tenho uma ideia para motivar a União Europeia a dar uma resposta bastante global.
[09:40:24 - 09:45:24]:  Que é para chatear os ingleses.
[09:45:24 - 10:02:04]:  Eu acho que a opção que falta a Europa para dar uma resposta verdadeira e solidária esta crise
[10:02:04 - 10:10:24]:  é fazer os ingleses perceberem o que estão a perder por se ter ainda embora.
[10:10:24 - 10:15:24]:  É uma boa motivação entre outras.
[10:15:24 - 10:27:04]:  O aumento do desemprego já está a acontecer de forma dramática só nos Estados Unidos há 10 milhões de desempregados a mais.
[10:27:04 - 10:43:44]:  As últimas três semanas, na última semana, 6 milhões e 600 mil pessoas que se inscreveram nos centros de desemprego
[10:43:44 - 10:52:04]:  será possível começar a cuidar da economia sem que as questões de saúde estão resolvidas.
[10:52:04 - 10:55:24]:  João Miguel Tavares.
[10:55:24 - 11:00:24]:  Quese aí eu acho que sejam polos ou postos.
[11:00:24 - 11:07:04]:  Por isso é que eu as visa aquela famosa metáfora da guerra me rita tanto.
[11:07:04 - 11:18:44]:  Porque isto não é para ser enfrentada apenas já rota com tudo, com o relançado bombas e tanks.
[11:18:44 - 11:23:44]:  Isto é a maneira de enfrentar esta crise.
[11:23:44 - 11:33:44]:  É equilibrismo, é ter uma balança de um ade cloca-se saúde, outro ade cloca-se economia
[11:33:44 - 11:47:04]:  e tentar que essa balança seja mais ou menos equilibrada que nenhum dos pratos bata na mesa, porque se não, com a balança explode.
[11:47:04 - 12:00:24]:  E portanto, é um trabalho de subtilesa, de inteligência, de uma grande sensibilidade, de rodeados especialistas, de estar atentado à atualidade.
[12:00:24 - 12:10:24]:  E portanto, é um trabalho muito subtil, mais próprio da filigrana, do que da bombatômica.
[12:10:24 - 12:17:04]:  E é isso que torna o combate tão completamente.
[12:17:04 - 12:22:04]:  Tem um combate sanitário, imediato, claro.
[12:22:04 - 12:45:24]:  No imediato, não tenho nenhuma objeção a que tem sido feito. Isso parece me pacífico todas as pessoas. No primeiro momento, é que eu tenho que fazer reclusão com a gente normáciem para controlar a curva e, sendo ouvida.
[12:45:24 - 12:55:24]:  A partir do momento que nós temos alguma inução, a curva possa começar a gastar a contorlada. Acho que temos que dar algum passo afegante.
[12:55:24 - 13:18:44]:  A nível europeu, a cinégebre de que alguma coisa poderá vir, poderá, talvez, estar a mudar com a carta aberta da Presidenta Comissão Europeia, ao povo e de todo dia, no que valoré que dá um gesto como este pedro-mercié.
[13:18:44 - 13:38:44]:  Os gestos são importantes, sobretudo quando são seguida das ações, mas em todos os casos, ações também não é mal que seja um incidito de palavras.
[13:38:44 - 13:45:24]:  É isso que este é a carta aberta publicada no larre pública.
[13:45:24 - 14:00:24]:  A presidenta Comissão Europeia disse que toda a China toda dizia na Europa e não só é itali evidentemente, é itali de uma forma mais virulenta, como é óbvio.
[14:00:24 - 14:30:24]:  E a carta diz que o comportamento europeu para com itali foi um comportamento danoso que podia ter sido evitado, que deixou a desigar a solidariedade europeia e que é preciso uma resposta comum, sobretudo em relação às vezes, mais atingidos e mais necessitados.
[14:30:24 - 14:43:44]:  Isto são todas coisas óbvias e são tudo frases e ideias que decorrem da própria noção de um moni-Europaia.
[14:43:44 - 14:45:24]:  É que só, como é que há algo depois de passar uma prática?
[14:45:24 - 14:50:24]:  Pois, como é que passa uma prática? Que veremos nos próximas semanas.
[14:50:24 - 14:55:24]:  Eu sou avando a Llan, falou de um plano-marxal.
[14:55:24 - 14:58:44]:  Falou, falou de um plano-marxal.
[14:58:44 - 15:08:44]:  Qualquer coisa com uma robustez, pelo menos, a nível retórico, bastante significado.
[15:08:44 - 15:33:44]:  Mas independentemente do que o plano-viera ser, e isso é que é o fundamental como é evidente, mas, independentemente do que o plano-viera ser, é importante que, às vezes, os lidas europeus não têm noção de todo, nem tarde, nem cedo, não têm noção.
[15:33:44 - 15:43:44]:  E aparentemente a Europa, os lidas europeus não tiveram noção até esta semana.
[15:43:44 - 15:58:44]:  Em embora, as notícias de leões jornais estivessem atentas às declarações, primeiras ministros da Espanha da Itália.
[15:58:44 - 16:03:44]:  Isso poderá ser um sinal de que a noção começa a chegar.
[16:03:44 - 16:12:04]:  Eu acho que se isso seria difícil passar a fase seguinte, vamos como é que se porta a fase que...
[16:12:04 - 16:32:04]:  Por exemplo, outro caso ainda nesse tâmbito, como é que vê as notícias de desentendimentos no Governo ao Llan de Es, depois da resposta contundente da António Costa
[16:32:04 - 16:35:24]:  ao Ministro das Finanças da Holanda.
[16:35:24 - 16:55:24]:  Que causou também a distenções na própria Holanda, inclusive, em relação a um partido que apoio ao Governo, o partido liberal, porque eu há uma parte,
[16:55:24 - 17:20:24]:  assim que eu acho absurdo, jogar-se a Holanda contra Portugal também, ou contra a Espanha, tem acho absurdo fazer o contrário, não se trata de dizer que os Holanda e asixão isto são aquilo, que os pobres do norte são isto,
[17:20:24 - 17:43:44]:  aquilo que isso é, em espelho invertida a mesma coisa. Trata-se de dizer, num ponto que é compreensível, que é molindroço, que é a vontade dos ilaturados do que é um desses países, ponto número 1, ponto número 2.
[17:43:44 - 18:02:04]:  A maneira como as pessoas se exprimem em público, as declarações absolutamente inoportunas, civas, grotescas, como foi este?
[18:02:04 - 18:33:44]:  Acho que ela foi, realmente, uma declaração repugnando. Estapafurdi, pelo menos, absurda no timing em quem que nós estamos, e portanto, que isto também, no próprio país, não isso aconteceu, causar algumas reações, isso é muito positivo.
[18:33:44 - 18:53:44]:  O Ricardo Arosprega fica, então, o ministro da panéconmia, quando tu ao João Miguel Tavárez quer ser esta semana, ministro das datas que datas.
[18:53:44 - 19:18:44]:  Ah, das datas, polêmica, da boa. Eu, esta semana, escrevi, foi que há dias, escrevi um texto, a dizer que nós precisávamos de uma data ao fundo do túnel, e eu não me limpele, vá tanta porrada, pelo menos desde os tempos da Troika, e mesmo assim, há a gente que alvo de jade.
[19:18:44 - 19:37:04]:  Isso não é bastante calzado ao vá porrada, mas é indignação os negalizados, que causou aquilo que tem isto, nem me amém custou, imagina, tanto, quando nem me amém gostou, o caso é realmente claro.
[19:37:04 - 19:42:04]:  Mas, se forá por acaso, como eu sou?
[19:42:04 - 20:02:04]:  Não me mover no país nenhum, fica quase até agora, de avançar com a provisão de datas para o refim da quarentena, para a resolução do problema.
[20:02:04 - 20:23:44]:  Esse primeiro ponto é bom se claro, quando eu digo que é a data, não é para uma data para o fim da epidemia, porque evidentemente ninguém sabe, isso quer é daqui um ano, ainda estamos cá com ela, porque é preciso desenvolver a vacina, e depois arranjar milhões de doses de vacinas e vacinar toda a gente. Não é isso que eu digo.
[20:23:44 - 20:40:24]:  Portanto, aquilo que eu estou refrigo é uma data, uma pelo menos uma avalida, e a sua tempo, para o fim da quarentena, mas espera, quando eu digo o fim da quarentena, também não é desatato a toda a gente aí para rua.
[20:40:24 - 20:58:44]:  É pessoas, soldáveis, como nós estou hoje, que aqui estamos, podemos começar aos poucos a fazer a sua vida, uma espécie de abertura, de progressiva, como António Costa já tem falado e bem.
[20:58:44 - 21:10:24]:  Não é uma espécie de abertura, mas a pergunta, mantém, só seja. Ninguém ainda avançou com o Jettemium. Não quer dar subindo uma.
[21:10:24 - 21:28:44]:  Não, cada país é um país e tem evito formas muito diferentes de reagir, é verdade que do modo de autor da gente reagir com quarentena e vem, mas há países e países, toda a gente já fala do exército.
[21:28:44 - 21:42:04]:  Não é isso, não é? Não reagam com quarentena, mas, de repente, dá a subir, falar da sua vida também não. Não, há formas diferentes de encarar a crise.
[21:42:04 - 22:02:04]:  E depois há formas muito diferentes de dar a resposta a crise, que tem evito, que tem evito formas de sociais, a maneira como de se citar ou não, o famoso helicopter maném as pessoas, para ter emnhem um comportamento.
[22:02:04 - 22:38:44]:  Não é o apartamento, esses departamentos têm todos uns a ver com os outros, todos a ver com os outros. No atual estado, no atual estado de desenvolvimento, da coisa em Portugal, aquilo que eu continuo a esperar, é que com alguma rapidez, o Governo esteja em condições de começar, ao menos apontar uma balisa temporal, porque isso é preciso.
[22:38:44 - 23:08:44]:  E aquilo que me está às vezes em mudar como cadinho, é, isto tem a ver com aquilo que se chama o lugar da fala. E esta sacriá-me um espécie de pensamento único, num determinado tipo de pessoas que fazem, é um público que são o lugar de falar privilegiados.
[23:08:44 - 23:25:24]:  E isto a mim, preocupa, e acho que eu escrevi também, esta semana não tem este chamado que a Quarentena é algum privilégio burguesque, parece que o comunista está a falar.
[23:25:24 - 23:43:44]:  Mas eu consigo perceber os comunistas, neste caso eu consigo perceber os comunistas, porque nós temos que estar muito cuidado, se quando nós falamos, somos os senhores que temos feito isso, que interna a ter acesso a televisão por cabo e tudo isso.
[23:43:44 - 24:17:04]:  E há um país mais ou menos condido, os tais invisíveis, que não conseguem suportar esta Quarentena como nós a suportamos. Como nós a suportamos? Que mais incómptice chate não sairá rua, não o iro-sustorante, eu tenho uns milditos todos lá em casa, fazer bagulho, nunca... Mas isto é um incómptice, não tem nada a ver.
[24:17:04 - 24:30:24]:  Mas não resolve o problema sanitário? Não, mas é que o problema sanitário não é algo que as pessoas metem naquem, mas se dê isso a semana.
[24:30:24 - 24:50:24]:  Unitado, vamos dizer assim, quem ouvi uma data foi Donald Trump, que disse que na altura da Páscoa, cria que as pessoas já estivessem a voltar ao ativo.
[24:50:24 - 25:03:44]:  A duas coisas que está acontecendo nos Estados Unidos, é que o sinal de Riláduz, uma bomba de relógio, é terrível, mas não é a tere.
[25:03:44 - 25:33:44]:  E portanto, Donald Trump fez de uma data? Não, eu não deu só uma data, ele deu uma data e disse que o que está a ver é que as igrejas na Páscoa tivessem cheias. Isso é uma completa imediatria, não quer que as igrejas voltem a tais cheias, como não quer que os Estados Unidos de Futebol voltem a estar cheios, isso que ele era nos meses mais próximos.
[25:33:44 - 25:58:44]:  E disse que eu estou a falar, o que eu estou a falar é as pessoas saudáveis, com boas condições, em que a curva já esteja suficientemente controlada, como aparentemente até agora parece estar que nós estamos até o crescimento de 10%.
[25:58:44 - 26:22:04]:  E então, mais tarde do que cedo, espere-o eu, há uma capacidade a hospita lá a instalada suficientemente robusta, e a jamaiscares testes de ventiladores, porque as pessoas possam dizer, "olha, é mais ou menos por aqui, é na última quinze na de maio.
[26:22:04 - 26:38:44]:  É no início da quinze na de junho, porque sem essa esperança eu não sei o que é que fazem as outras pessoas, que nós não temos o que o governo não está a me ter dinheiro nas contas das pessoas.
[26:38:44 - 26:52:04]:  Há pessoas que não têm direito ao layoff, que são profissionais independentes, e eu tendo a achar que essas pessoas estão sem muitos que as cidas nesta crise.
[26:52:04 - 26:58:44]:  E quando se diz "ah, estou com as datas, quais datas?" e isso não sabe, não sabe.
[26:58:44 - 27:23:44]:  Eu se senti sempre que este não sabe, é feito pelas pessoas que estão com a barriga cheia a dizer que não sabe.
[27:23:44 - 27:43:44]:  Qual é o responsável ou irresponsável? Seria dizermos agora, pedram-me que estaremos livros disso, ponhamos no dia 28 de maio ou no dia 3 de junho.
[27:43:44 - 27:48:44]:  Lívios disso, até o momento de ter sido um grande problema.
[27:48:44 - 27:50:24]:  O jomegáis disso, jomegáis, está correndo a gente.
[27:50:24 - 28:12:04]:  As pessoas que estão com a barriga cheia, as pessoas que eu tenho ouvido falar de que são confrontadas com as datas e não dão respostas, não parece que respondam essa tipologia, são pessoas, são epidemiologistas, são cientistas, são médicos,
[28:12:04 - 28:37:04]:  que entrevistas estão a posem de entrevistas de jornal, após jornal e em países de mais variados, eles fazem essa pergunta e eles dizem "não podemos avançar com uma data, seria irresponsável avançar com uma data, não temos uma noção do que andem que se pode voltar a normal".
[28:37:04 - 28:52:04]:  E a economia, não sabemos, isto é o que eu tenho lido nesta semana, e portanto o jomegáis quer um pau pite, quer que o governo, deve um pau pite.
[28:52:04 - 29:03:44]:  Tu escreveu isto, no dia de junho que reíaz dentro de uma coisa para carreitar, agora dentro de uma data passei de casa.
[29:03:44 - 29:08:44]:  Não sei, mas isso mais para o... Não, não é para ser. Não é para ser para ser para ser.
[29:08:44 - 29:12:04]:  Não é para ser para ser para ser para ser para ser para o impregno do serem morrinhos.
[29:12:04 - 29:20:24]:  De baliza as temporais que vão sendo cada vez mais fechadas, para nós temos uma noção precisa. Nós não podemos se desviar.
[29:20:24 - 29:30:24]:  Mas se asviar vem que... Porque nós não baseado na quantidade de gente que não há ruim ter isto, porque...
[29:30:24 - 29:52:04]:  E baseado numa evolução positiva, que agora te felizmente tenha acontecido, da epidemia. Ou seja, nós temos de ter que noção quantos chegamos ao tal planalto da epidemia e ter a tal capacidade da espitala instalada para fazer falcente.
[29:52:04 - 29:55:24]:  Não é para que a água limpia.
[29:55:24 - 30:05:24]:  Tu estás a dizer, é uma coisa diferente e que é impossível de te acordar que quando se for possível dar uma data vem uma data.
[30:05:24 - 30:15:24]:  Mas é que essa data, a tentação pode ser que alguém empurrando por uma riga no sentido que o possessão...
[30:15:24 - 30:25:24]:  A tentação, mas está a chamar e responsável a toda a gente, não. Se debates com este problema todo mundo, entro a ver.
[30:25:24 - 30:48:44]:  Então, uma das coisas diferentes, eu acho que o primeiro ministro António Costa, ele é o próprio Marcelo, falando isso, António Costa, agora, de repente, hoje falou na questão dos dois, três meses, e evidentemente, nem que seja o plomário senteno e pelo ter noção de como é que estão os cofres do Estado,
[30:48:44 - 31:05:24]:  ele tem certamente a noção de que isto é insustentável, vai chegar a um ponto em que os prigos económicos são de uma gravidade tal, que são superiores ao próprio prigo da epidemia.
[31:05:24 - 31:10:24]:  É uma esquerda de escutuísta. Isso não é contra o depinamento de milurgista.
[31:10:24 - 31:22:04]:  O que eu estou a discutir é em que se pode basear essa data, se os especialistas neste momento, em que falam está.
[31:22:04 - 31:40:24]:  Já vi este alguém de cita, mas está alguém que tem evitido. Não sei que isto não é só e pelo milurgista, não é só o médico, qualquer pessoa que está já centrada na saúde, apenas na saúde, vai te dizer que fica em casa até isto passar.
[31:40:24 - 32:02:04]:  Mas se não é um emergência de saúde? Mas sim no início. Com certeza, mas eu não estou apagando em causa a quagantena do ganto um mês, até do ganto um mês e meio. A partir daí, o que eu estou a dizer é, a nossa situação insustentável convém não confundirmos a opinião pública.
[32:02:04 - 32:08:44]:  De quem é um priviligiado com as outras pessoas que não são.
[32:08:44 - 32:17:04]:  Ricardo, também quero marcar na agenda o dia em que vai poder voltar a ser de casa, se é de casa.
[32:17:04 - 32:25:24]:  A gente diz que era assim na Lara que o programa corre muito melhor quando eu não estou aí.
[32:25:24 - 32:37:04]:  Está um programa vivo, muito animado. Eu estou encantado como espectador com...
[32:37:04 - 32:40:24]:  Comendas...
[32:40:24 - 32:50:24]:  Mas eu vioso do bala. Comendas o Governo de Sombra? É isso? O que eu que?
[32:50:24 - 32:53:44]:  Comendas o Governo de Sombra? As pessoas?
[32:53:44 - 32:58:44]:  Me lembro de senhores, estou... Fiquei muito...
[32:58:44 - 33:03:44]:  Percebemos que estivesse na casa, havia existo.
[33:03:44 - 33:17:04]:  Estou me impressionado com a vivasidade da conversa.
[33:17:04 - 33:25:24]:  E eu devo dizer que quero, mas eu quero mais respostas do que o João Miguel.
[33:25:24 - 33:35:24]:  Eu quero saber a data em que a gente saiba. E quero saber quem é o campeonato.
[33:35:24 - 33:42:04]:  Olha, é isso. Para riqueixar, é isso. É muito importante.
[33:42:04 - 33:48:44]:  Mas se ele posta o que eu... É ninguém me dá.
[33:48:44 - 34:00:24]:  E portanto, vamos começar a exigir isso. Os hipnoligistas deviam reunir-se.
[34:00:24 - 34:05:24]:  E tentar perceber quem é o campeonato.
[34:05:24 - 34:18:44]:  Se é pror delfabetico, ganhou aves, ou ser outro metro, não sei.
[34:18:44 - 34:25:24]:  Mas admite que vai chegar a um ponto, em que te diz "é que é fácil" e não chega.
[34:25:24 - 34:28:44]:  Porque economia não aguenta ou não.
[34:28:44 - 34:32:04]:  Vai chegar a um ponto.
[34:32:04 - 34:35:24]:  Mas vai chegar a um ponto?
[34:35:24 - 34:43:44]:  É só você ver se a gente regamos ao João Miguel Tavares da Pasta de Ministro das Dálbases.
[34:43:44 - 34:47:04]:  Vai chegar a um ponto, já fica contando.
[34:47:04 - 34:52:04]:  E é, vezes, do Pedro Messias tornar ministro provisório e definitivo.
[34:52:04 - 34:55:24]:  Isso é compatível, Pedro Messias.
[34:55:24 - 34:58:44]:  Previsório e definitivo.
[34:58:44 - 35:08:44]:  É ainda mocracias, não que estão maceram, mas é ainda semir mocracias e não no mocracias.
[35:08:44 - 35:18:44]:  Quer falar das tendências autocráticas que o Covid-19 está a despredorante a semana.
[35:18:44 - 35:28:44]:  No programa, tenho acompanhado com entre esse e compro ocupação que tem acontecido.
[35:28:44 - 35:32:04]:  Um pouco por todo lado.
[35:32:04 - 35:38:44]:  E há um dos... e portanto, não quer ter acontecido no estilo de abolívem,
[35:38:44 - 35:42:04]:  as gaianas, as Filipinas, nas Jordanas e as Thaalandias.
[35:42:04 - 35:48:44]:  Todos os olhos estão a fazer medidas ou abusivas auditaturiais.
[35:48:44 - 35:55:24]:  E, enfim, alguns são ditadoras e, portanto, é normal que tenham medidas auditaturiais.
[35:55:24 - 36:03:44]:  Mas há um caso, particularmente, porque é o caso da unguia, que já falávamos no programa,
[36:03:44 - 36:10:24]:  mas, de tanto, tanto, houve um desenvolvimento também muito positivo,
[36:10:24 - 36:18:44]:  que foi os 13 líderes do PPE.
[36:18:44 - 36:28:44]:  Tanto que é o maior partido do Parlamento Europeu, partido de Cristão com o servidor,
[36:28:44 - 36:40:24]:  que já tinha decidido suspender o partido do poder da unguia do Senhor Orbán,
[36:40:24 - 36:48:44]:  uma suspensão assim, mais casita para não ficar confama, não fazer nada.
[36:48:44 - 36:53:44]:  E agora, esses 13 líderes incluindo vários primeiros ministros,
[36:53:44 - 37:00:24]:  mas não incluindo neupeste, neu CDS, infelizmente,
[37:00:24 - 37:12:04]:  vieram exigir a expulsão do Fidesz, do Senhor Orbán da OPPE,
[37:12:04 - 37:22:04]:  porque essas medidas que ele decretou, ele está basicamente governado por te crédito,
[37:22:04 - 37:33:44]:  com um gráuto suspensão de prazo de detenção, de suspensão de leis,
[37:33:44 - 37:42:04]:  proibições de liberdade de pressão ou um critério governamental completamente abalda.
[37:42:04 - 37:53:44]:  E por tanto, tudo traços que nós já tenhamos notado nos últimos 10 anos,
[37:53:44 - 37:57:04]:  mas que agora, tem uma justificação exterior.
[37:57:04 - 38:03:44]:  E esses 13 líderes do PPE dizem que...
[38:03:44 - 38:05:24]:  Mas que você tentou, não tenham sido 15?
[38:05:24 - 38:10:24]:  Que não tenham sido 15, que eram que eram os outros dois.
[38:10:24 - 38:17:04]:  Os outros dois eram o Rio e Francisco.
[38:17:04 - 38:23:44]:  Sim, não sei, quer dizer, na verdade, a posição.
[38:23:44 - 38:30:24]:  Pau que nós já têm escrito algumas vezes sobre isso, de uma forma que não considera,
[38:30:24 - 38:37:04]:  verdaderamente, esclaricidora, porque faz sempre aquela coisa.
[38:37:04 - 38:42:04]:  Mas também há outros líderes que abusam, embora seja...
[38:42:04 - 38:52:04]:  Quer dizer, é crítico nos artigos que escreve, mas depois o PPE não agiu de forma muito finitivista
[38:52:04 - 39:03:44]:  e ver com o que falamos à abacada relação à cartas italianos, reconhecer que se passa alguma coisa bastante grave.
[39:03:44 - 39:13:44]:  Já é um passo porque o senhor Orbanetto, o conhecido por ter de Cristado, que está-no-tiorizado,
[39:13:44 - 39:18:44]:  o regime da democracia e liberal.
[39:18:44 - 39:25:24]:  E não há democracias e liberais, é uma contrissão nos termos, e neste momento,
[39:25:24 - 39:33:44]:  em que a Europa toda esta de emergência convenia que fosse o partido europeu que...
[39:33:44 - 39:40:24]:  é que o Fideio Espetenço, que lembrasse que não há democracias e liberais.
[39:40:24 - 39:50:24]:  Pode dizer-se, Ricardo Ospreira, que a pandemia está a reforçar quem está no poder nesta altura?
[39:50:24 - 39:57:04]:  É isso que parece estará acontecer um pouco por todo lado, não é?
[39:57:04 - 39:58:44]:  Não sei se...
[39:58:44 - 40:10:24]:  Se há uma espécie de resultado de um certo toque reunir, de apoio, uma coisa que até é prigosa,
