[00:00:00 - 00:07:10]:  Esta semana João Miguel Taváres confessa-se mega hidrocaído.
[06:27:38 - 06:37:38]:  dizer que que é só lidamente previsível que venha a ser condonado,
[06:37:38 - 06:45:58]:  não parece exatamente uma opinião de uns vezes de instrução.
[06:45:58 - 07:02:38]:  Eu acho que esta formulação não parece me que contribui a pensa com a defusão entre os juízes de julgamento
[07:02:38 - 07:07:38]:  e os juízes de fazes anteriorizado do julgamento.
[07:07:38 - 07:14:18]:  Dito isto, é evidente que a história é muito problemática,
[07:14:18 - 07:30:58]:  porque tem a ver com o conflito de interesse entre o interesse privado e o interesse público,
[07:30:58 - 07:35:58]:  que na próxima ou interesse privado, que é um interesse literalmente privado,
[07:35:58 - 07:47:38]:  no sentido familiar, e também porque as explicações e as explicações,
[07:47:38 - 07:55:58]:  as explicações são realmente séries e as explicações não são muito convencentes,
[07:55:58 - 08:12:38]:  sobretudo a explicação do que a relação, por exemplo, à independência com a divulgada,
[08:12:38 - 08:24:18]:  quem foi passada à procuração agil, a explicação, quanta a suposta incompetência,
[08:24:18 - 08:32:38]:  também dessa divulgada e também a aparição de uma figura,
[08:32:38 - 08:39:18]:  também conhecida a todos nós, neste processo que é a Isra de Lobbs,
[08:39:18 - 08:42:38]:  que tem que também para se passar sobre a paio.
[08:42:38 - 08:47:38]:  Justamente falar disso, curiosamente um dos protagonistas, neste caso,
[08:47:38 - 08:57:38]:  é o ex-ministro da defesa Azra de Lobbs, ao admitir publicamente que foi emcaoto,
[08:57:38 - 09:09:18]:  como já aconteceu, a Rui Mureira estará a passar a batata quente ao seu antigo chefe de gabinete, João Miguel Vavars.
[09:09:18 - 09:12:38]:  Se fosse isso, ele me merecia.
[09:12:38 - 09:24:18]:  Um vestido que a Zagad Lobbs é um dos quatro que a Valeix do Apocalypse, ele aparece e tudo é destruída a sua volta.
[09:24:18 - 09:25:58]:  Acomentece.
[09:25:58 - 09:34:18]:  Para mim aconteceu e na altura escrevia, abundantemente sobre isso quando ele estava na ERC,
[09:34:18 - 09:42:38]:  onde o seu comportamento já deixou muito desjar, depois aparece, não se possabem,
[09:42:38 - 09:50:58]:  como chefe de gabinete de Rui Mureira e pelos vistos, a construiu a cidade do alô.
[09:50:58 - 09:57:38]:  A Zagad Lobbs é a conseguir a Rui Mureira passar a a divulgada uma procuração
[09:57:38 - 10:02:38]:  que o Ministério Público considera agora a comprometadora.
[10:02:38 - 10:07:38]:  Pois, pois, com certeza, considera a comprometadora.
[10:07:38 - 10:24:18]:  Nós temos um senhor que faz parte, é um dos irmãos que tem a empresa selminho, entre na câmara municipal do Porto
[10:24:18 - 10:37:38]:  e acha bem, por se assinar procurações que têm em verde com um caso, no qual ele está obviamente envolvido, e isso é problemático.
[10:37:38 - 10:49:18]:  Temcidas a Zagad Lobbs ou não a considerá-lo, eu não me espantar nada que temcídica, Zagad Lobbs como é próprio da sua longa carreira
[10:49:18 - 10:55:58]:  no serviço público, e tem, é feito mais uma vez, uma ája de negatragica.
[10:55:58 - 11:05:58]:  Agora, eu acho que Rui Mureira em boa parte está se fazer de sons.
[11:05:58 - 11:09:18]:  E esse é o problema aqui.
[11:09:18 - 11:17:38]:  O caso é mais complicado do Ricardo, estava aqui a te escrever e está a te escrever o carro.
[11:17:38 - 11:27:38]:  Estava aqui a tecnicar, mas não tenho tempo para escrever o carro.
[11:27:38 - 11:30:58]:  É uma questão muito intrigada.
[11:30:58 - 11:45:58]:  Aliás, o caso trazanda desde o início, porque os terrenos são comprados pela selminho, a um casal que reclama de telos por uso capião.
[11:45:58 - 11:49:18]:  E portanto, tudo aquilo foi assim.
[11:49:18 - 11:50:58]:  É um certelpeque.
[11:50:58 - 12:04:18]:  É uma velha técnica, da a gente ficar com um tren de sessão do próprio, mas que eu fui utilizado num cartágio de Montalega,
[12:04:18 - 12:14:18]:  e depois foi dois meses depois dessa escritura, porque o capião já estava a vender a selminho.
[12:14:18 - 12:22:38]:  E depois a selminho, depois de fazer obras, ainda quando ainda viu uma espécie de PDM,
[12:22:38 - 12:32:38]:  a que ainda não estava em vigor que ia ser revisto, e ficou no ar ou não, a possibilidade de poder fazer obras.
[12:32:38 - 12:40:58]:  Depois de repenta a câmera de descobra, que afinal uma boa parte daquilo dos terrenos é onde a própria câmera não era no link.
[12:40:58 - 13:02:38]:  Ou seja, o caso é esquisito desde o início, e isso é uma coisa que ruim morar não ouvia as expostas explicações dele à televisão, e esquece de dizer isso que o caso é esquisito desde o início.
[13:02:38 - 13:14:18]:  E depois há uma outra coisa que na qual ele tem uma premio, uma culpa e essa culpa é mesmo daquilo de culpa indiscupável.
[13:14:18 - 13:25:58]:  Que foi, quando este caso surgiu pela primeira vez, em 2016, ele tratou aquilo de uma forma totalmente arrogante.
[13:25:58 - 13:52:38]:  Seu de uma reunião, falou grosso, foi super agressivo, e isso não me fica bem, porque eu, no meadamento, foi levantado com um verdadeiro verdadeiro verdadeiro, e respondeu com o que ele tozinha só criativo.
[13:52:38 - 14:05:58]:  Isso está tudo bem, a família, uma varigónia, e este tonde, isto é uma infame, isto é uma varigónia, é um toque já não suporta.
[14:05:58 - 14:15:58]:  E é verdade, é que a varigónia, e a infame é 2016, agora de repente, isso que ele está...
[14:15:58 - 14:22:38]:  A sua escrita puma juíza, isso é evidentemente compromete muito melhor.
[14:22:38 - 14:44:18]:  O presidente da Câmara do Porto diz-se mutaniamente que é um institucional niste que acredita na justiça, mas há mais um tempo lança suspeitas sobre o momento de decisão judicial, em vez de ir lesões autárquicas.
[14:44:18 - 14:57:38]:  Há uma contradição, houve pedramissia possibilidade de compatibilizar estas duas ideias.
[14:57:38 - 15:24:18]:  Não percebo essas pessoas, quer dizer, percebo que elas se caixem, mas é evidente que os assuntos aparecem, ao volto ao avala, em períodos politicamente milindrosos de não há nada de espantosa avançamento.
[15:24:18 - 15:37:38]:  Neste caso, até não foi noticiosamente que apareceu de novo na agenda pública, foi numa decisão judicial, e foi ele...
[15:37:38 - 15:47:38]:  Alendo mais, foi ele, foi ele, foi ele, foi ele, foi ele, foi ele, foi ele, foi ele, foi ele, foi ele, foi ele, foi ele, foi ele, foi ele, foi ele...
[15:47:38 - 16:02:38]:  Alendo mais a isso, mas mesmo que não tivesse sido o caso, pranto, pranto estas dúvidas, que são dúvidas muito séries em relação ao comportamento de um autarca,
[16:02:38 - 16:14:18]:  o time em ser o pior para ele, ao não ser o pior para ele, é um acamento muito aprecido para ele, mas é irrelevante,
[16:14:18 - 16:29:18]:  estas elegações são verdadeiras ou são falsas, e por tanto, eu percebo que as pessoas acham sempre que são confrontadas com isso no pior momento,
[16:29:18 - 16:40:58]:  mas é no pior momento que também as pessoas muitas vezes lembram, espero que não seja no pior momento que a justiça se lembra, isso é outra coisa,
[16:40:58 - 16:55:58]:  mas do ponto vista, como vocês dissem, no ponto vista de jornalístico, não se pode dizer que não, nós temos ouvido falar disso durante este tempo todo,
[16:55:58 - 17:10:58]:  de resto também se pode dizer o mesmo, é relação ao Lisboa, também se tem o fôio, eu vindo falar muito de salgável,
[17:10:58 - 17:32:38]:  e de repente as coisas aparecem em ano de eleições autarca e casão, eu não valorizo demasiado esse timing, acho que é mais importante saber a substância das questões do que entrar em respirações,
[17:32:38 - 17:42:38]:  mas o próprio é terrível, porque era melhor que não fossem anilitural, mas põem treso público e seba bastante irrelevante.
[17:42:38 - 18:02:38]:  Para antichostro, a Miguel Tavaro-Rumorela tem condições políticas para se recandidatar, e os partidos que o apoiam o CDS e a NICI intevoliberal têm condições para manter esse apoio?
[18:02:38 - 18:17:38]:  Pois, eu acho que são mais ou menos duas perguntas diferentes, ele ter recô à distra os políticas no sentido de isso não vai afeta, não vai afeta,
[18:17:38 - 18:27:38]:  é o limpa na mesma América Mata do Porto, eu não tenho a menor dúvida, e é evidente que mesmo as pessoas que apoiam o rumor a agar,
[18:27:38 - 18:47:38]:  todos nós, olhando pro bonito, longíssimo, interminável, catalogue de todas as estrafulistas que nós já ouvimos, cheguem com vinhos e ouvinhos, serem cometidas nas altas riqueiras portuguesas,
[18:47:38 - 19:00:58]:  o caso selminho é um caso de uma calamidade, não é, não é de nenhuma gravidade nada especial, acho que como ele dizim bem,
[19:00:58 - 19:17:38]:  ainda ninguém foi ao bolso do Herálio Público, ao contrário tantos outros exemplos, tanto o caso em si não é um caso de uma gravidade absolutamente extraordinária, com o comparado com outros,
[19:17:38 - 19:32:38]:  agora ainda assim não é um caso tão pouco grave quanto isso, acho que não vai afeta a rumor a agar, acho que quem partite como CDS e a NICI intevoliberal,
[19:32:38 - 19:57:38]:  lembra, NICI não tem declarado, mas tudo indica que vai para a rumorar e tem algo que tem um post super convente da apoio a rumorar, e isso aí parece uma posticada para uma simples razão, é porque depois não há critério,
[19:57:38 - 20:17:38]:  pode se dizer "aí isto não, isto é assim tão grave", não, mas a verdade é que nós temos uma juiza que acusou, que acusou, ela ainda não acusou, mas que basicamente, por um siu,
[20:17:38 - 21:05:58]:  é uma acusação, mas a gente é técnicamente a juiza não acusa, mas ela é uma progeneção, a acusação do Ministério Público, a juiza, progeneção, e vai a suficientemente sol de, mas um tal suficientemente sol de para um crime no ex-aficiço das funções, ou seja enquanto o presidente tem que acarmingar do porto, e isso é evidentemente uma coisa, muito grave, eu gostaria que autarque as nessas condições não fossem empoiados, pelo PS, pelo Bloc Tekeira, da PPCP,
[21:05:58 - 21:37:38]:  e por qualquer partido, quando se apoiar ruim morar a mesma nesta condições, então é um válto tudo, qual é o critério, depois existe este ego outro que fez umas pechinas num sitio, os casitos, e fez umas empresas com o pai, e perde mandado de casa disso, qual é a razão pelo não ser recandida a tarde, não é?
[21:37:38 - 21:59:18]:  E há muitos casos assim pelo país, e perceba uma agalidade que eu acho que é uma coisa grave.
[21:59:18 - 22:07:38]:  O ruim morar desdubrou-se em entrevistas depois de conhecidade, cisa um judicial, também vem por exemplo a cico notícias, e conheceu aqui uma nova expressão portofobia.
[22:07:38 - 22:25:58]:  Há uma coisa que eu tenho a certeza dos portugueses, é que me conhecem, conhecem minha família, e não se deixaram com certeza a bater, por uma coisa que é também a portofobia que ontem,
[22:25:58 - 22:30:58]:  e o presidente em alguns discommentários que eu ouvi.
[22:30:58 - 22:52:38]:  A reação do presidente da Câmara do Porto ao Mózgo, como foi recebida a notícia de que está a conta com a justiça, que qual um portofóbico recardará o Esparer admitem-se dos comentários nos últimos minutos neste programa?
[22:52:38 - 23:12:38]:  Ah, neste programa, eu não sabe, ó Carlos, o meu problema é o seguinte, eu, antes de remurer, a prestar de clarações sobre o despaste de pronúncia, é assim que se chama, né?
[23:12:38 - 23:34:18]:  Eu fiz um cartãozinho com o meu bingo do titular de cargo pública, causado de legalidades, que eu tenho sempre, e fui só fiz linha, não ganhei, mas fiz linha fiz, por tanto, isto tem uma persicção política do Ministério Público, Carimbei.
[23:34:18 - 23:45:58]:  Este tem um índice último em família, Carim, já tinha ouvido várias vezes, Carimbei, mas porque agora? Carimbei.
[23:45:58 - 24:00:58]:  Falta a portofobia. Isso não é um... não, tava lá, isto não é um taxo a mim, quando estão atacando a mim, estão na verdade atacando a todos, a minha homocidade,
[24:00:58 - 24:10:58]:  enfim, um partido, tudo, na verdade, ele não é um partido, pois tem que ser a cidade, Carimbei.
[24:10:58 - 24:39:18]:  Agora, não ganha o bingo porque, porque ele também disse, isto não é nada de novo, eu essa não moco o que ele disse, sinceramente que na sequência, de uma juiza, dizer, as provas não deixam dúvidas de que ele cometeu um crime, e há uma sólida probabilidade de ser condonado neste processo,
[24:39:18 - 25:02:38]:  eu não imaginei, porque isso, evidentemente, era uma conspiração do Ministério Público, agora isto significa que a juiza também está por dentro da conspiração, e isto não imaginei, e foi, foi-lhe uma banana também, não tava esperada, é parte da banana, não, não puso.
[25:02:38 - 25:22:38]:  Mas também, não sei Jesus, a portofobia só tem uma originalidade, eu ainda estou bem contra o primeiro português que diga que não gosta do porto, é que, é fácil, eu sou o lente jano, a gente leva casando doutas dos lente janos e tal,
[25:22:38 - 25:35:58]:  e a gente pode dar vigente aqui do atlato que não gosta desse, agora ainda estou bem contra o porto, onde é que este sistema portofobia, eu nunca encontrei, francamente.
[25:35:58 - 25:50:58]:  Até por um momento, na semana passada, falamos aqui, por causa de Luis Felipe Vieira, do argumento que ele não formulou assim, mas que podia ser um argumento também da Lisboa Fubia, né?
[25:50:58 - 26:04:18]:  Luis Felipe Vieira dizia, estou a fazer isto com ele porque eu sou do bem-fique, sou o homem do povo, seu argumento colobista e o argumento que lassista.
[26:04:18 - 26:20:58]:  Não é plas coisas que eu fiz, é pela classe que proteço, pelo clube que sou, pela cidade que eu sou, isso é este portofobia.
[26:20:58 - 26:45:58]:  Mandamos o pedromessia pro Porto, justamente para interdire a partir.
[26:45:58 - 27:04:18]:  Quando a pedromessia quer ser desta vez, ministro da defesa em bloco, para falar de uma acusação da sério sexual que agitou estas semanas,
[27:04:18 - 27:19:18]:  o acusado é um militante do bloco de esquerda, que o junoume não foi revelado, foi de ter apenas que tem 62 anos, o que se prestou a especulação,
[27:19:18 - 27:35:58]:  em que medida que um comportamento individual censurável pode representar um embarasse político pro bloco, pedromessia.
[27:35:58 - 27:47:38]:  Eu acho que isto está a ser um teste, seria um teste para qualquer partido, mas está a ser praticamente um teste pro bloco,
[27:47:38 - 28:05:58]:  porque primeiro começou com aquelas acusações de mais namorada de um deputado, agora apareceram umas aligações contra alguém do bloco,
[28:05:58 - 28:22:38]:  não deputada, para implementa, nem com o caro viadigente, e não nomeado, só se sabe que eu tenho 62 anos, todos os blocos estão estes 60 anos neste momento, não inquietos,
[28:22:38 - 28:24:18]:  mas...
[28:24:18 - 28:29:18]:  E é um interisional que foi nomeado na sequência disso?
[28:29:18 - 28:32:38]:  Exatamente, justamente para ter 62 anos.
[28:32:38 - 28:39:18]:  Tem a proteger 60 anos, mas a Catarina Martins re-agiu a isto.
[28:39:18 - 28:40:58]:  Que não é?
[28:40:58 - 28:44:18]:  Que não é.
[28:44:18 - 28:59:18]:  A Catarina Martins re-agiu isto dizendo o seguinte, numa acusação, numa redor social, não acaba com a presumção da inocência de ninguém.
[28:59:18 - 29:04:18]:  E ele está no diceno jornal e escrevia a Margem.
[29:04:18 - 29:44:18]:  Aí é, porque eu fui ouvindo grandes entusiásmos sobre a nova... onde há acusatória sobre muito de pessoas da área do bloco, acreditar sem pranhas mulheres, quase uma inversão de anos da prova,
[29:44:18 - 29:57:38]:  que tinha que ser a pessoa que é acusada de coisas que tem que provar que não fez, ou de coisas absolutamente unirantes, lembre-se todos nas últimas semanas ou nas últimas meses.
[29:57:38 - 30:02:38]:  Quando é...
[30:02:38 - 30:24:18]:  Quando é com outras pessoas, quando chegou ao bloco, o bloco faz a defesa em bloco, que é a defesa sensata que é uma acusação numa redor social, não acaba com a presumção de indocência de ninguém.
[30:24:18 - 30:47:38]:  Isto é evidente e é evidente para a maioria dos portugueses, e de repente, de ser evidente para muita gente, aliás, até pessoas que eu estimo, que acham que escrevem e que dizem coisas sobre...
[30:47:38 - 30:55:58]:  É uma líquisa sobre fazer a justiça pelas próprias mãos, porque não se pode confiar nos tribunais, coisas da sejana.
[30:55:58 - 31:27:38]:  E, portanto, isso é... só é particularmente mais comprometidor no bloco, porque o bloco tem uma tentação de fazer um discurso moralista em certas áreas, vejo-se com roblos, grande campeão do combate à especulação imobiliária, e vejo-se o que isso deu.
[31:27:38 - 31:44:18]:  E, portanto, se o bloco alimentou e ativistas do bloco em determinadas áreas, alimentar ao discurso, de que se deve sempre acreditar na vítima,
[31:44:18 - 32:02:38]:  acreditar não, é ouvi-la, claro que se deve sempre haver a vítima, elevar-la em consideração e investigar e tudo isso, mas acreditar sempre acreditar na vítima.
[32:02:38 - 32:20:58]:  Não faz nenhum sentido, e é abertura das partes do inferno, para a sociedade, porque significa que qualquer pessoa pode ser seja o que for, e é uma presunção social de que que é verdade.
[32:20:58 - 32:54:18]:  E, portanto, foi preciso e continuamos, para os vistos, o bloco ser repetiramente confrontado com isto, para dizer aquilo que seria evidente que é, se senhora, há algações, vamos investigar, vamos saber, vamos falar com as pessoas, mas a presunção de inocência não se destrói composto.
[32:54:18 - 33:19:18]:  Entretanto, nem de propósito, está reunido à convenção do bloco de esquerda, que vai definir a liderança e a estratégia política para os próximos dois anos, quais ele parece ser, João Miguel Tavares, os maiores desafios políticos que o bloco tem para de frente neste contexto político.
[33:19:18 - 33:42:38]:  O que é desafio político do bloco já é há muito tempo, desde que António Costa tomou conta do governador em 2015, essa ver qual é a distância certa, a manter a relação a António Costa, não a distância social, mas a distância política.
[33:42:38 - 34:00:58]:  A política política é mais cara a cara a próxima, se dá beijinho, não, afinal, manteição, metem-mei. E essas contas não são fases de fazer a cada momento.
[34:00:58 - 34:30:58]:  Já o avô me periu do afastamento mais evidente, o ano passado quando houve uma recusa de votar que favorávelmente, e, até o e votou contra, a questão do orçamento de Estado, e agora existe o problema de o que fazer em 2020.
[34:30:58 - 35:15:58]:  Isso é sempre um ponto de interrocação complicado, porque o bloco de esquerda, por um lado, quer ficar com os votos do PS um dia que a popularidade do PS diminui, mas por outro lado não tem nenhuma vantagem aí, para eleições, porque todos, porque existe tempo, a ameaça chega e a ameaça aventura, que vai publicar um desarrumo muito grande na Assembleia da República, porque o crescimento de iniciativa liberal.
[35:15:58 - 35:42:38]:  Portanto, é muito engraçado, porque nós temos um partido que é tendencialmente revolucionário, que agora é muito aconselhada a ser conservadora e não se mexer muito. Isso é um pouco contra a sua naturessa, porque é sempre interessante ver as convenções do bloco que eu se diz.
[35:42:38 - 36:22:38]:  O que a Tarena Martins vai ser releta, não se prevenha em grandes subressaltos, mas os adversais internos da atual direção estão por profissionalmente mais representados desta vez, nesta convenção do que estiveram na anterior, é a justa a causação de Jarin Gonsismo, que é só a oposição interna faz a atual líder e a atual liderança de Ricardo Rousseverei.
[36:22:38 - 37:10:58]:  É a justa, mas é engraçada. Jarin Gonsismo também, é a unelogismo. É, eu pongo a graça acima da justiça, e portanto sou a favor. Eu acho que é engraçado, porque há sempre alguém que tem princípios mais puros do que nós. Eu gosto muito de ver com graça partidários, e é particular porque o que aconteceu foi a moção da liderança do bloco, portanto a moção da Tarena Martins, acusa o PS de centriagem, estar muito inclinado para o centro.
[37:10:58 - 37:20:58]:  E a moção crítica de Catarina Martins acusa a Catarina Martins de centriagem.
[37:20:58 - 37:24:18]:  Desgringo, um cismo.
[37:24:18 - 37:42:38]:  Mas também estar muito chegada a Procento, exige que seja mais radical, não falta muito para dizer em "tô não é a esquerda, eu tenho minha solidariedade de agora".
[37:42:38 - 37:45:58]:  Mas isso acontece muito.
[37:45:58 - 37:52:38]:  Como é que no seu destesionário político defineste novoismo?
[37:52:38 - 38:02:38]:  Em primeiro lugar se celebra o mais estismo. Acho que a política precisava de maisismo, este é bom.
[38:02:38 - 38:05:58]:  Este é bom, este é bom.
[38:05:58 - 38:10:58]:  De um certo ponto de vista, o que está nos aportar ao cismo.
[38:10:58 - 38:17:38]:  Porque há outros países com os ringoncismo, este arroço seu caminho.
[38:17:38 - 38:27:38]:  É basicamente, e aqui pode ser, este é o momento, acho o repugnante da noite.
[38:27:38 - 38:39:18]:  É, de facto, as pessoas que dizem que temos aqui um problema de ringoncismo, concordam que o João Miguel.
[38:39:18 - 38:49:18]:  O que se passa no bloco, eu imagine que as pessoas no bloco, aí buscar a faca para cortar os pulsos.
[38:49:18 - 39:02:38]:  Que é, é saber até que ponto, é que devem estar perto ao longe, com um perto ao longe, por que há que um problema?
[39:02:38 - 39:09:18]:  Não é, a gente pode manter a nossa pureza de princípios e a radicalidade, etc.
[39:09:18 - 39:15:58]:  E nunca cheirar e pode se influenciar o poder.
[39:15:58 - 39:24:18]:  E até riscar que a direita volte ao poder, como aconteceria naquela altura.
[39:24:18 - 39:30:58]:  A outra é, digamos, os nossos princípios, alguns nesses...
[39:30:58 - 39:34:18]:  Não era pureza, aí de longe.
[39:34:18 - 39:47:38]:  Não, alguns escalharam não manter assim tanto e conseguirmos ter alguma capacidade de influenciar o poder.
[39:47:38 - 39:52:38]:  Mas é natural, é normal isso e sobre o nesses partidos.
[39:52:38 - 40:05:58]:  O Pedro Mexíaf, então ministro da defesa, é em bloco e é, vez dos João Miguel Tavares, se tornar mistro verde, será fígado dos João Miguel Tavares?
[40:05:58 - 40:10:58]:  Não, acho que é mais bílis, fígado, seguir mais pó ao Miguel, não é?
[40:10:58 - 40:14:18]:  Não, acho que é mais pó ao Miguel, não é?
[40:14:18 - 40:17:38]:  Não é mais báxense.
[40:17:38 - 40:20:58]:  Também dá verde.
[40:20:58 - 40:24:18]:  Não é nada disso.
[40:24:18 - 40:30:58]:  Quero acedilar, de forma condigna, o título de campeão de futebol conquistado pelo Seporting.
[40:30:58 - 40:39:18]:  O campeonato que termina esta semana, veisto como algo circunstancial,
[40:39:18 - 40:49:18]:  que pode vir a provocar uma mudança de paradigma no futebol português.
[40:49:18 - 40:54:18]:  É uma mudança de pagadigma mas que ela é estes stivos.
[40:54:18 - 41:00:58]:  Mas digamos que é uma luz, uma pequena luz bruxulhante, digamos assim.
[41:00:58 - 41:12:38]:  Eu traque para que este tema não é por desportivismo, toda a gente sabe que nós somos todos aqui, ver fiquistas no governo de sombra.
[41:12:38 - 41:19:18]:  Aliás, até o critério de escolha, não é?
[41:19:18 - 41:25:58]:  Foi esse o critério. Não, e há um lado que eu nem sequer que ia dizer parabéns aos portinhos.
[41:25:58 - 41:32:38]:  Só neste sentido é porque ir ritom e mensa na semana passada,
[41:32:38 - 41:39:18]:  ou quando nós andávamos a falar das histórias do Covid, toda a gente sentia a nobregação,
[41:39:18 - 41:44:18]:  dizer primeiro, parabéns aos portinhos, antes que ele ter que ir aquilo que aconteceu,
[41:44:18 - 41:49:18]:  como se alguma coisa tivesse a ver uma coisa com outra.
[41:49:18 - 41:59:18]:  E neste caso, eu traque para que o tema não é para dar parabéns aos portinhos no sentido deportivo do termo,
[41:59:18 - 42:05:58]:  porque nós não somos parabéns, tem um programa deportivo,
[42:05:58 - 42:14:18]:  mas é para dar parabéns aos portinhos no sentido superficial do termo,
[42:14:18 - 42:32:38]:  tendem conta aquilo que deveria ser o caminho do deporte português no sentido de um civismo maior
[42:32:38 - 42:45:58]:  e no sentido de uma seguida de maior nos negócios, na maneira como nós nos relacionamos com transfigcios de tecadores,
[42:45:58 - 42:49:18]:  -estas convidas. -Tas convidas.
[42:49:18 - 42:55:58]:  E outras coisas que estáis, menos a textos de Covid, exatamente.
[42:55:58 - 43:05:58]:  Descutas telefónicas, e este, é verdade que o Francisco, o Francisco, o Ferreiro,
[43:05:58 - 43:15:58]:  que deveria ter quando ele agora discursou na... - Na Câmara de Lisboa.
[43:15:58 - 43:27:38]:  - Na Câmara de Lisboa podia ter evitado aquela boca aos penaltis, não foi mais de penaltis.
[43:27:38 - 43:34:18]:  -Não foi mais de penaltis. -Foi a folhar aquilo, do nome do Penaltis,
[43:34:18 - 43:39:18]:  ou a Deus José do Fucéi estes desculparem com o Covid,
[43:39:18 - 43:55:58]:  mas a parte de o caminho para o sucesso deportivo em Portugal não obriga,
[43:55:58 - 44:05:58]:  que alguém seja uma espécie de pinta costa, uma espécie de luz flipe viaira,
