[00:00:00 - 00:05:52]:  Esta semana, Ricardo Arouspreira declara-se fluido.
[09:06:36 - 09:11:36]:  ao do bloco de esquerda, o que estava da maguesa matia,
[09:11:36 - 09:18:16]:  nada disso vai passar, e isso também é importante para o bom funcionamento da pátria.
[09:18:16 - 09:24:56]:  Mas além disso, isto só tem vantagens, porque em primeiro lugar,
[09:24:56 - 09:29:56]:  prestigia as próprias forças armadas, põe as forças armadas,
[09:29:56 - 09:36:36]:  ocupadas numa missão alta,mente relevante para a qual ela também estava ficacionada.
[09:36:36 - 09:41:36]:  O risal minete era número 2 da Tafo Forse.
[09:41:36 - 09:46:36]:  Claro que era número 2, só não se perceba porque desde o início não é número 1.
[09:46:36 - 09:53:16]:  Aliás, copiando aquilo que se fez nos Estados Unidos, em galera ou no tecítios.
[09:53:16 - 10:03:16]:  E as forças armadas estão lá para isto, estão lá para encerrar utilizadas.
[10:03:16 - 10:09:56]:  E uma das suas missões, nós achamos muitas vezes as pessoas acham que as forças armadas
[10:09:56 - 10:14:56]:  ainda só existem para andar aos estigos em algum sítio.
[10:14:56 - 10:16:36]:  Para não estivemos de espanha.
[10:16:36 - 10:18:16]:  Exato, para a minha vida.
[10:18:16 - 10:26:36]:  Para uma fotogasla batalha de alos berrota, mas as missões das forças armadas
[10:26:36 - 10:31:36]:  estão, o apoio é o desenvolvimento e bem está acro.
[10:31:36 - 10:38:16]:  Isto faz parte das funções das forças armadas e fique muito contente
[10:38:16 - 10:48:16]:  que esteja nas mãos do Vissão Amigante, sobretudo até porque ele parece uma pessoa pondagada
[10:48:16 - 10:51:36]:  e com o contino.
[10:51:36 - 10:58:16]:  A grande indignação pública em torno do processo de vacinação
[10:58:16 - 11:06:36]:  teve haver que com os abusos que foram notícias nas últimas semanas,
[11:06:36 - 11:13:16]:  mas para o Vissão Amigante que houve a email entre o estado do Vesta Semana TV
[11:13:16 - 11:18:16]:  e não era caso para alarm social.
[11:18:16 - 11:23:16]:  Em cada mil vacinas que foram administradas,
[11:23:16 - 11:31:36]:  o Vuma não temos a certeza de se cumprir o corregra.
[11:31:36 - 11:36:36]:  E a precisa ter a ideia desta proporção.
[11:36:36 - 11:41:36]:  Não é a email caso de off sem, ou a email caso de offo quinhentas,
[11:41:36 - 11:46:36]:  não, a email caso em cada email vacinas administradas,
[11:46:36 - 11:49:56]:  o Vuma que não cumprir o corregra.
[11:49:56 - 11:59:56]:  Uma questão de proporções, portanto, travido demasiado alerido,
[11:59:56 - 12:09:56]:  mediático, entorno destes casos da buso que vieram a público-pedemixia.
[12:09:56 - 12:18:16]:  Acho que um abuso de vacinação provoca naturalmente alerido,
[12:18:16 - 12:26:36]:  em que nem muitos casos aparentemente são 400 casos,
[12:26:36 - 12:29:56]:  ou comprovados aparentemente condúvidas.
[12:29:56 - 12:33:16]:  Em 400 mil vacinas.
[12:33:16 - 12:36:36]:  Exatamente. Daí a proporção.
[12:36:36 - 12:38:16]:  Enquanto já mais.
[12:38:16 - 12:41:36]:  Também não é assim que se devem fazer as contas.
[12:41:36 - 12:43:16]:  Deixamos só dizer isso.
[12:43:16 - 12:48:16]:  As contas não deviam ser dentus vacinados e as maledemistradas.
[12:48:16 - 12:53:16]:  Eu gostava que fizessem as contas entre as sobras,
[12:53:16 - 12:58:16]:  quantas dessas sobras são que foram maledemistradas.
[12:58:16 - 12:59:56]:  E parece que a processada é mais...
[12:59:56 - 13:08:16]:  A tipologia dos abusos tem várias categorias,
[13:08:16 - 13:14:56]:  porque há algumas coisas que resultam pelo polémis nos jornais,
[13:14:56 - 13:23:16]:  e vimos as televisões uma consulta de um critério no voloso,
[13:23:16 - 13:26:36]:  amala aplicada à relação às sobras.
[13:26:36 - 13:36:36]:  Outras tem a ver com abusos completos,
[13:36:36 - 13:44:56]:  pessoas que não estavam em nenhuma das categorias,
[13:44:56 - 13:48:16]:  incluídas nas prioridades,
[13:48:16 - 13:54:56]:  e porque desempenhava um cara que qualquer alovante se chegar na frente da fila,
[13:54:56 - 14:04:56]:  e enfim, em certo, ámbito local, isso era considerado mais ou menos.
[14:04:56 - 14:09:56]:  E recorçado, ela tem que irmos assim.
[14:09:56 - 14:16:36]:  E a terceira é aquelas pessoas que fizeram aquelas interpretações jurídicas,
[14:16:36 - 14:26:36]:  sustensivas maniosas que eu não sou da direção,
[14:26:36 - 14:36:36]:  mas sou sociôno, sou presidente, tonurário, de uma reunião anual,
[14:36:36 - 14:38:16]:  é esse tipo de coisa.
[14:38:16 - 14:46:36]:  Aproveitar as clar e esmalhas, e estu, e estu, e estes os ovos,
[14:46:36 - 14:56:36]:  promado com fiscalização, mas também se resolve com regras claríssimas,
[14:56:36 - 15:06:36]:  que acelha pão papel, e diz "não, não sei, não pode, há um bom beio,
[15:06:36 - 15:09:56]:  não é assim, da passageira".
[15:09:56 - 15:13:16]:  Uma vez que quando eu fui matricular nos anos da Faculdade,
[15:13:16 - 15:19:56]:  foram os meus pecados, um tipo de abarme de trás na fila,
[15:19:56 - 15:28:16]:  que era filho da algo importante, que forou a fila e foi para frente.
[15:28:16 - 15:39:56]:  E a senhora das criterias disse "Senhora é o último da fila", não, primeiro ele disse.
[15:39:56 - 15:44:56]:  "Senhora sabe que eu sou", e disse "sei é o último da fila".
[15:44:56 - 15:53:16]:  E portanto às vezes, simplesmente precisa alguém que diga isso, senhora é o último da fila.
[15:53:16 - 15:59:56]:  Entregamos ao Ricardo Aroussper, a Pasta de Ministro da Defesa da Saúde,
[15:59:56 - 16:09:56]:  quando tu ouro João Miguel Tavares quer ser desta vez ministro da décima primeira.
[16:09:56 - 16:13:16]:  Tem esta de contar, João Miguel Tavares?
[16:13:16 - 16:16:36]:  Tenho mais, com alguma dificuldade, não se perdeu na contagem?
[16:16:36 - 16:21:36]:  É isso, tenho andado a contar, mas com dificuldade tem si tantas, não é?
[16:21:36 - 16:28:16]:  Felizmente a Cunica Social tem feito seu trabalho e já vai em 11.
[16:28:16 - 16:38:16]:  Decema primeira, que você queria que era assimilar a décima primeira renovação do Estado de Emergência,
[16:38:16 - 16:46:36]:  explica-da-se, em prolupresidente republica, em comunicação ao país.
[16:46:36 - 17:01:36]:  Temos de manter o Estado de Emergência e o confinamento, como os atuais, por mais 15 dias,
[17:01:36 - 17:18:16]:  e apontar para perseguir, março fora, no mesmo caminho, para não dar sinais e rados para a Pascua.
[17:18:16 - 17:33:16]:  Tudo sem crises políticas, tudo sem cenários de governos de unidade ao salvação nacional,
[17:33:16 - 17:46:36]:  não se conto comigo para dar o mínimo eco a cenários de crises políticas ou eleitorais.
[17:46:36 - 17:54:56]:  Já nos bastam a crise da saúde e a crise económica social.
[17:54:56 - 18:04:56]:  Marcelo Rebello, de sosa, tirar o TAP aos adeptos de um governo de iniciativa presidencial
[18:04:56 - 18:14:56]:  e avisar que o confinamento está para durar, pode concluir-se que o presidente e o governo,
[18:14:56 - 18:23:16]:  João Miguel Taváres, com um alinhado nos estratégias de combate à pandemia.
[18:23:16 - 18:33:16]:  Já tive mais certeza, não parece que seja essa para a primeira conclusão que se tire deste discurso.
[18:33:16 - 18:39:56]:  Evidentemente, Marcelo Rebello, de sosa, coloca-do-lado, que o précoço de todas as pessoas,
[18:39:56 - 18:46:36]:  parece meio hipótese completamente de tapafurde, que para a minha foi lançada para Miguel,
[18:46:36 - 18:54:56]:  se os ataváres, depois pegou fogo, a predaria de mediar a tica, digamos assim, que é a ideia de um governo de salvação nacional,
[18:54:56 - 19:08:16]:  a unitativa presidencial, com as chondagens continuam a ir a sair com o PS na casa dos 30 e muitos por cento,
[19:08:16 - 19:16:36]:  quase 40% com António Costa, o líder ainda assim mais popular, depois do Marcelo Rebello de sosa,
[19:16:36 - 19:29:56]:  tudo isso me parque seguia uma ideia evidentemente absurda, mas a relação à cintunia António Costa,
[19:29:56 - 19:39:56]:  mas a Rebello de sosa não parece que tenha sido assim tão claro esta semana, nomeadamente, porque o tema que eu queria trazer para aqui,
[19:39:56 - 19:49:56]:  além deste lado do 10º maior, que é para nós temos na cabeça que estejavam uns estados de emergência constructivos,
[19:49:56 - 19:58:16]:  e é bom que também não nos habituemos a isto, porque existe uma gravidade própria,
[19:58:16 - 20:06:36]:  a destesco de limitações das nossas liberdades, tem a ver que o facto de,
[20:06:36 - 20:19:56]:  Marcelo Rebello de sosa, colocou números, colocou números tanto aqui como depois no seu decreto presidencial,
[20:19:56 - 20:29:56]:  a coisa que António Costa não fez, e eu sou pelos números, se vocês bem se recordam em março ou até na altura,
[20:29:56 - 20:39:56]:  fui até bastante gozado por estar a dizer que precisávamos de uma luz ao fundo do túnel e precisávamos de datas,
[20:39:56 - 20:46:36]:  e as pessoas dizem como é que é possível datas ou não datas,
[20:46:36 - 20:54:56]:  olha, nós precisamos sempre disso, nós precisamos de sempre disso, e agora a medida que os números começaram a garantir,
[20:54:56 - 21:04:56]:  cada vez vai ver mais, vós a pedirem, reabram, reabram, reabram, nomeadamente na questão das colas,
[21:04:56 - 21:18:16]:  e eu acho muito importante, Marcelo Rebello de sosa, ter de isto, temos até a Pascua para te ser os infetados para menos de 2000,
[21:18:16 - 21:29:56]:  e para que os internamentos e os cuidados intensivos deixam dos mais de 5 mil, para de um quarto desses valores,
[21:29:56 - 21:39:56]:  é este número, que ele depois também colocou em relação ao estabelecimento de ensino,
[21:39:56 - 21:53:16]:  nomeadamente a firmante que é necessário um plano concreto, faziado com datas e critegios objetivos de saúde pública,
[21:53:16 - 21:59:56]:  para a reabra que tu gude das colas, isto, para mim, é absolutamente fundamental.
[21:59:56 - 22:11:36]:  Eu gostava de saber enquanto, mais uma vez, pai em casa, com quatro filhos, a estudar a partir de casa,
[22:11:36 - 22:21:36]:  e com perfeita consciência do que é o impacto disso, ainda assim numa família muito privilegiada,
[22:21:36 - 22:28:16]:  o impacto do genuíne que ele tem nas crianças, eu quero saber quais são os números,
[22:28:16 - 22:36:36]:  eu quero saber a partir de quantas pessoas, olha, chegamos aos 2000 infetados, podem voltar para a escola,
[22:36:36 - 22:43:16]:  mas não seja um todos, a mais pequena pode voltar para a escola, e isso é muito único.
[22:43:16 - 22:48:16]:  Então eu gosto de dizer que é para maturos, para falarmos com o fim,
[22:48:16 - 22:54:56]:  mas não é por que a gente pode criar uma ilusão de que está para breve.
[22:54:56 - 23:03:16]:  Certo, mas pode ser para o matur que se quiserem, tem uns datas, mas não em termos números de infetados,
[23:03:16 - 23:11:36]:  a partir de 2000 as colas podem reabrair, e isso é muito importante, posso para saber.
[23:11:36 - 23:24:56]:  Antes da comunicação ao país do presidente de república, o primeiro ministro já tem anunciado que vai ficar tudo exatamente na mesma, como a única exceção.
[23:26:36 - 23:41:36]:  O que o Governo do Combré é manter tudo exatamente como está, portanto não há venda de roupas, não há venda de nenhum bem-nóis,
[23:41:36 - 23:53:16]:  sensual, mas tem tudo como está. A única exceção é que resulta do decreto, o senhor Presidente da República,
[23:53:16 - 24:06:36]:  que nos por debiu de por debir, a venda de livros esculares, livros de material escolar, nos establishes imens que se mantenha aberto,
[24:06:36 - 24:29:56]:  ou seja, supermercado e supermercado. Viu significado políticos, o João Miguel Tavarse, no facto do presidente de república exigir desta vez um plano de fãs de reabrutura das escolas,
[24:29:56 - 24:46:36]:  estava justamente a falar dos números das métricas para o desconfinamento, e do primeiro ministro dizer que ainda não é altura para voltar-nos ao desconfinamento.
[24:46:36 - 24:59:56]:  É isso que estava... Eu acho fundamental, nesse aspecto, acho fundamental, seguir a linha marx-se-litre.
[24:59:56 - 25:08:16]:  Mas interpreta isso como uma distenção nas estratégias e como mata a pandemia.
[25:08:16 - 25:21:36]:  Eu acho que o ambiente aparentemente está aqui uma distenção, num sentido em que desta vez é curioso isto, realmente isto é uma espécie de baia,
[25:21:36 - 25:38:16]:  que é uma envolta da pandemia, porque no início parecia que era António Costa que queria clicar em as mais aportados e Marcelo criou um confinamento mais aportado,
[25:38:16 - 25:56:36]:  e neste momento é Marcelo que está em assistir para, deien números concretos, coloquem metas, e António Costa parece que está agora na linha dura, a dizer que ainda não é tempo para isso.
[25:56:36 - 26:29:56]:  Eu acho que gosto de ser tratado como adulto na sala, e eu percebo o pânico que o governo viveu depois do Natal, que ainda, em cada pessoa, em uma história muito mal contada, os números não batem sequer certos que estão do festa de escolas, porque aparentemente o pico foi alcançado antes das escolas de ter que enfeixado.
[26:29:56 - 26:54:56]:  E é bom que, por momento, nós temos os números em cima da mesa e saibamos, a partir de que o número é que os pais que estão através em casa, alguns deles em tela, trabalham sem nenhuma condições para trabalhar, podem esperar que os seus filhos, ao menos os mais novos, aqueles até doze anos, voltem às escolas.
[26:54:56 - 27:04:56]:  Como é que ver a possibilidade de ter da mochia do confinamento ainda que poder vir a durar mais e meia?
[27:04:56 - 27:29:56]:  Eu compreendo todas as inquietações e todas as fadiga do confinamento, e tenho um simpatialias por boa parte dos ideais libertários, mas não sou um adepto de ideias...
[27:29:56 - 27:36:36]:  E não sou o idade da cantarinha grande?
[27:36:36 - 28:08:16]:  Não sou adepto de ideias libertárias em tempos do confinamento, um confinamento que é consensoalmente, ela vamos dar a palavra consenso ao consenso, é consenso aquele necessário, faz parte das...
[28:08:16 - 28:21:36]:  Daquilo que temos que fazer dos chequevícies que temos que fazer, mas quer dizer duas coisas sobre o consenso e outra sobre o desconfinamento.
[28:21:36 - 28:36:36]:  A do consenso é a ideia do primeiro ministro pedir consenso entre os cientistas.
[28:36:36 - 28:53:16]:  O pedido de consenso entre os cientistas tem duas características curiosas, uma é que não é possível, basta ter seguido a discussão em qualquer país,
[28:53:16 - 29:08:16]:  para se perceber, já não vou falar, de caso da Suécia, que não há consenso, como aliás não costuma haver consenso, sobre a maioria das coisas, incluindo as científicas.
[29:08:16 - 29:23:16]:  Até porque os cientistas são diferentes áreas e o ângulo da bordagem também varia bastante a área científica, mas o que é preocupa o POMO que adimente.
[29:23:16 - 29:46:36]:  Procupo um mecadinho que procura, de consenso, que a exigência de consenso dos cientistas seja uma forma mais uma forma, neste velho jogo, já dura seis anos, de passar culpas,
[29:46:36 - 30:01:36]:  porque se houver uma opinião científica consensual, a culpa é dos cientistas que serão todas a mesma coisa, e para disso inquieta, o mecadinho tenda enquanto o estúrriol do governo,
[30:01:36 - 30:28:16]:  no outras matérias que não é esta, é questão do desconfinamento, e de não falar do assunto. Aí, meu custo de acordo com o que eu prometo de isso, dependendo do que é o que quer dizer, falar onde falar em público, acho que não se fala em público.
[30:28:16 - 30:39:56]:  Mas espero que isto seja falar todos os dias, a parte fechada, entre as responsáveis políticos.
[30:39:56 - 30:59:56]:  Estão dos números das líneas vermelhas. Tudo isso, tudo aquilo que... O João Miguel Tavaard estava a dizer mais do que isto, a dizer que tem que ser público para que a Jean Horizonte desprese ou despectativa na população.
[30:59:56 - 31:13:16]:  Não tenho certeza disso, mas com a que a maneira acho que não vejo necessariamente que...
[31:13:16 - 31:33:16]:  Não vejo necessariamente a relação entre os assuntos que serem discutidos pelo responsável de políticos e serem em temporal comunicar da população em geral.
[31:33:16 - 31:51:36]:  Agora o que parece é dizer, não se fala do assunto agora, quer dizer, espero, não se fala no espaço público. E eu até certo ponto com corteções.
[31:51:36 - 32:09:56]:  Uma das inovações do novo estado de emergência é a sugestão do presidente para que haja limitações ao ruído mesmo durante o dia para não mudar quem está em telé trabalho.
[32:09:56 - 32:28:16]:  O governo não teve enquanto a ideia de Marcelo, aliás, António Costa não respondeu por três vezes esta quinta-feira à pergunta dos jornalistas sobre esta espécie concreto,
[32:28:16 - 32:41:36]:  tracido Ricardo Rauspreira pela dificuldade de fiscalizar situações destas?
[32:41:36 - 33:01:36]:  Talvez não seja assim tão difícil fiscalizar situações destas, porque há sempre um considerado que não se importa de denunciar que o vizinho do certo em direito está a fazer mais barulho.
[33:01:36 - 33:16:36]:  Talvez se houvesse uma divisão das autoridades, especialmente dedicada à fiscalização do barulho.
[33:16:36 - 33:41:36]:  Os imigligáveis e depois as autoridades ligavam, não é assim? Talvez resultasse porque ainda recentemente os fiscais da autoridade para as condições de trabalho se queixavam de não ter carros, sequer, fiscalizar o próprio telé trabalho.
[33:41:36 - 33:51:36]:  Quanto mais o barulho, por isso, por isso, é que minha seifei de portofônio.
[33:51:36 - 34:11:36]:  O patrimonial no que ele é de onde eu andava, tinha usado este método e funcionava, sempre que essa aula nós estavamos a fingir que estudávamos, o burburinho de fundo, aumentava de volume, levantava a cabeça e fazia.
[34:11:36 - 34:31:36]:  E funcionava, portanto, eu não creio que era possível que essa divisão das autoridades pudesse ligar para a casa das pessoas a fazer...
[34:31:36 - 34:54:56]:  Acá-los complexos, como é que se resolve a situação de um trombonista, de um estudante de trombona, de um baterista que está em tela de trabalho também?
[34:54:56 - 34:59:56]:  E, portanto, fazer barulho ao mesmo tempo.
[34:59:56 - 35:08:16]:  Eu percebo a vontade do Carlos de obstaculizar esta medida.
[35:08:16 - 35:18:16]:  Não, só por problemas, assim, mas aliás, só calçamos problemas, nós estamos aqui para resolver coisa nenhuma.
[35:18:16 - 35:38:16]:  Bem, para isso havia uma solução fácil tendo enquanto a nossa capacidade da organização, permuta d'habitações, que posece o prédio dos bateristas, os bateristas de todos os mil apregos, as cantoras lídiques todas no outro.
[35:38:16 - 35:53:16]:  E, assim, sucessivamente, para que o prédio, evidentemente, das cantoras lídiques, tinha que ser todo bem convido dos duples.
[35:53:16 - 36:09:56]:  Mas, sim, acho que era uma dessa forma, era mais uma coisa para a taxa que forse organizar.
[36:09:56 - 36:31:36]:  O que é o que é o governo, o governo ignorou por completo a sustão que o presidente de República deixou no decreto do estado de emergência.
[36:31:36 - 36:36:36]:  É que eu não seria uma dissenção, nesse caso.
[36:36:36 - 36:56:36]:  Os vomigaltavaros fica então o ministro de décima primeira, agora é vezes do Pedro Messias tornar ministro urbano, mas não é para falar de urbanismo, Pedro Messias.
[36:56:36 - 36:59:56]:  Por falar de urbanidade, o que é?
[36:59:56 - 37:04:56]:  O tema é urbanidade, onde é que ela tem faltado?
[37:04:56 - 37:14:56]:  Tem faltado, é muito, quer dizer, eu não sei nem os equícios, eu não sei o que tem faltado.
[37:14:56 - 37:36:36]:  Isso lembra, pôs das intervenções públicas da bastonária da ordem dos enfermeiros, intervenções que estão a gerar condistação e malestar mesmo dentro da classe que a Narrita Cavaco representa.
[37:36:36 - 37:56:36]:  Há uma discussão muito interessante entre o Corral há uns anos entre dois conservadores americanos, um pro Trump e um anti-Tramp.
[37:56:36 - 38:11:36]:  E o defensor do Trump acusou o outro de sobrevalorizar a civilidade, dizendo a civilidade a uma virtude secundária.
[38:11:36 - 38:28:16]:  Queria que eu dizer com isso que, neste caso, no combate político, a boa educação, a curtizia, a de cência, não interessa.
[38:28:16 - 38:29:56]:  É um princípio de capitalização.
[38:29:56 - 38:41:36]:  É exatamente um princípio de capitalização, não é interessante porque o que interessa é marcar um ponto e ter uma vitória.
[38:41:36 - 39:09:56]:  Eu entendo a política e o espaço público e também a representação de sindicatos, de ordens do que seja como a submetida é este princípio da urbanidade há uns tempos falando com mais dirigente, um mordem profissional.
[39:09:56 - 39:29:56]:  E ele diz "mas colegas acusavam a uma ser demasiado civilizado". E eu achei muito interessante essa frase, a ideia de um responsável de uma ordem ser demasiado civilizado.
[39:29:56 - 39:34:56]:  Que não é só das ordens do que a zero.
[39:34:56 - 39:48:16]:  O presente do bem fica e foi se nós vamos sendo, parece que foi no século 19 uma pessoa, impecável, já não sabemos o que isso é.
[39:48:16 - 40:21:36]:  Parece um mundo muito distante, mas no caso... Isso dá ponte porque as pessoas que se indignam e protestam e que pedem desculpa aliás, mas também há pessoas que dizem "não interessa amada lá está a civilidade à secundária, você só está agriticala porque ela estava tendo o PS a coisando de gente".
[40:21:36 - 40:41:36]:  E estamos completamente no recreio das ideologias, em que não é interessa o triboelismo, não é interessa ao linguagem. Nós estamos a falar simplesmente uma linguagem mais apimentada, nem se que estamos a falar.
[40:41:36 - 41:06:36]:  Aquela... há várias... há várias escadinhas das definidas do entúlio austereco.
[41:06:36 - 41:29:56]:  É um problema que se tem um grupo de enfermeiros, assinar uma participação disciplinar contra ela e uma antiga bastunária que veio pedir desculpa as públicas por aquilo que considera o comportamento inaceitável de Ana Rita Cavac.
[41:29:56 - 41:54:56]:  É um dos retos sociais, e os casos que estava citar são das retos sociais.
[41:54:56 - 42:41:36]:  É uma coisa muito preocupante, é que não há uma diferença na cabeça das pessoas, recetores e das pessoas e missores, da diferença entre escrever uma coisa pros amigos e escrever uma coisa enquanto titular, ou seja, do organo de sobraní, ou de uma associação, de uma instituição que representa pessoas e que têm alguns deveres de varianaturasa, mas também de urbanidade.
[42:41:36 - 42:53:16]:  E portanto, estamos a falar de coisas que vão como eu digo desde a definida flor do entúlio austereco, até os comprimentos ao pai que já morreu.
[42:53:16 - 43:08:16]:  Estamos a falar de um grau de javardice muito avançado. Mas esteja me dizer qual é que é o Facebook e o Twitter do Albert John Röhrdingen, aqui há 15 ou 20.
[43:08:16 - 43:29:56]:  Não, não é isso. O problema não é isso. O problema é que isso tornou-nos de normalizar o Albert John Jardin era no torio por ser a pessoa, e depois, entretanto, tivemos, não estou a comparar com este caso, mas tivemos, por exemplo, Marine Hipinto, que já foi um bastunário muito forte.
[43:29:56 - 43:39:56]:  Um bastunário muito fora do comum em termos da liberdade expressiva que se permitia.
