[00:00:00 - 00:12:52]:  Esta semana, Pedro Mexia sentiu um pouco chino. João Miguel Tavares declara-se mal examinado
[21:45:28 - 22:05:28]:  quer falar das transferências, das divergências, não, não houve transferências, era para ver, mas sobretudo, divergências no interior do governo, por causa do modo que uma restruturação da tape
[22:05:28 - 22:22:08]:  vai ser posta em prática, o ministro das infraestruturas que criam o plano fosse votado no Parlamento, mas o Primeiro Ministro sumou a ideia.
[22:22:08 - 22:40:28]:  A dimensão pública, deste caso, com Pedro Nuno do Santos, desse desentendimento, com Pedro Nuno do Santos, assumindo o abertamento numa declaração aos preços,
[22:40:28 - 22:50:28]:  pode ver se como uma escalada na desavéça pública entre Pedro Nuno do Santos e António Costa.
[22:50:28 - 23:00:28]:  Eu acho que António Costa tem um postite no explíngo da casa de banho, para lembrar essas coisas que têm que fazer todas as semanas,
[23:00:28 - 23:22:08]:  que têm geogurtes, navistas, pagar o IMI e desautorizar Pedro Nuno do Santos, porque já perdia conta, as vezes que alude o desautorismo, e neste caso, uma desautorização numa matéria bastante importante.
[23:22:08 - 23:32:08]:  Mas aqui o que é novo é que Pedro Nuno do Santos, se é um ex-autorizado, vem falar desse publicamento.
[23:32:08 - 23:42:08]:  Ah, não estamos na guerra fria neste momento, estamos, não passa a frente, aqui duas coisas interessantes, em relação a esse...
[23:42:08 - 23:53:48]:  É isso. Não está bem claro, claro, mas também o Challenger tem que ter alguma atitude, se não tiver.
[23:53:48 - 24:02:08]:  Se tudo porque estavam em si no ar que havia apagar em uma fonte, isso foi engraçado.
[24:02:08 - 24:05:28]:  É mais que menos de dizer, porque chega mais.
[24:05:28 - 24:10:28]:  É mais que menos de dizer, depois o Costa dizia, é absurdo.
[24:10:28 - 24:15:28]:  Onde é que eu fui, se deve ser uma fonte, mas eu me mando, e disse o Pedro Nuno do Santos.
[24:15:28 - 24:20:28]:  Não fui eu, fui eu, queria realmente, queria.
[24:20:28 - 24:30:28]:  Ah, duas coisas importantes, a primeira é a questão de que preparáveis,
[24:30:28 - 24:37:08]:  no fundo mais uma, e vamos falar, já falamos disso, vamos que o dono era falar, o dono do programa de hoje.
[24:37:08 - 24:45:28]:  E vamos que o dono era falar nos próximos meses, em passa-coupas, neste caso, era o que?
[24:45:28 - 24:53:48]:  O governo valente, então vai resolver a questão da tape, e depois a questão é perta,
[24:53:48 - 25:07:08]:  a isto, vamos a assembleia, vai se corresponsabilizar por isso, o que quer, evidentemente, numa armadilha política que não fazia sentido.
[25:07:08 - 25:12:08]:  E para o outro lado, facteste enfrentamento agora é muito, muitas claras.
[25:12:08 - 25:23:48]:  Ovo quem disse a se na altura, quem perguntasse na altura, se terem confiado esta pasta para o Nuno do Santos,
[25:23:48 - 25:33:48]:  era uma oportunidade para fazer um brilhareto, ou para o contrar a pé, ou a centrar.
[25:33:48 - 25:42:08]:  E ainda neste momento, o Júri ainda está reunido, mas neste momento a coisa não está...
[25:42:08 - 25:45:28]:  Pode ser chamado, por exemplo, de Nave.
[25:45:28 - 25:53:48]:  Como é que vê esta desautorização do Ministro Pedro Nuno do Santos, o Amigualt Avarse?
[25:53:48 - 26:05:28]:  Eu acho que é um dos facto de políticos até agora, mais interessante dos últimos meses.
[26:05:28 - 26:17:08]:  Eu acho que é mesmo um facto muito significativo, para já a monstra, que já se desconfiava que eles não se amavam,
[26:17:08 - 26:22:08]:  e ali as câncaras afrem de toda a gente.
[26:22:08 - 26:38:48]:  E há condições políticas para que um ministro continue no governo com essa divergência tão assentuada e as câncaras?
[26:38:48 - 26:42:08]:  Eu acho que é inovitável.
[26:42:08 - 26:53:48]:  Primeiro, porque António Costa não tem um governo, especialmente substitcado e de especial qualidade,
[26:53:48 - 26:58:48]:  e Pedro Nuno do Santos é um dos bons ministros que ele tem.
[26:58:48 - 27:03:48]:  Portanto, não se compreendaria que António Costa de repente tivesse afastado.
[27:03:48 - 27:08:48]:  É que são só contrário, Pedro Nuno do Santos.
[27:08:48 - 27:12:08]:  É só contrário, senti só a oportunidade.
[27:12:08 - 27:20:28]:  Eu acho que Pedro Nuno do Santos nunca saíguia bem neste momento, se te repentando da sabatica aposta,
[27:20:28 - 27:30:28]:  porque isso nunca é uma pessoa com algumas ambições políticas que têm e que é sempre suar a deserção.
[27:30:28 - 27:38:48]:  Pode ser que daqui a dois anos ele já se tenha arrependido e ele se calhar ou não mesmo?
[27:38:48 - 27:52:08]:  É claro, o apoio que ele teria se bater essa porta por causa da tape, porque não sei exatamente como é que eu penia um público esta nessa matéria e nessa solução.
[27:52:08 - 28:17:08]:  E pode se perver se adistir de ser uma curtina de fumo em que Pedro Nuno do Santos quer justamente por, em primeiro plano, e em evidência, a divergência para, digamos, afastar de sido doce etapa,
[28:17:08 - 28:27:08]:  ou melhor, fazer com que não caia sobre ele o aparto odiosa que o doce etapa faz.
[28:27:08 - 28:38:48]:  É muito difícil saber o que é sobre ele que vai que a IGA parte do diosa, que estão em, se é essa parte odiosa contamina ou não o governo,
[28:38:48 - 28:52:08]:  e até que quando estava a surgir o pedra-mexia, a opinião pública é foverável a que solução, isso não é totalmente claro.
[28:52:08 - 29:03:48]:  E dealmente qualquer português diz que este continuo a catapia, a gente disse que estamos continuando a ver uns índice que não se abandonar.
[29:03:48 - 29:08:48]:  Então é preciso 4 mil milhões de IGA e isso que é claro.
[29:08:48 - 29:17:08]:  Eu digo que não é claro o que é que eu pensava, a várias...
[29:17:08 - 29:42:08]:  E eu não sou opinião pública, mas faz parte da opinião pública, várias coisas aponderar nesta matéria, não é uma daqueles matérias em que é óbvio deixar caí-re ou indivir-nos, por dinheiro pública-lí-a-te.
[29:42:08 - 29:58:48]:  A ideia de Pedro Nuno do Santos de Amarrar, o Parlamento, uma decisão que traa, inevitablemente, com sequências políticas, era uma boa jogada tática, Ricardo Raus Pereira.
[29:58:48 - 30:12:08]:  Acho que era um excelente jogada Carlos, porque este tipo de... Bom, vamos ver, vamos deixar o Parlamento decidir, isto nunca aparece para coisas como...
[30:12:08 - 30:28:48]:  Será que a final da Champions deve jogar caís-no-que? Isso nunca aparece, não é preciso chamar cor responsáveis para coisas nas quais aparecemos toda na fotografia muito contento, isto.
[30:28:48 - 30:38:48]:  Não há uma batata quente, isto é um tabuleiro cheio de batatas quentes, que é preciso tirar do forno.
[30:38:48 - 30:52:08]:  E por isso, o Pedro Nuno do Santos tem a sua lua de ir ao forno e queria que o PSD também fosse lá com a sua lua e um louco, mas...
[30:52:08 - 31:07:08]:  Sim, porque toda a gente fosse lá caimar as falangetas, não sendo lú único, assim, que aí mas só ele tem pena.
[31:07:08 - 31:12:08]:  Não se pronunciou sobre a questão de fundo.
[31:12:08 - 31:18:48]:  Imagina que estamos todos asperem por eu ter...
[31:18:48 - 31:33:48]:  Sim, é mais sensível aizei da necessidade de termos uma companhia de bandeira ou os argumentos de aqueles que dizem que não podemos continuar a ver voar assim...
[31:33:48 - 31:37:08]:  Deixe-me falar em potencialmente.
[31:37:08 - 31:38:48]:  O dinheiro é publico.
[31:38:48 - 31:42:08]:  Em potencialmente, sendo membro da família Tab.
[31:42:08 - 31:48:48]:  Exatamente as pessoas sabem que os meus pais eram ambos funcionários da Tab.
[31:48:48 - 31:53:48]:  Meu pai era piloto e minha mãe era assistente de bordo.
[31:53:48 - 32:03:48]:  É assim que se diz, não se diz aos pedaírem aquelas dângulos, tanto não se ponham com as voces brincadeiras.
[32:03:48 - 32:07:08]:  Eu vou arrelhê-te por causa disso, tá bem?
[32:07:08 - 32:17:08]:  Claro que se eu vou dar gelava arrelheta, eu não vou arrelheta, porque eu percebi muito cedo que não pensava que fazia isso por causa de perri...
[32:17:08 - 32:18:48]:  Não, não, por causa não.
[32:18:48 - 32:20:28]:  Não, não, não, não.
[32:20:28 - 32:22:08]:  É a melhor, não foi a moça.
[32:22:08 - 32:25:28]:  É a moça também, acho que não presta.
[32:25:28 - 32:27:08]:  Não, não, não.
[32:27:08 - 32:33:48]:  Vou ligar daqui a pouco quando acabar a programa, mas tenho a moça que vou ver gritos.
[32:33:48 - 32:35:28]:  Não, não.
[32:35:28 - 32:38:48]:  Eu, o problema é ir acerto, sim.
[32:38:48 - 32:48:48]:  Claro que eu tenho uma inclinação para simpatizar com a Tab, né?
[32:48:48 - 32:57:08]:  Mas, acho que a Tab tem uma maior reputação e uma imprensa.
[32:57:08 - 33:03:48]:  Repende que ficou muito engraçado, era muito ir bater na Tab, quando...
[33:03:48 - 33:20:28]:  Quando quer ser os profissionais que lá trabalham aquilo, o que é de facto a Tab é rara as vezes possível atribuir as culpas daqui...
[33:20:28 - 33:27:08]:  Outra asus, muitas vezes tem mais a ver com...
[33:27:08 - 33:28:48]:  Comida?
[33:28:48 - 33:42:08]:  A comida certo, mas atrás tem mais a ver com o funcionamento da aeroportes, do que o problema que o funcionamento da Tab, uma companhia erectiva,
[33:42:08 - 33:48:48]:  um acidente em décadas e décadas em que a manutenção é considerada das melhores.
[33:48:48 - 33:53:48]:  E depois é a questão de desculpa lá, só.
[33:53:48 - 33:55:28]:  Só para o lado do lado.
[33:55:28 - 34:00:28]:  Mas, mas, mas, mas, mas, já estão na reforma.
[34:00:28 - 34:02:08]:  Estou tanto crache à parte.
[34:02:08 - 34:18:48]:  É a principia, já não há problema nenhum, mas o que acontece? A questão é, a Tab tem um papel relevantíssimo na economia portuguesa.
[34:18:48 - 34:35:28]:  Tem um repercussões fundamentais a acabar com a Tab, não apenas do ponto de vista do desempreio das migrais de trabalhações com a minha,
[34:35:28 - 34:40:28]:  mas também que tem questões sobre a nia e de ligação à comunidade.
[34:40:28 - 34:43:48]:  Isso é um aspecto importante.
[34:43:48 - 34:58:48]:  Eu pedro-me-sia, fica então o ministro do transfer, agora é vez dos homenagáutavares se tornar ministro da recandidatura.
[34:58:48 - 35:13:48]:  Quem avança para esta eleição é exatamente o mesmo que avançou há cinco anos.
[35:13:48 - 35:17:08]:  Só exatamente o mesmo.
[35:17:08 - 35:28:48]:  Marcelo, candidato, sem surpresa, se ganhar vai ser mais do mesmo, os homenagáutavares.
[35:28:48 - 35:38:48]:  Não vai ser mais do mesmo, porque não o pessoal vontade, eu acho que uma celda do gagueia que fosse mais do mesmo, mas não é possível.
[35:38:48 - 35:43:48]:  O que os próximos cinco anos não tem nada a ver com os antiguios cinco.
[35:43:48 - 35:50:28]:  O que passa é o que a vaca morga, a vaca mágrica e o papel do presidente é diferente.
[35:50:28 - 36:03:48]:  E nesta apresentação da recandidatura sentiu que houve alguma coisa de essencial que tivesse ficado por dizer no anúncio de Marcelo?
[36:03:48 - 36:13:48]:  O que o que de essencial ficou por dizer na verdade acabou por ser verbalizado, porque aquele...
[36:13:48 - 36:20:28]:  Por exemplo, a imagem que nós acabamos de ver, ali um lado su turno.
[36:20:28 - 36:23:48]:  Sim, muito sobrido aquele colégio.
[36:23:48 - 36:37:08]:  Completamente sobrido, um discurso que, em si, também não é nada impoligante, dá alguém que está ali e diz...
[36:37:08 - 36:43:48]:  Tem que estar aqui por dever, e acredito, até por dever patrariótico.
[36:43:48 - 36:53:48]:  Eu falou desta caminhada penosa, se não se se estava referir a pandemia ou ao seu próprio exercício.
[36:53:48 - 36:58:48]:  Eu acho que estava a falar das duas coisas em simultâneo.
[36:58:48 - 37:10:28]:  O sítio que eu escolheu, é verdade que o sítio era ali, o pé de blan, foi a peça-ozinha, voltou a peça-ozinha, apanhou o pop-off e sem bora.
[37:10:28 - 37:17:08]:  Toda essa ambiente, eu acho que reflete também aquilo que é o seu status-piguito.
[37:17:08 - 37:30:28]:  E aquilo que ele sabe que os pere, e o que os pere são cinco anos, muito difíceis, em que nós, verdadegamente, não sabemos ainda ao que vale Marcelo.
[37:30:28 - 37:33:48]:  E nem sabemos como é aí, também, também, não é bom.
[37:33:48 - 37:35:28]:  Não, ninguém sabe o que vem aí.
[37:35:28 - 37:37:08]:  Sim.
[37:37:08 - 37:47:08]:  Mas quando eu digo que não sabemos o que vale Marcelo, tem ainda a ver com até que ponto em alturas de grande conflito,
[37:47:08 - 37:53:48]:  social, não é, esse burbulhaga, da crise.
[37:53:48 - 37:58:48]:  Como é que ele se vai sair com o presidente da República?
[37:58:48 - 38:08:48]:  É, preciso deixar aqui um nota breve para o facto de estarmos a gravar, ao fim da tarde, de sexta-feira, portanto, ainda antes,
[38:08:48 - 38:23:48]:  da primeira entrevista de Marcelo Candidato, no jornal da noite de Cic, que pergunta ali, faria uma pergunta.
[38:23:48 - 38:28:48]:  João Miguel Tavar, se pudessem entrevistar aula.
[38:28:48 - 38:37:08]:  Uma delas é o que é que se personalta a Europa? Eu tenho alguma curiosidade.
[38:37:08 - 38:52:30]:  Mas, digando a pergunta da a Europa, aquilo que eu acabei de dizer para mim é para o
[38:52:30 - 39:02:08]:  pergunta fundamental, é saber que é, em caso de conflito, aberto, com o senhor primeiro ministro, senão, o presidente, o República, é sente, com músico, o suficiente, para um embate do qual,
[39:02:08 - 39:10:28]:  da ideia que sempre fugiu do lugar dos outros 50 anos. Esse para mim é grande pergunta, é o grande mistério.
[39:10:28 - 39:28:48]:  Quem não gostou do anúncio da recandidatura foi anagomes que vê na escolha do local onde ele foi feito, uma forma de menurizar a eleição, a que também concorre.
[39:28:48 - 39:50:28]:  Uma pastilaria ainda é em dia de confinamento, em que as outras pastilarias deveriam estar fechadas sem se quer permitir o acesso de jornalistas, sem se quer permitir
[39:50:28 - 40:07:08]:  perguntas e respostas do candidato parece que foi, de facto, uma forma de menurizar, mas elas são as que são importantes para democracia e Portugal.
[40:07:08 - 40:25:28]:  As críticas de anagomes à forma como Marcelo anunciou a recandidatura que mensagens sobreliminar é que viu Ricardo Arores para a escolha
[40:25:28 - 40:38:48]:  para esta, não sei, uma pastilaria de blanque. É muito provável ao carlos que em conjugação com aquilo que João Miguel lembrou para a tua anunciou e informal, foi feito na autoeirópa, em Dústria.
[40:38:48 - 40:55:28]:  Agora o anúncio formal, oficial, na pastilaria, no âmbito da restauração. Eu acho que o objectivo é uma desconfissão de dinamizar todos os setores da sociedade.
[40:55:28 - 41:08:48]:  Em princípio, o primeiro debate de correrá numa agropequária e é muito improvável que alguns dos debates cheiram este trum.
[41:08:48 - 41:17:08]:  É muito provável e portanto... Não deu, já sentimos os setores.
[41:17:08 - 41:30:28]:  Já sentimos. E portanto, a tanta impressão que é a sua objetivo é dinamizar todos os setores da atividade.
