[00:00:00 - 00:11:12]:  Esta semana João Miguel Tavarres confessa-se "Lele da Cuca", recardo para os preracentes
[10:41:32 - 10:53:16]:  Eu prefiro, eu prefiro, quem diga a atenção que estes eleitores não estão perdidos, os partidos
[10:53:16 - 11:04:28]:  democráticos podem persuadir estes eleitores de volta para considerarem que aquela solução
[11:04:28 - 11:09:20]:  que eles escolheram é má e há outras que são melhores.
[11:09:20 - 11:15:20]:  Eu prefiro isso por muito que o verbo seja carinhar.
[11:15:20 - 11:26:40]:  No que estes apocalípticos que dizem, não, não, é que são 18% de fascistas e vai aumentar
[11:26:40 - 11:33:00]:  porque toda a gente é fascista menos eu e vai ver.
[11:33:00 - 11:40:04]:  Enfim, daí o magnifique cartaz das JTS junto a ter resistência.
[11:40:04 - 11:42:48]:  Exatamente, é por esse.
[11:42:48 - 11:54:04]:  O próximo que você vai ver é que este é capaz de ver eu foria a mais do lado e
[11:54:04 - 11:56:32]:  desespera a mais do lado.
[11:56:32 - 12:01:16]:  Quem é que ganho estas eleições, pederme-se, é?
[12:01:16 - 12:09:40]:  Há várias critérias para medir o que é uma vitória.
[12:09:40 - 12:17:28]:  Em termos de subir a mais spectacular foi a do cheio, a gente estivamente, a bom resultado.
[12:17:28 - 12:20:44]:  Não, foi a do ADN.
[12:20:44 - 12:23:48]:  Sim, está bem, é um cámari de isso.
[12:23:48 - 12:33:00]:  Dos partidos que não foi preengano, foi a do chega porque é um partido muito recente
[12:33:00 - 12:44:40]:  e, de repente, igual a praticamente o melhor dos terceiros classificados e elegem todo
[12:44:40 - 12:51:20]:  lado, menos em bragaça e ganha no algar, vai de certa.
[12:51:20 - 12:54:16]:  Por isso é um objetivo muito uma vitória.
[12:54:16 - 12:55:56]:  De boa.
[12:55:56 - 13:02:08]:  E isso também tem que se dediga, porque não eles são em bragaça, é verdade.
[13:02:08 - 13:11:44]:  O que é que começar a se dizer que refugiar é sem bragaça, mas a votação do chega em
[13:11:44 - 13:15:52]:  bragaça foi superior a média nacional.
[13:15:52 - 13:20:32]:  É, por tempo, eu estou te belas, eu estou te belas, porque os deputados.
[13:20:32 - 13:23:52]:  Foi um dos vencedores.
[13:23:52 - 13:32:12]:  O segundo vencedor, a sua dimensão foi o livro, porque passou de um para quatro, claro que
[13:32:12 - 13:35:52]:  não é tão impressionante, mas...
[13:35:52 - 13:42:52]:  De quanto ficou como o Lennem é um orden de mandato, de algum cheio?
[13:42:52 - 13:48:52]:  E depois de alguma vitória para utilizar uma expressão clássica na poesia.
[13:48:52 - 13:53:12]:  Então, você pode me ajudar a ver de a cabeça.
[13:53:12 - 13:59:52]:  Para utilizar uma expressão clássica na política portuguesa, mas uma vitória é poucosinha,
[13:59:52 - 14:01:32]:  que foi, é verdade.
[14:01:32 - 14:11:52]:  Foi neste momento que estamos asperem dos resultados dos portugueses extranjados, portanto,
[14:11:52 - 14:24:52]:  da imagem de uma vitória, talvez, com foto fina, só em patêcnico, foi uma vitória.
[14:24:52 - 14:34:12]:  E, portanto, esses três podem, neste diferentes graus, os outros somente iveram ou queiram bastante,
[14:34:12 - 14:42:12]:  meadamente, cada uma vez, a sua dimensão, o PSU e o PCP.
[14:42:12 - 14:48:52]:  O João Miguel, por conta de que é que perdeu essas eleições?
[14:48:52 - 14:59:12]:  Foram umas eleições muito, muito estranhas e bastante imprimisíveis curiosamente.
[14:59:12 - 15:07:52]:  Isso é uma coisa fascinante para sucessos o tempo todo, atraçar cenários, as pessoas na televisão,
[15:07:52 - 15:11:52]:  para que sim, o que não faziam outra coisa.
[15:11:52 - 15:22:32]:  E, na verdade, o que saiu não estava um cenário, não foi um dos cenários que eu tivesse visto bem em cima da mesa.
[15:22:32 - 15:35:52]:  Se as pessoas, claro que, davam o crescimento do chega, mas o empate à DPS altera tudo.
[15:35:52 - 15:46:12]:  Depois de ele, ligerem em cima do PS, mas o PSU, com as suas queiras, dá-te mais deputados que a ADE e com a iniciativa liberal.
[15:46:12 - 15:57:52]:  E tudo isso junto criou uma tal complexidade que é muito difícil distensar.
[15:57:52 - 16:11:12]:  Até porque, o vo2, dentro do ADN, ou vo2 grandes vencedores nestas eleições,
[16:11:12 - 16:22:32]:  um foi, a André Vinturá-Squeirda e também, o Ruitavax, a DPS, a André Vinturá-Digueita.
[16:22:32 - 16:25:52]:  E também Ruitavax, a Esqueirda.
[16:25:52 - 16:29:12]:  Eu sei que isto confunde, não é? To do lugar do Fofo.
[16:29:12 - 16:47:32]:  E, se Commissionada do Rui, que estava mais, eu teve uma enorme vitória, mas a gente percebi-me, mas, de facto, quando que o aplicou a sua representação, para lamentar.
[16:47:32 - 17:00:52]:  Mas, e depois, Luiz Montenegro é um viturioso que se passou... tanto ele como no Numel, estavam com o cara da inteira, naquela noite.
[17:00:52 - 17:07:32]:  Nunca vi vencedores tão desanimados, como eles.
[17:07:32 - 17:20:52]:  Nem do que estava de mais alegra. E o Doreutado, testava o surpreendentemente alegre, porque esta é...
[17:20:52 - 17:27:32]:  Ele acha, deu-se, disse-se, a sequência...
[17:27:32 - 17:39:12]:  Vamos falar, é isso, é um facto que é realmente muito curioso, quando nós lembramos para pedir Numel Santos aquela pressa, não é?
[17:39:12 - 17:59:12]:  É muito claro, é muito claro, é muito claro, é muito rotado, porque pedra Numel Santos, ao contrário, muito expectativa, acho que nós achávamos que se ele fosse copiosamente rotado pela ADI,
[17:59:12 - 18:10:52]:  e ter grandes problemas internos, eu acho que ele vai ter alguns problemas internos, mas tem o resultado suficiente para sobreviver.
[18:10:52 - 18:17:32]:  E pega ganhar o tempo como líder que não teve.
[18:17:32 - 18:27:32]:  Eu precisava ter feito uma traficia do deserto maior, não é?
[18:27:32 - 18:32:32]:  E agora pode ter esse tempo.
[18:32:32 - 18:44:12]:  Daí, por exemplo, não sei daqui a outros que apostam que a gente vai ter eleições no final do ano, ao lo que é injeanar, porque eu acho que todos eles precisam de tempo.
[18:44:12 - 18:55:52]:  Manto negra que precisa de tempo, pedra Numel Santos precisa de tempo, e o próprio evento eu acho que precisa de tempo, embora esteja a paia de dizer que não.
[18:55:52 - 19:04:12]:  Pedra Numel Santos, parece precisar de tempo, porque esta semana não souviu, portanto, está a fazer uma traficia do deserto.
[19:04:12 - 19:10:52]:  E mesmo o outro do retato colunmo é curioso.
[19:10:52 - 19:24:12]:  Maguei na morte à água pode ser um lado que foi uma disillusão, mas algo assim pode argumentar que teve mais votos do que há dois anos.
[19:24:12 - 19:34:12]:  A iniciativa ele vai liberar a mesma coisa, algo assim que teve mais votos do que há dois anos.
[19:34:12 - 19:42:32]:  -Vine aqui, vinte e sete mais votos, sete o PCP, por... -Cheque do PCP.
[19:42:32 - 19:57:32]:  O número de votantes foi muito superior, né? A sentagem em Madejo. -Masmo o PCP. Mesmo o PCP, teve uma mini-vitoria que pode perceber muito importante.
[19:57:32 - 20:12:32]:  Tive mais votos, ele teve ligeramente mais percentage, embora tenha tido menos votados e ligeramente mais percentage em que o livro.
[20:12:32 - 20:20:52]:  -Tive menos um de votados. -E isso que o livro não é? -E isso que o livro não é?
[20:20:52 - 20:42:32]:  -Tive menos votos, menos percentage, menos um de votados. -Mas eu estou a falar das vitórias de pobrezinho, mas quem ainda é um pequeno anímpio?
[20:42:32 - 20:50:52]:  Ninguém em PCP vai admitir isso, mas não se esqueçam que a gente se fica atrás do livro.
[20:50:52 - 21:00:52]:  -Passei em seguir muito pior. E o livro nas chondagens... E a gente estava com o carro de livro.
[21:00:52 - 21:12:32]:  -Po tanto o PCP ainda resistiu, porque, portanto, é uma espécie de mini-vitoria dos pobrezinhos.
[21:12:32 - 21:20:52]:  E então são eleições muito interessantes para ganhar gosta desta coisa da política.
[21:20:52 - 21:44:12]:  -Entregamos ao Ricardo da Orespreira, a Pasta de Ministro da Tradução, o Pedro Mexíac é ser ministro das convicções líquidas, onde é que o teto de fluidez na reação aos celopados eleitorais.
[21:44:12 - 21:52:32]:  -Portanto, não é porque é um quieto de fluido, não é? É a atividade fluida, a sexualidade.
[21:52:32 - 22:02:32]:  E em homenagem ao sociólogo Balman, também há convicções líquidas.
[22:02:32 - 22:19:12]:  Mas antes disso que a gente só fazia notar uma coisa que se passou na intelectural, porque querem certos partidárias, querem tweets, quer até e-mailes,
[22:19:12 - 22:34:12]:  e utilizar porque o documenta palavra chupem e engolam, e fica ainda devido assim a não buscar o eleitoral, mas a mudagem não filme porra.
[22:34:12 - 22:39:12]:  -Exato, o site da culpa é da mexicana da alimentação.
[22:39:12 - 22:44:12]:  -O site que se pode ver é imãe público.
[22:44:12 - 22:59:12]:  -Espera a política é mais alto nível, e de facto a minha reação, a relação a qualquer eleição,
[22:59:12 - 23:09:12]:  mesmo as que os resultados me desagradam, fica a chateado e ir dormir.
[23:09:12 - 23:14:12]:  -Posso não tinha seguido continuo normalmente.
[23:14:12 - 23:29:12]:  -Essa ideia de que uma consultada eleitoral vai perturbar as pessoas do que é um político oposto, de uma forma minha vida está estragada, não consigo.
[23:29:12 - 23:35:52]:  -Não, é uma coisa... -Se vem do futebol, depende do contexto, não é?
[23:35:52 - 23:40:52]:  -Não, é uma coisa nem nem futebol. -Não, futebol.
[23:40:52 - 23:55:52]:  -Pou, Ricardo aqui, ouro, para algumas pessoas, era que eu dici há pouco, eu furia injustificada e um sespera absurdo.
[23:55:52 - 24:05:52]:  -Ele vai escutar, mas eu... -Paquela da gritavel aos fascistas, eu sou de a seguir, não dormo bem, não é?
[24:05:52 - 24:20:52]:  -Ela estava para esse, mas eu sou da expressora que subiu como todos nós aqui, que subscreva a ideia de que as pessoas põe um lá um papelinho e a gente conforme.
[24:20:52 - 24:29:12]:  -Não gostar, mas no dia seguinte, podemos voltar a pão um papelinho da próxima vez.
[24:29:12 - 24:39:12]:  -Mas a gente já se troca, mas a gente já se troca agora, se cada tiver um chupar durante tantos anos, que é claro.
[24:39:12 - 24:44:12]:  -Pra lá, pra lá, pra lá, pra ganhar ganhê duas, mas que dizem isso.
[24:44:12 - 24:49:12]:  -Sabe fluidas, vamos lá, fluidas. -Apas fluidas, com as pessoas que dizem isso.
[24:49:12 - 25:00:52]:  -As convicções líquidas. -Sim, as pessoas dizem assim, ou que sempre não os que sempre disceram, os que sempre disceram, respeto.
[25:00:52 - 25:17:32]:  Mas as pessoas que, nomeadamente, as pessoas que mudaram da opinião, dizem assim, bom, tendem contos de portados que o chego o peteve, ou o resultado que o chego o peteve,
[25:17:32 - 25:27:32]:  eu me lhe idea, em relação a a solução política. É minha pergunta, porque?
[25:27:32 - 25:49:12]:  -A partir do quente. -Porque? Porque o resultado do chega ter mais de um milhão de votos é ter 48, para já 48 portados que os representam, que representam o chega,
[25:49:12 - 26:09:12]:  o legitimamente são os portados que o chega elegeu, e o chega, como todos os partidos, foram valer os seus portados, podendo fazer a não parte de soluções, podendo a não tomar governo.
[26:09:12 - 26:32:32]:  -Em que me vivem aqui, se leva as pessoas, por exemplo, as que votaram na AV, que tinha uma promessa, tinha uma compromisso do famoso, não é não, é que tivesse isso muda.
[26:32:32 - 26:57:32]:  -Acega? -Acega, então pessoas que não é não, não é porque aquele senhor se chama Antonio Alfredo, não é não, por esse partido, apresenta certas propostas, que são incompativas com o nosso espaço ideológico.
[26:57:32 - 27:02:32]:  Eu acredito nisso, eu votei nada, e por causa disso.
[27:02:32 - 27:17:32]:  -Potanto se subscreve a frase, já o CTI há pouco, do vice-presidente PES, Miguel Pintelus, foi o único dirigente destacado.
[27:17:32 - 27:32:32]:  -É a sensação muito vista. -Vai ter que concordar com Miguel Pintelus, quando ele diz que, desfazer o não é não, a o chega seria o início do fim da política.
[27:32:32 - 27:49:12]:  -Não, isso sentou a política que já tinha acabado muitas vezes quando as pessoas dizia, eu digo uma coisa um pouco diferente, isso é que o PESD, nesta caso,
[27:49:12 - 28:14:12]:  o que tem que fazer é o que faz com qualquer governo minoritário, negociar, caso a caso, e no caso dos partidos com que há algumas plataformas ideológicas de entendimento, o chega sendo um partido de direita,
[28:14:12 - 28:27:32]:  gravical, é um partido de direita, portanto, há coisas que o chega propõe, que os pássios políticos de direita concordem geral, genericamente.
[28:27:32 - 29:04:12]:  E há algumas coisas que são as coisas novas que o chega trouxe, novas não, não novas necessidades, novas nos partes públicas partidárias que são, acho eu, inaceitáveis, por um partido que não o peste entrar nesse impotanto, deve ser negociados, todas as plataformas comuns não só que o chega, mas que o PESD e com os outros partidos todos,
[29:04:12 - 29:34:12]:  que seja nos perivas que devolumembrar que há várias leis, aprovadas por um anumidade, os partidos falam entre si, não é impossível falar com o chega, o chega faz parte de uma solução governativa, é número 1, infringer a palavra da ilatoridade,
[29:34:12 - 29:55:52]:  número 2, abrir a porta, para uma coisa que vai acontecer, mas realmente que não se abre a porta, que é os partidos de membro de se trimitar direita, tornar esse gortexco, como é o partido de republicana dos Estados Unidos e outros.
[29:55:52 - 30:15:52]:  Em que medida que os compromissos da campanha, os homicletas podriam, ou deveriam ser postos em de parte em função dos resultados ileturais?
[30:15:52 - 30:39:12]:  Não, depois de aqueles não é não todo, o Lisbon Tenerlo não tem melhor a menor condição de recognisso, a seguir se verá também, o meu tema é que a problema é que a primeira partida é estúpida, não é?
[30:39:12 - 30:45:52]:  A meu ver, é as digúbidas, dá muito tempo. Não é só errada, é estúpida.
[30:45:52 - 30:52:32]:  Sim, sim, é estúpida, é estúpida porque, mas existem ver com o que o Pedro Messia estava a dizer.
[30:52:32 - 31:12:32]:  Eu acho que nós podemos olhar para a política de duas perspectivas e a boa política de juntar as duas, ou seja, a política enquanto, um conjunto de princípios que nós defendemos e a política enquanto um pouco já de poder.
[31:12:32 - 31:27:32]:  Se nós só tivemos os princípios, os teus princípios podem ser muito lindos, mas tu não cois vasos conseguir aplicar, porque nunca chega a poder.
[31:27:32 - 31:47:32]:  Só tiver um poder sem qualquer espécie de princípios, aí pode estar simplesmente a execução de poder e não consegue fazer nada ou então faz coisas odiosas, que é por isso que o Pedro Messia está aqui desaterna na cabeça.
[31:47:32 - 31:57:32]:  Existe aquilo que é uma política virtual, e na verdade é por isso que serve a política.
[31:57:32 - 32:05:52]:  É, tentar juntar os bons princípios, aos melhores princípios, em uma forma de execução de poder.
[32:05:52 - 32:27:32]:  Aquilo que eu acho que falta, aqui, não é uma execução da hora, é uma execução que nós temos pômenes neste programa e de forma muito entusiasmada, desde pômenes de 2020, quando o Pedro Messia e muita gente de Geita,
[32:27:32 - 32:47:32]:  - eu teria prescrito, eu teria prescrito desde 2002, mas em 2020 começou toda esta conversa e na sua experiência do qual veio o famoso alegoria do caminho das môrboletas, tantas vezes aqui foi falada,
[32:47:32 - 33:05:52]:  nas do manifesto que foi subscrito em 2019, em novembro de 2019, pelo Pedro, e por muitas pessoas de Geita que eu gosto muito, chamada Clareza que defendemos, e depois mais estar...
[33:05:52 - 33:20:52]:  E nesse mês eu fiz a história da famosa alegoria, que era o Pedro que está a defender um caminho das búrboletas, que é um caminho, cheio de bons princípios,
[33:20:52 - 33:39:12]:  mas que nunca dará acesso ao poder, dentro daqui o que é, a configuração atual da política portuguesa, e daqui o que eu achava que esse é o crescimento do chega.
[33:39:12 - 33:50:52]:  - Estás a via, estás a via, de perder essa aposta? - Estou a via, não, Luís Molde, vai ser o que eu vai ser primeiro.
[33:50:52 - 34:15:52]:  A minha alegoria não servia para dizer que o PSD nunca é mais na vida, conseguir ter um voto que o PS, com a minha alegoria servia a dizer que é de Geita, não conseguir que ele está exercer o poder para...
[34:15:52 - 34:24:12]:  - Fazer as mudanças que o país necessita. - O que está para provar, mas acreditante.
[34:24:12 - 34:44:12]:  - Estou a via, com esta configuração, o este governo tenha o poder para isso e as mais, acho que é preciso ter muito cuidado na relação com o chega, se não vai quando você é com o chega, vai continuar a crescer.
[34:44:12 - 35:04:12]:  - Você sabe que é só... - Man, eu lembro-me de antes da maioria absoluta do PS, desta última de 2022, se for zogul, tu vas encontrar a gente em 2021, de dizer, estas maioria das absolutas acabou.
[35:04:12 - 35:15:52]:  Alias, o André Ventura tem disso durante a maioria absoluta, que não havia mais meiosas no sério.
[35:15:52 - 35:25:52]:  - Estava neste momento no sério. - E António Costa chegou uma maioria absoluta de Chapéria que estava a espere nem ao próprio.
[35:25:52 - 35:40:52]:  - Já aconteceu o histórico que a mente na nossa história, partidos terem 18% e de repente as pessoas dizerem que se calhar a nossa sociedade está inclinada, não terminado sentido.
[35:40:52 - 35:49:12]:  - É que apesar de dar uma outra coisa. - E quatro anos depois, quatro anos depois, a ver uma meureia que eu estou com um partido que não tinha nada a comer.
[35:49:12 - 36:02:32]:  - O chega é uma tendência europeia e ocidentalas características. - Com certeza? - Não. - Há várias diferenças. - Como o perdi, que foi um parado localizado.
[36:02:32 - 36:09:12]:  - Você não se quer dar a falar de perdi? - Ah, puta, me entende só...
[36:09:12 - 36:19:12]:  - É questão do chega e que reentrão que naquilo que tu há pouco estava a dizer, que um...
[36:19:12 - 36:30:52]:  - Um vírgula ou um milhão de pessoas não tem que mandar. Claro que não tem que mandar, mas concordas têm que ser ouvidos, não é?
[36:39:12 - 36:49:12]:  - Não. - Já está da oportunidade. A André Ventuga desvive de victimizar para as televisões.
[36:49:12 - 37:04:12]:  - Mas o meu ponto aqui, se ele fosse... - Se ele fosse... - Com um pino. Com um pino, com uma nota, deu um pino e ele disse a atenção atentável.
[37:04:12 - 37:10:52]:  - Com um pino, não como ter os mesmos erros do passado. Para ver se você aprenda alguma coisa.
[37:10:52 - 37:24:12]:  - Eu não me ia ademento ser lá. Lembras que não foi em 2022, que não deixaram ter um vírgula presidente na Assembleia da República.
[37:24:12 - 37:32:32]:  - O lieste forma totalmente democrático. - Mas tu pida. - Só ó, mas como este quer ter mais?
[37:32:32 - 37:37:32]:  - Como se vi? - Como se vi? - Como se vi? - Como se vi? - Com isso está resolvido.
[37:37:32 - 37:45:52]:  - Não sabe, acho que ainda se pode desnotar todos, não? - É o conceito do Estado. - Não, não.
[37:45:52 - 37:50:52]:  - Está no Estado. - Está no Estado. - Está no Estado. - É o conceito da Assembleia da República. Não está nada que souvido.
[37:50:52 - 37:59:12]:  - Bom, é todo o porço. - O cenário que temos por frente, que cada hora os primeiros vieram haver novas eleições do prazo.
[37:59:12 - 38:19:12]:  - No prazo breve parece que o PSD tem margem para repetir o não-enão, virar a repetido.
[38:19:12 - 38:25:52]:  - Eu acho que... - Ou pode infletir nessa matéria.
[38:25:52 - 38:37:32]:  - Eu acho que não há razão para não repetir, porque não mudou nada nos fundamentos da decisão.
[38:37:32 - 38:40:52]:  - A atenção é internas. - Ah, pois.
[38:40:52 - 38:50:52]:  - A volta desse, mas quando o Luís Montenegro aliás, num dos melhores do Valde de Promete, isso é que eu não comprei.
[38:50:52 - 38:59:12]:  - É uma promessa que o impregal não se... Ninguém liga nenhuma, que é mais insignificante todas. - Qual?
[38:59:12 - 39:10:52]:  - É que tem algum programa eleitoral e aplicá-lo. - Bom, essa não tem que levar. Não consegue, evidentemente, ser um governo forte não consegue.
[39:10:52 - 39:19:12]:  - Mas eu... - Mas também não vou se agruxer. - Mas comecei por uma promessa. - Mas comecei por uma promessa.
[39:19:12 - 39:22:32]:  - Basta, câncer. - Sacamento consegue. - Conseguem outro. Não deu.
[39:22:32 - 39:32:32]:  - Não, mas consegui chegar num corpo para haver um programa. - Isso é que são borboletas. - Para que? - Não, não.
[39:32:32 - 39:40:52]:  - Sabe o que é que não são borboletas? - É para um pro... - Pada em ser borboletas, mas primaram? Tem a escrevência, não?
[39:40:52 - 39:44:12]:  - Pois. - Às vezes.
[39:44:12 - 39:52:32]:  - Enquanto não provarres aquilo que o venturei é... - Mas da escola que é singer.
[39:52:32 - 39:57:32]:  - Eu posso ir qualquer coisa. - É, na escola que singer deixa...
[39:57:32 - 40:02:32]:  - Deixa eu ver se funciona. - Eu sou da escola que...
[40:02:32 - 40:19:12]:  - A melhor maneira de gravar, que é de fato dar de responsabilidade, que ele é que aconteceu ao blog de esquerda e ao PCP, que foi angolite pelo PS.
[40:19:12 - 40:22:32]:  - Não, funcionou. - Desde 2015.
