[00:00:00 - 00:11:40]:  Esta semana a Pedro Machia declara-se moroso João Miguel Tavares confessa-se mal em formado
[05:30:00 - 05:36:40]:  E aqueles ovos são uma cultura para a saldo de melas do meu aqué.
[05:36:40 - 05:45:00]:  A recomendação de graça-freitas para depois de 31 de julho.
[05:45:00 - 05:51:40]:  Por que que a diretora geral da saúde de Ricardo Arrozpreira
[05:51:40 - 06:00:00]:  terá sentido necessidade de avisar que não estava a fazer uma piada de mal gosto?
[06:00:00 - 06:11:40]:  Também não sei a cada dizer porque não vejo que há razões para pervenir de pessoas.
[06:11:40 - 06:20:00]:  Eu acho que tudo, perfeitamente, normal, aliás há muitos anos que eu venho...
[06:20:00 - 06:26:40]:  Mesmo enconversas com amigos, quando se falam do SNS, com as pessoas principais problemas,
[06:26:40 - 06:31:40]:  há sempre um que diz, eu acho que é os caracernos de recursos,
[06:31:40 - 06:43:20]:  há outro que diz, eu acho que é falta de médicos e eu lembro de dizer sempre a atenção ao vocalear o abrasse.
[06:43:20 - 06:48:20]:  Não descurar o vocalear o abrasse.
[06:48:20 - 06:53:20]:  E era sempre considerado um idiote.
[06:53:20 - 07:10:00]:  Felizmente, neste momento, a importância do vocalear o abrasse no caos do SNS está a ser demonstrada,
[07:10:00 - 07:18:20]:  eu espero que a partir da agora especialista em saúde pública
[07:18:20 - 07:26:40]:  comece a ser sustituídos pela Maria de Lorde de Modesto, progossivamente.
[07:26:40 - 07:40:00]:  E que a gente finalmente possa ouvir o que interessa sobre as dificuldades do SNS.
[07:40:00 - 07:55:00]:  O presidente de República, tal como o diretor a geral da saúde, defende que convém que os portugueses se organizam
[07:55:00 - 08:00:00]:  quando quiserem adoecer.
[08:00:00 - 08:16:40]:  E cada qual fará os foros para um estado hento, proci mesmo e para não pressionar o cuidado da saúde dos outros.
[08:16:40 - 08:26:40]:  Tem sido capaz de escolher o mês em que a doce precisa de cuidados de urgência e recardo.
[08:26:40 - 08:35:00]:  Com certeza, Carlos, tenho que fazer sempre este forço para não estar doente.
[08:35:00 - 08:40:00]:  É um forço de diário para mim.
[08:40:00 - 08:48:20]:  Eu estou estando à espera que já percebí que agora não é conveniente.
[08:48:20 - 08:55:00]:  Eu adoecer, mas eu gostava que os responsáveis públicos mais do que isso.
[08:55:00 - 09:05:00]:  E se assem qual é a altura que o SNS é indica.
[09:05:00 - 09:20:00]:  Para como mais adequada, para que eu possa adoecer, para eu apontar, para lá minhas morbilidades.
[09:20:00 - 09:23:20]:  Tanto todo gosto de fazer ele.
[09:23:20 - 09:26:40]:  E o Carlos agora é sério, e eu vou lá.
[09:26:40 - 09:31:40]:  Mas as pessoas já aprendem com multas.
[09:31:40 - 09:43:20]:  Em principios de ser mais caro do SNS, se as pessoas tiverem o topeta do SNS, em principios deviam pagar muito.
[09:43:20 - 09:48:20]:  Mas estas, eu acho que este é um teste.
[09:48:20 - 09:55:00]:  Porque que é das declarações da graça-freitas, que é das do Marcelo.
[09:55:00 - 09:58:20]:  São declarações que indipuem.
[09:58:20 - 10:03:20]:  Eu acho que ver essas pessoas, é testar as pessoas.
[10:03:20 - 10:11:40]:  Essas pessoas resistirem a isto sem se indipor e procurarem a ajuda médica.
[10:11:40 - 10:16:40]:  Em principios, começam a ficar mais resistentes.
[10:16:40 - 10:25:00]:  Eu sugiro que no próximo Natal dos Hospitales, não há artistas musicales.
[10:25:00 - 10:35:00]:  Vá lá só graça-freitas de dizer "Acha vai? É tudo para partir de uma perna. O senhor ia tra... de ser a fila."
[10:35:00 - 10:40:00]:  É bonito que fez, só isto durante duas horas.
[10:40:00 - 10:41:40]:  E...
[10:41:40 - 10:43:20]:  E...
[10:43:20 - 10:45:00]:  E...
[10:45:00 - 10:48:20]:  Sim, é a minha questão é a seguinte, é...
[10:48:20 - 10:50:00]:  Quando...
[10:50:00 - 10:51:40]:  Quem...
[10:51:40 - 10:53:20]:  Quem...
[10:53:20 - 10:56:40]:  Profer estas declarações?
[10:56:40 - 11:01:40]:  Saudável não está, né?
[11:01:40 - 11:03:20]:  Parece-me.
[11:03:20 - 11:15:00]:  E portanto, não sei se não são declarações que não são contraditórias relativamente ao facto de...
[11:15:00 - 11:25:00]:  A motivamento a dizer que se deve manter a sanidade, né, Estalto?
[11:25:00 - 11:28:20]:  Agora pode, ainda não é agosto.
[11:28:20 - 11:35:00]:  Ah, ainda não é agosto. Então, é tão certa. Então é aproveitar agora.
[11:35:00 - 11:36:40]:  É aproveitar agora.
[11:36:40 - 11:43:20]:  Eu... eu gosto. Eu sou uma pessoa optimista e creio que...
[11:43:20 - 11:50:00]:  Espero que há já virtualidade nisto que as pessoas em agosto...
[11:50:00 - 11:56:40]:  Quem recorra a ajuda médica, vai...
[11:56:40 - 12:08:20]:  Vamos que em água e que... e que convergone, porque... e que as pessoas que os recebem nos hospitais, ou seja, onde for, digam...
[12:08:20 - 12:13:20]:  Já vi que não haviam sido o presidente, mas não.
[12:13:20 - 12:18:20]:  Existe, senhor. Não, temos lá para passar a espera.
[12:18:20 - 12:25:00]:  Pode ser que isso se desencora as pessoas de...
[12:25:00 - 12:30:00]:  Aduí serem e... e pode ser...
[12:30:00 - 12:35:00]:  Lá está a mesma nível mundial...
[12:35:00 - 12:43:20]:  Uma solução para serviços nacionales de saúde do todo mundo.
[12:43:20 - 13:00:00]:  A DGS da Conselha, o bacalhau Abraço, como ouvimos, mas talvez ainda se mantanhem em vigor um outro que conselho gastronômico que...
[13:00:00 - 13:03:20]:  Lembram-se, ficou famoso.
[13:03:20 - 13:20:00]:  Com uma troca simbólica, de uma compota que um fias, ou de algo que seja, é presível.
[13:20:00 - 13:25:00]:  Então, dá gente se lembra disso.
[13:25:00 - 13:31:40]:  Prefere... compota o bacalhau Abraço, João Miguel Pavar.
[13:31:40 - 13:48:20]:  Eu, na verdade, prefiro bacalhau Abraço e, sem salmonella, as diferencias, mas para suportar bem esta sequência de clips e declarações, é mesmo saixe de fruto.
[13:48:20 - 13:56:40]:  Porque não há maneira de eu diger isto de forma nenhuma.
[13:56:40 - 14:01:40]:  Aliás, eu pense que é o Ricardo que estu...
[14:01:40 - 14:03:20]:  Só sentido do moro?
[14:03:20 - 14:11:40]:  Não, quer dizer, eu sou um grande apreciador de sentido do moro, mas o Ricardo que estu...
[14:11:40 - 14:18:20]:  Não, é o Ricardo que estu... mas lembrar aquele passo a tempo, que era...
[14:18:20 - 14:25:00]:  Isso fosse o passo, ó, isso fosse no tempo do passo, né?
[14:25:00 - 14:28:20]:  E era um bom passo de tempo.
[14:28:20 - 14:31:40]:  É isso que fosse o cavaco.
[14:31:40 - 14:35:00]:  Ou isso fosse o cavaco.
[14:35:00 - 14:45:00]:  Porque às vezes quando a direita sequeixa, isto na tenhicação social, e nos passos públicos, e a direita esquerda não são tratadas da mesma forma.
[14:45:00 - 14:58:20]:  Estas declarações, apesar de tudo venha em provar isto, as declarações estão altamente escantes, sobretudo no autor contrário.
[14:58:20 - 15:06:40]:  Com certeza que uma celebra de esquerda enquanto ela tivera, acho que quando ela não gosta para mim, isso para isso não é absolutamente evido.
[15:06:40 - 15:21:40]:  Mas absolutamente evidente, no sentido em que Marcelo Rebello de Sosa tem sido um apoio constante, António Costa, aliás, nos parece desta sexta-faga.
[15:21:40 - 15:36:40]:  Tratou de explicar por que? Porque ela acha que ainda não é tempo de bater nas orélias do senhor primeiro ministro, no sentido em que só foi eleitar três meses.
[15:36:40 - 15:38:20]:  Sisto, não é uma...
[15:38:20 - 15:45:00]:  O problema é que o problema, isto foi legitimado como a maioria ia absolutar três meses.
[15:45:00 - 16:03:20]:  Certo, mas o facto do primeiro ministro de decidido legitimar a das três meses não significa que nos últimos meses não tenham acontecido para baguidade, em Portugal, nomeadamente, no serviço nacional de saúde.
[16:03:20 - 16:15:00]:  E agora, porque essas baguidade aconteceram, vamos camutá-las porque o veleção é engenago, mas que sim tira que isso faz.
[16:15:00 - 16:20:00]:  Então, a partir de que momento é que nós nos podemos queixar a área.
[16:20:00 - 16:33:20]:  E o facto de Marcelo, a chá que não é altura ainda, de ter uma ação mais vigorosa em relação ao governo faz de ele um presidente esquerda?
[16:33:20 - 16:40:00]:  Faz de ele um presidente, esquerda, no sentido da poia e isto governo.
[16:40:00 - 17:00:00]:  O problema não é ter uma ação mais vigorosa, o problema é ter uma ação vigorosa, no sentido de colocar paninhos em cima do assunto, quando isto governo não merece a ministra da saúde, não merece, e o primeiro ministro não merece.
[17:00:00 - 17:03:20]:  É as porrações que veremos de falar e seguir.
[17:03:20 - 17:16:40]:  E isso para mim é chocante, é chocante, porque isto não é uma questão de tática como Marcelo vai tentar explicar aos preços.
[17:16:40 - 17:28:20]:  A tática trata-se de saber qual é a convicção profunda do presidente da República dentro do Estado SNS.
[17:28:20 - 17:38:20]:  Agora nós tivemos gravidas a porta e crianças no uto amorrer em a porta de matemunidade.
[17:38:20 - 17:55:00]:  E se não é uma piada e agora vêm aqui dizer que o melhor mesmo é não a do ex-serre, pois com certeza se ninguém a do ex-serre está resolvido o problema do sistema nacional de saúde.
[17:55:00 - 18:13:20]:  É melhor das soluções portugueses, não a do ex-serre e todos os problemas vão embora. O António Costa disse que se gastava 13 mil milhões de euros anuais no serviço nacional de saúde.
[18:13:20 - 18:16:40]:  É 13 mil milhões que se popam.
[18:16:40 - 18:30:00]:  Os costas de graça-fretas parecem adquados, Pedro Messia, ou mais de acordo com aquele padrão DGS que também ouvimos de compota que um fez.
[18:30:00 - 18:45:00]:  Esses dois coisas. Acho que é adequado a turma do quarto C, claramente. Acho que a matemunidade turma deslosa para que os meninos portem bem.
[18:45:00 - 19:05:00]:  Este tão petr na lista que tem joizinho que vai de uma mala os grandes paferes onde caiba uma litra d'água, porque pode ter que se ficar 9 horas a esperas nas urgencias.
[19:05:00 - 19:30:00]:  Até as doenças sexuais transmissivas que noverão são ocorrem mais vezes, porque é uma época propicia a encontros mais descontraídos, até o bacalhado abraz, etc.
[19:30:00 - 19:55:00]:  E então, o padrão com pota, não é o padrão ouro, não é? O padrão com pota quer falar para as pessoas. Até acho, genéricamente, que a luta contra a pandemia foi mais positiva e documentativa.
[19:55:00 - 20:11:40]:  Mas fofomos confrontados com uma diretora, geral de saúde, que não tem o perfil, o perfil não é a capacidade técnica, não é o conhecimento, não é uma norabilidade pessoal.
[20:11:40 - 20:41:40]:  Mas não tem a postura certa para transmitir mensagens de saúde pública, ou tem muitas saudades daquela anterior da autora de saúde, como se os jores que parecia sair do romance do Aço do Aço do Aço do Ayaves, que venha sempre dizer "bou no 8, 18 musiques foram os gestionados em Omsk"
[20:41:40 - 21:08:20]:  Que estava mais disso, porque eles havam de estudo estelo de geração encontrei na neta, uma lista de recomendações da DGS para 2023, é um documento oficial, como se prova-teja que tem minha letra até oficial, e sua recomendação é este saúde, e diz assim.
[21:08:20 - 21:53:20]:  Em Janero, sabou o otéiro, fevereiro rego cheio, Marse Marsegar, numa inverna em a tarde verão, abriu-me olhado anabastado, mais oortelão muito apalhe para o que grão, junho chuvoso, é empregoso, ajúrio para para o vasculho, sequer do teu homem morto da alho coves de agosto, se tem um olhado fico estragado, outro burquente traz o diab noventa, noviembro provou vigno esse meio sublinho e em dezembro, lenha no lar e piche a lá andar.
[21:53:20 - 22:01:40]:  - Tem que ter um encontro em isto, assim ninguém é do ex.
[22:01:40 - 22:21:40]:  - Entregamos ao Ricardo Arospreira, lá hoje, a parte de ministro do 31 de julho, quando o João Miguel Tavares quer ser desta vez ministro da Fertura e a Jaçaúda.
[22:21:40 - 22:26:40]:  - Jaçaúda? Parece que sim, e Fertura de Meios?
[22:26:40 - 22:41:40]:  - Falou-se muito de saúde na primeira ida do Governo ao Parlamento, desde que tem, maioria absoluta, o PSD pediu admissão de Marta de Nomego, mas costa.
[22:41:40 - 22:56:40]:  Embora a reculhência falhas inaceitáveis lançou sobre a oposição uma chuva de números e segurou a ministra.
[22:56:40 - 23:06:40]:  - Até prova de encontrar só uma pessoa que escolhe os membros do Governo e neste momento sou eu.
[23:06:40 - 23:16:40]:  E, portanto, eu assume a responsabilidade por tudo que fazem ou não fazem os membros do Governo que eu escolhi.
[23:16:40 - 23:25:00]:  Desde 2016 até hoje aumentamos em 30% o arçamento do serviço nacional de saúde.
[23:25:00 - 23:36:40]:  Almentamos, entendemos, líquido 25% a 25 mil profissionais no serviço nacional de saúde.
[23:36:40 - 23:48:20]:  Só, na especialidade de necologia e obter atrícia, posso?
[23:48:20 - 24:01:40]:  Muito obrigado. Só, na especialidade de necologia e obter atrícia, aumentamos 13,7% o número especialistas.
[24:01:40 - 24:11:40]:  - E mesmo assim, fecharam urgencias e o que aconteceu, reconheço o Primeiro Ministro, é inaceitável,
[24:11:40 - 24:21:40]:  o que a Ministro da Fertura João Miguel Tavaros tem a dizer depois desta chuva de números.
[24:21:40 - 24:36:40]:  - Estas chuvas de números são a prova porque Marta tem me devia estar na rua e porque a cantónio gosta é profundamente incontente a tratar da saúde em Portugal.
[24:36:40 - 24:43:20]:  E este é o ordinário que ele coloque e isso como se tivesse a vanguardia.
[24:43:20 - 24:58:20]:  Veja o que eu fiz? Não, é, feijão. Como é que com este aumenta pseudo de meios ainda assim a saúde,
[24:58:20 - 25:10:00]:  deve estar melhor que está pior, porque a saúde é em Portugal, é um porque de incum, a areia, na praia,
[25:10:00 - 25:23:20]:  a tirar baldes de água lá por cima, desaparece água toda e assim acontece com a saúde em Portugal, porque o problema não é de dinheiro.
[25:23:20 - 25:35:00]:  Estes números que a cantónio gosta vem a pegar para a nossa cara são a demonstração da incompetência do governo,
[25:35:00 - 25:53:20]:  porque não é falta de médicos, nem é falta de dinheiro. Todos os maiores especialistas não já falam que os principais especialistas de saúde em Portugal já dissem-o isso mil vezes,
[25:53:20 - 26:03:20]:  não é falta de dinheiro, não é falta de médicos, é falta de qualidade de gestão.
[26:03:20 - 26:16:40]:  O sistema nacional de saúde em Portugal chegou a um ponto de estar, desculpa, você que disse no Nacional de Saúde em Portugal,
[26:16:40 - 26:35:00]:  se chegou a um ponto de estar que os médicos fugiram, foram pós-perivados, cada vez mais há o tempo de fugir, a ter segura de saúde que vão pós-perivados.
[26:35:00 - 26:53:20]:  E cada vez mais temos como disso o rio, bem, um SNS para pobres e esse é o resultado da paixão do PS e, dentro de não costa pelo serviço nacional de saúde.
[26:53:20 - 27:11:40]:  É um SNS para pobres no qual se enterre rios e rios de dinheiro, que se som porque péssima gestão e porque o sistema está tudo,
[27:11:40 - 27:25:00]:  esfrangalhado, tem que ser repensado de cima abaixo e para isso de facto é preciso aquelas mudanças estruturais da qual,
[27:25:00 - 27:38:20]:  das quais este senhor que for, como o Diabde da Cruz. E está a vista e do vídeo muito, então o que a gente vai ter que azar,
[27:38:20 - 27:46:40]:  é que isto não aguenta mais ter que azar ou 4 anos, neste ritmo e não vai aguentar.
[27:46:40 - 28:00:00]:  O primeiro ministro sei o mais forte ou mais fraco, o deste debate parlamentar em que o PSD pediu admissão da ministra da saúde de Pagnauxia.
[28:00:00 - 28:13:20]:  Para que mesmo quando o primeiro ministro diz como se estão sem a inaceitável o raciocínio que se aplicou agora a questão da ministra da saúde,
[28:13:20 - 28:26:40]:  pode se aplicar a qualquer que estão levantada no debate, de onde gostaria isto. Esta situação é inaceitável, o que se conserva sou eu.
[28:26:40 - 28:40:00]:  Eu tenho uma ideia absoluta, tanto cala isso. Não há volta a ser daqui, ou seja, mesmo quando há uma solução, quer dizer,
[28:40:00 - 28:53:20]:  quando se diz aí inaceitável e se equipa no ministro, domita-se o ministro, se o primeiro ministro está convencido,
[28:53:20 - 29:01:40]:  que uma situação inaceitável é culpa de um ministro, é um ministro que vai a vida,
[29:01:40 - 29:20:00]:  se o primeiro ministro assume que o que inaceitável a culpa sua, o que é que acontece? Nada. Não aconteceu nada em maioria relativa, muito menos vai acontecer alguma coisa.
[29:20:00 - 29:31:40]:  É a maioria absoluta. Eu já assisto, 800 vezes, no programa, e direi, 800 vezes, nos próximos 20 anos do Governo do António Costa, que é...
[29:31:40 - 29:38:20]:  - Estou a caio do Governo de Sobra. - No Governo, e se a não existe?
[29:38:20 - 29:58:20]:  - É, pois. Mas que é essa dificuldade com a solução de responsabilidade, que se manifesta mesmo quando se assume responsabilidade.
[29:58:20 - 30:13:20]:  Ou seja, o ministro está a assumir uma responsabilidade de um assunto que ele, por uma vez, considera inaceitável. Qual sequência era essa responsabilidade?
[30:13:20 - 30:28:20]:  - Numa. - Este debate parlamentar Ricardo A. Oresperer abriu-lhe o apetite para outros debates semelhantes ou ficou saciável.
[30:28:20 - 30:38:20]:  Pergunte-lhes, agora porque só volta a haver outro lugar assim, depois da Rantre.
[30:38:20 - 30:53:20]:  - E ainda bem, Carlos, eu espero que toda gente pegou-o de suas gafas para a altura da Rantre, que é quando eu volto ao trabalho,
[30:53:20 - 31:13:20]:  que os espérios não me dava é de despredizar gafas, mesmo isto do bacalhau abrás, e tal, leva mal que tenha sido preferido, já depois do fim do programa que a gente faz aos domingues.
[31:13:20 - 31:35:00]:  Eu, aquilo que eu perotava dizer sobre o facto de ser inaceitável e responsabilidades, eu acho que eu esquece um aspecto que é isto é de facto inaceitável, mas o problema estrutural.
[31:35:00 - 32:01:40]:  A definição de problemas estrutural é problema que cuja responsabilidade não pretensa a ninguém, e portanto é isso o que acontece, estamos esperando para o problema estrutural, e de salvar-la com o acordo de regime, é difícil para o assunto.
[32:01:40 - 32:10:00]:  E a seguir vem eu vamos sepular os atrasos do início do ano-letivo.
[32:10:00 - 32:28:20]:  Ah, está-se no problema estrutural, isto vai ir lá, sava com o acordo de regime, e com quantos anos de governo cai o argumento de estrutural?
[32:28:20 - 32:31:40]:  Em principios não cai.
[32:31:40 - 32:46:40]:  A isto é um argumento, o que é a gênero, mas o problema estrutural, tem uma estrutura, tem uma estrutura inabalável.
[32:46:40 - 32:55:00]:  É isso, é o problema dos problemas estruturais.
[32:55:00 - 33:10:00]:  O jovem que ele está avar fica então, o ministro de fartura, agora é a vez do Pedro Moxias tornar ministro do Nón, ou do Nón, ou do Nón.
[33:10:00 - 33:11:40]:  Não é o Nón.
[33:11:40 - 33:16:40]:  Terrível, tem horrível palavra, é um Nón.
[33:16:40 - 33:18:20]:  Não, não é.
[33:18:20 - 33:25:00]:  Não, eu estou em causa vândilare de mandar.
[33:25:00 - 33:30:00]:  Para caso está, mas não o filme, não o filme, não é o nome.
[33:30:00 - 33:33:20]:  Não quero citar, nem o padre da Niveira.
[33:33:20 - 33:35:00]:  Nem o Marazalívoia.
[33:35:00 - 33:36:40]:  Nem o Marazalívoia, eu quero falar das eleições francesas.
[33:36:40 - 33:45:00]:  É, quando o sonor foi o Nón, que os sonor das eleições foram...
[33:45:00 - 33:58:20]:  Não só foi sonoro, como foi sucessivo, porque se falou de presidente ter uma maioria, voltar a ter uma maioria absoluta.
[33:58:20 - 34:00:00]:  O ileturado disse "não".
[34:00:00 - 34:06:40]:  Frente republicana para fazer faça ao peno, o ileturado disse "não".
[34:06:40 - 34:15:00]:  Diabolização da extrema esquerda da extrema direita.
[34:15:00 - 34:35:00]:  De seguir as eleições, haver um entendimento a direita, como se vai partir da direita, disse "não".
[34:35:00 - 34:48:20]:  O facto da esquerda que teve um bom resultado, ter um grupo só e não os quatro.
[34:48:20 - 35:00:00]:  Frente, não, portanto foi sucessivamente pessoas perguntadas, acho que votaram que a possessa foi altíssima.
[35:00:00 - 35:20:00]:  Pessoas que foram perguntadas várias coisas sobre a situação política responderam não a todas, o que significa que neste momento existem três blocos à infrança, como já sabíamos as presidenciais.
[35:20:00 - 35:31:40]:  Sendo que os dois blocos são em comunicar as interessinas, a esquerda unida e a extrema direita.
[35:31:40 - 35:38:20]:  E portanto não há governabilidade.
[35:38:20 - 36:00:00]:  E então aconteceu que as pessoas não disseram, não disseram, gente sepa, porque repente, neste televisão de nojornais, franceses era a discussão, se a francesa não engenharia para lamentar.
[36:00:00 - 36:03:20]:  Não se há outra discussão, não engenharia para lamentar.
[36:03:20 - 36:08:20]:  Depois que não se há outra discussão, o presidente pode dissolver.
[36:08:20 - 36:21:40]:  E quando, se é só o fim do ano ou não, portanto, de repente a francesa entrou em paralisia total, está tudo completamente às papéis.
[36:21:40 - 36:41:40]:  Mas são as comentadores que consideram que, de facto, estamos pranto um cenário de governabilidade, ainda houve alguma porta, alguma solução política para marcar o que conseguiremos.
[36:41:40 - 36:45:00]:  Eu acho que é rezinhar uma maioria em qualquer momento.
[36:45:00 - 37:05:00]:  Eu acho que a solução política, porque neste momento os portários da direita moderava, já não são muito moderados e, portanto, não vão querer fazer nenhum pacto.
[37:05:00 - 37:15:00]:  O que pode é buscar o bloco da esquerda unida, não é tão unido assim, a verza.
[37:15:00 - 37:18:20]:  Sim, mas isso seria...
[37:18:20 - 37:38:20]:  A socialista seria uma traição gigantesca aos ilaturados que, de repente, ao fim de tantos anos, se uniram todos, se listas, verdes, comunistas e os e a francesa sumissa, se uniram agora de repente.
[37:38:20 - 37:51:40]:  Já tem algumas discordâncias, mas não votarem no mesmo sentido no que diz respeito ao destino da governação do peixe-arie estranho.
[37:51:40 - 37:55:00]:  O que acontece é que...
[37:55:00 - 37:56:40]:  Pode ser pescalinha, não é?
[37:56:40 - 38:18:20]:  Sim, vai ser pescalinha, seguida de bloca e seguida de solução. Isso significa uma coisa que muitas pessoas dizerem, eu tenho que sentir muito verido sobre um macroonismo, mas há uma coisa que nunca tive sentimentos de veridos.
[38:18:20 - 38:26:40]:  Sempre tive sentimentos negativos e eu volto a ter que destruir o sistema partidário tem custo.
[38:26:40 - 38:41:40]:  A questão é ser destruído o sistema partidário ou se o sistema partidário, depois de estar destruído, gerou, permitiu, propició.
[38:41:40 - 38:45:00]:  Todos esses partidos são...
[38:45:00 - 38:46:40]:  É a parição de...
[38:46:40 - 38:48:20]:  Não.
[38:48:20 - 38:50:00]:  Todos esses partidos são...
[38:50:00 - 39:11:40]:  Todos esses partidos são partidos do sistema partidário, só que, de repente, explodiu a sua representação, mas o PS, a francesa sumista, que é mais recente, mas que responda a esquerda da radical francesa, a francesa é frentacional,
[39:11:40 - 39:35:00]:  teve, passou de 8, depois de 89 de portato, porque a estad-seca culpa disso não é de macon, ou seja, não foi uma facel, que a destruíste o sistema destruiu e veio macon ocupar o vazio.
[39:35:00 - 39:41:40]:  Mas ocupar o vazio é enquanto...
[39:41:40 - 39:43:20]:  Estava...
[39:43:20 - 40:00:00]:  Enquanto dura, mas enquanto dura o mandato da sua shell, se a pessoa, porque quando acabar os dois mandatos do macon há alguma esprensa de que que é o bloco exista,
[40:00:00 - 40:10:00]:  ou que tenha sido um partido fundado para o ilgeiro, para o apoiar e que se serve quando ela acaba.
[40:10:00 - 40:30:00]:  E, portanto, neste momento, isto criou uma força, uma dinâmica anti-macron de todos os lados, que é totalmente incomunical, mas, então, as turras por comissões, então, a discutir-se,
[40:30:00 - 40:33:20]:  se que é que lisa...
[40:33:20 - 40:55:00]:  A posição, se é o maior grupo, ou se é o maior partido, e os costos sinalistas aos papéis, quando o questionelista diz assim, "bom, é discutido, se nós estamos em um sistema parlamentar, é pá, então não venhas aulas, não é?"
[40:55:00 - 40:56:40]:  Se a senhora não sabe...
[40:56:40 - 41:41:40]:  A estrema direita de Le Pen ficou com o segundo maior grupo parlamentar, porque a esquerda unida acaba por se fragmentar entre as grupos parlamentares diferentes, e, portanto, o grupo de Le Pen é o segundo maior no Parlamento, passou de 8 para 89 deputados, quem é que vê como a posição mais contundente da macron, Ricardo Raúl-Sperer, Le Pen ou Melanchon?
[41:45:00 - 42:15:00]:  Imagina que seja Melanchon Carlos, porque Le Pen, e isso é em prejuízo de macron, Le Pen seria muito diferente, depois, é que não posso ser acusado de ignorar, tenho aqui, tenho aqui dito várias vezes que entre um e outra, não teria dúvidas nenhuma espomileitor,
[42:15:00 - 42:51:40]:  Mas mesmo fazendo essa ressalva, eu acho que digamos no essencial da social e econômica mente, o Pen não traga grandes problemas com macron, e, portanto, a resposta à pergunta é, sim, Melanchon acho que será a opressão mais acusada.
[42:51:40 - 43:06:40]:  Mas, é que o senhor, basta ver o perfil que lecista dos votos, o ileturado operário, o senhor, o Marguerno Le Pen, forte e feio.
[43:06:40 - 43:21:40]:  Sim, sim, mas isso o ileturado é uma coisa, e o ileturado às vezes volta, independentemente dos programas.
