[00:00:00 - 00:07:52]:  Neste ano, gostar de terminar para além da pandemia e recardar a hoje-preira, esteve
[03:24:32 - 03:37:12]:  Bom, desta vez, nesta emissão especial de balanço do ano, não haverá ministros, não haverá
[03:37:12 - 03:47:24]:  pastas ministriais, mas em jeito de boas vindas, vou pedir a cada um dos nossos habituais
[03:47:24 - 03:53:44]:  ministros que atribuam um cargo ao nosso convidado.
[03:53:44 - 03:59:48]:  Para que funções é que pretende designaro de portar de sers ou pessoas apinto, recarderam
[03:59:48 - 04:01:28]:  hoje para a era.
[04:01:28 - 04:03:08]:  Queria, senhor de portar de como vai.
[04:03:08 - 04:11:00]:  Já agora, vou se convidar, estas boas vindas, se tivemos boas vindas à luta pelos
[04:11:00 - 04:17:36]:  direitos humanos do ministro Cabrita e agora tenhas boas vindas aqui ao governo de
[04:17:36 - 04:21:56]:  som, pois são as secondas boas vindas que recebem esta semana.
[04:21:56 - 04:29:48]:  Eu queria, nós aqui que usamos que é ministérios e por isso seria um ministério para si,
[04:29:48 - 04:38:08]:  infelizmente não posso, parece que a sua popularidade dentro do PS não ninguém atribuiria
[04:38:08 - 04:39:48]:  um ministério.
[04:39:48 - 04:42:48]:  É demasiado baixa para o ministério.
[04:42:48 - 04:50:40]:  Pois se vou optar por uma secretaria de Estado da apostasia, é isso.
[04:50:40 - 05:00:16]:  Eu acho que as suas posições têm sido suficientemente heterodoxas para estar bastante sozinho e
[05:00:16 - 05:10:36]:  portanto da valhesta secretaria de Estado da apostasia para gerir aquilo que imagine
[05:10:36 - 05:16:52]:  que seja a sua solidão dentro do grupo parlamentário do partido.
[05:16:52 - 05:23:40]:  Pois aposta, vocês não gostam de manter um fim muito simpático?
[05:23:40 - 05:25:20]:  Não, não gostam muito.
[05:25:20 - 05:31:36]:  Aí um pronúncio de estar a estar para o visto também é um botão de pânico para mim,
[05:31:36 - 05:37:44]:  que estão perdendo a apostasia, que é o que o comapasta é da apostasia.
[05:37:44 - 05:43:00]:  O pedro mexia que o pasta é que atribuia seja o seu da pinta.
[05:43:00 - 05:51:52]:  É minha coisa igual, mas com uma crescente bem patia, porque eu também estou em
[05:51:52 - 06:03:32]:  parte.
[06:03:32 - 06:13:48]:  E que são socialistas, eu parto para as pessoas são o que dizem ser e que são acusadas
[06:13:48 - 06:19:40]:  pelos outros de serem direita ou de desvera direita.
[06:19:40 - 06:28:48]:  E eu, felizmente com o companhio de algumas pessoas, fui muito acusado os últimos
[06:28:48 - 06:37:08]:  semanas de ser uma pessoa que se diz direita que é a tisquera da por causa das políticas
[06:37:08 - 06:48:12]:  de alianças da direita, porque eles vão ter muita empatia por essa ideia de circular
[06:48:12 - 06:55:28]:  em contra-amão, até porque a partir da quando se for uma mojar em gosto, eu pensei,
[06:55:28 - 07:04:36]:  "Bah, isto vai ser no PS, vai ser um fim do mundo de pessoas que vão descordar de isto".
[07:04:36 - 07:14:22]:  E depois, como sei a ver, e não havia quase nenhum meio, acho que havia muita escalar
[07:14:22 - 07:16:02]:  muito tanto.
[07:16:02 - 07:17:42]:  Portanto era o ministério.
[07:17:42 - 07:19:22]:  E o qual era o ministério?
[07:19:22 - 07:21:02]:  O ministério da contra-amão?
[07:21:02 - 07:22:42]:  É contra-amão.
[07:22:42 - 07:29:26]:  O João Miguel Tavar se mandasse para que lugar publica convidaria o Estado de Sergio
[07:29:26 - 07:31:06]:  de Sozepinte.
[07:31:06 - 07:36:30]:  É para não ser ministério nesse que está aí de Estado, pecendo uma procura do que é
[07:36:30 - 07:42:42]:  legal, porque o curador de chegar ao da Fonte Luminosa.
[07:42:42 - 07:47:22]:  A Fonte Luminosa adjuide 75.
[07:47:22 - 07:49:02]:  É porque...
[07:49:02 - 07:54:02]:  Mas nessa altura o Estado de Sergio de Sozepinte, provavelmente...
[07:54:02 - 07:55:42]:  Tenho já, tá que a Zé, não dá?
[07:55:42 - 07:57:22]:  Estava de calções, não é?
[07:57:22 - 07:59:02]:  Pra que as anindes, né?
[07:59:02 - 08:02:22]:  Sim, mas foi dois no três.
[08:02:22 - 08:09:06]:  Não, mas o PS 1975 continuasse como meu PS favorito.
[08:09:06 - 08:14:26]:  E nesse... como o vinho?
[08:14:26 - 08:16:06]:  É, a gente...
[08:16:06 - 08:17:46]:  A gente...
[08:17:46 - 08:19:26]:  Mas atenção.
[08:19:26 - 08:21:06]:  O que é que foi boa?
[08:21:06 - 08:27:54]:  Acho que, por mim, para a maior parte dos portugueses, acho que o que é a colheita do PS
[08:27:54 - 08:33:42]:  1965 é uma qual todos nós devemos muito das que é a gda de gata.
[08:33:42 - 08:44:02]:  E nessa Fonte Luminosa, Marius Suárez, ou seja, Xé Zépinte, foi muito próximo a minha, eu acho que
[08:44:02 - 08:47:54]:  ele era um livro junto e tudo isso.
[08:47:54 - 08:55:58]:  Tive uma frase que eu admile muito, que era alguém dizer que é preciso acabar com essa
[08:55:58 - 09:04:38]:  técnica de chamar fascistas, a quem não é do PSP, isso dizia Marius Suárez.
[09:04:38 - 09:10:50]:  E são palavras que ainda hoje não vão infecuente mentar morre.
[09:10:50 - 09:13:18]:  Então é procura de Rias Raul?
[09:13:18 - 09:14:58]:  Da Fonte Luminosa.
[09:14:58 - 09:16:38]:  Da Fonte Luminosa.
[09:16:38 - 09:20:38]:  Portanto seja o Sousa Pinto, qual é que escolhe destas três pastas?
[09:20:38 - 09:24:38]:  Não vai poder saber que a esterea precisa embarcar as tareas, né?
[09:24:38 - 09:27:18]:  Desculpa lá, mas vai ter que escolher uma.
[09:27:18 - 09:33:18]:  São as três boas, e qual que é elas?
[09:33:18 - 09:36:18]:  Minteressa, deve dizer.
[09:36:18 - 09:42:10]:  Acho que aqui é a vada da esterea mesmo, isto é o mais esperto que alguma d'aria esterea
[09:42:10 - 09:47:26]:  de um governo, portanto não posso fazer esquisito, né?
[09:47:26 - 09:52:06]:  Que a lei de contramão não me pareceu, parecem de seta, cedo.
[09:52:06 - 09:53:46]:  Contramão, não.
[09:53:46 - 10:03:54]:  Fica na contramão, então vamos, então ao balanço do ano, cada um dos habituais ministros
[10:03:54 - 10:11:02]:  deste governo sobre escolhe um tema e pedimos ao deputado de Serge de Sousa Pinto, nosso
[10:11:02 - 10:20:14]:  convidado, que nos proposesce três aspectos marcantes para a lá da pandemia neste ano de
[10:20:14 - 10:21:54]:  2020.
[10:21:54 - 10:28:38]:  E o primeiro é a figura do Donald Trump.
[10:28:38 - 10:35:54]:  O primeiro é a escolha de Serge de Sousa Pinto, se lembrou de rota do ainda presidente
[10:35:54 - 10:39:54]:  dos Estados Unidos, Serge de Sousa Pinto?
[10:39:54 - 10:51:14]:  Bem, eu tentei encontrar aqui três topics monastrimos, depois que me vivi os topics que
[10:51:14 - 10:55:34]:  eles escolheram, acho que são mais interessantes de pés-meus, não é?
[10:55:34 - 11:00:18]:  Estava naquele caso, passá-semos já direto às porças.
[11:00:18 - 11:01:58]:  Não, vamos.
[11:01:58 - 11:14:30]:  Mas o Trump é um personagem em central deste ano, não é?
[11:14:30 - 11:20:30]:  Mas a gente percebe que o Trump para deu as eleições, o facto relevante é que o Trump
[11:20:30 - 11:27:22]:  para deu as eleições, não foi o Biden te ganho, não é?
[11:27:22 - 11:35:42]:  O acontecimento foi, de facto, ter nos bichos livros do Trump.
[11:35:42 - 11:44:34]:  E já escreveu, ou de acho que não, o Biden como uma figura particularmente relevante?
[11:44:34 - 11:46:14]:  Não, não é?
[11:46:14 - 11:57:42]:  Não sei, não é propriamente uma figura inspiradora, nesse percebem, é um que vem.
[11:57:42 - 12:08:54]:  Foi uma espécie de fêmeo da medicação necessária para fazer com o outro que a velhera
[12:08:54 - 12:18:58]:  foi a ser embora, mas não há ninguém votou por ele o de seguramento, por estar encadiato
[12:18:58 - 12:29:42]:  com aquele passamento alternativo de votura, de mudança, de esperança, não é?
[12:29:42 - 12:33:06]:  Bom, menos é, enfim, é a posição que eu faço.
[12:33:06 - 12:42:10]:  Na sua qualidade de presidente da comissão para lamentar de negócios estrangeiros, vê
[12:42:10 - 12:49:10]:  implicações imediatas nas relações intransionais com mudança na Casa Branca?
[12:49:10 - 12:59:30]:  Sim, isso não é dovidar, que há violências antecentes, mas acho que mais interessante ainda é o que está acontecendo com o Estado Unido de Estado Unido de Estado Unido de Estado Unido de Estado Unido.
[12:59:30 - 13:15:30]:  Eu acho que se as Unidas não vivem uma experiência histórica, o menos histórico, que anteceda certas... uma situação que mais se dá mais tarde, vai por na Europa.
[13:15:30 - 13:35:30]:  Nós estamos indo a pregineiros, que o PNC falou às do que dizias a esquerda e direita que tu é a esquerda, que é um traidor que regra a esquerda e eu sou um traidor direto.
[13:35:30 - 13:45:30]:  Não é, há pqem que as palavras não estão com tão pramo entre, e são todas mal tratadas e violentadas.
[13:45:30 - 13:55:30]:  E os conceitos também não têm grande importância, também são vítimas das pias maldades.
[13:55:30 - 14:02:10]:  Os conceitos são transformados em bolas, e são disparados contra as pessoas.
[14:02:10 - 14:13:50]:  As pessoas são permanentemente flasladas e são... e os conceitos são usados contra elas.
[14:13:50 - 14:25:30]:  E o Estado Unido, as coisas que é da direita, o que está acontecendo nos Estados Unidos, é estragarmente diferente das categorias antígias.
[14:25:30 - 14:38:50]:  Veja-se o caso do Partido Mucrático. Hoje em dia é o Partido dos Multibillionários, nós estamos a falar dos milionários antiguementes, que tenham milhões.
[14:38:50 - 14:45:30]:  Nós aguardamos a falar dos milionários que têm bilhões.
[14:45:30 - 14:53:50]:  É o Silicone Vela, é o Partido de Milionários. É o Partido das Celebridades.
[14:53:50 - 15:05:30]:  Aquelas pessoas que não têm na vida de elas, nada que as aproximadas do cidadão comum, para também patir toda a ela a estrada.
[15:05:30 - 15:12:10]:  A Celebridade.
[15:12:10 - 15:33:50]:  E depois vemos os personagens, enfim, de cresçado, de que eles ilbiles, ou rednexas, ou não sei o que, com as alças e um forte amigo bravaça.
[15:33:50 - 15:40:30]:  A gente vai tomar como é mal, são abedos.
[15:40:30 - 16:03:50]:  Esses personagens que seriam sociologicamente apoiantes do Partido Mucrático, que estão transidos, com o seu candidato de tempo, são uma grande força da apoio ao trampo.
[16:03:50 - 16:08:50]:  Isso quer dizer, o mundo também está perno a esperar.
[16:08:50 - 16:12:10]:  Para nos prular.
[16:12:10 - 16:18:50]:  O que cada hora os preros positam mais esperanças aí de Joe Biden, do que nosso convidado?
[16:18:50 - 16:33:50]:  Não tenho certeza, não. Eu quero dizer, eu costumo olhar para os presidentes dos Estados Unidos como isso mesmo, como presidentes dos Estados Unidos.
[16:33:50 - 16:48:50]:  A diferença desta agora é que a relação anterior é que este sabe merameza, a gente se calhar convidá-lo e a porque sabemos que ele não vai cospir poxão enquanto como.
[16:48:50 - 16:57:10]:  Não é o ogr de Brooklyn, como o Sergio Sons de Pinto, o que chamou Donald Trump.
[16:57:10 - 17:10:30]:  Não é, talvez não tenha opiniões de primata sobre minoria, as étnicas e mulheres, mas vai ser um presidente do Estados Unidos.
[17:10:30 - 17:37:10]:  E, provavelmente, do ponto de vista da política esterna, vai estar convencido das mesmas coisas que os antigos presidentes do Estados Unidos têm um big stick para ordem na América Latina.
[17:37:10 - 17:57:10]:  Por exemplo, ou, e até direito a intervir no outro síndrome na política esterna, vai, por exemplo, dar-se bem com os seus aliados, que é uma regressa normalidade muito apreciável.
[17:57:10 - 18:13:50]:  O que feito aqui a gente vê, para o facto de Donald Trump não ter aceitado de volta, Joe Miguel Tavars?
[18:13:50 - 18:28:50]:  Eu acho que o que o Sergio Sons de Pinto acabou de dizer é muito verdade, instalou-se uma lógica de Tenshega e o Donald Trump está na sua.
[18:28:50 - 18:48:50]:  E o problema das lógicas de Tenshega é que se vê muito nos Estados Unidos, acho que cada vez mais, se se vai ver cá, é impossibilidade mesmo que nós tenhamos muito a vontade de estarmos fora da Tenshega.
[18:48:50 - 19:02:10]:  O que eu penso que é isso que você estava dizer, mesmo que quer gastar a fogue da Tenshega, há a grande tempo para a padenta dela. Isso nota-se mesmo.
[19:02:10 - 19:08:50]:  A leitura, a leitura, para as pessoas perceberem que tudo tem que ser moído, mastigado e simplificado.
[19:08:50 - 19:18:50]:  E cada um vai padendo da sua trancherinha, que é a panola que confusou-en, que basta lá, bandeiras, ó oficial, identificar o flano.
[19:18:50 - 19:25:30]:  Aí representante das hostes cavernícolas. Ai, esse tem um luminoso bem-feitor de humanidade.
[19:25:30 - 19:38:50]:  Reed de vértil sigam, olha melhor que os outros, é uma pessoa, nasceu virado por bem. Isso tem verdade, é bem-misto.
[19:38:50 - 19:50:30]:  E isso senti cimensso. Paga não, ainda por cima, sendo um programa de final da ano, para não ficarmos demasiado para admitir.
[19:50:30 - 20:00:30]:  Eu também gostava de valorizar o seguinte, Donald Trump foi afastado, vai ser afastado.
[20:00:30 - 20:13:50]:  Muitas vezes as pessoas achavam que vem uma guerra civil, é evidente que o ambiente não está melhor, não vai ficar melhor.
[20:13:50 - 20:27:10]:  Não é da gora, não é da tempo. Aliás, basta começar as pritárias mortas do baraco-bama, onde ele explica muito claramente que essa lógica tem chega já vinha.
[20:27:10 - 20:33:50]:  E eles já não conseguiu fazer nada, não, que ainda conseguiu fazer o Obama, que há algumas coisas.
[20:33:50 - 20:43:50]:  Mas ele tinha uma política de procura de consenso, que foi absolutamente impraticável.
[20:43:50 - 20:58:50]:  Mas ainda possível remover, mas, apesar de tudo, o Donald Trump, porque deus as eleições, o que não é normal para um exidente que se requer a candidata.
[20:58:50 - 21:03:50]:  Portanto, é também preciso ver ali um lado positivo.
[21:03:50 - 21:10:30]:  O Trump morreu politicamente ou ainda é sempre para ele fazer o funeral das moxias.
[21:10:30 - 21:27:10]:  Mas como ele não? Só teve 30 milhões de votos, ela que foi, teve, mantém uma lealidade política tão feria que os republicans...
[21:27:10 - 21:33:50]:  Já algumas figuras do Partido de República não abandonaram.
[21:33:50 - 21:38:50]:  Não, até já aconteceu mesmo abandonar o Partido.
[21:38:50 - 21:48:50]:  Não, até os grandes eleitores decidirem havia meio doze. No próprio dia, foi só a Mitronan.
[21:48:50 - 22:05:30]:  Sornadores, congressistas e pessoas com cargos eletivos, eis governantes republicanos, muitos colonistas da área de Partido de República, muitoíssimos.
[22:05:30 - 22:32:10]:  Mas pessoas que têm que estão ainda dependentes do ileturado republicano, muito poucas e, portanto, significam que ainda tem pela sua bullying que vai continuar certamente no Twitter e provavelmente no canal televisão, pelo dinheiro que tem.
[22:32:10 - 22:45:30]:  A pele de ideia de que vai lançar uma candidatura em 2024, quando tudo indica, abandonou-se requerendiditará.
[22:45:30 - 23:00:30]:  E, portanto, será contra Camala Harris. E, de fato, o pânico que ele gera nas outras repoblicanas, tudo isto.
[23:00:30 - 23:08:50]:  E também não se vê qual é o normal alternativo, tudo isto mostra que ela está longe, tem morrido.
[23:08:50 - 23:18:50]:  Está satado o primeiro tema deste balanço do ano trazido por nosso convidado, Sergio Sosapinto.
[23:18:50 - 23:35:30]:  Quanto ao Ricardo Raúse Pereira destaca em 2020, a que chama os canceladores implacáveis. Isso parece nome de super-aírois de Marvel.
[23:35:30 - 23:50:30]:  Sim, mas é um filme muito aborcido, porque uma das coisas que eles fazem é cancelar filmes, retirar filmes, etc.
[23:50:30 - 23:53:50]:  Essas são as canceladores implacadas.
[23:53:50 - 24:12:10]:  Mas a gente tem uma ambiente, aliás. E acho que o primeiro passo é reconhecer com o ambiente exista, até porque um dos características é negar que isto existe.
[24:12:10 - 24:18:50]:  A cultura do cancelamento não existe, por exemplo, a gente pode dizer, mas existe de facto.
[24:18:50 - 24:27:10]:  Existe tem várias ramificações, é um filme bastante amplo, como é que estou me neste caso.
[24:27:10 - 24:43:50]:  Aliás, este próprio fenômeno também pertence ao fenômeno bastante amplo. Está, é uma das ramificações deste fenômeno que conhecemos há muito tempo.
[24:43:50 - 24:57:10]:  E nós vimos, vamos vendo que as manifestações deste fenômeno com canceladores de várias estirpes.
[24:57:10 - 25:17:10]:  Por exemplo, este ano tivemos gente alfendi da Conozânia, sempre um clássico, este ano calhou a vez da série de estimidas, uma série de RTP2, em que haviam um beijo lésbico.
[25:17:10 - 25:33:50]:  E as pessoas acharam que a série devia sair. Por exemplo, falei com a minha consultora para a sonde de los bienesmo animados, que é a minha filha inés.
[25:33:50 - 25:45:30]:  E ficou muito escada com a facto da série de estimidas, estariam propor a retirar da série de estimidas da RTP2 por causa de um beijo.
[25:45:30 - 26:03:50]:  Quando ela diz que a série "Shira" reinha, não sei de que, tem várias personagens que são casamentos de pessoas do mesmo sexo.
[26:03:50 - 26:17:10]:  E também vários beijos lésbicos, mas esta aqui é que o Rebala ficou muito desencantada, com o facto de ter ins, de ter ins, molindrado com esta.
[26:17:10 - 26:23:50]:  Quando a outra tem muito mais motivos para molindrar por itanos, depois...
[26:23:50 - 26:27:10]:  Está tuas?
[26:27:10 - 26:30:30]:  Está tuas, por exemplo, o char...
[26:30:30 - 26:32:10]:  Tem um ano em que foram derrubadas...
[26:32:10 - 26:33:50]:  Fueram derrubadas, está tuas?
[26:33:50 - 26:38:50]:  O charly abdou, continua a matar gente.
[26:38:50 - 26:55:30]:  Estiano foi de capitado um senhor, já não por desenhar caricaturas, publicar caricaturas, mas por se atrever a achar que se pode discutir as caricaturas.
[26:55:30 - 27:07:10]:  Fante é homem ou patia do fanatismo criminoso, já não se trata de ser autor de desenhos ou de os publicados.
[27:07:10 - 27:20:30]:  Por exemplo, a ideia de contextualização de filmes, filmes que foram retirados e que podem aparecer mais contextualizados, porque...
[27:20:30 - 27:37:10]:  Nós não conseguiremos resistir ao canto de sereia do racismo, a menos que estejamos atados ao Maestro com as cordas benignas da contextualização.
[27:37:10 - 27:45:30]:  É uma atitude que me parece infantilizadora das pessoas e paternalistas.
[27:45:30 - 28:07:10]:  Eu assisti a presença ao vivo, uma contextualização de que eu este muito que foi o ano passado antes da pandemia, no Brutias Museum, uma exposição sobre a guerra de Petroia, e tinha o anúncio a dizer a vizio de contém imagens de guerra.
[28:07:10 - 28:40:30]:  Exato. Eu tenho que isto passar a ser considerado de menos e que o espectador possa, no futuro, assistir sim, a estes filmes desde que esteja disponível, para sentir um eletrôncio que cada vez que uma palavra proibida ou uma imagem chocanta parece, e criar ainda que sentar a este lote.
[28:40:30 - 29:02:10]:  O momento em que as redes sociais resolveram proibido, que as pessoas desjassem a morte ao trâmpico quando ele apanhou o Covid, "é, pá, espero que o trâmpico morre, isso foi considerado, é tão inóco, o dizer, espero que o bicho o apanhe.
[29:02:10 - 29:18:50]:  Em principio, o bicho não é sensível a clac, quer para um lado, quer para o outro. E é uma boa maneira de perceber essas coisas, é vencer proibidas, ou não é, se são inócoas, se são inócoas em princípio, não há problema.
[29:18:50 - 29:35:30]:  Identificam nesses canceladores implacáveis do Ricardo Arroz, para a Serge do Sado de Pinto, os novos politanos sobre os quais escreveu nos pressa em outubro?
[29:35:30 - 30:07:10]:  Sim, porque eu chamei esta boa gente por itanos, porque os politanos criam salvar os assomentos, que não eram politanos, porque não havia animos de luz, de riscosar, não é, para a salva-os, para que se melhor, tem que ser perforado, com o bicho, ou não.
[30:07:10 - 30:23:50]:  É o maior, porque se eram, quando quiser, todos os fanáticos, todos os furiosos, que não são satisfeitos, que as pessoas com homem e a mulher, com ele chão, que estavam com os fússemos coisas diversas, queriam ajudar o contribuir para a redensão.
[30:23:50 - 30:52:10]:  O problema disso é que esta cultura, a uma cultura de intimidação, e a uma cultura cuja finalidade é autocensura, as pessoas sentem-se, sentem-se intimidades por esse tipo de reações, por itanas, ou de...
[30:52:10 - 31:27:10]:  O que chamei isto? E depois de ser... Exercem sobre si próprias autocensura, porque não estão disponíveis, não vale perna, não vale perna, e para as redes sociais, estava a uma patrulha de Palermo, que já perceberam os três ou quatro sinais, que os pensadores que já elaboraram sobre isso, já têm o politicamente correto sobre o sobameteria e a impreço.
[31:27:10 - 32:02:10]:  Este tipo de vías do pré-pensado, de vías do estabelecido, de vías do que foi abençoado pela cheias sociais, de vías do que os divulgadores ativistas e furiosos, patrulhas de redes sociais, e é logo devia ter uma de uma lapidação furiosa, e as pessoas, como em demódio geral, não gostam especialmente ser mal tratadas,
[32:02:10 - 32:28:50]:  eles começam a... de uma forma suave, e não se tem que se ter de respeitar-se assim próprias, e eu se pensamento, vão tentando poupar-se a chatisse, poupar-se a chatisse, para entender poupar-se a chatisse.
[32:28:50 - 32:30:30]:  A chatisse? A chatisse?
[32:30:30 - 32:42:10]:  Eu acho que sim, eu tento, eu não tento, ninguém não, não, não tenho. Eu não gosto de nada de chatisse, não sei qual é que é a vasoginha, eu não sou pras chatisse, eu se pude, não tenho.
[32:42:10 - 33:02:10]:  O problema aí pode ser essas pessoas que tenham poupar-se a chatisse, depois se vingam em um momento em que ninguém está a ver que é na urna de voto, na cabine de voto, podem vingar esse...
[33:02:10 - 33:22:10]:  Eu douto o exemplo, torrada, eu tenho que ser um corosado, eu não fiz-a das torradas, na certeza, porque o mal-seid se tem que ir uma vaca de um toro, não percebe nada torradas, mas eu tenho que...
[33:22:10 - 34:05:30]:  Eu tenho que ir para aquela trancheira, porque é aí que quer enlichar ali, para dar-la de alguém, e eu para a cada dia, quando conquistar a trancheira, da trancheira da torrada, já está no uma trancheira para minha decisiva, e portanto eu tenho que combater em todas as trancheiras, já sei que as redes sociais têm que me evidente muito liso, muito esperados, muitas coisas, desjaram a morte de alguém, nunca fica bem a uma pessoa civilizada, mas vale a torrar um liso, do que a censura, mil vezes o liso, mil vezes o liso.
[34:05:30 - 34:13:50]:  Este novo puritarismo vai para ficar, ou para a simulmada para se ager, os vão me agarcar.
[34:13:50 - 34:33:50]:  Não, acho que vai ficar, e é um reflexo da própria circularização do mundo, e o facto das pessoas têm muita dificuldade em viver-se em uma religião, aqui é esta mesma, há pelo menos duas pessoas que vão, a vez a guardar a missa, e a vantagem das pessoas...
[34:33:50 - 34:43:50]:  Que não era, tu não é a questão, que é a espetra, que essa coisa, quem é a vantagem da...
[34:43:50 - 35:12:10]:  A vantagem que às vezes digui, seja, já disse a brincar, as pessoas viam mais a missa, é porque quem é a missa já viu isto tudo, e combateu isto durante muito tempo, que é um policiamento opcivo das consciências, que estava antigamente no confecionário, que agora quer ganhar retirado ali para as redes sociais.
[35:12:10 - 35:18:50]:  - Incluindo as artistas imurais. - E agora voltou em renda.
[35:18:50 - 35:32:10]:  E estrangei na área, e muitas vezes estrada até de uma esquerda são ratos de saca-listica.
[35:32:10 - 35:47:10]:  - Sabe que eu não vou, a missa já fui muitas vezes a missa e fui por patas, e você pode ser educado por patas que não eram padrecas.
[35:47:10 - 35:57:10]:  - Mas eu reconheço o cheirinho, reconheço o cheirinho de saca-listica, reconheço os hecos do ato de contrissão.
[35:57:10 - 36:07:10]:  - Sim, tudo, ou querendo. - O machista tem de construção, o racista tem de construção, aquilo é o sono um medo de o biato de clivar.
[36:07:10 - 36:20:30]:  - A história, por exemplo, estrangeira dos filmes de bichicoc, que eram horríveis, porque as minhas dos filmes de bichicoc são sempre umas louras terratipadas.
[36:20:30 - 36:25:30]:  No fundo, o bichicoc tem um papel do filme de bichicoc.
[36:25:30 - 36:35:30]:  Tem um papel de formador, sob as novas eleições ficam expostas, também devem um pitos, e quando aparecem malouras, estão atipadas,
[36:35:30 - 36:52:10]:  há uma bozina que se houve em fundo, para alertar as audiências, contracta aquela forma de violência de gênero, que a lora lá está, a frase levou um naveno enquanto o que é o grande.
[36:52:10 - 37:05:30]:  Não é uma lora terratipada, o cara é grande, então o homem, todos os adversos de viris, é uma figura onde se houve nela de ternos, e a gente não caitada de chante caindo.
[37:05:30 - 37:17:10]:  Nem da padera de lausba, não é uma lora de patarca, a candalha, e pedra-me se houve uma emosa pela verdura.
[37:17:10 - 37:32:10]:  - Veu o prigo de excessos deste tipo, num sentido da reorigen, excessos do mesmo tipo, em sentido inverso.
[37:32:10 - 37:45:30]:  - Essa é a seção contagiosos, a abacadria vamos a falar também do Jornalis, por exemplo, no sequente, me sei haver a Fox News, este é insuportável.
[37:45:30 - 38:10:30]:  Mas quem viu a CNN nos últimos meses, aquilo também está muito longe, seja o jornalismo, ou seja, eu até simpatizava com uma aversão de Austrâmpia, mas aquilo não era um programa de jornalismo minimamente, não tinha que não era de Fairland Balance nem coisa nenhuma.
[38:10:30 - 38:30:30]:  - E aqui é a mesma coisa, de as temos exemplos, por exemplo, em Espanha, foi de centrada na propósita leda memória histórica, os fantasmas de guerra civil, etc, pela esquerda.
[38:30:30 - 38:43:50]:  - Agora, neste momento, há alguns governos locais, em Madrid, de Direita, dos Partidos Direitos, também está o Fox, agora.
[38:43:50 - 39:22:10]:  - Também foram as statuses, é ONU mástica, é atoponímia e não sei o que é mais portanto. E a este não pode ser por ser ministro da República e coisas de este gênero. No Brasil, como Bolsonaro, também tivemos os filmes que a cinema até que deviam não devia passar, as canções rock, que eram apenas pelos almas sexualidades, portanto uma coisa que está do lado, terá do outro, de certeza absoluta.
[39:22:10 - 39:40:30]:  - O próximo tema do ano? - O ano de Poder. Porque quem controlou o passado, controlando as obras, os monumentos, as criações artísticas, os estados, quem controlou o passado, controlo o futuro? Isso tem uma forma de condicionar o futuro.
[39:40:30 - 39:50:30]:  E o futuro, para alguns, tem que ser o cítio, onde só há certas pessoas, com certas características, tem o direito de entrar.
[39:50:30 - 40:37:10]:  - O próximo tema do ano, uma vez mais escolha do nosso convidado para esta última missão de 2020, Sergio Sousa-Apinto retoma um debate em que teve protagonismo público à discussão sobre a educação sívica, propósito tão conflito escolar entre um encarregado educação e o Ministério da Educação. O que é que o faz escolher este tema voltar a ele, Sergio Sousa-Apinto?
[40:37:10 - 40:45:30]:  - Bom, presa eram três temas, não é? Portanto, se fosse só dois, caeram a minha.
