[00:00:00 - 00:11:10]:  Esta semana, Ricardo Raúes Pereira confessa-se, Javardo. João Miguel Tavarge, de Clara,
[06:30:20 - 06:39:32]:  há, por uma ação de informais, foi o NICAVE, não é, é só, mas você não é um sento NICAVE, não acredito
[06:39:32 - 06:51:20]:  que é uma coisa que eu vou ver, há uma distância entre isso e dizer, olha, há que um problema
[06:51:20 - 07:04:24]:  é tico grave, relativamente a fundos que a senhora ministra tutela e isso, em facto, seria
[07:04:24 - 07:12:12]:  contribuído, já deve dizer também, já agora deve dizer, que primeiro, a intervenção
[07:12:12 - 07:19:00]:  do deputado Carlos Guimarães Pinto não tem nada de...
[07:19:00 - 07:25:00]:  Ah, certo, só porque eles quer dizer agora que...
[07:25:00 - 07:28:20]:  É só dizer, só porque eles quer dizer agora que...
[07:28:20 - 07:58:00]:  Olha, é só verificar, não, não, não, não, eu bravo, mas, por caso por si combina nesta rávula, não é agora, não é agora!
[07:58:00 - 08:12:48]:  Mas o Carlos Guimarães Pinto podia perfeitamente ter cavalgado isto e não fez, quer dizer, ele disse, a partir do momento em que o PS diz, é realmente...
[08:12:48 - 08:18:56]:  E a própria ministra já, já vamos ver, não posso ter, vai ser...
[08:18:56 - 08:27:20]:  Ele disse, olha aí, está assanada então o problema, que é uma coisa, também é boa de saber...
[08:27:20 - 08:45:12]:  Ficou, João Miguel Taváres com curiosidade de investigar o Currico, o político da deputada Isabel Guerreiro, que era até agora uma ilustra desconhecida e agora deixou de ser desconhecida...
[08:45:12 - 09:02:16]:  Eu não, eu não preciso investigar, não sinto, em que a parte do Currico, que mais me entrega, foi a Lia Zebida, e portanto, eu já tiga aí a Pinta por esta exibição do seu Currico.
[09:02:16 - 09:26:56]:  É verdade que eu tive curiosidade de ir ver, porque ela foi a quarta de leite, foi a quarta de leite para o Fago, e eu fui ver, quer ir ver, foi um daqueles casem, nunca assim, mas não que a Isabel fosse a leita, mas agora, vim uma manhã, eu quero ir absoluta e vim a etova...
[09:26:56 - 09:41:56]:  E vai tudo, mas não, porque caso, o PS é o dos jelso cinco portatos, mas em 2019 já tinha tido os mesmos dos portatos, portanto, não foi porque caso, foi propósito.
[09:41:56 - 09:58:44]:  É igual eu te corto só, num aspecto aqui do Ricardo, porque eu acho que ele ainda assim foi otimista, porque eu não parece que esta deputada seja...
[09:58:44 - 10:08:40]:  Corta, corta, corta a primeira entendência, eu acho que o futuro dela é brilhante, porque o que aconteceu é...
[10:08:40 - 10:16:16]:  Isabel, diz para cortar, e ela então é que diz, corta, corta, corta.
[10:16:16 - 10:19:30]:  - Será... - Será?
[10:19:30 - 10:23:50]:  - Eu acho que eu não encontrei o rosto de fone, eu não sei. - Isso que isso é com o sede.
[10:23:50 - 10:27:14]:  - Qualquer que aconteceu se isso. - Não aconteceu nem quem.
[10:27:14 - 10:30:56]:  - Não, é com sede. - Não, sim, eu não sei.
[10:30:56 - 10:39:00]:  Não, porque quando o Carlos Guimargue a gente pinhe, estava a falar com vocês aqui, eu não souviu nessas imagens.
[10:39:00 - 10:45:56]:  Já estava alguém e a Bixenarque, mas isto, ele pode estar a dizer isto, isto, isto, isto.
[10:45:56 - 10:51:58]:  Está nesta admissão nem querido, no que se pode dizer?
[10:51:58 - 10:56:08]:  - Mas essa é a parte normal do que a França. - E essa não é só.
[10:56:08 - 11:00:38]:  Não, mas não acho que fosse ela, eu acho que a galgame pareia ela.
[11:00:38 - 11:06:46]:  - O que é que não dá pra ver nas imagens? - Mas ela se quer que a camera está ficada no caso de uma vez.
[11:06:46 - 11:13:20]:  - Mas ele, isto não faz parte ordem do trabalho, dizem uma objeção normal.
[11:13:20 - 11:17:44]:  - Se você não está gata. - É o que pôs muita mantém aqui no pão.
[11:17:44 - 11:21:34]:  - É o que você diz, mas eu acho que é essencial.
[11:21:34 - 11:26:14]:  Ou seja, foi picada e depois... - Pô, muita mantém aqui no pão.
[11:26:14 - 11:32:54]:  O oposição considerou o caso de um diato, uma tentativa de censura.
[11:32:54 - 11:40:44]:  A reação do PS pedindo desculpas quase de um diato, pouco tempo depois.
[11:40:44 - 11:47:22]:  Ensero o assunto ou ele poderá virar, ainda revelar assim como o...
[11:47:22 - 11:51:20]:  - O oso... - O oso se lista, se está em dia.
[11:51:20 - 11:58:02]:  O oso quanto ao PS, quanto aquela do portada, o ovo ao implemento este,
[11:58:02 - 12:05:54]:  dizer-lo, porque factado há dois movimentos naquela intervenção,
[12:05:54 - 12:10:10]:  a objeção.
[12:10:10 - 12:16:58]:  O senhor do portátil está fazendo uma pergunta, o seu portanto não está na ordem do trabalho,
[12:16:58 - 12:22:38]:  é uma pergunta logítima, para a casa era uma pergunta que tinha a maior interesse,
[12:22:38 - 12:25:14]:  mas não estaria na ordem do trabalho.
[12:25:14 - 12:27:46]:  Isso não há malinho agora.
[12:27:46 - 12:34:02]:  É pagar das atas, uma pergunta foi ter de um portado.
[12:34:02 - 12:39:22]:  - Quer dizer, nem o portado américo do Arthur o D.P.,
[12:39:22 - 12:44:14]:  de ua suas intervenções exaltadas.
[12:44:14 - 12:49:42]:  - O dia para o portado se insiste, fica como qualquer coisa de...
[12:49:42 - 12:52:26]:  - Não, é isso, senhora, como se diz agora.
[12:52:26 - 12:57:14]:  - Fica essa, senhora, o portado fica como se diz agora, sinalisada,
[12:57:14 - 13:03:38]:  porque, claro, nem que mostrou no mínimo chefe de zeulo, mas eu não crec que...
[13:03:38 - 13:11:38]:  Quer dizer, seria um portado de intenções de desactivo ordem este cima.
[13:11:38 - 13:22:22]:  Não sei, mas claramente é uma intervenção desastrada, mas acho que não precisa de desculpas,
[13:22:22 - 13:24:50]:  e deve ser dado como bom.
[13:24:50 - 13:32:30]:  - O caso, é preciso que o lapeceu de ter origem, como já se diz, numa intervenção,
[13:32:30 - 13:41:14]:  do portado liberal Carlos Gamerão e Espinto, que questionou a ministra da coesão territorial,
[13:41:14 - 13:46:10]:  por causa de fundos totalados pela própria ministra,
[13:46:10 - 13:55:26]:  a que a empresa do marido da ministra se candidatou e que veio a receber.
[13:55:26 - 13:59:26]:  - Só existem duas alternativas aqui.
[13:59:26 - 14:09:54]:  Ou as empresas do seu marido devolvem os fundos, ou a senhora ministra-se de MIT.
[14:09:54 - 14:19:06]:  É que terceira opção é passar o resto do seu mandato, como uma nova,
[14:19:06 - 14:25:14]:  uma nódua ética do seu governo.
[14:25:14 - 14:33:18]:  - Na reação às palavras do portado de iniciativa liberal, como já vimos,
[14:33:18 - 14:40:54]:  uma deputada socialista que existir para a intervenção da ata, mas a ministra,
[14:40:54 - 14:47:06]:  a na abroniosa, que acabou de lágrima do canto do olho, como vamos ver,
[14:47:06 - 14:53:54]:  desautorizou de imediato a deputada socialista.
[14:53:54 - 15:03:22]:  Nós estamos aí no Mocaracia, aí no Mocaracia que debatemos as nossas ideias,
[15:03:22 - 15:09:54]:  e no fim do dia é quando há uma fada que fazemos contas.
[15:09:54 - 15:14:46]:  E portanto, sendo deputado eu agregarei-se limença, as suas palavras,
[15:14:46 - 15:18:02]:  e respeito tudo o que me disse.
[15:18:02 - 15:19:42]:  Dito isto.
[15:19:42 - 15:51:02]:  - Eu sou mais ferrou, né?
[15:51:02 - 15:54:22]:  Dito isto.
[15:54:22 - 15:56:02]:  - Dito isto.
[15:56:02 - 16:01:50]:  A ministra acabou por não responder a questão levantada apelutoportada,
[16:01:50 - 16:05:10]:  a incidibral de passagem à frente.
[16:05:10 - 16:11:18]:  Como é que interpretou aquela lágrima no canto do olho?
[16:11:18 - 16:18:26]:  - Sou grande semiólogo de lágrimas, carlos, mas...
[16:18:26 - 16:23:06]:  - Melinda lágrima não, o Ferja refletir sobre...
[16:23:06 - 16:24:46]:  - A questão é, aqui.
[16:24:46 - 16:32:34]:  - A lágrima parece genuina, e eu acredito mesmo que seja porque a ministra já está...
[16:32:34 - 16:34:14]:  - Eu vou também, né?
[16:34:14 - 16:35:54]:  - Eu vou ter genuina.
[16:35:54 - 16:37:34]:  - É, é genuina.
[16:37:34 - 16:43:02]:  - Quer dizer, a ministra já está numa situação complicada, porque se facta que estão
[16:43:02 - 16:48:58]:  levantada pelo deputado de Carlos Guimaneis, é muito problemática.
[16:48:58 - 16:54:46]:  - Não, porque para já ajudar uma situação complicada, porque faz parte deste governo.
[16:54:46 - 17:03:26]:  - É certo, mas a questão é, de facto, muito problemática, ela vai ter de responder,
[17:03:26 - 17:13:06]:  tem pena que não tenha respondida agora, mas em princípio não vai conseguir evitar confrontar-se
[17:13:06 - 17:14:46]:  com esse problema.
[17:14:46 - 17:25:26]:  - Alguaz, entre tantos envolvimentos, quando tem sido expresso que diz que o marido da
[17:25:26 - 17:36:18]:  ministra com que o fundo já é a sucessão com o senhor chinês, que foi...
[17:36:18 - 17:37:58]:  - Quando não?
[17:37:58 - 17:39:38]:  - Na roda, por corrupção.
[17:39:38 - 17:42:10]:  - Ou seja, há há bítulos vídeos.
[17:42:10 - 17:45:30]:  - E é, ou seja, a trama...
[17:45:30 - 17:47:10]:  - A dança.
[17:47:10 - 17:48:50]:  - A dança.
[17:48:50 - 17:54:10]:  E portanto, a senhora já estava... a senhora a ministra já estava numa situação complicada,
[17:54:10 - 17:58:22]:  e nesta parece que ela amiga para ajudar.
[17:58:22 - 18:08:22]:  - É uma daquelas ajudas, porque a gente diz, é paga agradeço, mas uma vez que já estou
[18:08:22 - 18:19:30]:  aqui a tentar manter a cabeça atona das areias movedissas, não me ponha do pé na testa
[18:19:30 - 18:21:10]:  para baixo.
[18:21:10 - 18:23:50]:  - Você também faz quanto tais que eu sou homofada?
[18:23:50 - 18:27:10]:  - Não, eu faço com a máquina qual que eu vou falar.
[18:27:10 - 18:33:50]:  - Mas são... são... são... são... anias.
[18:33:50 - 18:39:14]:  - Como é que entenda a substância da questão de fundos, João Miguel Tavars?
[18:39:14 - 18:48:50]:  A empresa de uma irta ministra pode ou não candidatar-se e receber fundos tutelados para
[18:48:50 - 18:50:30]:  a ministra?
[18:50:30 - 18:57:30]:  - A ministra tem um ponto de lado dela que ela pediu parceiros, pediu dois parceiros, um dos
[18:57:30 - 19:06:26]:  quais a PGR, que vem um daqueles parceiros a dizer que isso não é... não é ilegal, portanto
[19:06:26 - 19:13:06]:  não há nada na lei, aparentemente que o impessa, mas é uma área obscura e foi aliás
[19:13:06 - 19:19:06]:  para se conhecer também dessa conversa que o próprio PPS e depois manifestou-se por
[19:19:06 - 19:29:18]:  nibelidade para mudar essa lei, o que também é... de caminho, em tal um bocadinho mais
[19:29:18 - 19:30:58]:  a ministra.
[19:30:58 - 19:41:18]:  Eu sou sensível ao argumento de que uma regra estesivamente a mistrata no que diz respeito
[19:41:18 - 19:48:34]:  a fundos europeus tendem conta a... a... a... a... a... a... a... a... a... a que a pessoa que é
[19:48:34 - 19:54:38]:  empresário em Portugal não qualquer um mais de muitos, é, a empresário, que recorregam
[19:54:38 - 20:05:58]:  a fundos europeus, pode apertar schissivamente a rede, mas a verdade é que esta ministra
[20:05:58 - 20:16:06]:  tem os fundos europeus na mão e estes fundos especificamente foram antiguo ídios numa
[20:16:06 - 20:25:18]:  área que está mesmo sob a sua tutela e... e portanto é realmente dovidoso, é preferível
[20:25:18 - 20:31:22]:  que não faça, é evidente que tem que saber qual é o que eu contaste, o que é que fazia
[20:31:22 - 20:35:34]:  uma guidade antes, porque você está aqui subtilezas, não é?
[20:35:34 - 20:44:54]:  Nós estamos numa casa em que o Ricardo Costa, que... que manda nas signe notícias, é
[20:44:54 - 20:53:02]:  irmão do primeim ministro, como a mistrata a gente deveria dizer, uma pessoa que... que
[20:53:02 - 20:58:54]:  tem um lugar que está um importante no mativismo, devia ser o irmão do primeim ministro
[20:58:54 - 21:07:04]:  no ativo, é... por... é mistrato, não deveria, agora todas as pessoas que conhecem o Ricardo
[21:07:04 - 21:13:10]:  Costa, sabiam que é igual para a Cúlce de Ele, não dá que eu vim e portanto já era um
[21:13:10 - 21:20:50]:  jornalista, afamado antes de isto ter acontecido, a razão pela córrica ou se o lugar
[21:20:50 - 21:26:58]:  estava a disposição, justamente quando estava nos pressos, não estava na altura, o nos pressos,
[21:26:58 - 21:31:22]:  o colocou a disposição e não foi a sede.
[21:31:22 - 21:36:38]:  O Ricardo Costa, o director desta casa, estava muito bem.
[21:36:38 - 21:46:08]:  Estava muito bem. Mas essa transpaguei, se ele está recluindo isto, estava um pouco bem... estava o
[21:46:08 - 22:03:38]:  ficar entalado, a gente estava... estava muito bem... estava muito bem... estava um sério, estava um sério, ficam sério, como no agro. Mas isso significa que todos os
[22:03:38 - 22:11:50]:  regras evidentemente as regras têm encheções e é possível que este marido da senhora não
[22:11:50 - 22:20:08]:  faça a menor ideia, já fossemos um estrogogadinário em Pagazá, e isso é que se deu um estrogadinário em
[22:20:08 - 22:29:10]:  Pagazá, em Pinhedíssima, já tivesse aqui ali uns fundos europeus, isso deveria fazer com que
[22:29:10 - 22:37:26]:  eu não pudesse se deu mais fundos europeus, eu sou sensível da isto problema, agora não
[22:37:26 - 22:44:46]:  vocês reiam isso o caso e esta história dos pagueços, de repente logo pagazá-la, é só se o
[22:44:46 - 22:54:04]:  senhor chinês que foi acusado com a opção ativa, no caso dos vídeos de contato, com nada, exatamente com nada,
[22:54:04 - 23:06:16]:  com fico uma de pela relação, isso é completamente desconfutável e altamente duvidoso, porque a história tem que ser muito
[23:06:16 - 23:18:20]:  melhor conhecida. O jornal público no editorial assinado pelo diretor Manol Carvalha, ponta prigos naquilo que ele chama uma tentativa
[23:18:20 - 23:29:32]:  de ter políticos bacteriologicamente por os acompanha este receio, perdamos-se.
[23:29:32 - 23:37:28]:  O seu genérico é com o pain, mas acho que esse receio não se aplicou com o seu aplicativo concreto.
[23:37:28 - 23:53:02]:  Neste caso eu sou um pouco mais papista e menos papista do que vocês, nesta matéria, ou seja, acho que nem o marido da
[23:53:02 - 24:02:36]:  ministra ser, e verdade, um estrogadinário empresário, nem ele ser sócio de um
[24:02:36 - 24:10:36]:  conjunto, são nem atinuante negra-vante, o problema é que o problema não teve com o
[24:10:36 - 24:23:38]:  neuroabelidade concreto das pessoas, tem a ver com uma regra-fície de incompatelidades que, por causa da
[24:23:38 - 24:38:00]:  proximidade, neste caso familiar, leva a que, certo tipo de decisões do Estado, neste caso, de
[24:38:00 - 24:48:00]:  transferências de fundos europeus, fiquem sob suspeita e sob suspeita, não quer dizer que tenham sido
[24:48:00 - 25:00:28]:  atribuídos individamente, um incontratamento, mas é esquisito e é isso, e é isso que ele deve ser assim, agora
[25:00:28 - 25:07:36]:  de facto, há um parecer, e o parecer foi positivo, o parecer foi positivo, nós termos em que o João
[25:07:36 - 25:21:08]:  Miguel disse um pouco vagos, mas acho que é um caso, é um assunto sério, mas não é um assunto sério,
[25:21:08 - 25:32:20]:  dou neuroabelidade das pessoas que te conheço, é um assunto sério, porque é incompatelidade, é uma das
[25:32:20 - 25:45:24]:  regras mais importantes, em termos desta de ser, de se poder alfriar vantagens, por ter uma ligação, é
[25:45:24 - 25:53:24]:  muito importante, e a questão ética e a questão legal, ou seja, o facto de uma coisa ser legal não
[25:53:24 - 26:00:32]:  se quer dizer que seja ética, é muito recomendável, e às vezes também na política portuguesa,
[26:00:32 - 26:05:56]:  parece que os seguros de coisas têm que andar assim de junta, já falamos isso, é bom, é bom
[26:05:56 - 26:12:04]:  o parecer da uma cobertura, parece álcool, é uma Portugal, é uma Portugal, é uma Portugal, é uma
[26:12:04 - 26:30:24]:  A rega da agruícara da Álvaro Espereira, a parte da Ministro de Ata, quando o João Miguel Tavar se quer ser desta vez o Ministro, de "brinde Mera e Tantescendência". Isso dá direito de algum tipo de indulgência a João Miguel Tavar.
[26:30:24 - 26:33:44]:  Isso não é, de acordo com a sequência, quase não tem mais, né?
[26:33:44 - 26:43:44]:  Estamos ao outro dia a falar de legalidade ideética, de que isto tem uma coisa que, para a gente mentem, totalmente legal, mas que o gético é muito evidoso.
[26:43:44 - 26:47:04]:  Que a falar de uma situação de indulgência...
[26:47:04 - 27:05:24]:  E ilugências modernas, né? Ilugências modernas, quero falar de uma situação no mundo, no universitário, ou muito menino ou algo que estimula glândula da indignação.
[27:05:24 - 27:35:24]:  Sí, quer dizer, também, não é, eu dou aqueles casos dentro de aquilo que é o meu indigo nome, não é, é daqueles que bate lá mais em cima, mas, para mim é sintomático que está envolvido à universidade católica, e portanto eu sou muito sensível à questões católicas, e o que faz com que isto me paguei, menos admissível.
[27:35:24 - 27:55:24]:  É o caso do aluno que obtêvam lugar na universidade católica, mesmo sem a média necessária, por ser descendente de um bune mérito de instituição, e foi a própria instituição admitido.
[27:55:24 - 28:12:04]:  Sim, graças a isso, eu, pessoalmente, descobri que se tem um formulário para quantas especiais, ou seja, não se pode dizer que este aluno, que entra o pancina com...
[28:12:04 - 28:13:44]:  Isso há muito sentido.
[28:13:44 - 28:18:44]:  Com 15 verulas, este cláusly especial é que é polêmico.
[28:18:44 - 28:23:44]:  A descremenação positiva existe, por exemplo, para...
[28:23:44 - 28:27:04]:  No lado, sim, pelo lado, o último de os palófitos...
[28:27:04 - 28:33:44]:  Sim, pelo lado, existe a sua esponha, com dificuldade de diversidade.
[28:33:44 - 28:43:44]:  E aí, uma universidade de públicas também existe, não é? Isso, e para te protistas de alta competição, essas cláusas existem todo lado.
[28:43:44 - 29:07:04]:  O que existe na católica? É, tem duas cláusulas que são mais teranhas, uma, paga funcionar, ou seja, os filhos dos funcionar agres, podem bruncear dessas, quatas especiais, e também paga filhos, ou netos,
[29:07:04 - 29:15:24]:  ainda vivos, de benoemegitos, insígios, logo não, porque assim é muito curioso.
[29:15:24 - 29:23:44]:  É verdade que isto não é o regime geral, ou seja, quando eu os diz estas pessoas não estão a ligar lugar a ninguém.
[29:23:44 - 29:37:04]:  É verdade que, imagina, tem 90 vagas, e este esforço, centrar é o 91, 92, 92, 95, tanto é cresce.
[29:37:04 - 29:53:44]:  A questão aqui é, muitos amigos meus, muito librais de direita, acham que eu estou com uma mentalidade socialista, a atacar a católica neste sentido.
[29:53:44 - 30:02:04]:  Por favor, olhem-pasos universidades de laforo, olhem-pasos universidades no estado de Nenzen da América.
[30:02:04 - 30:13:44]:  Este é o preço que se paga para que, para ter muita gente, é investir nas universidades de Nyer, de Nyer, de Nyer, de Nyer.
[30:13:44 - 30:15:24]:  Ainda para o problema é isso.
[30:15:24 - 30:35:24]:  Agora há dois problemas. Um, a católica tem um estatuto muito particular, e portanto não é uma universidade privada no sentido tradicional, ainda para si, mas universidades privadas em Portugal, nenhuma tem isto.
[30:35:24 - 30:52:04]:  O que é que eles fazem? Que é um coisa que provavelmente seja mais aceitável é. Este meninento, o país ajudou muita católica, o avô, então tem descontanas para pinas. Não paga para pinas, por causa disso.
[30:52:04 - 30:58:44]:  Mas se se elevar muito dinheiro também é porque não tem problemas com os propínias.
[30:58:44 - 31:07:04]:  Sim, pode não ter, mas é só para ter algumas coisas. É para ter algum incentivo ou um nefício.
[31:07:04 - 31:15:24]:  Mas mesmo a lógica, há as duas valores na média do curso final.
[31:15:24 - 31:30:14]:  a substituição do final. - Sim, mas a mesma lógica Ivy League, o que eu queria dizer, a mesma lógica Ivy League,
[31:30:14 - 31:40:42]:  que é, apagças a isso, conseguimos milhões para que por isso conseguimos colocar estas universidades no topo,
[31:40:42 - 31:51:32]:  portanto é, etc... Tá bem, tá até aqui, havia em degogruente capital, mas é em benefício do um bem muito maior.
[31:51:32 - 32:04:08]:  Tem um problema, é um, e um não é com um, nem com dois, que a Católica enriquece.
[32:04:08 - 32:16:22]:  Portanto, mesmo esse argumento é absurdo. E portanto, aquilo que interessa é, para mim, é uma cota para a universidade católica,
[32:16:22 - 32:26:22]:  colocar lá os filhos dos binoméritos, ou os filhos dos funcionários, e tudo isso não parece,
[32:26:22 - 32:33:22]:  profundamente errado desde lá do católicamente falando.
[32:33:22 - 32:41:48]:  Por que? Na Bíblia que eu li, parece que é aos ricos, não diz a quando cê é coisa espetacular,
[32:41:48 - 32:48:58]:  e também não é o próximo que a gente deve amar mais do que os outros.
[32:48:58 - 32:56:58]:  Como é que é dentro dessa sul? Fede-mecia. Nós é verdade, já tivemos dois ou três assuntos
[32:56:58 - 33:01:58]:  ilucionários com o Universidade Católica, longo dos anos, no programa.
[33:01:58 - 33:08:02]:  -Tais pedíscosa? -Não, não. Por que? Porque...
[33:08:02 - 33:12:22]:  -Não, eu tinha que pedir também? -Não, não, não vou nada, pescoza.
[33:12:22 - 33:16:34]:  -Este senhor não foi lunda católica? -Filou, esse senhor não é católica.
[33:16:34 - 33:21:14]:  -També foi lunda católica? -Não, não, não, não, mesmo, não.
[33:21:14 - 33:26:02]:  -Tout também dá às nindas na Católica, é só o que é o meu Universidade Católica.
[33:26:02 - 33:36:14]:  Não é uma nova, por isso que eu não é nada, ve conhecido, vei como o facto de várias questões ligadas ao Universidade Católica,
[33:36:14 - 33:48:18]:  que as barras sempre estão do stato, ou seja, o ensino concordatário, que não é um ensino público,
[33:48:18 - 33:52:58]:  não é um ensino privado, porque é problemático.
[33:52:58 - 34:01:42]:  Por exemplo, agora discutiu o valor constitucional da concordata, não vou entrar nessas questões,
[34:01:42 - 34:14:46]:  mas é verdade, é que é uma universidade, digamos, pública de estão privada, digamos assim,
[34:14:46 - 34:25:38]:  e há momentos em que as regras, indiscutivamente, pública, chocam com regras, vai-vilig.
[34:25:38 - 34:27:50]:  Como o seu amigo está a dizer?
[34:27:50 - 34:37:18]:  Ou seja, se a universidade católica fosse uma universidade privada ponto, não havia assunto.
[34:37:18 - 34:39:14]:  Para mim não havia assunto.
[34:39:14 - 34:47:18]:  -O professor privada gera suas... -O curso de ensina podia haver assunto, por causa das entregações,
[34:47:18 - 34:50:54]:  chamo com o Estado, mas sim, tá bom, não.
[34:50:54 - 35:02:46]:  -Ok, ok, d'acordo. Agora, se há um estatuto, se há um estatuto, digamos, misto, por assim dizer,
[35:02:46 - 35:14:58]:  é especial que o estatuto do ensino concordatário, a questão da igualdade, que é uma exigência pública,
[35:14:58 - 35:18:54]:  pois se toma forma mais pimenta.
[35:18:54 - 35:28:22]:  E sobretudo, porque as regras, as vagas supernumerárias ou outros,
[35:28:22 - 35:38:02]:  vejamos das cenas turas X e X, têm no Estado, por exemplo, são para beneficiar pessoas
[35:38:02 - 35:42:10]:  que têm uma situação de desvantagem.
[35:42:10 - 35:45:46]:  -Exacto. -E, portanto, essas são indiscutivas.
[35:45:46 - 35:52:54]:  As pessoas que estão em uma situação de desvantagem, faz sentido que se deu uma vantagem.
[35:52:54 - 35:56:02]:  -Não é manifestamento o caso. -Não é manifestamento o caso.
[35:56:02 - 36:04:50]:  E, portanto, a mim não me chocava naava se fosse um professor privado, não posso ser como choque, mas é...
[36:04:50 - 36:14:18]:  Digamos, é uma daquelas questões em que o estatuto da católica se torna problemática, problemático,
[36:14:18 - 36:24:38]:  porque há duas lógicas em competição, como não há nas universidades do topo americana, as acertólicas,
[36:24:38 - 36:38:26]:  que nenhum aluno foi pretoido para que o descendente do Bruno Merit, o Insigne, podesse ser admitido na universidade,
[36:38:26 - 36:42:30]:  a explicação convenceu recargar-vos para...
[36:42:30 - 36:54:10]:  -Pos lá ver. A explicação é verdadeira, técnicamente, no sentido de que havia um determinado número de vagas,
[36:54:10 - 37:05:14]:  essas vagas foram preenchidas, e esta luno é um extra, ou seja, um sedentário ao número de vagas.
[37:05:14 - 37:12:30]:  -Era que seria a ver o mais vagas. -Era que é graça, mas seria a veria mais uma vagas.
[37:12:30 - 37:17:22]:  -Com certeza, mas a questão é essa, a questão é este...
[37:17:22 - 37:31:02]:  O filho do descendente de Bruno Merit não tinha notas, não só para integrar o número de vagas existentes,
[37:31:02 - 37:36:38]:  mas também para integrar o grupo...
[37:36:38 - 37:49:50]:  Se as vagas fossem abertas ao número, fossem mais abertas ainda, ele estaria atrás de várias outras pessoas que não conseguiram entrar.
