[00:00:00 - 00:15:50]:  Este podcast, signotícias, é só um de muitos que pode ouvir no site da Signotícias
[05:03:34 - 05:11:58]:  discurso do Kamala foi esse, mas também é de opera que veio precisamente reforçar essa
[05:11:58 - 05:21:54]:  a atenção. Não podemos voltar lá atrás. Sem dúvida. E opera tem duas frases que eu acho que
[05:21:54 - 05:31:54]:  vale a pena destacar. Uma de uma bela definição sobre o que está em causa, em que é preciso
[05:31:54 - 05:40:22]:  preferir o "comand sense", ou seja, o "sensuo como um sentido positivo do bom senso", contra
[05:40:22 - 05:53:58]:  o "non sense" de que Trump insiste. Por outro lado, a opera também fala na escola,
[05:53:58 - 06:08:50]:  na doce sabor do futuro, por antes, o Trava Margo do passado. E assim ajudou o Kamala a seguir
[06:08:50 - 06:14:18]:  a fazer essa demorcação que aqui vemos entre o futuro e o passado. O que é com a estratégia
[06:14:18 - 06:21:18]:  de Kamala e dos umicratas apresentar-se com uma candidata do futuro, há aqui uma mudança
[06:21:18 - 06:32:46]:  gestional, ela é quase 20 anos mais nova do que Trump, 23 anos mais nova do que Biden. E
[06:32:46 - 06:39:42]:  por antes, um Trump que no regressar seria um regresso ao passado, não só porque já foi
[06:39:42 - 06:49:30]:  presidente, mas também no risco de perda de direitos fundamentais que os lucratas promoveram
[06:49:30 - 07:02:30]:  e que Trump e Vance querem retirar. A essa questão, por outro lado, por outro lado, há o fazer
[07:02:30 - 07:09:58]:  isso, Kamala de Marga, se um pouco de aerança de Biden mais do que eu estava a espera, e tenta
[07:09:58 - 07:16:30]:  mostrar-se quase como uma candidata da mudança e não de continuação de a discussão de
[07:16:30 - 07:24:34]:  lucrata, para em um espécie de inconvenentes, porque Trump embora não esteja no poder,
[07:24:34 - 07:32:46]:  ainda é sucemedimento próximo aquilo que foi para a presidente de Trump, para podemos
[07:32:46 - 07:38:34]:  achar que isso pode ser um referente mais a Trump, o que é o próprio Biden.
[07:38:34 - 07:46:06]:  A matrimupação também de algumas fragilidades que eventualmente possam surgir agora e
[07:46:06 - 07:54:18]:  que Trump vai explorar certamente. Nesta campanha também dá uma ideia que se explorou
[07:54:18 - 08:07:26]:  muito a ideia de defender a democracia, essa é a candidatura que defenda a liberdade,
[08:07:26 - 08:19:38]:  pois aquela contagiante, aquele conceito que quase todos os intervenientes tiveram, joy
[08:19:38 - 08:25:10]:  ali antes. Exatamente. Tanto que Kamala como de sim, quer
[08:25:10 - 08:32:46]:  incluir-vos que era aquele espírito do Obama? Sim, mas que tem certo, e tanto que Kamala
[08:32:46 - 08:42:54]:  como de sim walls se apresentam como Joyful Warriors, guerreiros alegros numa tradução
[08:42:54 - 08:47:26]:  literal. O que é que isto representa? A primeira, vamos começar pela democracia,
[08:47:26 - 08:54:46]:  a defesa da democracia, e se é muito Biden em 2020 e mandado-se Biden, ou seja, a
[08:54:46 - 09:00:42]:  vagem do resto de Trump, o que está em causa é de facto democracia americana, para
[09:00:42 - 09:06:58]:  entre o que aconteceu 16 janereco 2021. Parece uma coisa mais fácil de perceber.
[09:06:58 - 09:13:30]:  Na questão da liberdade, sim walls se faz essa definição, porque para sim walls a liberdade
[09:13:30 - 09:23:14]:  para os republicans é dar liberdade às empresas para de forma desregulada atacar o ambiente
[09:23:14 - 09:33:42]:  e, mesmos direitos trabalhadores, a liberdade de Estado, de meter a mão na educação dos
[09:33:42 - 09:43:30]:  mildros, e até dentro da cama das pessoas, ou seja, meter-se nos comportamentos exuais dos
[09:43:30 - 09:53:26]:  cidadãos, para contraponto com a liberdade, um conceito democrata, que é a liberdade das
[09:53:26 - 10:00:10]:  pessoas fazerem as suas escolhas, não só devido a nível profissional de poder desenvolver-se.
[10:00:10 - 10:07:30]:  Foi essa diferenciação. Na questão da alegria, porque depois de Trump e de J.
[10:07:30 - 10:16:50]:  Divência apresentaram uma visão de dark assessor, azangada, quase a recuperar a carne
[10:16:50 - 10:26:06]:  e a gente não tem a educação de fizesional americana e da ideia forte da tomada de pósse
[10:26:06 - 10:33:54]:  de Trump em 2017. Sim walls sobretudo apresentam-se como um tipo solar, bonasteirão, bem disposto,
[10:33:54 - 10:42:38]:  o Big Dad Energy da América, como acabamos de ver. E isso ajuda-nos a compreender sim walls.
[10:42:38 - 10:56:02]:  Sim, sim, sim, walls que traz essa ideia do americano normal, o treinador, o professor,
[10:56:02 - 11:07:50]:  o agricultor e isso poderá ajudar a candidatura de Camela? Complementar. Ou seja, quem
[11:07:50 - 11:22:30]:  é Camela Harris é uma mulher sofisticada, profissionalmente competente, da California, mais liberal,
[11:22:30 - 11:31:18]:  com propostas que pontam para segmentos com as mulheres, os jovens, as minorias.
[11:31:18 - 11:40:42]:  Para faltava complementar com uma proximidade ao homem branco pouco olificado, que é um
[11:40:42 - 11:48:22]:  letrado muito importante do Midwest. Sim walls oferece isso, mas como bem diz, eleiço
[11:48:22 - 12:00:10]:  tudo foi um treinador, foi professor pedagogo, agricultor, tem uma arma, gosta de cacar,
[12:00:10 - 12:09:08]:  e no entanto, é isso tudo e não se sente ameaçado com a ascensão das minorias. Contra
[12:09:08 - 12:16:02]:  ponto com a conversa, de por exemplo, de J. Divance, que é um cadessa conversa, de ascensão
[12:16:02 - 12:29:26]:  das minorias, põe em causa aquilo que é o verdadeiro Midwestern branco heterosexual católico.
[12:29:26 - 12:36:58]:  E portanto, há aqui um contraponto, e, entre, não é preciso ter essa visão negativa,
[12:36:58 - 12:41:50]:  zangada e hostil, para perceber a mida-americana.
[12:41:50 - 12:50:42]:  Mas achas que estáis rendido, porque inicialmente achava que a melhor solução seria Shapiro.
[12:50:42 - 12:59:34]:  São opções diferentes. Shapiro é, do ponto de vista político, mais forte do que Sim walls
[12:59:34 - 13:07:06]:  Shapiro, para presidente, acho que era hipótese. Mas hipótese Shapiro, além de de algo
[13:07:06 - 13:14:42]:  modo, levantar quase um desafio à Camela, porque se calharia ela é que ter sido o líder
[13:14:42 - 13:22:34]:  do ticat, corri um risco de perda de controle narrativa dos mucratas, a explicação de ser
[13:22:34 - 13:35:38]:  judiu. E o problema que Camela borde bem na convenção de fazer quase a quadrutor de
[13:35:38 - 13:40:38]:  circolende de fendaires real, mas ao mesmo tempo identificar que há a questão de
[13:40:38 - 13:48:06]:  gaza e os direitos possinianos. Ela fala mesmo que tem autodeterminação do povo possumeno
[13:48:06 - 13:54:06]:  e vai mais à frente. Foi uma opção estratégica de controle
[13:54:06 - 14:04:46]:  narrativa. Por outro lado, é uma opção de a estratégia de mucrata essa. É uma candidatura
[14:04:46 - 14:14:18]:  Goodvive, que está a ser acusada de ter pouca substância, mas para já a manter a questão
[14:14:18 - 14:22:30]:  do controle das emoções. E a ideia de União, porque Camela Harris consegue, pelo menos,
[14:22:30 - 14:29:50]:  até agora, fazer a pacificação de duas áreas que não são assim tão próximas, a área
[14:29:50 - 14:35:26]:  central moderada em institucional do Partido Mucrata e a área mais da esquela.
[14:35:26 - 14:41:38]:  Muito bem, outros dos protagonistas foi Bill Clinton, antigo presidente norte-americano,
[14:41:38 - 14:51:10]:  do que lembrou que há desafios para frente. Sim, você está em de ser duros. O que
[14:51:10 - 14:57:50]:  Bill Clinton foi dizer a convenção? As coisas estão a correr bem, mas rei, nada está
[14:57:50 - 15:07:20]:  ganho e é preciso, isto não vai ser uma brincadeira, é preciso esperar o pior e estar
[15:07:20 - 15:18:54]:  preparado por isso. Simo Ols foi um pouco nessa linha dizendo. Falta um 70 etal
[15:18:54 - 15:25:54]:  dias, vocês vão ter muito tempo de dormir quando morrer, e agora é para trabalhar.
[15:25:54 - 15:38:30]:  Há uma ideia de mobilização e de trabalho. E, claramente, se se percebeu, já antes
[15:38:30 - 15:52:22]:  da convenção que Camela Harris conseguiu mobilizar fundos relevantes para esta campanha,
[15:52:22 - 16:06:34]:  porque no Estados Unidos isso é quase definitivo, mas aquilo que percebemos é que Donald Trump
[16:06:34 - 16:15:14]:  arruco o bastante durante este período da convenção. Sim, há um mês no final de junho,
[16:15:14 - 16:22:14]:  Trump estava frente de Biden em cash on hand, que é dinheiro na mão, digamos assim,
[16:22:14 - 16:32:50]:  para gastar entre 70 e 20 e tal para 96 de Biden, que começaves nessa altura, pouco depois
[16:32:50 - 16:42:34]:  do debate e antes de assistir, viu o seu financiamento congelado. No mês de julho,
[16:42:34 - 16:49:34]:  Camela bateu todos os recorros, que têm neste momento 220 minhas para gastar, que é
[16:49:34 - 17:00:06]:  bem mais que Donald Trump. E este tem importante para a viabilidade das candidaturas, mas
[17:00:06 - 17:08:46]:  não é decisivo. Recordo que o Lyrical Newton, em 2016, tinha quase o triplo de Donald Trump
[17:08:46 - 17:18:34]:  e não é tanto perdão. Quanta sondagens? Sim, neste momento ainda é preciso explicar que
[17:18:34 - 17:24:26]:  ainda não há o efeito convenção, só vamos saber o efeito convenção nos próximos dias.
[17:24:26 - 17:31:18]:  Tradicionamente o efeito convenção se traduz em cerca de três, quatro pontos acima
[17:31:18 - 17:38:38]:  para quem teve com essa semana da convenção. Não tenho certeza que isso vai acontecer,
[17:38:38 - 17:48:10]:  porque como Camela subiu tanto nos últimas semanas, não sei se já fez, já que o caminho
[17:48:10 - 17:54:34]:  todo que tinha para subir, pode acontecer isso, por outro lado, ao efeito que vamos ver
[17:54:34 - 18:03:22]:  a seguir também de Kennedy autestir a apoiar Trump, que pode minimizar embora muito pouco
[18:03:22 - 18:09:42]:  esse efeito. A verdade é que neste momento, Camela tem quatro pontos de avanço nas chondagens
[18:09:42 - 18:19:34]:  nacionais. Nos Estados decisivos está ligeiramente afrento no Michigan, e no Wisconsin, na Pennsylvania,
[18:19:34 - 18:30:34]:  na Georgia, há um empate e também no Arizona, na Carolina de Norte, surpreendentemente
[18:30:34 - 18:37:30]:  que a Malas está afrento por pouco. Isso é feio a arpanciê o venho, a guineada de Carolina
[18:37:30 - 18:48:34]:  de Norte basta ganhar um da sã de belo para ganhar. E depois, no no Nevada, no no Nevada,
[18:48:34 - 18:57:22]:  Trump está afriente com alguma vantagem, vamos ver se se mantém, ou seja, a EFORTE é que
[18:57:22 - 19:04:58]:  nos Estados decisivos ainda tudo pode acontecer. Já que referiste à desistência de Kennedy,
[19:04:58 - 19:17:26]:  já vimos hoje as imagens em que ele atribui o apoio do Norte Trump, isso é de facto relevante
[19:17:26 - 19:23:50]:  porque a verdade daquela nível nacional chegou a ter dez, onze pontos.
[19:23:50 - 19:32:46]:  Já não tinha. E quando tinha esse valor Miguel roubava metade metade à democratas
[19:32:46 - 19:38:34]:  e republicans, porque ele parte dos democratos mas tem mais agenda, mais trem-piana, adiamos
[19:38:34 - 19:48:14]:  assim, conspirativa, anti-systema. Já a que falo porque ele já apareceu ao lado do Trump
[19:48:14 - 19:55:50]:  no comício, que é a dupla mais anti-systema numa candidatura presidencial. E é isso que o
[19:55:50 - 20:04:02]:  Trump vai explorar. Eu não acho que seja uma soma matemática em que os dois ou três que
[20:04:02 - 20:11:26]:  restavam por cento de Kennedy vão para o Trump. Não é assim. Portanto, não acho que
[20:11:26 - 20:18:30]:  isso vai contar muito. No entanto, uma ilhação tão empatada em que as Estados decisivos
[20:18:30 - 20:25:58]:  por poucas desenas de minhas de votos, quem sabe, em alguns estados, possa significar
[20:25:58 - 20:31:50]:  a evitar o Trump. Mas este Kennedy não é um Kennedy. Não vai explicar.
[20:31:50 - 20:41:18]:  É um Kennedy, porque é da família, mas os Kennedy apoiam a Camila como apoiava um Biden
[20:41:18 - 20:46:54]:  como apoiava um Obama. E já fizeram um comunicado a dizer que se demarcam do Robert Kennedy
[20:46:54 - 20:53:06]:  de juni, desta escolha do Trump. Muito bem, vamos continuar nossa conversa aqui
[20:53:06 - 21:00:30]:  deste lado. Temos com a vida administória como os irmãos abou que dizem.
[21:00:30 - 21:09:30]:  É o maior general João Vieira-Borges, presidente da Comissão Portuguesa de História
[21:09:30 - 21:17:54]:  e Militar, recordador do Observatório e segurança da defesa da CER, de agradecer a sua
[21:17:54 - 21:28:54]:  esponublidade do convite de Germano naturalmente para falarmos aqui. Mas o que
[21:28:54 - 21:42:10]:  seria com o comodócie Ucrania, até porque evidentemente que está relacionado e tem consequências
[21:42:10 - 21:54:10]:  aquilo que acontecer em novembro, quem vencer será diferente de ter Camila ou ter Trump.
[21:54:10 - 22:00:34]:  O que é que se a desenha?
[22:00:34 - 22:10:34]:  Muito obrigado pelo convite, muito total, um prazer enorme estar aqui. O que se
[22:10:34 - 22:23:54]:  devinha é que vai ser exatamente marcante, independentemente, de evolução para Camila
[22:23:54 - 22:32:46]:  ou ser Trump o presidente. Zelens que têm consciência disso, os elens que já
[22:32:46 - 22:44:46]:  transmitiu que há um ano e um de depois de novembro, depois das eleições, mas também
[22:44:46 - 22:51:38]:  eu gostava de referir a uma espécie que é muito importante, temos de política esterna
[22:51:38 - 22:57:58]:  aos Estados Unidos, independentemente, republicans ou democrátas e independentemente a grande
[22:57:58 - 23:09:10]:  divisão que se venha cento ano nos últimos anos, digamos que a política esterna não muda
[23:09:10 - 23:19:46]:  assim tanto relativamente a determinadas questões. Ou seja, relativamente, as real ainda
[23:19:46 - 23:29:30]:  mudamentos, relativamente a Ucrania, aquilo que nós temos assistindo nos últimos dois
[23:29:30 - 23:37:50]:  anos e meio, tem sido uma postura mais de campanha eleitoral da parte de Trump, de que
[23:37:50 - 23:49:14]:  resolve o problema, digamos, por um tufo nema, não propriamente pônen que estão um apoio
[23:49:14 - 24:01:26]:  ao Crania, digamos que é mais o de resolver a questão rapidamente enquanto que na minha
[24:01:26 - 24:12:14]:  perspectiva, Camila não alterará muito esta linha. Até porque se for nos vemos bem, grande
[24:12:14 - 24:23:34]:  parte dos pensadores, os pensadores, com Dallas Rays, de republicanos, estão mais em linha
[24:23:34 - 24:33:14]:  com aquilo que é conduita relativamente a Ucrania até agora, desta administração democrata,
[24:33:14 - 24:39:54]:  do que propriamente com aquilo que vai dizendo Trump, com mais vezes diz uma coisa, outras
[24:39:54 - 24:48:46]:  diz outra, tudo sem consequências, tudo sem justificações e, portanto, mais conjuntural
[24:48:46 - 24:57:38]:  para ganhar votos. Quando sentar na cadaria, eles já sabem disso, já lá esteve, certamente
[24:57:38 - 25:06:50]:  que terá assosores, não só militares, mas também, sobretudo, até políticos, que lidará
[25:06:50 - 25:12:10]:  um indicações no sentido de... -Vão dar a oportunidade.
[25:12:10 - 25:20:26]:  -Iram encontro daquilo que são os verdadeiros interessos dos Estados Unidos e Estados Unidos,
[25:20:26 - 25:29:50]:  seja conrepo publicante, seja con democratas, vão defender a liberdade, vão defender a democracia,
[25:29:50 - 25:37:32]:  vão defender a liberança do mundo, independentemente do mundo estar diferente e, portanto, essa
[25:37:32 - 25:44:26]:  perspectiva depois, quando chegar ao poder, não será assim tão diferente e continuar
[25:44:26 - 25:52:22]:  apoiar, digamos, a Ucrania. -Aquí, abre a esse risco na sua opinião.
[25:52:22 - 26:00:02]:  -Mas, na minha opinião, o risco é menor, mas, independentemente, sabemos que o poder
[26:00:02 - 26:08:58]:  discursionário do Trump, que o trapar seus assosores, poder levar a determinado tipo de
[26:08:58 - 26:18:02]:  decisões, que ponham em causa, inclusive a integridade territorial da Ucrania.
[26:18:02 - 26:27:42]:  E isso tem reações ou tem consequências diretas no relacionamento com a Europa, na
[26:27:42 - 26:36:18]:  postura do Estados Unidos, relativamente a NAP, e nas consequências dessa postura, não
[26:36:18 - 26:44:34]:  só para a Europa, até para o Canato, não é a Europa, mas também para o mundo e para a paz
[26:44:34 - 26:48:26]:  num mundo. -Eu acho que é relevante, se eu me ajudo
[26:48:26 - 26:56:42]:  a general, ou ouvir aqui um outro general, David Patre-Au, que é ex-direitor da CIA,
[26:56:42 - 27:04:50]:  e ele recentemente numa entrevista, disse que o apoio dos Estados Unidos vai manter-se
[27:04:50 - 27:13:10]:  porque considera que a capacidade nos Estados Unidos existe para manter todos os
[27:13:10 - 27:19:50]:  pratos a girar e são os palavras dele.
[27:21:30 - 27:28:10]:  -Ecremos a sanidade. -Não, não, não, não, não, não, não, não, nós podemos fazer isso.
[27:28:10 - 27:36:42]:  Nós podemos manter todos esses diferentes espinhos, em facto, nós temos que pensar em isso. Se o
[27:36:42 - 27:46:46]:  mais importante dinâmico é a relação entre o U.S., o U.S., o U.S., o China, o que estamos fazendo?
[27:46:46 - 27:55:54]:  Bem, nós estamos tentando atuar o conflito, a torreira é um funcionamento de dois elementos, uma é a
[27:55:54 - 28:04:12]:  potencial adversarial da acessão da sua capacidade, a outra é a acessão da sua
[28:04:12 - 28:15:28]:  possibilidade de usar as capacidades. E se você não pode também sustinar ou suportar um partner, que é
[28:15:28 - 28:24:32]:  feitar a economia comum, que é encarar o primeiro invasion de uma negra em país em
[28:24:32 - 28:31:32]:  Europeia e da World War II, o que é saber sobre a sua possibilidade de usar as forces em
[28:31:32 - 28:53:04]:  o Indo pacífico? -Votamos aqui a estúdica de Germano. O que analis é que você faz aos riscos, indirentes, a ganhar uma candida de
[28:53:04 - 28:59:24]:  o que é a torreira republicana ou democrata? -Bom, acabamos de ouvir e isso é muito importante que a
[28:59:24 - 29:10:32]:  diferença pode não ser tão grande como tememos, mas claramente há alguma coisa que ele acha que
[29:10:32 - 29:20:00]:  vamos ir a ver a seguir, que nos faz temer, que é a proximidade que tem um estorial de Trump
[29:20:00 - 29:32:36]:  convalha de mil putin, que faz com que a aja uma coisa que Trump explora no seu eleturado, que é nós
[29:32:36 - 29:40:24]:  não estamos para continuar a pagar as guerras dos outros. Coisa que, por exemplo, é muito a conversa do seu
[29:40:24 - 29:48:04]:  vice-presentador J. Divance, que já chegou a dizer, coisa que Trump nunca chegou a dizer, e eu não quero saber
[29:48:04 - 30:00:06]:  iminemente sobre o que é que se passa na Ucrania e se ela é na Europa e no leste da Europa. Por outro lado, embora
[30:00:06 - 30:07:16]:  de Trump também não é o interesse interna-me entre mostrar que está tão dependente de valar de
[30:07:16 - 30:18:52]:  mil putin, a verdade é que está e que ele interessa a aparecer como alguém que supostamente vai promover uma
[30:18:52 - 30:30:40]:  suposta paz, que até há umas semanas ou meses, nós tomíamos que se fosse a paz miserável de
[30:30:40 - 30:38:20]:  obrigar e se forçar a Ucrania a aceder de território de troco de um conjulamento conflito. É verdade que
[30:38:20 - 30:48:08]:  há um dado que muda quase tudo, e que era saber ao pneu dos nossos abrisos, que é a incursão surpreendente,
[30:48:08 - 30:58:12]:  espeta-colar da Ucrania, entre-ritoio e ruso, fazendo uma zona de tampão, o que é uma coisa genial até
[30:58:12 - 31:08:36]:  a pontista de conceito, a seja. A Ucrania que estava destinada e com nada a ser o país tampão entre a
[31:08:36 - 31:17:12]:  Russia e o espaço de segurança europeu, ela para que era uma zona de tampão no território inimigo,
[31:17:12 - 31:20:12]:  que é uma coisa extraordinária, nessa zona.
[31:20:12 - 31:29:08]:  Sim, claro mesmo. Agora eu não me esqueço dessa questão, mas foi importante este interview,
[31:29:08 - 31:36:28]:  está da VIT-Pétria, os é repoblicando. Da VIT-Pétria, os dois não tivessem um problema pessoal,
[31:36:28 - 31:45:00]:  conclicado, relacionado com a mulher que ainda por cima era a filha do que uma grande doeste ponto,
[31:45:00 - 31:52:28]:  onde ela era no convocadento, obviamente que era o candidato presidencial do Partido
[31:52:28 - 32:01:00]:  Repoblicano, em um herói pós-americano. E a seguir estravão um ano na ciência e admitiu-se.
[32:01:00 - 32:07:24]:  Tipo tanto, aquilo que nós vimos agora na portagem até parece um bucrata a falar, não
[32:07:24 - 32:15:40]:  tantos a ver, um repoblicano. E são estes repoblicantes que depois quando o trâmpio tiver no poder
[32:15:40 - 32:24:52]:  se ganhar as eleições, o vão ao considerar tal como quando ela saquei, por isso a minha perspectiva.
[32:24:52 - 32:35:08]:  E também, ele disse uma coisa muito importante, eu acho que isto é marcante para um pensador como da VIT-Pétria.
[32:35:08 - 32:45:48]:  É que a dissuação não tem a ver de sol armas, é preciso haver determinado tipo de comportamentos e ações.
[32:45:48 - 32:54:52]:  E a questão da Ucrania foi isso que ele disse, a questão da Ucrania é que dá confiança aliados,
[32:54:52 - 33:03:32]:  a questão da Ucrania, a intervenção dos Estados Unidos, na Ucrania, é que o apoio,
[33:03:32 - 33:11:40]:  é que faz com que seja dissuasivo para aquilo que é o aspecto essencial que é China.
[33:11:40 - 33:20:28]:  A China é o grande problema de Estados Unidos. Esta portagem maravilhosa termina exatamente com duas perguntas.
[33:20:28 - 33:26:36]:  Primeiro, o que é que é mais perigoso para o mundo? É questão ambiental.
[33:26:36 - 33:33:56]:  Segundo, o que é que é mais problema de Estados Unidos? A China e o crescendo da China.
[33:33:56 - 33:42:44]:  E portanto, ele tem este discurso, é um discurso muito importante, relacionado à questão da Ucrania,
[33:42:44 - 33:53:32]:  com a questão da China que é fundamental para os Estados Unidos. Volta-me agora à questão de curso que poderá ter
[33:53:32 - 34:05:08]:  incomodado, digamos, a própria administração americana, incomodou também o governo britânico,
[34:05:08 - 34:10:12]:  incomodou o governo germânico, incomodou algo no seu lado.
[34:10:12 - 34:12:36]:  Só mais dizer que não é que foram avisados.
[34:12:36 - 34:22:04]:  Nem se que eram avisados, mas por um lado acharam, como o germano acabou de dizer,
[34:22:04 - 34:30:44]:  que foi uma manobra que ninguém estava asperem, nenhum dos comentadores, nenhum dos de quem está
[34:30:44 - 34:41:32]:  a acompanhar a guerra, tinha a noção que era possível uma manobra deste tipo, a partir de sumi,
[34:41:32 - 34:49:48]:  em vez de julgar, para proteger, digamos, o Donetsco, que tem risco e continuos combates,
[34:49:48 - 34:58:20]:  desenvolver uma manobra com uma dimensão que ultrapassou a dimensão tática, entram-me-se na dimensão,
[34:58:20 - 35:07:32]:  e era o que estava a dizer no fundo, a dimensão estratégica e até a dimensão política com consequências,
[35:07:32 - 35:19:00]:  certamente, em termos daquilo que é a relação de poderes, depois quando chegamos à altura de negociar.
[35:19:00 - 35:23:48]:  Mas essa aprendente, mas é usada, tem riscos, naturalmente.
[35:23:48 - 35:33:48]:  É uma risco selvadíssimos e continuará a ter riscos independentemente de aquilo que foi a primeira
[35:33:48 - 35:36:36]:  reação da partagos.
[35:36:36 - 35:46:36]:  E portanto, a sequência da operação, quando nos pergunta ao frequentemente, o que vai acontecer,
[35:46:36 - 35:56:12]:  certamente, Zelens que não vai dizer, mas aquilo que nós não aumenta, equacionamos, são 3 hipótese,
[35:56:12 - 36:05:56]:  a primeira, a continuar o avance até onde poder, com um grande risco em termos militares de muitas perdas,
[36:05:56 - 36:18:36]:  e eu acho que essa não é modalidade, a segunda que é conseguir através do terreno, caulem-lo rio que nós percebemos com 750 metros quadrados de diária,
[36:18:36 - 36:26:00]:  uma espécie de enclave que fecha e que ganha a poder negociar, tem poucas baças,
[36:26:00 - 36:34:20]:  em termos de militares é possível defender e a terceira que é voltar às fronteiras internacionais,
[36:34:20 - 36:41:04]:  que eu acho que não é tão provável no cenário atual, porque eu quero predicionar a paz.
[36:41:04 - 36:50:56]:  Esta é uma maneira de presionar a paz, uma maneira inteligente de fazer, com riscos em termos direitos internacional,
[36:50:56 - 36:53:16]:  que estão de viramento justificado.
[36:53:16 - 37:05:16]:  -Vamos aqui, desde primeiro de som. -Votando ao que o vice-dujal pode ser, e ele na parte final diz uma coisa que é crucial para o crânio de implementa atual,
[37:05:16 - 37:18:20]:  de estarmos a 63 dias da eleção americana, e ele se tê a churre e ela dizia, só uma coisa pior de ter que combater com aliados,
[37:18:20 - 37:27:28]:  é ter que combater sem aliados, e esperemos que posa eleção americana, o crânio não sepanha numa situação,
[37:27:28 - 37:42:04]:  sem aliados não fica porque nos tem a nós europeus, mas sabemos que o grande apoio americano é o apoio fundamental.
[37:42:04 - 37:52:20]:  -E pode ser decisivamente? -E essa é uma questão muito interessante, porque o senho aliado nunca vai ficar sem aliados.
[37:52:20 - 38:03:44]:  Aliás, o que pode acontecer na sequência de um cenário desse tipo é haver duas situações.
[38:03:44 - 38:17:04]:  A primeira de grande divisão entre os próprios aliados, fruto do posicionamento eventual do reino unido muito próximo dos Estados Unidos,
[38:17:04 - 38:23:44]:  em periodamento agora temos trabalhistas no poder, vai ser mais difícil,
[38:23:44 - 38:33:44]:  mas outras questões que se podem ter uma sequência de trem, como dizia quando a Lassarrais,
[38:33:44 - 38:47:04]:  os 4 cavaléis do Capalípsis, que era o populismo, que é o nacionalismo, o proteçãoismo...
[38:47:04 - 38:55:24]:  -Exilacinismo? -Exatamente, e o ilacinismo, e já mais virado do Baden de postados Unidos,
