[00:00:00 - 00:14:02]:  Esta semana a pedramxia traz uma ordem meta João Miguel Taváres declara-se azul e Ricardo
[04:09:32 - 04:20:48]:  O título é de receio bem que possa excitar nas redes sociais aquelas pessoas que não compreendem
[04:20:48 - 04:27:00]:  figuras de estil em geral e reunia muito em particular. Acho que é uma abrigação para
[04:27:00 - 04:37:04]:  ter Facebook. É um requisito. O título é, os pessoas portugueses não sabem ensinar.
[04:37:04 - 04:46:06]:  E a sensação que dá essa não sabem por que andam há décadas para explicar a vários
[04:46:06 - 04:52:48]:  ministros da educação. Só só um, a gente diz "ah, este tipo é burro". Não são vários.
[04:52:48 - 05:00:08]:  Os pessoas portugueses andam há décadas e tentais explicar a vários ministros da educação.
[05:00:08 - 05:05:38]:  Uma coisa simples, planta culpa no é dos ministros e também no é da matéria, porque a matéria
[05:05:38 - 05:13:16]:  é fácil entender que é "eu não tenho condições para fazer meu trabalho".
[05:13:16 - 05:19:04]:  Ora, os pessoas andam há décadas para explicar isto e não conseguem.
[05:19:04 - 05:28:18]:  Mas se bem entendir, inclusive, que estava a dizer no início, os professores agora estão
[05:28:18 - 05:37:04]:  a ser um pouco mais ouvidos. É que o segundo critério para a avaliação de sucesso
[05:37:04 - 05:43:08]:  da greve? É este da greve faz mais sucesso porque eles estão a ser ouvidos. É claro que
[05:43:08 - 05:48:58]:  aos protestos do costume, não é? Então, mas este da greve está em mudar tantas pessoas.
[05:48:58 - 05:53:54]:  É normal, não é? É justamente como é que vê a dúvida ver se a que surgiu nos
[05:53:54 - 06:03:02]:  pases públicos sobre o modelo de greve levado a cabo, nomeadamente, pelo stop. O sindicato
[06:03:02 - 06:09:42]:  é um sorvete independento que conseguiu mobilizar desanas de milhares de professores.
[06:09:42 - 06:26:14]:  Os professores e outros profissionais de educação. Eu tenho assistido a toda a gente que
[06:26:14 - 06:33:50]:  é "escançã". Todos os "escançã", os "canções".
[06:33:50 - 06:43:58]:  Os "canções". Toda que é o que é "escanção" de sindicalistas. E diz, este sindicalista
[06:43:58 - 06:52:26]:  não é uma grada tanto como... Todas, não desces. Todas, não desces. E já me está
[06:52:26 - 06:55:38]:  a chegar a uma marca de bolsa. Pois acreditem que sim, é...
[06:55:38 - 07:02:22]:  Estou de estar refredindo. Estou em nada mental e destruir a lista do público.
[07:02:22 - 07:12:12]:  Exatamente. Provo este, este não é o ideal maior de canção de...
[07:12:12 - 07:19:42]:  Não estou. Se eu dir que é a lista, é o PCP. O próprio PCP, não gosta, há pessoas que...
[07:19:42 - 07:26:22]:  Eu tenho visto pessoas muito sectárias e dizer a atenção que este tipo é um catacectário.
[07:26:22 - 07:34:54]:  É uma coisa que me agrada, a grande registar, a grande registar. E aquela frase do
[07:34:54 - 07:43:58]:  Vrest, que costuma ser até às vezes é citada para justificar coisas injustificáveis.
[07:43:58 - 07:53:18]:  Do rio que tu enrares até, etc. E às vezes, às vezes, nesta luta dos profissores...
[07:53:18 - 08:02:42]:  As margens estão imprimidas. Do rio que tu enrares, todos dizem violentos. Mas ninguém
[08:02:42 - 08:09:22]:  diz violentos às margens que eu comprema. Ora, este professores realmente tendo a ser
[08:09:22 - 08:16:14]:  comprimidos pelas margens. E as margens são feitas muita coisa. São feitas de papalada, de
[08:16:14 - 08:27:34]:  brucaracia, são feitas de falta da autoridade na sala da aula.
[08:27:34 - 08:34:40]:  Essa foi a das coisas que eu sugiri aos professores. É que deixem-te chamar assim para os professores.
[08:34:40 - 08:41:14]:  Enquanto se chamarem professores, o Ministério acha que tá tudo bem. Quando aquelas pessoas,
[08:41:14 - 08:48:54]:  muitas vezes, já não são bem professores. São engrandendidas criaturários, que é por causa
[08:48:54 - 08:56:46]:  da papalada que tem a preencher. E segurança, por causa do estáquio, estou ali, cheio, vira para
[08:56:46 - 09:04:46]:  o momento. Acho que é para o senhor. Se eu chumbar, tem que preencher uns papéis. E o
[09:04:46 - 09:12:56]:  princípio não há grande de autoridade. Mas o Ministro de Agrave não tem reflexões
[09:12:56 - 09:19:58]:  a fazer sobre os dois modelos de Agrave o da femprofe e do Sotop.
[09:19:58 - 09:37:02]:  Eu sou... É tal coisa. Tudo o que consiga produzir um efeito que vá dentro de certo,
[09:37:02 - 09:42:38]:  limitos e evidentemente. A tirar, só para tomar-te a banaliza.
[09:42:38 - 09:53:50]:  Isso calharam faz muito sentido. Mas não faz muito. Ou, por exemplo, acertar com coisas
[09:53:50 - 09:57:58]:  no Ministro. Também preferia que não oufisei sem.
[09:57:58 - 10:04:38]:  Mas... Profecar bem feita. Não tinha ser peça. E feitos?
[10:04:38 - 10:10:30]:  Não. E feitos provocável, mas às vezes acho que seriam contra o Antrecais.
[10:10:30 - 10:20:02]:  Sim. É a problema. Eu acho que neste momento, mesmo da parte da própria comunidade,
[10:20:02 - 10:27:50]:  não só escolar, mas da própria... do país. As pessoas, acho eu, são sensíveis, que
[10:27:50 - 10:35:50]:  começam a ser sensíveis aos argumentos dos professores. Porque são até o presidente da
[10:35:50 - 10:43:10]:  República disso. É ingável? É ingável? Não é possível.
[10:43:10 - 10:48:34]:  Atenção. João Miguel Tavares até se vai chegar a frente.
[10:48:34 - 10:55:38]:  Sim. Com certeza? Tá, muito endível. E agora não é o que eu crido no no
[10:55:38 - 11:02:50]:  no no-crato. Por isso pode estar avontado para como as tanciodades do no-crato.
[11:02:50 - 11:04:30]:  Saudades? Muito isso.
[11:04:30 - 11:10:14]:  Mas esta... Esta saudade...
[11:10:14 - 11:12:46]:  O Ministro de Avalhóia. O Ministro de Avalhóia.
[11:12:46 - 11:18:06]:  Eu... Eu... Eu impludir assim de outubro. Não é falhar todos.
[11:18:06 - 11:23:06]:  É verdade. Não é falhar todos. É lamentável, é legal.
[11:23:06 - 11:28:46]:  E agora convencionou-se que foi desde a Maria de Lutro Rodrigues, não é?
[11:28:46 - 11:36:56]:  Eu, por mim, tudo bem. Por mim, tudo bem. Desde aí até hoje é o que tem de
[11:36:56 - 11:50:18]:  os os
[11:50:18 - 12:01:58]:  pessoas que gritam quando duas pisam e tira a dizer, sim, mas este tipo gritou muito alto.
[12:01:58 - 12:10:18]:  Que desagredável. Não sei se é o tipo de resposta adequado.
[12:10:18 - 12:18:06]:  Depois da manifestição do sofínio de senão no passado, o governo viu-se na necessidade de apresentar
[12:18:06 - 12:25:46]:  propostas novas. Esta semana apresentou algumas, nomeadamente com tal sistema de vinculação
[12:25:46 - 12:34:06]:  de professores e quanta dimensão dos quadros de zona pedagógica, aquilo que faz com que
[12:34:06 - 12:47:26]:  os pessoas tenham de andar dezenas ou centenas de quilômetros para ir dar aulas e, portanto,
[12:47:26 - 12:54:26]:  ter de mudar de casa. Parece que eles vão me gravar, acho que o ministro ainda vai a tempo
[12:54:26 - 13:03:46]:  de aplicar esta revolta dos professores ou já centrou numa espécie de bola de neve que
[13:03:46 - 13:08:46]:  pode mesmo por ele lugar em causa.
[13:08:46 - 13:16:06]:  Eu acho que pode colocar o lugar em causa, mas a bola de neve não é específica da
[13:16:06 - 13:29:34]:  educação. A bola de neve inclui o país como um todo e, portanto, a educação vai derrasto
[13:29:34 - 13:39:10]:  na avalanche. Parece que as pessoas não podem admitir que as duas coisas acontecem
[13:39:10 - 13:46:34]:  em simultâneos, em simultâneos, que é por um lado, as pessoas têm uma razão em imensas
[13:46:34 - 13:55:26]:  das suas cães. Por outro lado, a determinar a tipo de graves, como esta coisa das graves
[13:55:26 - 14:05:38]:  aos primeiros tempos da manhã, ou então andar a patucinar os auxilheres e educativos
[14:05:38 - 14:12:18]:  para também eles fazerem em greve e não poder em brilhos de coles, isso poder seguir
[14:12:18 - 14:20:02]:  legal. O modelo de grave do stop, as duas coisas são possíveis.
[14:20:02 - 14:28:42]:  Não, a grave. As queves, como se estão assim a ser feitas, não se agressaitáveis e os
[14:28:42 - 14:34:58]:  professores têm toda. Não acho que graça essas duas coisas que tu descreveis.
[14:34:58 - 14:47:22]:  Mas o problema, nós já falamos isto aqui na semana, passada em um impasse geral, porque
[14:47:22 - 14:55:30]:  nós tivemos um enorme problema que foi o centralismo da Sintoutubre, a tal que
[14:55:30 - 15:05:46]:  tinha que ser impoludida. Este centralismo dificulta em mensos as suas ascolas. E qualquer
[15:05:46 - 15:14:10]:  pai que tem uns seus filhos não ensinem público, como é o meu caso, e logo há tudo, sabe as
[15:14:10 - 15:23:18]:  dificuldades que isso provocam, acontece, porque vezes, que há um professor, que é ótimo,
[15:23:18 - 15:31:42]:  os pais adoram, os alunos adoram. A escola adoram, o próprio que estava te continando
[15:31:42 - 15:40:06]:  naquela escola, mas não pode. Porque de repente, no próximo ano, por causa das regras,
[15:40:06 - 15:46:46]:  nós temos que rodar a pão atalado, e as pessoas perguntam, mas que se sente a ideia aqui.
[15:46:46 - 15:55:54]:  São os próprios professores que não querem o modelo alternativo, e é o da descentralização
[15:55:54 - 16:07:22]:  dessa forma de distribuição dos professores. E esse é o grande impasse, parece que está
[16:07:22 - 16:15:10]:  a graça, a famosa filósofa, que está em impasse. A grande impasse é o seguinte, é evidente
[16:15:10 - 16:23:26]:  que isto só foram compridas, há contratos, não são as que estão na lei que não são
[16:23:26 - 16:31:38]:  compridas, há vários grandes impasse. E este grande impasse que vocês estão
[16:31:38 - 16:41:50]:  a reforir. É só, agora, descentraliza-se, para descrever o processo como descentralização.
[16:41:50 - 16:52:38]:  Tem, de facto, um apelo, do professor descentralização ou descentralização? Eu prefiro a segunda,
[16:52:38 - 17:00:30]:  mas professor descentralização, na verdade, dá-se isso, como só só, a verdade, né?
[17:00:30 - 17:10:54]:  Mas professor descentraliza-se, no modelo, de repente, começa a cheirar, aquilo pode
[17:10:54 - 17:18:18]:  degenerar, né? Não porto isso. Eu primeiro não entrar aqui, eu, sim.
[17:18:18 - 17:29:30]:  Mas exatamente aquilo que Ricardo Agustre Pereira acaba de fórmula com o grande impasse
[17:29:30 - 17:38:56]:  que eu estava a falar. Porque quando nós olhamos para as capas dos últimos que é doce,
[17:38:56 - 17:46:54]:  correga da manhã, é porque há sã anos lá. Eu já não sei, se quer há doce à vontade. Todos
[17:46:54 - 17:56:54]:  os dias na capa alguma coisa que te refulha com algum governante. E sempre envolvidas,
[17:56:54 - 18:09:54]:  autaquias, corrupção, pequenas trocas de favores, ou grandes. E a gente olha para aquilo e diz,
[18:09:54 - 18:18:22]:  "pa, se é para ser assim, não é?" Se a gente espera na futura autaquias, "barra",
[18:18:22 - 18:24:46]:  "se é autaquia", a mandar nesta escola, mas vai se querer há ser um partido de cinco
[18:24:46 - 18:33:10]:  totos, porque assim que mais assim, são séculos. O que é que ele centralismo lá está? É
[18:33:10 - 18:43:18]:  século. E portanto, estamos a optar entre um centralismo século ou o risco de uma descentralização
[18:43:18 - 18:50:14]:  corrupta. Olha, venha, adiabe escolha. Pois isso é que eu digo, isso não é um problema da escola.
[18:50:14 - 18:58:10]:  Isso é um problema do modelo que o país quer mais ganhar. Em centralismo séria e descentralização
[18:58:10 - 19:03:58]:  que vê bem com mais. É isso, não é? É um pouco índio.
[19:03:58 - 19:10:58]:  Doleão. Doleão. Salve seja, polhaão. É um abraço.
[19:10:58 - 19:16:18]:  É um abraço, polhaão, cada abraço, polha. Portanto, isto é de um livro da Naquecinha Alionário.
[19:16:18 - 19:24:26]:  É verdade. É que me lida a pedramer-se aqui o aparecimento de um novo sindicato em dependentes
[19:24:26 - 19:35:58]:  de stop, já falamos, travindo agitar as águas e estará contribuir para uma constitação
[19:35:58 - 19:40:14]:  mais radical ao Ministro do Educação.
[19:40:14 - 19:54:46]:  Um ponto para a viência, dizer que muitas das reivindicações ao contrário de reivindica
[19:54:46 - 20:04:06]:  seis às vezes que nos precem corporatíveis no pior sentido da palavra, são reivindicações
[20:04:06 - 20:12:18]:  a palavra de sido metodizada. Os exigidos creem um artigo sobre isso no público de dignidade
[20:12:18 - 20:20:58]:  dos professores. Acho que isso é uma questão real nos vários pontos que já foram abordados
[20:20:58 - 20:27:38]:  no meio de pelo João Miguel. Eu tenho, por tanto, isto tem a certeza.
[20:27:38 - 20:39:18]:  Tenho dúvida sobre o novo sindicalismo já que me for isso, mas que uma vez?
[20:39:18 - 20:40:58]:  Mas também tem covelho, não é?
[20:40:58 - 21:06:18]:  Não, não tem covelho. É assim, o problema é o seguinte, é que...
[21:06:18 - 21:06:18]:  É, inclusive, é essencial. Enquanto o velho sindicalismo é a acusação é que está ao serviço
[21:06:18 - 21:17:08]:  dos partidos de que este centraço é indicado a próxima. E por tanto, ao serviço de uma
[21:17:08 - 21:21:18]:  certa ideia para o país que esses partidos têm.
[21:21:18 - 21:32:22]:  Não é uma acusação? É para o facto de... Sim, ok. Aqui o facto de ser simplesmente
[21:32:22 - 21:42:30]:  ao serviço dos interesses da classe, estar em desligados de partidos e, portanto, desligados
[21:42:30 - 21:51:28]:  de uma ideia para o país, pode criar problemas. Isto é uma observação de facto, não há uma
[21:51:28 - 22:04:26]:  crítica específica a este sindicato ou outro. Acho que é um desafio grande e acho que
[22:04:26 - 22:16:42]:  está até sido discutida, aquelas os fundos para sustentar as graves, etc. Tudo isso são
[22:16:42 - 22:26:46]:  mecanismos complicados. Agora, o ponto... As reivindicações para se me evidente de toda a gente
[22:26:46 - 22:36:30]:  que conhece professores e que eu viu, não apenas dos jornais, mas da primeira pessoa,
[22:36:30 - 22:44:50]:  aquelas histórias, não pode deixar de concordar com elas. E depois aí isto que eu já me
[22:44:50 - 22:55:22]:  disse, também não posso dizer de forma melhor que o centralismo é complicado e a decentralização
[22:55:22 - 23:08:02]:  complicada é, pelas casões, de isto ser o país que é, da centralização, ser o que
[23:08:02 - 23:18:50]:  é e do país ser o que é. Mas esta semana, houve uma tentativa do governo de pôr em
[23:18:50 - 23:29:26]:  cima da mesa algumas cartas novas, ou, por menos algumas cartas que possam mudar o jogo,
[23:29:26 - 23:44:34]:  que ainda vai a tempo, ou já se criou, ou tal, onde a indignação que já não se fica agora
[23:44:34 - 23:58:10]:  por pequenos resultados, já precisa de uma mudança drástica. Não para este acontecimento,
[23:58:10 - 24:12:50]:  porque como não são apenas uma lista de mercilharia, são reivindicações, que são caixas,
[24:12:50 - 24:25:14]:  reivindicações, são caixas estruturais sobre o lugar do professor na nossa sociedade,
[24:25:14 - 24:31:02]:  de ouvido como se tem a sequência que eu ali as coisas vai ter para trás.
[24:31:02 - 24:42:10]:  - Estou chegando a se for indignar, ou só melhor deixou-se que a indignação chegasse longe
[24:42:10 - 24:48:54]:  demais. - Deixou-se que o Estado das coisas chegasse longe demais.
[24:48:54 - 24:55:50]:  - Entregamos ao Ricardo da Roussupereira, a Pasta de Ministro da Greve, o João Miguel
[24:55:50 - 25:05:10]:  Varys Carcer desta vez ministro dos Anões e do Gigante. Quem é o Gigante que é que são
[25:05:10 - 25:11:42]:  os Anões? - Esta que não é a falo, não é minha.
[25:11:42 - 25:21:18]:  São palavras de José Eduardo Massitinhos, que foi almoçar com peda de passos cor,
[25:21:18 - 25:32:54]:  antiguidade de regente do PSD, cometador político e que antigamente não se dava bem que
[25:32:54 - 25:35:50]:  ele tinha de passos cor. - Desde o tempo da Jota.
[25:35:50 - 25:49:10]:  E no início de passos cor, ele compre meio ministro, não é uma relação, assim, então, amistosa.
[25:49:10 - 25:54:10]:  - E esta semana... - Mas parece que você tem todo distinto a público de um almoço com
[25:54:10 - 26:00:30]:  passos cor. - Sim. - Quer falar portanto dos almoços recentes de passos cor.
[26:00:30 - 26:11:06]:  - Sim. - Com os tomones públicos partilhados nas redes sociais, que relevância política
[26:11:06 - 26:18:50]:  que atribui este tipo de encontros e, sobretudo, o facto de eles estarem a ser tornados
[26:18:50 - 26:23:02]:  públicos. - É isso, os não tivessem parecer tantos
[26:23:02 - 26:32:42]:  no Instagram. A frata José do Argmertinho foi mais bombástica porque foi "farto da noinzeal
[26:32:42 - 26:41:26]:  da cabões", disse-lo, fui desabafar com o gigante que conhece.
[26:41:26 - 26:47:58]:  - E isso tem... - Irá vamos estar com o gigante no abuido aí.
[26:47:58 - 26:52:02]:  - Porque é o papo de tudo. - Eu acho que é o vente do papo.
[26:52:02 - 27:00:54]:  E de repente foram mais, por menos mais dois. No intervalo de uma semana, é evidente
[27:00:54 - 27:07:38]:  que eu não faço ideia, imagino que o peda de passos cor não controla o que é que vai
[27:07:38 - 27:14:34]:  pagar o Instagram, mas também não se devem borrecer muito com isso porque não pedia
[27:14:34 - 27:20:30]:  - Por favor, não conheço. - O dia do interesse do Dota 2, da...
[27:20:30 - 27:22:30]:  - Exato, exato. - A autorização dela.
[27:22:30 - 27:29:50]:  - Os passos cor, ele poderá estar reunir tropas com o intuito qualquer?
[27:29:50 - 27:36:18]:  - Eu acho que é um passando da que por aí. Como dizia o outro.
[27:36:18 - 27:41:14]:  - Por aí, pelo Instagram. - E pelo Instagram?
[27:41:14 - 27:51:18]:  - E pelo sustarante. E quando nós juntamos a isto? Uma entrada a P. Juntz, que partiu
[27:51:18 - 28:01:10]:  a canal à Luís Montenegro, no artigo, sobre a otanasia, no obsticulador, é difícil.
[28:01:10 - 28:07:50]:  - Mais a crítica de vários passistas à abstenção na moção de censura?
[28:07:50 - 28:12:38]:  - Exatamente. - E... - Passistas não. Até riuistas.
[28:12:38 - 28:19:54]:  - Quando nós juntamos a esta rota de censura. - É porque nós juntamos isto.
[28:19:54 - 28:26:46]:  - É, é. - O que que acontece? A acontece que mais uma vez está a acontecer
[28:26:46 - 28:35:30]:  a Luís Montenegro, aquilo que também já vimos a acontecer a Rui Rui Rio, que é começar a agrilhar
[28:35:30 - 28:46:22]:  muito rapidamente, porque não se consegue em pó. Em cima daí, colocas a camada espinho,
[28:46:22 - 28:54:38]:  que eu acho que pode ser realmente um espinho para Luís Montenegro, embarassoso.
[28:54:38 - 29:06:50]:  E depois passa escolho de fato. Ele vai andando e até a maneira como vê esta maneira como se
[29:06:50 - 29:14:50]:  apresentam o seu cabelo repado Super sexy. - Há um lado... - Não, não.
[29:14:50 - 29:19:50]:  - Não, a gente é lho entendendo a gente por normal. - Não, tá, não, é bato de tisse.
[29:19:50 - 29:25:22]:  Mas não lado quase. Aqui, mano.
[29:25:22 - 29:27:54]:  - Que bizarro. - Não, não, não.
[29:27:54 - 29:32:20]:  - A poloça irótica. - Não, nada. Não, nada.
[29:32:20 - 29:37:02]:  - Não, nada. - O giger... - Não, não, nada.
[29:37:02 - 29:41:12]:  Até porque eu acho que isto... - Perfexi. Não. Repaga.
[29:41:12 - 29:49:02]:  Pegue aí, já, já bebe daqui, nada, tá, só pode-me ir. Eu não estou. Não estou.
[29:49:02 - 29:52:58]:  Não estou. Embore, eu tenho um passo de escolha. É muito boa com a serotrata.
[29:52:58 - 29:59:14]:  - É um pouco muita gente. - Mas a gente já está me fora de uma da política. Quando...
[29:59:14 - 30:04:16]:  Ava, o homem está se quietando. Sexto que isto misture isto, não.
[30:04:16 - 30:15:30]:  Mas há um lado que eu como estás, mas até que quase um lado te juzé mógica do pé ser.
[30:15:30 - 30:20:14]:  No passos porque há um lado...
[30:20:14 - 30:26:54]:  - É uma mógica, eu antico presidente de Tuuru, Guáin. - Tu não guáin, mas que há um lado da simplicidade.
[30:26:54 - 30:32:04]:  - Sim, querou. - O lado da simplicidade do passos que há.
[30:32:04 - 30:35:58]:  - O homem é dispossado. - É exatamente, só de faltam as galinhas.
[30:35:58 - 30:39:34]:  - A maneira de comer o seu presente... - É, porra.
[30:39:34 - 30:47:38]:  E isto tem um lado positivo, porque eu acho que é genuíne, que passa a mesma assim.
[30:47:38 - 30:55:34]:  Mas há um lado também já desesperado, de ver que tanta gente suspira por ele.
[30:55:34 - 31:01:26]:  E isso é mal.
[31:01:26 - 31:07:16]:  Ou seja, eu tenho que passe escolher a engenho com a cederação.
[31:07:16 - 31:09:54]:  Acho que eu faz muita falta ao país.
[31:09:54 - 31:14:04]:  Espero que um dia ainda venham a desempenhar um papel político.
[31:14:04 - 31:17:06]:  Mas há um lado de desespero, isto.
[31:17:06 - 31:21:46]:  Que é... o que é triste?
[31:21:46 - 31:25:54]:  E eu não queria deixar de assim, não lá, isto.
[31:25:54 - 31:30:30]:  Porque a direita tem realmente que pensar bem na sua vida.
[31:30:30 - 31:39:08]:  Monto, negra terá razões de pedermos-ci para se inquietar com estas movimentações políticas
[31:39:08 - 31:40:48]:  de passo escolhe.
[31:40:48 - 31:45:38]:  - Acho que sim. - Politicas ou gastronômicas, não?
[31:45:38 - 31:53:42]:  Mesmente, de uma muitação de políticas já tinha razões para se inquietar.
[31:53:42 - 32:05:22]:  Acho que não há uma sensação de que o PSD esteja embora as chundagens até sejam
[32:05:22 - 32:11:06]:  melhores do que os que havia há um tempo.
[32:11:06 - 32:12:46]:  Não há a sessão de ter...
[32:12:46 - 32:28:32]:  - De uma de... - Sim. - De uma de... Desta sexta-feira do dia de notícias, que, mais de 60% dos portugueses, consideram, que o PSD não está preparado para ser governo.
[32:28:32 - 32:30:12]:  - Isso. - Isso.
[32:30:12 - 32:40:22]:  - A seja, mesmo que os números têm ainda a vida de uma recuperação em termos de números. - Quanto está caio, mas de monte de clima.
[32:40:22 - 32:53:52]:  Não há uma sensação exatamente. Não há sessão de que o governo cair, que pode acontecer, extremamente pode acontecer.
[32:53:52 - 33:06:40]:  Que o PSD esteja pronto, por exemplo, e evidentemente que, ao fim de sete anos de governo, PS, é normal que a sua chinquieta.
[33:06:40 - 33:28:00]:  O PSD que ele teve uma intervenção bastante direta na questão da Eutanasia, é que o plenismo monte negro respondeu quando maziar a viagem, se ele não entender.
[33:28:00 - 33:49:06]:  Portanto, sentindo secosado, evidentemente que a homosse não quer dizer nada, a homosse de comentários nas redes sociais, com teus temesciênicos, quer dizer uma coisa.
[33:49:06 - 34:08:36]:  Não são só homocínios. Portanto, são... Agora, eu não tenho certeza... tenho que falar a vista com muitas pessoas, por causa desta onda meciênica.
[34:08:36 - 34:23:00]:  Eu só estive numa sessão pública com pedrapassescoelho uma vez nos últimos tempos, e senti que realmente era na sala.
[34:23:00 - 34:32:28]:  Isso, portanto, há qualquer coisa desse gênero. - A direta. - Não vi com política que você sabe.
[34:32:28 - 34:41:34]:  Mas... - Exatamente. - Mas... não, nunca vi muito com política.
[34:41:34 - 34:47:06]:  Não, não, com política. - Com política. - Há 20 ou 22 anos.
[34:47:06 - 34:51:42]:  - Há com política. - Há com política. - Há com política.
[34:51:42 - 35:02:26]:  Há 20 anos, vi pra haver com tudo. Não é... não é... não é... não tem que ver dizer.
[35:02:26 - 35:19:10]:  Mas que é questão da memória, há uma ideia de que... que às vezes foi... também muito cruzada no jornal desta semana, a propósita ser só homosse, que é...
[35:19:10 - 35:31:30]:  não vale a pena direta a ser a polu passos, porque... com o regresso do passo também regressa, sobretudo nos iletores mais velhos,
[35:31:30 - 35:43:00]:  e eu confirmo entre muitos iletores de iletor mais velhos, que não está curado. - Precisamente.
[35:43:00 - 35:50:58]:  - E se acompanha... - Ricardo Aros, pera a ideia de quem considera que passo escolho ainda hoje...
[35:50:58 - 36:03:02]:  para a imagem do PSD, sobretudo, do iletorado mais velho, por causa do período da troca, da memória, da chamada Peste Grisalha,
[36:03:02 - 36:14:16]:  que passos escolho podem ainda ser... ativo tóxico para o PSD.
[36:14:16 - 36:26:16]:  Essa é a expressão de Peste Grisalha, faça a assistiça passo escolho, não vai falar com ele, mas é de um passo coininho, não é? É de uma outra pessoa que...
[36:26:16 - 36:37:44]:  - Não sei o quem é, de quem. - É um dos botados de castal branco. - Exato, o que é que é que esse peste que teve o no jornal, isso é isso, assim.
[36:37:44 - 36:57:12]:  A Peste Grisalha, a Peste Grisalha, pretendia de... de... deignar, deignar um conjunto de pessoas... de positivamente, são velhinhos, já não trabalham, estão ali... a receber a pensão, imagina?
[36:57:12 - 37:14:10]:  A pensão para qual trabalharam a vida toda, estão a consumir pensões, isso que é a prova, são daqui a uns os pessoas, grisalhas, que são pessoas assim meio esquecidas e tal. E não...
[37:14:10 - 37:29:28]:  - Isso não é isso, é o que faz, mas... - É raro no diagnostic, porque estas pessoas que foram designadas por Peste Grisalha, têm uma tua memória. Mas...
[37:29:28 - 37:32:56]:  - Além de que deixem-se... - Eu vou perdendo para eles... - É isso, só.
[37:32:56 - 37:51:16]:  Mas a atenção, eu também sei de casos de gris alhos, da alguns gris alhos, que esses sim ficaram desmemorriados, porque são fãs de passecôleo. Mas que serão se cofotavam no PSD, então afotaram um cadinho mais para a colher.
[37:51:16 - 38:24:36]:  Mas a atenção, eu também sei de casos de gris alhos, da alguns gris alhos, que esses sim ficaram desmemorriados, porque são fãs de passecôleo. Mas esqueceram se cofotavam no PSD, então afotaram um cadinho mais alado.
[38:24:36 - 39:04:36]:  Mas a atenção, eu espero que eu regrese e enquanto eu não regrese, tomo a votar... Mas vamos ver como o Zanóis e o Giganso. O João Miguel Tavares fica ministro do Zanóis e é vez do Pedro Messias tornar ministro da História e da Moria. Parece que está tudo ligado. Para que feita que querendo.
[39:04:36 - 39:29:36]:  Vamos falar aqui muitas vezes sobre questões ligadas às comurações dos 50 anos de Vieta e de Cicabrio. Foram anunciadas o plano das comurações, da comissão.
[39:29:36 - 39:59:36]:  E há alguns chinais que há os positivos. Os chinais positivos são, para já ainda estamos em relação a acontecimentos previntes de Cicabrio, como Cristo de Antílil, capela do rato, aula de liberal, etc.
