[00:00:00 - 00:12:00]:  Esta semana, Ricardo Araú, espereira, declara-se pobre. João Miguel Taváres sente-se perdido
[07:56:32 - 07:59:52]:  Ele pensou, "perai que vai me acontecer o mesmo".
[07:59:52 - 08:08:12]:  É uma managa de o costa não ter algum déficit para seguir mal no autoconteste.
[08:08:12 - 08:14:52]:  Porque sem estas ajudas o déficit corria o risco ficar a baixo de 1%.
[08:14:52 - 08:26:32]:  Eu quero o déficit mais, mas não tão mais que de mesme mal aspetem que as pessoas têm o mesmo de som.
[08:26:32 - 08:33:12]:  E a país do Governo enquanto a nossa castara está a ficar cada vez mais vazia,
[08:33:12 - 08:38:12]:  a que a critica do Governo está a ficar cada vez mais sério.
[08:38:12 - 08:46:32]:  E portanto, havia estes 250 milhões e vamos ver se ainda não tem que distinguir mais alguma coisa,
[08:46:32 - 08:51:32]:  porque o facto a carga fiscal é muito grande.
[08:51:32 - 09:04:52]:  O que é que eu prefaria como liberal e até que se costava se calhar que os liberais estivessem de fenda disso com mais clareza éga?
[09:04:52 - 09:14:52]:  Se calhar a vez não dá a ser empadar 250 euros aos pobres, tentava se diminuir em postes como coisas como o IFA,
[09:14:52 - 09:21:32]:  que são impostos altamente recessivos, não é recessivos que eu quer dizer.
[09:21:32 - 09:24:52]:  Querem dizer segos?
[09:24:52 - 09:51:32]:  E que são muito pobres de diciais para que são a bolsa dos mais pobres, porque evidentemente um litro dazeite com 23% de diva, com um rico, com um pobres que precisa na mesma doroso, de batata da dozeite.
[09:51:32 - 10:09:52]:  E portanto, eu preciso de manter mais geniana na carteira e a melhor maneira, eu acho que era mesmo baixando esse tipo de impostos e não ter gostado constantemente a dizer,
[10:09:52 - 10:14:52]:  "Tamo lá aqui mais amizada, tamo lá aqui mais uma esmola".
[10:14:52 - 10:18:12]:  -Presenta a República que não acenderou a medida positiva?
[10:18:12 - 10:34:52]:  -Não, isso também não é espantanada, não é? Não estamos para o momento um liberal e no atual contexto eu não estou a dizer que é medida negativa.
[10:34:52 - 11:03:12]:  -Centida, evidentemente, se tu tens o governo a embolçar tanto dinheiro de impostos, numa altura de crise que os mais pobres sejam ajudados, não parece mal, que eles se sejam ajudados como medida pontual, no sentido que se fiz esse como o PCP e o Bloco de Esquerda.
[11:03:12 - 11:16:32]:  -Estaremos aumentando aquilo que chamados a primeira era do Estado, porque isso são aumentos que ficam aqui, ou não para sempre, e o Estado não tem.
[11:16:32 - 11:43:12]:  Assim, tem que dinheiro, não sei o que vai acontecer em 2023, e nesse espécie está a ser pudo dentro, nada contara, mas lá está dentro do campeonato daquilo que são as vendidas e tributurais, daquilo que podia ser a organização do Estado e a fiscalidade do país, não é nada que mentoriais no pagueiá-lo.
[11:43:12 - 12:14:52]:  -Também é o problema da designação deste apoio, que é designado como um apoio extraordinário, que é por causa da polícia-mia, da palavra extraordinária, a gente percebe que é um apoio extraordinário, porque não é habitual, mas a palavra extraordinária parece que é uma grande coisa, de 140 euros, como aqueles escritores que escrevem péssimos livros com lobisômes e ainda assim é que a litra fantástica.
[12:14:52 - 12:34:52]:  -Piou a porque somos o apoio extraordinário, é uma palavra neutra, mas que tem uma, mas que tem uma, e eu fui a um apoio extraordinário, com isso de mesmo real, com três a real, toma lá, toma lá todos os meses.
[12:34:52 - 13:03:12]:  -E este tipo de apoio, chamado "Nerdilicóptero", por "Nerdilicóptero", que está a viver com dificuldades, criam problema à oposição, parece que criou um apoio, a oposição foi o descordar do governo, sem que isso sou demasiado, sem sensibilidade social.
[13:03:12 - 13:09:52]:  -Nesses pés, quem é aquele parece ter sido melhor nesta circunstância, a pedra mexia?
[13:09:52 - 13:33:12]:  -Pelas vezes que os amiguales explicou não há como descordado o governo no resposta imediata, vendo disponibilidade financeira, vendo uma necessidade de premento, e portanto o que se discutiu não foi tanta medida, mas a autoria da medida.
[13:33:12 - 13:51:32]:  -Mas a frase que eu tinha notado e anotado, e que agora eu vi que também foi dita, eu outra vez uma questão da autoria, tinha anotado uma frase de uma maior fraude alem, mas eu vou ir rocha disso a mesma frase, coisa que eu não tinha.
[13:51:32 - 14:21:32]:  -O vídeo que é este frase de, este pôes extraordinário, é importante para o menino de pessoas, mas ela mentava que seja preciso, que seja necessário um menino de pessoas, ou seja, que está não é óbvia circunstância das pessoas precisarem dele,
[14:21:32 - 14:58:12]:  mas um número muito elevado de pessoas, por isso é importante, esse foi o peso de pessoas que disse. -Tá bem de cessa, está pronto, está tudo, é tudo toda gente, isto é, não há direitos da autoflua pelos vistas nas frases políticas, porque eu ouvi menor farato, ali, não sei, no jornal, menor fará do outro, acho que é uma boa, porque ele vai partir de uma certa altura, a partir de uma certa problema.
[14:58:12 - 15:34:52]:  -Quê dizer, as pessoas falam, por exemplo, "Ah, nossa aqui, o Lula foi muito importante porque tira pessoas da pobreza, é um argumento, o argumento é o argumentário pro Lula", o que significa que, claro que o Brasil e o Primação que é parável, né, os temos políticos, mas quer dizer que uma marca de sucesso de um político é tirar pessoas da pobreza, se não tirar pessoas da pobreza é melhor do que dar dinheiro aos pôbres.
[15:34:52 - 16:08:12]:  -Entregamos assim ao Ricardo Aúrgose Pereira, a pasta de ministro dos direitos da autor, quando o João Miguel Tavars ainda apropós de ter entrevista de Antonio Costa, o onde foi anunciado este apoio extraordinário em entrevista à revista visão, o João Miguel Tavars quer ser desta vez ministro do guincho, por causa disso.
[16:08:12 - 16:41:32]:  -Evo no vestido extraordinário, quem se deu o liberal, quer ter de conxar um caminhar ex-alto, que o chegue, "fiquei a rede e como estávamos, os queques, quando tentamos conxar, não conseguem, não conseguem, fico a rede e que os prânted, o ruso irão popular, que o venturo consegue fazer".
[16:41:32 - 16:58:12]:  -Então, Antonio Costa, não aprecia manifestamento o estilo de início de ivalesbral e dá um conselho ao posição de direita, habituense.
[16:58:12 - 17:01:32]:  -Tum frio alto, e um dia não de jenir, não a furia.
[17:01:32 - 17:11:32]:  -Então aqui é desde o dia 30 de jené, e quando um aqui é roloher, a mituense.
[17:11:32 - 17:14:52]:  -Vamos ser quatro anos, tá vendo?
[17:14:52 - 17:21:32]:  -E a mituense é viver com aquilo que é espalhido por sugesto.
[17:21:32 - 17:41:32]:  -Então, Antonio Costa, confortablemente instalado na maioria absoluta a fazer pontaria ao posição de direita, que lações políticas retira do tom do primeiro ministro nesta entrevista à visão.
[17:41:32 - 18:01:32]:  -Eu acho que tu juisto fascinante, e sobretudo alguém que diz "tá a ver", "tá a ver", habituense "tá a ver", e depois de "tá a ver", critica os queques que guinxam.
[18:01:32 - 18:18:12]:  -E além do ver, que guinxasse, quer porque o sega lente jano, e está habitado a matança do porco, o guinxar era o que os porcos faziam na mesa da matança.
[18:18:12 - 18:28:12]:  -Petitanto, no meu caso, é um verbo que sou especialmente ofensivo e desmensável.
[18:28:12 - 18:34:52]:  -Juntar este tom, que eu acho que é inconcebível.
[18:34:52 - 19:08:12]:  -Tendem conta que nós temos a falar do Partido Socialista, que é o Partido, que acha mesmo que é o Donde Disto, que é o Partido, que acha que é o Donde do Regime já há muitos anos, que é o Partido que leva aos digmãos os pais, os os filhos, tudo,
[19:08:12 - 19:46:32]:  -Pô, o Conselho de Ministro da Dada da Vola, já o oftudo, só com o António Costa, tudo, e depois que ele tem que agarro os queques quando é, aquilo é o Partido Super Queque Nacional, é verdade que é o Disto Queque esquerda, e da medida muito sensível ao Disto Queque esquerda, mas no sua essência, o Partido Socialista é o Partido Mais Eulitista, e queque da política portuguesa, o ultrapassado é o próprio CDS, para que a gente tem estes ou de CDS.
[19:46:32 - 20:06:32]:  E para vir com eston, acho inconcebível, e depois existe o habitões, o habitões tem uma história, e com vem lembrar de que é aquela história, essa é a fase de Joros Coelho?
[20:06:32 - 20:11:32]:  -Não, ele ficou o Joros Coelho com fama dela, mas quem é o que?
[20:11:32 - 20:34:52]:  -Não, então é o Vitorinho, o Vitorinho, mas depois em fúbrero de 2015, o Joros Coelho é que esse que é que o PS leva, e o António está muito sentido, e uma conta de ar da didade, bater, melhar, habitões,
[20:34:52 - 20:56:32]:  ou seja, sempre depois do António que tem, é que está aumentando tanto com os seus modos suaves, o Partido Socialista, que a partir daí parece que são sempre lá os focados do aposento da moita, e de vez em quando o Láudio se passa isso, é todo, é todo.
[20:56:32 - 21:34:52]:  -E isto não é inacreditável, porque o habitões marcou uma geração, de uma geração política, que se está totalmente ligada, que se habituou, que está totalmente ligada a um estilo secretivo, muito agressivo para comunicação social, extremamente o persivo daquilo que são os direitos,
[21:34:52 - 22:01:32]:  e que são os libergados gigantias do povo português, e não consigo compreender como é que alguém, que foi tão próximo de Joros Coelho, que fez um esforço muito grande, no início de seu maldade, para se afastar de ele, e salvando assim o PS, uma estatua para António Coelho, não já falamos muito vezes isto aqui,
[22:01:32 - 22:28:12]:  de repente venha a lotar a este estilo, e isto não parece por que case, que é o António Coelho, que é um profissional da política, o que isto se deve, ou então é um vírus que é um bicho da maioria absoluta, que é um louquece a essas pessoas, eu não que sempre colève vantagem de isto, e acho que isto é altamente alfim possível.
[22:28:12 - 23:03:12]:  E que leitura que faz do facto António Coelho está descolhido como o único exemplo de caso realmente problemático dentro do governo nos últimos meses, desde que tu me opose, o único caso problemático que se alientado por António Coelho, o despaste de Pedro no santo sobre o nome da aeroporto, que o Primeiro Ministro revogou sem a pelo meio grave.
[23:03:12 - 23:28:12]:  Isso que é da guerra, porque foi o único que foi obrigada a fazer uma conferência de imprensa, e como ela e sentiu-se obrigada a sair, olha, eu até tive que intervir, porque ele explica o longo do mundo muito gosto, como se está-se com algum gosto, não se se teve assim tanto gosto, acho que é uma daqueles vezes que ninguém ganhou.
[23:28:12 - 24:04:52]:  Acho que ninguém ganha, mas ele explicou, ao longo do mundo da entrevista, que o resto é toda a bolha mediática, e também uma central da comunicação, da direita, tanto, que é um contudo conversa de 2005-20011, que é uma coisa que me deixa duente, mas ele explicou a doísima, mas menos ouve um caso que foi o caso pelo que eu não me senti.
[24:04:52 - 24:53:12]:  Eu compreente que os casos de os casinhos, que ele fala, são de interesse muito diverso, acaso que são realmente graves, acaso que são muito menos graves, o caso pelo que o Pedro no santo foi um caso, pode dizer grave dentro que aquilo que é lógica e política do governo, o caso Miguel, lá vez é um caso grevíssimo, e ele passa por cima dele claro, porque ele que tem a própria responsabilidade, e em primeiro lugar, é ele que temos que apontar o dedo, ao primeiro ministro.
[24:53:12 - 25:24:52]:  Agora, mais do que a substância, a substância não foi só esse caso pelo que não disseram, nós podemos passar aqui o programa toda, não lisaga aquela entrevista, até porque os seus raciocínios showbuké, que foram os reformas de trgatogagem, que ele fez, é de rebolar de riso, mas o Tum é aquilo que marque a centro vista.
[25:24:52 - 25:29:52]:  E aquilo Tum, não quer acreditar que seja um acaso?
[25:29:52 - 25:53:12]:  Primeiro ministro, se eu bem, na entrevista à visão Pedro Mexia.
[25:53:12 - 26:33:12]:  É um problema de uma pessoa que está de lugar, de uma pessoa que guinhe, e depois de várias questões de linguagem, de atitude e de desconversa, desde definir o que é que interessa ou não interessa os portugueses, claro que tudo aquilo que não interessa, que se falo, não interessa os portugueses,
[26:33:12 - 26:56:32]:  e aquela comparação absurda com, na execução de desenvolvimento econômico, nós tivemos comprando os países, com a evolução dos países mais desenvolvidos, e não com os países do nosso tamanho e da nossa grave desenvolvimento.
[26:56:32 - 27:36:32]:  Uma estranha dialéptica sobre os tempos, muito incertes, sobre os quais ele tem mensas certezas, que é uma das, vamos dizer, uma espécie que atravessa a entrevista, o PRR, que é uma ótima maneira de fazer coisas que deviam ser feitos, mesmo saiu o PRR, e eu estou a pensar, por exemplo, na cultura que eu conheço, um bocadinho melhor,
[27:36:32 - 28:24:52]:  e que se ubicadas, as coisas de linguagem impropria, os queks, o abitúes, etc. e depois, isso que o João Miguel disse, as reformas, na verdade, praticamente nada que entorno em o costa, anunciamos como reformas, são reformas, ou porque não tem a durabilidade necessária de uma reforma estrutural, por exemplo, uma das coisas que elecamente como se que foi o acordo da construção social, mas por exemplo, o aeroporto, mas já, já alguma decisão sobre o aeroporto, foi desbloqueada,
[28:24:52 - 28:46:32]:  as coisas de menor de seu superaporto, a decentralização, a sério, com a discussão que os próprios municípios, supostes beneficiários, da decentralização, têm levantado sobre competências, senhores, etc.
[28:46:32 - 29:28:12]:  E assim, e assim, importante, então, é uma entrevista, tendo enquanto eu comeu, faz que estão a lembrar, faltam quatro antes, preocupante, porque quer no tono, quer na linguagem, quer na desconversa, é uma maioria, absolutamente, não diagante, a não sei se chama de algo, diagar com o panico-lívor, nesse sentido, eu chamo muito de ilugantes, mas, pera partido, com mais de um deputado, não há de algo.
[29:28:12 - 29:46:32]:  E que influencia que diria que presumina no tono d'António Costa, o céubre-stil do animal frós, ou a lição de sante-silva sobre o goso de malhara na direita?
[29:46:32 - 30:16:32]:  Não, é o goso invidante, alguiasa, mas isso, vamos lá ver. Eu acho que aquilo que se chama a linguagem, não parlamentar, o António Costa fez de a Trina, quando disse que o ministro é ministro mesmo à mesa do café.
[30:16:32 - 30:56:32]:  Que aconteceu com o seu ex-ministro da cultura. Ora bem, a chamar a linguagem para lamentar que aquilo de cor que se deve ter nos debates no Parlamento, quando você é primeiro ministro sobre tudo, deve se manter fora do Parlamento Entanto, o primeiro ministro, devia se refriar, utilize-lo alguma desta linguagem, porque para os estudos dizem "ah, o chegue é o rivalmente populista, os queques a guinchar a sério, isto é uma linguagem no primeiro ministro".
[30:56:32 - 31:13:12]:  Com o está admite que o governo já marcou alguns gols na própria abaliza, enquanto é que estará nesta altura resultado, fora da bolha mediática.
[31:13:12 - 31:43:12]:  É difícil. É difícil, porque é um jogo em que os gols, a gols que fala mais do que outras, porque ele próprio diz que "ovam os casos e casinhos, mas ou apenas um único caso verdadeiramente grave", que é o de Pedro Número Santos.
[31:43:12 - 31:59:52]:  Portanto, o que distinguiu os casos e casinhos, do caso verdadeiramente grave, é que o caso verdadeiramente grave foi o único que não teve qualquer consequência.
[31:59:52 - 32:19:52]:  Eu imagine que do Agenian, tão membro do governo, porque se assuste pensando, tão envolvido num caso e num casinho, em princípio você e do governo, "ah, quem me dara protagonizar uma coisa no carro mais grave".
[32:19:52 - 32:34:52]:  Porque o único caso grave foi que ele não teve nenhum consequência, ninguém se admitiu, ninguém foi admitido, ninguém... Ninguém não aconteceu nada.
[32:34:52 - 32:48:12]:  Esse foi o único verdadeiramente grave segundo o elo. Os outros os casinhos, redundaram em, de missões, afastamentos, todas essas coisas.
[32:48:12 - 33:23:12]:  Eu, reparem, por causa do tal como Pedro também, notei que há aqui uma, por causa de ter que ir, eu devia ir recuperar essas imagens, só para ver o tom, porque se bem me lembro, seguir a maioria absoluta, António Costa estava com um tom muito humilde a dizer a atenção, não é por ser a maioria absoluta, que nós não vamos manter o mundo.
[33:23:12 - 33:49:52]:  São Francisco, corta para, eu lá estás a guinchar, evitura também. É muito diferente, não, é 9 meses que ele era pronto, mas foi o amor, e depois 9 meses depois... Mas é preciso, né?
[33:49:52 - 34:14:52]:  Não, mas depois foi o nasce, eles jogam em pé, foi uma intenção, como é que ele filmou o bauto smito, que começa com o Jack Nick, a eu santa a currar, com a melhor olade, os sin todos os dias, quando acorde, olha para a minha mulher e penso, quem é esta velha?
[34:14:52 - 34:26:32]:  É mais ou menos, é mais ou menos essa queda da linguagem. Só o fim de 9 meses ainda me tem me ser, me ser.
[34:26:32 - 34:54:52]:  O João Miguel Tavar, fica então o ministro do Guincho, e é vezes do Pedro Messias Tronar, ministro dos Fernómes Estremos, para voltarmos aos estragos do temporal, é relacionado a que aconteceu na semana passada a alguma mudança, assim que não o que ative.
[34:54:52 - 34:56:32]:  Não é o que ative, não é o que ative.
[34:56:32 - 35:11:32]:  Os estragos do temporal, os estragos da justão política do temporal, porque várias coisas contradiatórias preocupantes, mas menos algo mais habituales.
[35:11:32 - 35:41:32]:  Uma é a quantidade de fenômen, a melhor é a frequência de fenômen dos estremos em Portugal, parece que nos últimos 150 anos, fenômenos climatéricos que tivessem vítimas, foram 1615, o que dá a ideia, enfim, vivemos em período de estrémic,
[35:41:32 - 36:03:12]:  que os foi muito Lisboa e não só. Depois a questão é a luta por quem é que inventou o plano de d'arnagem, uma luta pela autoria, que acho que acaba na SEPA, porque claramente houve uma luta pela concretização.
[36:03:12 - 36:26:32]:  Não há luta por concretização. O Passeculpas de Presidentes e de irias presidentes, e porém foi uma... e o Passeculpas Poco Lima, como falamos, já na semana passada,
[36:26:32 - 36:46:32]:  e veritamente que foi um foi terrível o que aconteceu, mas foi muito desinspiradora do estão política quer do... quer do... quer do estão do poder do meu alimento de camarário, quer do que está no precisar.
[36:46:32 - 37:08:12]:  O temporal criou, entretanto, uma fricção entre costa e moedas com um despique sobre quem devia ter que ofrada quem, o Presidente da Câmara da Capital, fez saber que o primeiro ministro ao contrário do Presidente da República não que se ofenou,
[37:08:12 - 37:41:32]:  em momento algum, a propósito dos estragos do temporal, em Lisboa, questionado a este respeito António Costa, não apreciou a pergunta, devolvou a procedência com a revelação de que teve a sua própria casa inundada, mas não descarta a possibilidade de onde é destes, se for mesmo preciso vir a Tlucinar a moedas.
[37:41:32 - 38:01:32]:  Sou necessário contactar o que o destes é do qual é o problema. Mas porque que não fias neste caso? Deixe-se, não se preocupa com o assunto. Muito bem.
[38:01:32 - 38:16:32]:  Bom, bom do tal, vamos fazer com a pergunta. O próximo é o Õrgica do Mundo Contrúlio, e todos os vivimos na cada unidade.
[38:16:32 - 38:36:32]:  Não esquece o filet pelos Lisboetas. Estarei aqui com os Lisboetas e pelos Lisboetas. E portanto, utilizando as provas palavras até do senhor do ministro, eu penso que o Partitualista tem que saber tuar a isso.
[38:38:12 - 38:51:32]:  Costa e moedas com Lisboa de mais de água não se tufonaram quem é que tinha obrigação de ligar a quem, Pedro Messia.
[38:51:32 - 39:06:32]:  Não sei o que é este que é este que é. Não é uma crítica de tufonagem. Não é uma idiota mais pequena.
[39:06:32 - 39:11:32]:  Foi a mesma. Mas semana em que nem entrevista à visão, tem uma coisa mais grossa.
[39:11:32 - 39:34:52]:  Sem nenhuma canelada sobre túneles e planas de darnagem, não sei o que é mais. E a irritação de António Costa com moedas parece ser uma constante.
[39:34:52 - 39:46:32]:  O foram duas ocorrencias, dois fenômenos extremos esta semana. É uma coisa mais grossa.
[39:46:32 - 39:59:52]:  Não sei o que é que é. Acho que isso não é. Acho que não tem o seu papel. Mas está criado um caso?
[39:59:52 - 40:08:12]:  Se acho que a preocupa mais outras coisas que aconteceram em Lisboa do que é do caso, que é, certamente, estimável.
[40:08:12 - 40:11:32]:  Da casa de uma pessoa concreto mesmo que seja o pano ministro.
[40:11:32 - 40:26:32]:  E será caso João Miguel Taváres para a proteção civil de emitir uma alerta sobre os problemas do clima entre o Primeiro Ministro e o presidente da Câmara de Lisboa?
[40:26:32 - 40:46:32]:  Sim, mas a atenção que isto corre tudo muito bem ao senhor moedas. É daqueles casos, como ele ainda está por um tempo.
[40:46:32 - 40:58:12]:  Ninguém pode ter que vir a pontal de heras e "ah, isto tem um level todo por causa do senhor moedas".
[40:58:12 - 41:21:32]:  Ao mesmo tempo, ela parece ter um tempo de disposição mediática na tal bolha, que é muito grande. E, portanto, é sempre que é o lado de aparecer com algumas aqui em da proteção civil.
[41:21:32 - 41:33:12]:  Não vai ser na bolha, eu achei. Não, eu não sou de tu bolha. Não, não, estava a me tempo contando em o costa.
[41:33:12 - 41:54:52]:  E, portanto, nesse aspecto, é bom para ele enquanto o presidente da Câmara de Lisboa, até porque, como nós já dissemos aqui a semana passada, ele já ter dito há três meses.
[41:54:52 - 42:01:32]:  Até acho que aproveitou isso mal, que este dinheiro é o facto de um plano de drenagem e que o plano era para avançar.
[42:01:32 - 42:04:52]:  E ninguém chegou a iniciar o seu teste?
[42:04:52 - 42:14:52]:  O timing que ele se propôs para que ele está arrefeito de 2005 e tal.
[42:14:52 - 42:29:52]:  Aliás, o António Costa até é dovidana numa entrevista que ele tem na capacidade de incontrater, e é o que ele tem dentro de o timing.
[42:29:52 - 42:38:12]:  Como é que sabe-o o clima entre moedas e costas?
[42:38:12 - 42:39:52]:  Está pior do que darões para ele?
[42:39:52 - 42:51:32]:  Acho que também está pior do que nunca. O Itman não faz avisos nesse sentido, mas o que é curioso é que, por exemplo, falarem em Itman.
[42:51:32 - 43:06:32]:  Aqui uma questão que tem sido, já vividem-se suficiente, para, primeiro, depois já ter visto várias cheias em Lisboa.
[43:06:32 - 43:14:52]:  Uma das coisas que me assustaram mais quando vi Lisboa, alegada novamente, é que isto dá força a aquelas pessoas que dizem,
[43:14:52 - 43:23:12]:  "Veja, como se calhar era bom, temos um presidente que fosse almeirante, tá tudo de...?"
[43:23:12 - 43:41:32]:  Mas já vi, várias vezes, Lisboa, alegada, e já passei por vários tipos de responsável.
[43:41:32 - 43:58:12]:  O que o responsável era a IGM, era... sempre em sequência, era fogos porque não limparam as matas, cheias porque não limparam as terjetas.
[43:58:12 - 44:03:12]:  E, assim, possivelmente, era uma questão de IGM.
[44:03:12 - 44:19:52]:  A seguir, era a história da impermeabilização dos solos, não há espaços verdes, não há corredores verdes, não há este plano de...
[44:19:52 - 44:29:52]:  E, por isso, a impermeabilização dos solos, Lisboa fica num plano baixo, as águas vêm...
[44:29:52 - 44:41:32]:  Agora, são as alterações climáticas. É que estão... não se trata de negar que existem alterações climáticas.
[44:41:32 - 44:58:12]:  Mas são... passaram a ser responsabilidade das alterações climáticas, ou seja, os problemas sempre continuam, mas agora a responsabilidade mudou.
[44:58:12 - 45:09:52]:  E a pessoa que dizem assim, tanto é, que choveu mais do que nunca naquela manhã em Lisboa.
[45:09:52 - 45:23:12]:  "O IGM, o Senhor do IGM, disse assim, vinha nos preços para já, o presidente do IGM, preferer manter a cautela."
[45:23:12 - 45:34:52]:  E lembrar que o aviador deste jano não se é que o 20, e que não é normal, mas acontece várias vezes.
[45:34:52 - 45:39:52]:  Portanto, eu não sei se a gente deve precipitar-se...
[45:39:52 - 45:49:52]:  -Ela se pitar-se? -Posso que a gente, depois, já contando a precipitação, se calhar a gente popava mais um.
[45:49:52 - 45:54:52]:  É muito difícil defender que uma coisa acontece entre as vezes, não é normal, né?
[45:54:52 - 45:56:32]:  É muito difícil...
[45:56:32 - 46:03:12]:  Sim, defender uma coisa que acontece várias vezes não é normal, mas enfim...
[46:03:12 - 46:14:52]:  Mas do que isso, gostei de ver o Senhor Primeiro Ministro, responderá aquela jornalista, não se preocupa com isso.
[46:14:52 - 46:18:12]:  Não preocupa a sua linda que é bacinho.
[46:18:12 - 46:28:12]:  -E isso é tudo aqui que foi bom. -E no fim de dizer assim, olha, eu tenho a casa da gente cheia de umidade,
[46:28:12 - 46:33:12]:  e nunca subiu um confrema o Senhor Presidente da Quebra.
