[00:00:00 - 00:09:54]:  Essa semana, recarderá-os Pereira desta vez à distância de Clara e nao ditado.
[03:53:50 - 03:58:50]:  Veja-se, veja-se, claro, em são aplicações.
[03:58:50 - 04:03:50]:  O pai é o presidente da República, mas é o rebeldeçoso, o filho.
[04:03:50 - 04:17:10]:  É o já celebrado, doutor Nú, no meu filho, que esta semana foi constituída de ruído, ou melhor.
[04:17:10 - 04:25:30]:  Que esta semana, se soube que tinha sido constituído de ruído, embora já há algum tempo.
[04:25:30 - 04:35:30]:  Mas só agora que foi pública essa informação, erguido no caso, os nomados, caso das gêmeas.
[04:35:30 - 04:47:10]:  Como é que interpreta o facto de no rebeldeçosa se ter recusado num primeiro momento, parece que,
[04:47:10 - 04:55:30]:  entretanto, isso deu uma canbalhota, é comparecer na comissão parlamentar de Inquerit
[04:55:30 - 05:03:50]:  e como é que também interpreta a canbalhota que, entretanto, o advogado veio dar,
[05:03:50 - 05:08:50]:  dizendo que, afinal, ele não tinha nada recusado.
[05:08:50 - 05:15:30]:  Sim, eu espero que seja gente que faça os seus exercícios matinais,
[05:15:30 - 05:22:10]:  daqueles esticavam em os músculos, porque estão tantas das cabalhotas que, em meu caso,
[05:22:10 - 05:27:10]:  há até que, certamente, uma lombalgie e fica aqui a tecâmada, o ganto mesmo.
[05:27:10 - 05:33:50]:  Mas eu não sei se o doutor Nú, no seu filho está habituado a isso,
[05:33:50 - 05:45:30]:  porque as cabalhotas têm sido muitas, mas o silêncio é de facto insuerte, do que como se costuma dizer.
[05:45:30 - 05:47:10]:  O silêncio do filho?
[05:47:10 - 05:50:30]:  O silêncio do filho.
[05:50:30 - 06:00:30]:  Sente que eu já vou insuerte o silêncio do filho, mas que ele faz uma nota prévia, que eu acho curioso,
[06:00:30 - 06:10:30]:  que é o silêncio do filho, de uma maneira paradoxal, acho que neste momento pode estar beneficiado o pai.
[06:10:30 - 06:23:50]:  Muita gente eu fui daqueles, que isto subsaté, muitas vezes, até antes do Natal, do ano passado.
[06:23:50 - 06:37:10]:  E as pessoas diziam, mas como é que era possível que um pai, de repente, estivesse aos poucos,
[06:37:10 - 06:45:30]:  a mostrar o fostamento do seu filho, que culminou naquela famosa,
[06:45:30 - 06:50:30]:  chamamos, não foi uma conferência de impressa, mas pareceu, né?
[06:50:30 - 06:57:10]:  Que ele jantar com os jornalistas estrangeiros em Portugal,
[06:57:10 - 07:05:30]:  em que Marcelo Beldoçosa fez questão de dizer, "Ermo, é que é o meu filho".
[07:05:30 - 07:07:10]:  Foi pros críto.
[07:07:10 - 07:10:30]:  Já não me dou com ele, já não falo.
[07:10:30 - 07:20:30]:  E depois, quando foi questionado mais tarde pelo jornalista, eles expliquam, "Não, quando eu disse que não falo,
[07:20:30 - 07:27:10]:  não falo mesmo, eu já não falo com ele". E aquilo pareceu uma coisa,
[07:27:10 - 07:33:50]:  "É, mas agora, um pai deixa de falar com o filho, por causa disso".
[07:33:50 - 07:47:10]:  Mas a atuação do Dr. Nuno e o seu silêncio e aquelas imagens em lupo que nós vemos constantemente,
[07:47:10 - 07:55:30]:  também deu no aeroporto, a chegada do aeroporto, que ela disse, enquanto ele mete um microfone alfrente.
[07:55:30 - 08:07:10]:  E esta lata inacreditável, da entenda comissão de inquérito de dizer, "Não, estou aqui muito bem em São Paulo, não vou".
[08:07:10 - 08:23:50]:  Faz com que isto para mais dela rebeldoçosa começa a aturnar-se positivo neste sentido, torna-se com o conhecível, aquilo que corte de relações.
[08:23:50 - 08:30:30]:  O filho é o iman das mais ondas que...
[08:30:30 - 08:33:50]:  Eu acho que sim, eu acho que sim.
[08:33:50 - 08:45:30]:  Porque no rebeldoçosa, vamos ver, voltou a não falar. Foi através do advogado Ruí Patrício, que disse,
[08:45:30 - 09:00:30]:  "Gão comunicado para a Comissão de Quédia", ele disse que não pretendia postar qualquer opoimento, não ia ia oferecer qualquer descoelecimento,
[09:00:30 - 09:12:10]:  e que nem se quepen, sabem, fornecer qualquer opoimento, a Comissão de Quédia. Isso só fala com o Ministério de Publico.
[09:12:10 - 09:28:50]:  Ao ponto dos partidos, se terem, por uma vez, posto de acordo, e avançar com uma caixa por desobdiência, ou coisa do gênero.
[09:28:50 - 09:40:30]:  Com certeza, até por todas as quase todas as comissões de inquiédia, que nós assistimos até hoje, vão lá pessoas que já são aguídos,
[09:40:30 - 09:52:10]:  outros não são aguídos, sabemos que vão ser muito tempo breve, outros até já foram, já vieram da prisão, foi o Oliveira Costa,
[09:52:10 - 10:08:50]:  que eu acho que estava na prisão, e foi da prisão até o Parlamento para falar. Nós já são comissões, showbocásos muitas vezes policiais e criminais,
[10:08:50 - 10:28:50]:  agora claro, eles têm uma dimensão política, e neste caso, o que está em causa, essencialmente, e aquilo ame o ver que o que o Parlamento está inquiquiqui, e muito bem,
[10:28:50 - 10:47:10]:  é essa dimensão política, alguém que é filho de um presidente da República, que obviamente aproveitou o facto de ser filho para colocar todas as coinhas que nós sabemos.
[10:47:10 - 11:03:50]:  Depois dizem, não, mas eu não digo nada, nada, porque sou apenas um cidadão anônimo, então o presidente da Câmara do Comércio de São Paulo,
[11:03:50 - 11:22:10]:  é uma coisa de uma tal desfacetexta, que neste momento, se você houve uma sondagem, num rebelde sozá cabriguinha, como homem mais impupular em Portugal, acabou do terapassado, já que está alabrigado.
[11:22:10 - 11:35:30]:  E, nesse aspecto Marcel torna-se uma personagem um bocadinho mais...
[11:35:30 - 11:43:50]:  É, melhor que um paredes de idade, e tudo. Nós olhamos pelo dizer, coitado, o filho que ele foi que ganhou sorte.
[11:43:50 - 11:57:10]:  Isto tudo, e convoco o Ricardo Raúx Pereira, que não sei se já estará a parte dos últimos desenvolvimentos, isto num dia,
[11:57:10 - 12:22:10]:  em que tivemos também uma outra novidade, meio da GEM-as, esteve no Parlamento, a hora que estamos a gravar ainda está, no Parlamento, a prestar de implemento, e numa declaração inicial,
[12:22:10 - 12:45:30]:  confesso, crec que se pode por a coisa neste termo, que aquela célebre de declaração dela, apanhada, a socapa, em que eu dizia que tinha conseguido movimentar grandes poderes,
[12:45:30 - 13:23:50]:  para fazer face à situação das filhas, que essa declaração foi uma forma de vai-dada, e que isso não aconteceu, e ela pediu desculpa por ter feito essa declaração, que aliás diz ter sido obtida de forma armadilhada pela TVI, no caso, já chegou a ir esta notícia e recardo.
[13:23:50 - 13:38:50]:  Como é que, ver este desdizer daquilo que durante semanas al dimentou este fulhtin do chamado pistulão?
[13:38:50 - 13:57:10]:  Comprehensible, Carlos, no Coiseu, é o que nós dizemos uns aos outros, internados dos ambientes, a outra coisa é na comissão parlamentar de inquérito,
[13:57:10 - 14:22:10]:  é o que ele requerou para o outro rigor, digamos assim, por exemplo, aqui em Anternosa, eu digo, "Ah, que é este meus amigos, agora lá não podia mentir dessa maneira, se me estigasse a referida a vocês os três,
[14:22:10 - 14:37:10]:  é, teria de ser mais rigoroso na linguagem, né? Eu queria que ele te desculpa pela esta imagem atrás de mim, tá assim descresita.
[14:37:10 - 14:55:30]:  - Sou na vávo? - Exato. - No distinto da esco-rienta. - Se num trono, quando na verdade, sou numa sala de reuniões, aqui num apeló desculpa, e a sala fica numa catacomba.
[14:55:30 - 15:12:10]:  As minhas filhas talvez soubesse fazer isto melhor, mas eu perfeito as relações com elas porque estou a tentar seguir todos os procedimentos,
[15:12:10 - 15:22:10]:  eu também quero ser uma pessoa como deve ser. Eu não sei neste caso.
[15:22:10 - 15:37:10]:  - O que é este confissão altera em relação ao modo como publicamente se estava olhar para este caso?
[15:37:10 - 16:05:30]:  - Bom, eu não sei. Neste momento, o que é que a mãe das crianças alega ter feito porque algo coisa fez, não senti nem que o doutor meu filho disse que criou na qualidade do presidente da refletração dos câmeras do Brasil,
[16:05:30 - 16:13:50]:  para ajudar, se cidadãos para ajudar a cidadãos portugueses.
[16:13:50 - 16:28:50]:  - A mãe das crianças diz que o movimento grupo de amigos que se gerou uma onda de solidariedade, que se ganhou uma dimensão bastante grande,
[16:28:50 - 16:37:10]:  e a natural que tenha chegado também ao presidente da Câmara de Comércio e o Luzabra-Zileira.
[16:37:10 - 16:52:10]:  - É possível. É que ele apresa a Gil na qualidade. É talvez isso explica, razão que o local não quer ir a comunicação parlamentária, quem é que foi intimada, como parece ser.
[16:52:10 - 17:03:50]:  - Foi o presidente, ou foi o cidadão? É porque ele diz que a Gil na qualidade do presidente da refletração dos câmeras do Comércio.
[17:03:50 - 17:17:10]:  Só que havia aquele email, foi tornado, publicando quem se dirigia a presidente, a República dizendo que o pai pode intervir ou pode ajudar,
[17:17:10 - 17:28:50]:  e eu imagino comercial, o que ele está enaficado sobre o que ele ia pensar, porque é que o presidente das câmeras do Comércio se entende a chamar a pai.
[17:28:50 - 17:35:30]:  - É, por exemplo, ele está respondendo a chamar a pai, eu não sei.
[17:35:30 - 17:42:10]:  - Que intimidades são estas? Não tenho essas oportunidades. - Estou semanal de tratando.
[17:42:10 - 17:45:30]:  - O que aconteceu? - Ah, se.
[17:45:30 - 18:00:30]:  - Não é, é. - Estou de apoiamento. Vem se juntar a vários outros, porque o doutor não diz que no 7 no dia 7 noviembre, o que teve uma reunião, por causa do outro assunto, de Skola Serra Salos,
[18:00:30 - 18:07:10]:  e só dia 10 noviembre, aquilo envio uma mensagem à propósito das gêmeas.
[18:07:10 - 18:33:50]:  Mas uma certa diz que foi a 7, que alguma reunião por causa da gêmeas e para apresentar comprimentos, só que a Secretaria do Lacerra Salos diz que foi uma certa sala de contato do doutor no meu primeiro dia dela, foi o que ele perviu para fazer o contato.
[18:33:50 - 18:42:10]:  O que eu acho é que fazem falta, ainda bem que agora a mãe da criança está, ou fazem falta mais de poimentos,
[18:42:10 - 19:02:10]:  porque só com isso é difícil detectar um padrão. Nós precisamos do mais de poimentos com mais versões, para apesar por armos qual é a versão, tem uma percentage mais elevada do ocorrência.
[19:02:10 - 19:08:50]:  Para já, para já são 13 e são todas discrepantes.
[19:08:50 - 19:15:30]:  - Essas pessoas não só que sentavam coisa, porque aqui geralmente há muito listas.
[19:15:30 - 19:30:30]:  - Exatamente. - Pois não, mas eu faço notar, porque o acompanhé com muita atenção, o depoimento da Lacerra da Salos, que vai entrar a uma Secretaria.
[19:30:30 - 19:40:30]:  - Porque esta Secretaria pode ser a chave toda este caso.
[19:40:30 - 19:48:50]:  - Portanto quero... Os protagonistas mais interessantes nunca são os ministros meus presidentes.
[19:48:50 - 19:55:30]:  - É esta Secretaria aqui, é a Secretaria. Atenção a Secretaria.
[19:55:30 - 20:10:30]:  - Esta semana, o ovo de novos de desenvolvimentos com o tal de poimento de no rebeldeçosa, que ele é a sua recarda para já falou,
[20:10:30 - 20:32:10]:  parcialmente, no rebeldeçosa enviou um documental ministério público onde diz que se limitou a ajudar a ser dar uns portugueses na qualidade de presidenta da afetação das câmeras de comerciais e portugueses no Brasil.
[20:32:10 - 20:45:30]:  Veste caso, para investir como um caso em primeira instância judicial ou como um caso acima de tudo político.
[20:45:30 - 20:58:50]:  - Há diferença, tendem com outras protagonistas ou os possíveis portugueses ou os possíveis implicados, portanto,
[20:58:50 - 21:12:10]:  enquanto a suspensão do membro do governo, que é a suspensão do presidente da política, é o caso político.
[21:12:10 - 21:20:30]:  - O que acho estranho? - Também há uma dimensão judicial.
[21:20:30 - 21:38:50]:  - Não, por que... - É só político, é só ter sido violento com qualquer norma que fez com que passasse a frente,
[21:38:50 - 21:50:30]:  um caso não deveria ter passado a frente, tendo a sentir e da jurilico, mas está em evidentemente um contorno muito mais grave do que isso.
[21:50:30 - 22:03:50]:  - Quando eu percebo exatamente a encendida é que no rebeldeçosa se está... como é que ela está jurilando sua estratégia?
[22:03:50 - 22:15:30]:  Porque a esperemagem deão não é bom, para a imagem pode até ser bom para a estratégia, mas para a imagem deão não é bom.
[22:15:30 - 22:30:30]:  Não dá que avar com o país através do Parlamento, não parece uma estratégia ganhadora.
[22:30:30 - 22:50:30]:  E fingir que este caso não tem consequências institucionais com o familiar, seus, parece tirar a reprózula de pedra.
[22:50:30 - 23:03:50]:  Não percebo exatamente a única coisa que... a única coisa que parecida com uma estratégia é não ter nada a ver com isso e não ter nada a dizer sobre isso.
[23:03:50 - 23:12:10]:  Mas isso manifestamente não pode ser, não é possível, não é possível, tudo começa ali.
[23:12:10 - 23:47:10]:  Agora, se foi... se foi vontade de ajudar, se foi uma cunha ou uma cunha intensiva e repetida, se isso implicou diretamente de a marcha junto de membros do governo e depois de responsáveis médicos.
[23:47:10 - 24:07:10]:  Isso é outra coisa. Agora, o que eu não me pode é fingir que não aconteceu nada, que é que azer este assunto, este é um daqueles assuntos, que não é falar de uma história da bolha.
[24:07:10 - 24:13:50]:  Este é um dos assuntos que não é falar de só na bolha, este assunto é falar de nos cafés.
[24:13:50 - 24:25:30]:  Este assunto é um assunto que interessa toda a gente, mesmo por razões diferentes, e mesmo que... como o caráter de folhetia.
[24:25:30 - 24:35:30]:  Tem um caráter de folhetia, faz com que a atenção se concentra. E há uma facilidade, né?
[24:35:30 - 24:43:50]:  Sim, me envolve dinheiro público e volve ele a alguém para a frente de vida, ou não.
[24:43:50 - 25:13:50]:  E, portanto, este assunto não é um IP fenómeno, assuntos, eu estou a lembrar-me de falarmos aqui disso, de um assunto que apenas uma declaração, são um assunto que não era um assunto maior, que foi a declaração do então presente que vai a que soube as reformas,
[25:13:50 - 25:27:10]:  que foi, que eu me lembre, aquilo que jurou mais conversa de café, ou seja, quem estava discutindo aquilo não era, não era uma pedraza das pessoas que seguem a política,
[25:27:10 - 25:35:30]:  então, mas ele diz que... como ele diz que não é de que reforma não dá para, não sei o que.
[25:52:10 - 26:27:10]:  este regalmente faz sentido, e não percebo que toque, perceba as pessoas que não falam, já vamos falar isso, seguir, pela sua estratégia de inco entorgoído, sua estratégia de feza no ultraseb, na inserção judicial, mas não perceba a atitude de... vamos fugir que isto não aconteceu, vamos fugir que não tem nada a ver com isto, isto é, se é bastante estranho.
[26:27:10 - 26:52:10]:  Vamos falar disso a seguir justamente, entregamos ao João Miguel Tavares, a pasta de ministro do filho, o Pedro Messia, continuamos com ele, quer ser desta vez, ministro auto-incriminado, dispõe, portanto, a prestácia de clarações sem se remeter ao silêncio.
[26:52:10 - 27:22:10]:  Acho que nem pagavam-se uma desacilência, porque isto foi propósito, datática adotada por la Serra da Saus, o antídio secretário de Estado da Saúde, que também é o oído, no caso, da GMI-as, na audição, na comissão parlamentar de inquéria e atual caso.
[27:22:10 - 27:27:10]:  E voce, meu direto, silêncio.
[27:27:10 - 28:05:30]:  Foi esta frase mais vezes ouvida na audição parlamentar, embora o antigo secretário de Estado tenham o potado em certos momentos por responder a uma ou outra pergunta dos deputados, entendeu o critério de la Serra da Saúde nas respostas à comissão da inquéria de Pedro Messia, das respostas e dos silêncios.
[28:05:30 - 28:33:50]:  Pelo que eu percebi que era o que faz sentido, não estou na posto de todos os dados, mas o que faz sentido é que seja aquelas que ele considerou que estravazava o primo-troduto que está no Ministério Público portanto aqui, porquê perguntas que têm a colovância que não há outras que não têm.
[28:33:50 - 28:50:30]:  A certa altura do potado João Almei foi muito claro, e assim, a dizia que quando se tratava de lançar suspeitos sobre terçaio, é claro, é claro.
[28:50:30 - 29:00:30]:  Ah, também isso, mas há aqui do achoso que queria dizer uma sobre a questão do silêncio.
[29:00:30 - 29:30:30]:  O direto à silêncio é o direto real, e é um direito que faz sentido e que não tem os contórnicos que as pessoas, suspeito quando a pessoa diz, o direto à silêncio para não se incriminar, não se incriminar, não quer simplesmente dizer,
[29:30:30 - 30:02:10]:  até porque não é isso que isto é uma acontecer, acontecer, denunciar as culpas, não terminar de caso, tratando simplesmente uma coisa como estas, de nesta sede, prestar de clarações, que place sua ambigo irave, ou infelicidade, adença em as suspeitas,
[30:02:10 - 30:32:10]:  isto é claro que isto depende da habilidade das pessoas são interrogadas, da habilidade que concrepa, e portanto, isto é realmente um direito, as pessoas suspeitam deste direito, ou seja, se não quer falar por mais razões, isto não é verdade, não tem que ser verdade, mas estou dizendo neste caso como que...
[30:32:10 - 30:35:30]:  É aquela frase clássica, quem não deve não tem.
[30:35:30 - 31:00:30]:  Pois mas o direto é um pouco mais complicado que isto, outra coisa diferente é que todas as pessoas que intervieram, tirando o caso de um rebeldeçoso que... entrevei não intervindo, portanto, das pessoas que falaram,
[31:00:30 - 31:47:10]:  a la Sérdo Sal, que está mais disposto, várias vezes mesmo antes da comissão, mostrou uma tensão muito notória isto, mas, uma vez, estar tensa é normal porque é um assunto sério, não quer dizer que está já mentir, mas nunca esteve a sua, não quer parecer aqui que é os que comentar dois de expressão corporal, que aparecem nas televisões afelados egoídos,
[31:47:10 - 32:10:30]:  mas falou sempre com uma formulação daquelas com que os cuidados todos, para dizer nunca, nunca fiz isto formalmente, diretamente, este tipo de...
[32:10:30 - 32:35:30]:  E por isso pode indicar simplesmente essa cuidado, não se incriminar, ou pode indicar que tem que ser relativamente vago e relativamente formal, só pena de revelar com qualquer coisa que nós podemos o quê?
[32:35:30 - 32:45:30]:  Mas isso implicaria uma convicção minha sobre o que aconteceu, que frequentemente não tem.
[32:45:30 - 33:17:10]:  Como é que compara a nível tático, Ricardo Raúche Pereira, as atitudes distintas dos dois principais protagonistas neste caso, no rebeldeçoso, até agora se recusou a comparecer, parece que agora já indicações que poderá ter invertido essa primeira intenção,
[33:17:10 - 33:28:50]:  e lacer da salves que compareceu, mas não respondeu a maior parte as perguntas.
[33:28:50 - 33:47:10]:  Sim, bom, são duas táticas defensivas, não é isso, não há dúvida, são muito feitos, são muito fechadinhos, que há atrás, nem sequer exploram o contrataque, que parece ser o mesmo muito fechado.
[33:47:10 - 34:22:10]:  A dificuldade é saber qual das duas é mais, digamos, o que é o maior de fazer, porque ao passo que o doutor não diz, eu nem sequer apareço, e nós podemos precipitarmos para considerar que essa é a atitude, digamos, mais de respeitadora das instituições.
[34:22:10 - 34:50:30]:  Agora, se calhar é ser muito respeitadora, e o advogado já veio dizer que o final estará disponível, embora também dándo entender que vai aparecer com a tática de lacer da salves, e por tanto invocando o direito ao silêncio.
[34:50:30 - 35:13:50]:  Não sei se a tática de lacer da salves não é pior ainda, que é a dizer, como é óbvio, como pareço, nunca me passaria pela cabeça deixar o parcer, todo gostou de me ir para dizer o que.
[35:13:50 - 35:38:50]:  Isso, enfim, a mim já era mais ansiedade, eu prefiro quando eles não aparecem.
[35:38:50 - 35:42:24]: -te é CPA.
[35:42:24 - 35:46:38]:  Nous fomos que nuis ethere da Bolana de
[35:46:38 - 35:48:28]:  disappointed.
[35:48:28 - 36:12:42]:  -Amen, esse é o que está em si, certo? -Não há dúvida, não há dúvida, mas não a pessoa que não aparece reparei, duma pessoa que não aparece, não é esperada, duma que aparece, eu espero correspondar as perguntas, se ela aparece para não responder, esse é um pouco inquietro.
[36:12:42 - 36:20:28]:  -Amei, o tempo tem direita isso, Ricardo. -Pois não há dúvida, isso não há dúvida.
[36:20:28 - 36:35:04]:  -Quis que o exclarecimento sobre o que teve com o passagem de laçada de sal, o explotimento para lhe aumentar de inquéritos, vamos ver. -Eu achei altamente que ele se doura. -E-que, é, certo?
[36:35:04 - 36:43:00]:  -Claro, claro, se doura pela linguagem verbal ou pela linguagem não verbal?
[36:43:00 - 36:44:58]:  -Não.
[36:44:58 - 37:01:02]:  -Em parte de a linguagem verbal, mas não dizer nada, é uma linguagem verbal que lusa para invocar o seu digantar auxilêncio, que é ao mesmo tempo muito faladora.
[37:01:02 - 37:16:26]:  Não há maneira de utilizar a expressão, eu não vou responder a isto, para não me alto, incriminar, não.
[37:16:26 - 37:30:50]:  -Sem, 99% das pessoas menos o pedem de isso, se eu... -Estou eeu. -De acharem que o significado disto,
[37:30:50 - 37:37:36]:  signique é, olha, ele não estava lá porque se falava se estava se dignificado.
[37:37:36 - 37:45:02]:  -Mas tu que sabes que o significado não é isso, não fiz as que não sabem que se fosse o significado.
[37:45:02 - 37:48:02]:  -Não, não fiz as que não saem. -Aquitante.
[37:48:02 - 37:56:36]:  -Aquí agora vem a outra camada que para mim é mais importante todas, que é.
[37:56:36 - 38:12:50]:  -E eu ouvi dizer que o senhor tinha sido secretário e de Estado da Saúde, ou eu ouvi dizer que o senhor tinha sido deputado, ouvi dizer que o senhor é político.
[38:12:50 - 38:23:32]:  -É político, eu não suporto a conversa do político. -Para essa, o level.
[38:23:32 - 38:28:04]:  -É político. -É político.
[38:28:04 - 38:33:34]:  -É político. -Não é um cidadão, não é isso.
[38:33:34 - 38:37:34]:  -Espera a responsabilidade. -É responsabilidade.
[38:37:34 - 38:41:36]:  -Eu não posso. -É pedido com o tom, por favor.
[38:41:36 - 38:44:22]:  -Pocul caso. -É um contriminatário.
[38:44:22 - 38:50:00]:  -É porque o caso é um caso político.
[38:50:00 - 38:54:06]:  -É um caso... Aqui o que eles estão a liberar.
[38:54:06 - 38:57:36]:  -É o interesse da Comissão de Inquélito.
[38:57:36 - 39:02:36]:  -Sabe se este um crime, mas não se o estímculo... Reparem.
[39:02:36 - 39:12:30]:  -Mis me tivesse assistido a alguma espécie de crime, tendo a contar que o que está em cima da mesa, alguém acha que não?
[39:12:30 - 39:16:14]:  -Esse... -Não, estava bem atrás das grades.
[39:16:14 - 39:24:22]:  -Ah, pega lá. Eu acho que qualquer pessoa, porque sempre no meio disto, eu não tenho menor do vida.
[39:24:22 - 39:38:46]:  As pessoas todas envolvidas neste caso, estavam a tentar ajudar aquela mãe e aquelas duas crianças coitadas das mil.
[39:38:46 - 39:41:50]:  -Sim, sim. -E o que está aqui, uma dimensão de...
[39:41:50 - 39:48:24]:  -E o que tem aqui em Manaus, a gente leva muito longe.
[39:48:24 - 39:56:14]:  -Não, eu estou a dizer que a gente... -E o que tem aqui em Manaus, a gente fica bem eloquento.
[39:56:14 - 40:05:44]:  -Porque há muitos crimes até que são feitos pela vontade da ajudar.
[40:05:44 - 40:09:22]:  -Tá bem, mas repaga.
[40:09:22 - 40:17:40]:  -Tá bem... -Tá bem... -E a vontade da ajudar é louvável, mas há maneiras de ajudar certas e erradas.
[40:17:40 - 40:27:44]:  -Exato, mas a questão é a intenção conta, ou seja, não é igual, eu ou seja, é igual... -E o galo é um roubaí, é isto.
[40:27:44 - 40:35:28]:  -Não, porque, geralmente. -Puralmente conta, mas juridicamente conta.
[40:35:28 - 40:42:42]:  -Mas politicamente é um total legal, né? -Ah, porque você que eu estou a dizer que este caso é político.
[40:42:42 - 40:49:22]:  -Puridicamente? -Uma coisa é que diz a "gólio", realmente fui ali ao banco e gamai dez milhazômes.
[40:49:22 - 41:09:22]:  -Ah, porque olha que eu comprou uma ilha em engolho de jorreis. Isso é uma coisa que eu disse, olha, eu fiz tudo e porque estas pessoas precisavam de um indicamento de custa quatro milhões.
[41:09:22 - 41:24:22]:  -O seja, não é de menção priminá-la que o revanto, o revanto é o que é que estas pessoas fizeram, pago a peter em que possivelmente é uma vantagem que não te enroguem.
[41:24:22 - 41:31:02]:  -Sou o églo levando para a pessoa que é ergoída num caso e que portanto tem que ter cuidado com isto, certo?
[41:31:02 - 41:37:42]:  -Não, isto é relevante para todos os portugueses que estão a olhar para o Brasil. -Não, estou a foda própria.
[41:37:42 - 41:56:02]:  -Propropa como não. -Papso é que é ergoída, a pessoa que é ergoída sabe o que viga mesmo em sede política, é relevante para seu caso em sede jurídica e portanto há alguma escala que estão normais.
[41:56:02 - 42:01:02]:  -Mas como seja um irregitante para quem está a ver?
[42:01:02 - 42:09:22]:  -Mas quando tu faz um parelamento e é explícico, é assim, é verdade, liberta.
[42:09:22 - 42:17:42]:  -E que é dizer, tu não... -E até o revento é pece.
[42:17:42 - 42:22:42]:  -A verdade não liberta, é que é dizer. -Pó que é só ovo.
[42:22:42 - 42:31:02]:  -Ainda que tu... Eu percebo que o completamento que é que significa ali o direito, não salta ou incriminar.
[42:31:02 - 42:47:42]:  -Mas, se não houve nenhum problema, é o que pensa com qualquer pessoa, se não há nenhum problema na atuação, o que custa explicar o que as pessoas fizeram?
[42:47:42 - 42:51:02]:  -Está o ponto. -Mas...
[42:51:02 - 42:56:02]:  -Nestemente, já toda a gente tivesse chegado a isso realmente.
[42:56:02 - 43:01:02]:  -Mas tu nós não temos uma cunha, pedimos desculpa, tá? Vamos ver...
[43:01:02 - 43:04:22]:  -Mas tu não pode desgar nos dois tão boletos, tu não pode dizer.
[43:04:22 - 43:22:42]:  Eu sei porque é que ele diz isso, mas outras pessoas não sabem, tanto não devia dizer isso. Ou seja, a autonocriminação é uma coisa real e o direito auxilêce, é uma coisa real e respeitável.
[43:22:42 - 43:29:22]:  -Ah, mas as pessoas tiram consequências disso. -Tiram, é verdade.
[43:29:22 - 43:36:02]:  -Pou que o silêncio dela era seletivo, ele respondia às coisas que ainda avou um jovem.
[43:36:02 - 43:42:42]:  -E que lá faz essa coisa? -E que a resposta não se envia.
[43:42:42 - 43:47:42]:  -Mas por isso mesmo, está o prínuto das acusações e dos espetas.
[43:47:42 - 44:01:02]:  -E agora, no plano jurídico, o judicial não será redundante quando o caso está a ser investigado na justiça, estar a recorrer este inquérito parlamentar?
[44:01:02 - 44:09:22]:  -Não, de tudo. Ali acho que isso aplica, mas, uma vez a todas as condições do que a gente tem que ir.
[44:09:22 - 44:14:22]:  -Aquí está aí local. -Eu cada vez mais.
