[00:00:00 - 00:13:44]:  Esta semana João Miguel Tavarres confessa-se manço, pedram-me-sia, cento-se perusador e Ricardo
[08:44:38 - 08:47:58]:  onde finalmente ganhavam qualquer coisa que se visse.
[08:47:58 - 08:57:38]:  Agora é o contrário, as pessoas vão para a televisão para dar um salto para a política,
[08:57:38 - 09:01:58]:  realmente, coisa que eu confesso que não percebo.
[09:01:58 - 09:12:00]:  Pelo visto, a crânica criminal, já o André Ventura também fazia comentários de crime,
[09:12:00 - 09:21:26]:  pelo visto, a crânica criminal, é o sitio onde o recrutamento é mais cirrado.
[09:21:26 - 09:29:00]:  Agora, o que já é aqui em causa é o seguinte, essa é a negarcia, essa é a senhora que nós
[09:29:00 - 09:30:40]:  vimos.
[09:30:40 - 09:39:10]:  Caixas de seus adversários políticos, imagino eu, apesar de ela ainda não ser candidata,
[09:39:10 - 09:47:06]:  critem carência, sua aparência, o tom de voz e a paixão com que funda suas convicções.
[09:47:06 - 09:54:30]:  Se é isso, eu sou mesto preso assunto, não tenho confesso, não tenho nada para dizer.
[09:54:30 - 10:07:50]:  Portanto, é sobre isso que critiquam, ficaria realmente ela para a razão.
[10:07:50 - 10:17:30]:  Agora, parece que a crítica tem a ver com declarações racistas que ela traa por fredo.
[10:17:30 - 10:27:58]:  E aí, que bate o ponto aqui, ela traa por fredo e declarações racistas, segundo, há
[10:27:58 - 10:34:06]:  que usam pessoas que ela considera machistas.
[10:34:06 - 10:41:46]:  Eu, somente, sinto falta de uma acusação de homofobia, só para temperar um pouco
[10:41:46 - 10:46:46]:  essa discussão.
[10:46:46 - 11:12:26]:  Mas eu ficava, por exemplo, que é possível, uma candidata, para ser mulher, qualquer repara
[11:12:26 - 11:24:14]:  que ele seja feito, ela possa dizer que é machista, ou que qualquer consideração critânea.
[11:24:14 - 11:34:46]:  Eu confesso que não tinha supeção entre políticos da negarcia, nunca havia comentado crimes,
[11:34:46 - 11:40:58]:  e por isso não sei avaliado, que seja, não há racismo.
[11:40:58 - 11:50:26]:  Mas, enfim, até agora, do ponto de vista ideológico, eu acho que constanente de ponto.
[11:50:26 - 11:54:42]:  Vamos então a política.
[11:54:42 - 12:06:14]:  A relevância política tem o facto de ser usando a agarcia ter sido abordada por chega antes
[12:06:14 - 12:13:14]:  de se colocar e possa se vir a ser candidata para o PSD, Pedro Mugia.
[12:13:14 - 12:22:14]:  Eu sou muito novo nesse tema, porque eu televisão estar como algo, é só a partir de uma
[12:22:14 - 12:23:54]:  certa hora.
[12:23:54 - 12:28:50]:  Por tanto, desconhecia, sosa negarcia, confesso.
[12:28:50 - 12:32:34]:  Não há deitar me TV.
[12:32:34 - 12:34:14]:  Não há que dizer.
[12:34:14 - 12:37:58]:  Se você não é coacuário, mas não.
[12:37:58 - 12:49:38]:  Eu não sabia que eu não tinha comentado, mas eu não sabia que eu não tinha comentado.
[12:49:38 - 12:57:58]:  Eu não sabia que eu não tinha comentado, mas eu não sabia que eu não tinha comentado.
[12:57:58 - 13:06:18]:  Eu não sabia que eu não tinha comentado, mas eu não sabia que eu não tinha comentado.
[13:06:18 - 13:14:38]:  Eu não sabia que eu não tinha comentado, mas eu não sabia que eu não tinha comentado.
[13:14:38 - 13:22:58]:  Eu não sabia que eu não tinha comentado, mas eu não sabia que eu não tinha comentado.
[13:22:58 - 13:27:58]:  É um posto, pelos vistos.
[13:27:58 - 13:29:38]:  É uma inovação curricular.
[13:29:38 - 13:31:18]:  Sim.
[13:31:18 - 13:34:38]:  Possível candidata, não sei se foi ela.
[13:34:38 - 13:46:18]:  Mas a gente não tem essa ideia, ela que se se diz apresentar assim, mas, como ele tem graça, mais do que o que ela disse, se ela...
[13:46:18 - 13:51:18]:  Isso não é uma coisa de graças, isso é o que ela acha.
[13:51:18 - 13:54:38]:  A questão da carta de recomendação.
[13:54:38 - 14:04:38]:  Eu tenho alguns hábitos e da deletura de livros, que há livros quando são recomendados sobre a política.
[14:04:38 - 14:11:18]:  Quando são recomendados por certas pessoas na badana contra a capa, eu não compro.
[14:11:18 - 14:19:38]:  A três ou quatro figuras, por exemplo, livros são políticos que é recomendados por os chomes que nunca compro.
[14:19:38 - 14:27:58]:  Já sei, já sei, já sei, já sei. Já tem dez anos de líquidos dos chomes que...
[14:27:58 - 14:32:58]:  Portanto, e agora uma carta de recomendação do aventura.
[14:32:58 - 14:41:18]:  O aventura fez duas coisas, aparentemente ela foi "sondada por chega".
[14:41:18 - 14:47:58]:  E depois "sondada por chega". Isso é, foi "sondada como possível a candidata".
[14:47:58 - 15:02:58]:  E depois de ser indicada por estruturas locais do PSD, a André Ventura manifestou-se se a desfeita que o PSD está ir no bom caminho.
[15:02:58 - 15:09:38]:  E, para ele ser mais ou menos como a ler, o chomes que não contra a capa não quer ler o livro.
[15:09:38 - 15:19:38]:  Ve algum paralelismo João Miguel Tavares entre esta situação e aquela que deu relevância à André Ventura,
[15:19:38 - 15:27:58]:  quando foi a candidata do PSD à Câmara de Lores, e foi o trampolínio político da André Ventura.
[15:27:58 - 15:42:58]:  Doupa-lhe as pelas razões que o Ricardo já estava expor. O Ricardo que até costuma ter uma grande memória neste caso,
[15:42:58 - 15:52:58]:  não é totalmente verdade que só antigamente é que as pessoas transitavam um primeiro da política para a televisão
[15:52:58 - 15:59:38]:  e depois ainda que regressassem a política não tinham estado na televisão em primeiro lugar.
[15:59:38 - 16:09:38]:  Ora, esta ligação do mundo do que mentar e judiciá-la política já não é toda inédita.
[16:09:38 - 16:19:38]:  O que é que é que vai por exemplo ser a candidata de independente pelo PSD e o próprio Francisco Muita Flores,
[16:19:38 - 16:24:38]:  que começou a dar nas vistas além de...
[16:24:38 - 16:27:58]:  E foi presidente da Câmara de Santa Rae?
[16:27:58 - 16:36:18]:  Foi presidente da Câmara de Santa Rae, mas antes disso, inspeito da Pejota, que mentador da Sun de Esclininais e autorita laenvelas.
[16:36:18 - 16:46:18]:  E portanto, eu acho que o Ricardo sente algo em conta porque mais de a menos de dia sabe que vai chegar a vez dele.
[16:46:18 - 16:51:18]:  Vamos criar alguém por ral, pô, uma presidência da Câmara.
[16:51:18 - 17:02:58]:  Talvez você está avisado... Estou ligado a Isa Altino, talvez para se suceder a Isa Altino em 1h, não sei, peça nisso, o Ricardo.
[17:02:58 - 17:04:38]:  Agora...
[17:04:38 - 17:11:18]:  Eu sei que está cheio de vontade.
[17:11:18 - 17:14:38]:  Tudo o o...
[17:14:38 - 17:21:18]:  Agora, aquilo que está em passado no PSD é... Essa é outra parte.
[17:21:18 - 17:36:18]:  Que é parte mais chega e também um bocadinho mais deprimente por tem esse sitso, se fostela novelas, que nós jivemos no PSD e não estamos a ver, por exemplo, no PSD.
[17:36:18 - 18:01:18]:  No José Filvano veio dizer que não sabiam o que a candidata... A pronta a candidata pensava acerca, por exemplo, da questão sensível, da questão sensível, da questão sensível, de...
[18:01:18 - 18:04:38]:  Sim, que é doce-los.
[18:04:38 - 18:12:58]:  E que haviam um plano B, ainda roguem, ainda não se pronunciou sobre esta sorte.
[18:12:58 - 18:27:58]:  Essa é a história da questão que me catedófese, da maneira como ainda, a pessoa me ela atreve, não é isso que é alguma coisa apropimenta horrível que não tem nada a ver com as histórias do ventura.
[18:27:58 - 18:36:18]:  Quero dizer, não acho que esse seja o problema da sua negrecia, o problema...
[18:36:18 - 18:41:18]:  O PSD foi o problema invocado por os 10 semanas.
[18:41:18 - 18:51:18]:  Mas o problema que o PSD é, agora, tentar coisas que não sabem sobre candidatos, como há coisas que os candidatos não sabem.
[18:51:18 - 19:01:18]:  Ou seja, não sabem se que já estão anunciados e convidados, porque aparentemente ainda não manifestaram o interesse.
[19:01:18 - 19:21:18]:  E nós temos aqui a falar de essa negrecia, mas eu recordo também o caso, já que nós começamos com uma pequena deriva gastronômica, de Luis Caguito, que era o senhor que já foi deputado, do PS,
[19:21:18 - 19:47:58]:  o presidente na Assembleia em Portimão, e ficou conhecido por comer, comer, ao vivo, um papel retirado das mãos de uma pessoa da Polícia Ejudiciária, quando aparentemente estava a ser galvo de uma busca.
[19:47:58 - 19:51:18]:  E agora vai ser candidato do PSD?
[19:51:18 - 19:57:58]:  E agora vai ser um impenente apoiado pelo PSD, isso como parece em Portimão.
[19:57:58 - 20:11:18]:  Mas eu comece a ver de tudo, e esse ver de tudo é também um sintoma de fragilidade do próprio Rio também.
[20:11:18 - 20:32:58]:  Entregamos ao Ricardo Arospreira, a Pasta de Ministro do Machismo, quando a pedremixia vai ser desta vez, ministro MMA quer trocar essa sigla por biodes, pedremixia.
[20:32:58 - 20:46:18]:  É uma sigla como o Ricardo nos ensinou a todos, aqui há uns tempos, há bastante tempo já, Mixed Mersho Artes, é portanto por rava,
[20:46:18 - 20:52:58]:  - Arasmo receias por rava. - Portanto, às vezes, eu não conheço a interessa por arte marciado.
[20:52:58 - 20:57:58]:  - É do Ricardo nos descrevir, alongamento as chulas noitadas a ver por rava.
[20:57:58 - 21:04:38]:  - Bom, o Més, está em Galçânia aqui. - Com o notável entriagem.
[21:04:38 - 21:16:18]:  - Avançamos já para o que está em Galza. É o desafio lançado ao diretor nacional da PSP,
[21:16:18 - 21:31:18]:  - O Lujuis fomceca e castra, ou um juiz, suspensa pelo Conselho Superior da Magistratura, que desafio o superintendente chefe magina da Silva,
[21:31:18 - 21:47:58]:  - Diretor nacional da PSP, depois de ter vindo a público que este juiz estará monitorizado, ser monitorizado pela PSP,
[21:47:58 - 22:01:18]:  - por desafiar publicamente o uso da máscara e as regras do confinamento. O desafio aconteceu no Facebook neste termos.
[22:01:18 - 22:17:58]:  - Tem uma proposta, pós-senhora magina. Para resolvermos isto, como ele está entendendo, interessa a minha pessoa, por um lado,
[22:17:58 - 22:34:38]:  - Ela vigiar, tem que há coisa de voyeurismo e depois há um caixinha, parece uma menina que vai chorar, pode fazer caixinhas de mim.
[22:34:38 - 22:46:18]:  - Eu tenho uma proposta, posso me imaginar. E é uma proposta para resolver isto como homens.
[22:46:18 - 22:54:38]:  - E eu acho que ele deve ser, ele deve, ele deve se sumir com um local.
[22:54:38 - 23:01:18]:  - Ou seja, imagino nós, podemos, eu, eu prometo.
[23:01:18 - 23:16:18]:  - Bom, então vou dizer, galera, vou deixar proposta será, eu e o meu magina, fazermos uma luta de MMA.
[23:16:18 - 23:31:18]:  - MMA, recordo para quem não está familiarizado já o referimos, é a Cidla, que designa inglês os combatos darts merciais mistas.
[23:31:18 - 23:49:38]:  O que é que ele parece esta proposta, pedermecia vindo de um juiz direito para a resolução de conflitos na plaza pública.
[23:49:38 - 23:59:38]:  - Eu acho que é isso, porque se ilusacionalmente, a razão pela qual há tribunais, é para não resolvermos as coisas apancadas.
[23:59:38 - 24:06:18]:  - Essa é essa a razão. - Tem os conflitos, e por isso nós podemos não aproveitar a pancada.
[24:06:18 - 24:16:18]:  - Será o juiz, é sugerido, que se resolve uma coisa apancada, é innovador.
[24:16:18 - 24:31:18]:  - Esse que é um lugar é o que estou aqui ao momento de que é sempre uma coisa da alto nível, se é que se é que se é que se é que se é que se é como homem, se porta como menina,
[24:31:18 - 24:44:38]:  - Eu estava ali, eu estava a ver quando eu venho a polídeo do senhor, porque eu realmente imagino esta mesma polídeo, mas ele propôs a trazer o a polídeo.
[24:44:38 - 25:06:18]:  - E depois há um ponto que eu acho que é importante, e depois uma conclusão, e de quem é importante invocar neste caso, que as pessoas têm utilizado com muitas vezes a palavra negacionista.
[25:06:18 - 25:31:18]:  - E eu acho que é uma palavra que tem uma dimensão perigosa no sentido em que as pessoas, as pessoas que não negando a existência da doença, da pandemia, contestam do ponto de vista médico, do ponto de vista científico, do ponto de vista cívico,
[25:31:18 - 25:49:38]:  - e depois de vista político, a pertinência das medidas, a utilidade, a intensidade, e isso, desde que comprou um alê, não há, não tem problema nenhum com isso.
[25:49:38 - 26:17:58]:  - Portanto, agora, é alê, que quando existe uma alê, para compreender a alê, ponto de um noito, depois há muitas dessas pessoas que argumentam isso e há algumas congregações, não nos vamos confundir, até a protagonista unismo tem um travo de nos negacionistas do alô local, este tal tanto é uma palavra muito infamente.
[26:17:58 - 26:42:58]:  - Não, não vamos, não vamos, não vamos, não vamos, não vamos, não vamos, não vamos, não vamos, não vamos a chamar malucos, e eu digo que eu vou chamar malucos, mas depois, a gente ouviu-os a falar sobre cannibalismo e chips implantados, e não sei o que é mais, e eu ouvi a senhora dizer que o senhor não é uma menina, venha cá que eu...
[26:42:58 - 26:52:58]:  - Ou seja, eu tenho a melhor, tenho a melhor boa vontade em ingressos. - Lá já não ajudam.
[26:52:58 - 27:22:58]:  - Tem a melhor, tenho a melhor boa vontade em acertar que há pessoas que legitimamente descordam e eu estou disposto a ouvir pessoas que descordam das políticas de combate à doença e as estratégias de combate à doença, mas não os discursos que acabam com cannibalismo, o judiós não sei que...
[27:22:58 - 27:31:18]:  - O que vocês achem? - Ou a MMA? - Ou então vamos todos andar a... bancada.
[27:31:18 - 27:47:58]:  - Acho que este exemplo dos bíblicos, fom ser que Castro pode vida fazer as colas ou Miguel Tavares? - Olha, eu espero que sim, porque acho extremamente divertida, eu sou ou que por isso.
[27:47:58 - 28:07:58]:  - Atenção, nós não conseguimos passar a área do clipe, embora era mercedor, ou que paguinha é uma parte muito grande do programa, mas há no clipe várias partes que eu aprecio especialmente.
[28:07:58 - 28:34:38]:  - A primeira é quando ele faz a descrição das maletas todas que tem, ou seja, este senhor não só desafia a magina da Silva, que nota que a magina da Silva foi líder do Jogó e portanto o grupo do Jogó de Doupreções especiais da Polícia.
[28:34:38 - 28:41:18]:  Acabas, às vezes havia aqueles policios meio barrigudinhos que apareciam, mas não.
[28:41:18 - 28:54:38]:  - Parece que é o fície. - É mesmo fície, é militar da lita, mas o nosso senhor juiz diz e passa a citar.
[28:54:38 - 29:14:38]:  - E ele diz isso nesta sequência de documentário, tem uma proto-servical, não sinto uma parte dos dedos, tem tendo iníte nos dois hombros com calcificações,
[29:14:38 - 29:24:38]:  tem os dois joelhos com rotúrados ligamentos cruzados, e distra a como um passei no parque, portanto, ainda por cima.
[29:24:38 - 29:34:38]:  - A Alim, o pode haver ali uma pulsão mais óc. - E como é que interpreta a ausência de resposta por parte do visado?
[29:34:38 - 29:57:58]:  - É isso, não sei, não sei. É porque fico muito sessionado, fico muito sessionado com isto, sente que os juízos fazem um desafio integraleçado, e notam-se que ele é um homem, um homem de facto do direito,
[29:57:58 - 30:11:18]:  porque o desafio consistia que é, se imagina se ele vai perder, apesar todas as calcificações e problemas nos joelhos,
[30:11:18 - 30:27:58]:  que a senhora de Silva teria que dizer, teria que dizer publicamente, ou seja, era isso que ia acontecer, se ele perder, se comprimia essa dizer, que é um idiota, um fantástico e um pau mandado do governo,
[30:27:58 - 30:44:38]:  mas depois os juízos acrescentavam, eu não estou a dizer que ele é isso, não estou de toda dizer que é isso, agora, se ele perder, tem que dizer que este continho não hava, repetir o insulto,
[30:44:38 - 31:27:58]:  agora, deixe-me só, numa ediço de só para terminar algum apontamento sério, porque este é parte importante nisto, este senhor que é juízo, de facto, foi juízo, e é juízo desde um de março deste ano, porque ele durante 10 anos foi advogado, e ele foi advogado, pedindo licença sem vencimento, e que ele foi atribuída,
[31:27:58 - 31:42:58]:  e este é parte sério que eu não consigo compreender, eu não consigo compreender, que alguém chega ao pé do conselho superior, mas isso que eu ia dizer, agora, então, vamos ver isto aqui, eu me cadendo também,
[31:42:58 - 31:59:38]:  disse se vocês vencim, sem vencimento, vou ser 10 anos advogado, e agora pediu a utilização, altra que vezes eu alcancei o superior do meu gesto de tratura, para deixarado-se ir, voltar, para que seja juízo, e volto,
[31:59:38 - 32:39:38]:  até este senhor, e esta é parte sério de isto, é inacreditável, como uma coisa desta seja possível, não é porque é possível, ser como juízo, sendo de um praticante de modalidade, Ricardo Arospreira, cento do MMA, cento com capacidade para vir a enfrentar desafios deste, só para alcançar desafios deste for necessário, já lançou uma vez aqui no verne sombra.
[32:39:38 - 33:19:38]:  Não, isso foi provocado, Carlos foi provocado por uma pessoa da vida pública que tinha lançado um desafio, que era, neste termo aliás, era se azoomen vêm debater ideologicamente comigo, que é um desafio que eu faço sentido, não, mas tem que engendir, não é, se azoomen vamos andar abocada, isso sim, agora, agora, venho debater ideologicamente comigo não faz sentido.
[33:19:38 - 33:32:58]:  - Estou com cuidado, as pessoas que a pessoa em causa era andreventura, não podemos deixar isto só no segredo o arquivo.
[33:32:58 - 33:51:18]:  - Mas é mais reparado, como é o óbvio, a frase, se azoomen anda debater ideologicamente comigo, só podia vir de um seminarista, e portanto era o óbvio que era andreventura.
[33:51:18 - 34:16:18]:  Mas vamos lá ver, o pregeiro não sou praticante deste, eu jogo kickbox, que é outra coisa, artes marciais, mistas têm outras artes marciais, eu sou um artista, isso não é dúvida, mas mais limitar com mais que é o óbvio aliás.
[34:16:18 - 34:59:38]:  - Eu também, eu também aprendi a licença como fez o João Miguel, nós não costumamos falar a sério, mas quer dizer isto é elementável, elementável que uma pessoa, eu quero por 100€ numa gina e não há uma casa de apostas, que já tem este que me permita fazer esta aposta, não há nenhuma, ainda nenhuma tem isto.
[34:59:38 - 35:47:58]:  - Vamos lá ver, há aqui várias coisas engraçadas, a primeira, que já foi referida, é este ponderado juiz, ter precisamente na profissão que serve para as pessoas, não resolver as coisas assim, porque ele diz, falta sempre com a coisa a esta expressão, quando ele diz, "davamos resolver isto como o homem", na verdade, falta das cavernas, vamos resolver isto como o homem, de este caver,
[35:47:58 - 36:22:58]:  é assim, de facto, terá assim que se resolveu, antigamente, nós agora na civilização temos outras maneiras, e não é a atenção, é preciso recuar de facto bastante, porque isto na verdade é o que está aqui em causa, é uma conversa sobre justiça, entre um juiz e o diretor da polícia de segurança pública,
[36:22:58 - 37:09:38]:  agora as conversas sobre justiça, nós sabemos todos que é a República do Platão, começa com sócrates, na companhia do Galálco, no filho de Aristán, que era fresco, enfim, portanto vai sócrates, com Galálco, no filho de Aristán, e cruzasse com o Marco, fim de Céfalo, e começam com a sócrates o que é justiça, e começam a debater, e assim que sentem através da ironia e da meia ética,
[37:09:38 - 37:42:58]:  não é ironia, e eu tenho que ir os papo nos ventas, e que estou a seguir, como é que se imagina que uma disputa destas fica resolvida, o que é que não quer que o anteceso no fim, imagina, vela, quando se sente aqui ainda tais, 14 e 2, certo, então, ver se tinha realmente a razão 2, tinha a razão 2, está certo,
[37:42:58 - 38:07:58]:  e ainda uma melhor coisa, isto vem do juiz, quem ainda proszima, a razão pela qual eu ponte sem ironia, imagina, além de várias outras, é o fato deste senhor, não sabe o que está a dizer,
[38:07:58 - 38:34:38]:  porque tu é uma menina, ou eu tenho colegas de treino, que dão uma coça neste juiz, uma coça, e ponte 200 euros, meninas, sei sim, ponte 200 euros nas minhas colegas de treino, padarem uma coça neste juiz, isso é que eu gostava,
[38:34:38 - 38:59:38]:  porque não precisa ficar então para o compromiso analisante, é MMA, e é a vez do João Miguel Tavares se tornar ministro dos travões com ósseis em criatividade, João Miguel Tavares, com muita criatividade, com muita gente,
[38:59:38 - 39:32:58]:  a política da semana foi a decisão do governo de pedir ao Tribunal Constitucional, que fiscalize três diplomas, que o mais alto constitucionalista da razão, Marcelo Rabel de Souza, promulgou, mas, então, em conta, acho que estão de sublinhar repetidamente, que não há crise.
[39:32:58 - 40:01:18]:  Ninguém conflito com o seu Braderra Pública, nenhuma divergeza com o seu Braderra Pública, há de facto aqui um entendimento que há um conjunto de normas que há sem baleia a provou, que viola a Constituição e como tal, o entidade com o tendo para julgar a continuidade das leis, que é o Tribunal Constitucional, deve ser chamada a intervíduo.
[40:01:18 - 40:34:38]:  Primeiro ministro, garantir que está tudo bem entre Blen e São Bento, que está apenas democracia a funcionar, embora aja quem veja aqui tanto a esquerda como há direita sinais de crela em Institucional, o PSD diz que o governo está desafindo, o presidente, o bloco de esquerda considera que a guerra do executivo é com o Parlamento.
[40:34:38 - 40:52:58]:  É que há uma crela política com o Parlamento, um jogo partidário que não ajuda nada dar segurança e tranquilidade às pessoas.
[40:52:58 - 41:09:38]:  No meio desta eventual, crela entro a uma soberania, governo e Presidenta república, estão os portugueses, que não podem ser esquecidos.
[41:09:38 - 41:26:18]:  Esteg, crela, a crela não há crela, João Miguel Tavaros.
[41:26:18 - 41:42:58]:  Eu ainda acente tendrei a achar que Marcelo, ou seus, acabou ficam mais chateado do cantano e costa que tem às vezes uma flexibilidade para estas coisas muito grande,
[41:42:58 - 42:02:58]:  e por que Marcelo disse uma frase, deixou-te aí uma frase aos para isso, e que foi citado a mesma, se quer é fundo para o acima de Blen, como se é uma frase da por ele, é o direito que serve política, não é política que serve o direito.
[42:02:58 - 42:12:58]:  É daqueles que a Malta retorce de sumo cadinho na cadeira desta managa, o Iui.
[42:12:58 - 42:34:38]:  E tudo nem entre a edição desta tema estava a dizer que é o mais alto constitionalista da nação, não é? É o que tudo disse. Eu acho que Marcelo rebelde sosa realmente muitas vezes aja assim e agiu assim desta managa, só que não é o mais.
[42:34:38 - 42:49:38]:  Não tem o poder definitivo nessa matéria, era uma brincadeira com o facto de ser conhecido como constitionalista.
[42:49:38 - 43:09:38]:  É como constitionalista, como é possívelmente o presidente que menos tem recorrido, realmente, ao Tribunal Constitucional. E aqui é um caso óbvio.
[43:09:38 - 43:26:18]:  E por que que Marcelo rebelde sosa não recorra ao Tribunal Constitucional? Porque ele sabe que é que ela norma de facto é inconstitucional.
[43:26:18 - 43:41:18]:  E aqui é que está a graça de tudo isto. É a norma não, então eu falo dos três diplomas, mas estes três diplomas, depois se aja. O político que serve o depós sal jurista.
[43:41:18 - 43:56:18]:  O político que serve o depós sal jurista. E aí é que eu escrevi um texto no público onde eu dizia que Marcelo rebelde sosa teve muito mal, mas também teve muito bem.
[43:56:18 - 44:22:58]:  E este é realmente o ponto. Em termos constitionais, eu não vejo maneira daqueles após realmente qualquer pessoa que lei a famosa norma da gravão, tal há dito que não pode esquece e proposto. Ou seja, aquilo que é o que realmente nem podia ter votado e, por não ter irresponsabilidade, até que a igreja não presidente está a sembalhada república.
[44:22:58 - 44:39:38]:  Porque aquilo aumenta aquelas medidas depois, aumenta um claramente o que está no orçamento de Estado e, por tanto, é um aumento de despesa, efetivamente.
[44:39:38 - 44:59:38]:  Agora, Marcelo tem toda a razão. Quando António Costa vem fazer este seu papel, no qual ele também é especialista, que é uma espécie de papel de sono, no sentido de que não respeita a orçamento.
[44:59:38 - 45:21:18]:  Utilizar o orçamento com uma flexibilidade completamente louca é tudo aquilo que tem sido a história deste PS e deste governo desde 2015. E, portanto, também não é.
