[00:00:00 - 00:11:40]:  Esta semana, Ricardo Raús Pereira considera-se retirado.
[04:00:00 - 04:03:20]:  Ainda não é a hora de ser contado.
[04:03:20 - 04:06:40]:  Eu, uma...
[04:06:40 - 04:11:40]:  Ou sem ficar cabeça na área, ou se faz necessaria reflexão.
[04:11:40 - 04:16:40]:  E depois, as tapadas justificações também me parecem...
[04:16:40 - 04:23:20]:  Também me parecem justificados que o Carlos Brito fala em tapadas justificações.
[04:23:20 - 04:26:40]:  Porque...
[04:26:40 - 04:40:00]:  Porque se ouvos dirigentes comunistas a falar as ilestões e a sensação que temos é que eles estão a acusar o António Costa...
[04:40:00 - 04:43:20]:  Então, não é que este bandido não vai fazer política.
[04:43:20 - 04:50:00]:  Então, não é que ele vai fazer com que haja umas ilestões
[04:50:00 - 04:56:40]:  contando o beneficiário politicamente disso e o beneficiário mesmo.
[04:56:40 - 05:00:00]:  Sim.
[05:00:00 - 05:01:40]:  Exatamente.
[05:01:40 - 05:05:00]:  Bem, muito provável que isso tenha acontecido.
[05:05:00 - 05:16:40]:  É por isso que a percepção da realidade não é apenas por uma questão batática no discurso público.
[05:16:40 - 05:20:00]:  Ah, um poeje ela está.
[05:20:00 - 05:26:40]:  Eu não sei se é por uma questão batática no discurso público.
[05:26:40 - 05:35:00]:  Não parece que seja uma boa tática de dizer "ah, fomos comidos por este portalhão".
[05:35:00 - 05:41:40]:  Porque isso significa umaquelas declarações?
[05:41:40 - 05:53:20]:  Ora, ser comido por uns portalhão no jogo democrático significa que não se fez o seu trabalho em que não deve ser.
[05:53:20 - 05:56:40]:  Mas então, o Mante que segue e pode se que você não está sabendo que dá a água.
[05:56:40 - 06:01:40]:  É saber que se existe algum caminho que não seja...
[06:01:40 - 06:05:00]:  Ah, acho que é o pé de cadência.
[06:05:00 - 06:06:40]:  Não seja a própria de cadência.
[06:06:40 - 06:10:00]:  E é sério que estão mais interessantes.
[06:10:00 - 06:11:40]:  Pois é, pois é.
[06:11:40 - 06:13:20]:  A resposta é possívelmente a gente...
[06:13:20 - 06:16:40]:  Mas isso também requer uma necessária refletção.
[06:16:40 - 06:33:20]:  João Oliveira, que foi líder parlamentário e que desta vez não conseguiu ser eleito portado de esta semana ou uma entrevista a área de notícias, em que assume que não tem características para ser líder do PCP.
[06:33:20 - 06:55:00]:  Veníste, João Miguel Taváres, um sinal de que o próximo secretário-já está definido e que será João Ferreira, não João Oliveira, quando ser inventável como possível.
[06:55:00 - 07:06:40]:  O meu conhecimento daquilo que se passa dentro do PCP é absolutamente nulo.
[07:06:40 - 07:23:20]:  Não faça menóguida. Eu não tenho as pretensões de saber o que é que pensou com o Comité Central em relação a quem vai ser o futuro líder do partido.
[07:23:20 - 07:36:40]:  Até porque ainda agora acabou de existir uma solução muito inspirada, que é Paula Santos, que é a nova chefe da bancada para lamentar.
[07:36:40 - 07:43:20]:  O Parque das Pessoas é uma quase desconhecida, ela já tinha suscita.
[07:43:20 - 07:48:20]:  João Oliveira te referia o nome dela como um dos nomes possíveis.
[07:48:20 - 07:50:00]:  Exatamente.
[07:50:00 - 07:53:20]:  A gente já não tinha sido no início da semana.
[07:53:20 - 08:11:40]:  E portanto, mas é verdade que ela já tinha sué, ela é portada, também já tinha sustituído até João Oliveira na bancada, mas o Parque das Pessoas, que é a Paula Santos, que é a folha do PCP.
[08:11:40 - 08:26:40]:  Portanto, não conhecemos nada, esse é a lesão de um dos encantes do Papa Partida, um dos seus charmos muito particulares, onde se me perguntas.
[08:26:40 - 08:48:20]:  Quem vai ser o próximo líder do PCP, o João Ferrega, nós achamos isto só porque é que ele que aparece mais na televisão e parece mais fotogênico, mas a fotogênia nunca me pareceu ser propriamente a prioridade do PCP.
[08:48:20 - 09:00:00]:  Mas só foto ao dinheiro, ten sido sucessivamente candidato em vários jazelitorais, portanto, uma aposta do PCP.
[09:00:00 - 09:18:20]:  É mais recorregado quando o Jogón imedio de repenta ao mesmo carros que agravalha, quando aquelas pessoas apareçam, o carros que agravalha as mentes, que é uma espécie de mini ideal fin, porque se o Jogón imedio de pessoas já foi uma escolha super indítima.
[09:18:20 - 09:26:40]:  Portanto, numa admíliga que a próxima escolha fosse alguém que nós perguntá-semos, "Ah, é, é, é, é, é, é, isto".
[09:26:40 - 09:46:40]:  Eu fiquei bastante apontada quando o Jogón livará dizer que não tinha características para líder porque ele tem várias características que me agrado no imenso, não sei se essas características para líder são todas as que me desagrado.
[09:46:40 - 09:51:40]:  É sentido humor como se tem visto às vezes, eu acho que me ganho.
[09:51:40 - 10:10:00]:  Agora depois se calhar da boa vida, se calhar as características de líder são todas as que me agrado, são o Hortodoxy, o documentismo, que isto lás estar...
[10:10:00 - 10:16:40]:  A parenta não ter até o sentido de uma acostumada de não se arruinar.
[10:16:40 - 10:21:40]:  Isso aí, nunca é um comunista não dogmático.
[10:21:40 - 10:25:00]:  Pois é isso, mas não sei.
[10:25:00 - 10:50:00]:  A esquerda, acho que era do PS, está a passar por um momento difícil depois de rota que sofreu no dia 30 de janeiro, onde é que vê maior capacidade de reação à adversidade pedra-mexia, no PCP ou no Bloco de Esquerda?
[10:50:00 - 11:00:00]:  No Bloco de Esquerda porque há uma porusidade muito maior, ou seja, há uma porusidade que tem as positivos inigativos.
[11:00:00 - 11:16:40]:  Isto é o Bloco de Esquerda sempre esteve próximo nos últimos anos, particularmente a Estados Unidos, próximo daqui a aproximar a a esquerda do PS.
[11:16:40 - 11:36:40]:  O que significa que em circunstâncias com estas últimas eleições uma parte significativa do Bloco que está na transferiu para o PS sem grandes dificuldades,
[11:36:40 - 11:51:40]:  mas também significa que uma grande parte da agenda do Bloco ou uma parte do Bloco, é bem vista no PS, sobretudo pela geração mais nova.
[11:51:40 - 12:00:00]:  E portanto, tem os dois efeitos neficos e progiscial da porusidade.
[12:00:00 - 12:16:40]:  O partido comunista, uma questão bastante diferente, e a questão foi abordada pelos entrevistas que foram andadas na última semana pelo João Levera e vocês já mencionaram e plantou a New Flip,
[12:16:40 - 12:28:20]:  que é o gás de um portato que, infelizmente, falta o parlemento, não fica como João Levera, mas o autônio Flip era um portato particularmente qualificado.
[12:28:20 - 12:46:40]:  É em que o Antônio Flip falava da questão das classes sociais, ou seja, em que medida é que sendo o partido comunista, um partido até certo ponto pelo menos,
[12:46:40 - 13:05:00]:  um partido de classe que se dirige a terminar das faixas do eleiturado, qual era o preço eleitural apagar, por essas faixas do eleiturado estarem em dissulsão ou desaparecimento.
[13:05:00 - 13:28:20]:  Esse era o ponto número 1, e o ponto número 2, que é muito interessante, mas não sei ser muito produtivo, que era uma observação que o João Levera fazia sobre a força do partido, a força eleitural do partido,
[13:28:20 - 13:40:00]:  e ele dizia que isso não era muito importante, porque o partido mesmo quando estava na clara de estinidade, não deixou de existir.
[13:40:00 - 13:58:20]:  Este argumento, claro que é um argumento, evidentemente, emocional, imítico, histórico e tudo mais, mas, no ponto de vista da democracia, não tem muito sentido.
[13:58:20 - 14:20:00]:  Mas o partido não existe sempre como poder sindical, mas um partido que não está no Parlamento não quer dizer que não existe, mas não tem grande eficácia política,
[14:20:00 - 14:41:40]:  se pode dizer que o CDS está na clara de estinidade, não é? Não existe, mas a história do Parlamento é importantista, essa ideia trans-democrática ou trans-histórica, que o partido comunista não dependa dos resultados eleiturais,
[14:41:40 - 15:01:40]:  embora se conseguia perceber pelos especificidades do partido, o ponto de vista democrático não faz nenhum sentido, porque quem não está no Parlamento não existe do ponto de vista da provar lá, por exemplo.
[15:01:40 - 15:25:00]:  Por enquanto o PCP ainda está no Parlamento, e também também tem a força autárquica e a força sindical que lhe dão, apesar de tudo algum poder, que o bloco de esquerda, no caso, não tem.
[15:25:00 - 15:50:00]:  João Leverão, João Leverão vai ver só o limite, que, mesmo que não acharíamos de isso, eu percebo isso, o ponto de vista do orgulho, para a história do partido, mas é um raciocínio estranho, o regime parlamentar, enfim.
[15:50:00 - 16:08:20]:  Talvez vai lá para tentar referir brevemente a crise interna no pan com uma onda de missões e com um ataque frosse do ex-líder, a líder atual.
[16:08:20 - 16:20:00]:  Será de mal gostar de pedirmos que o partido liderado por inestros da real está transformado num saco de gatos?
[16:20:00 - 16:43:20]:  A relação ao pan, acho que são muito... Uma sempre foi evidente desde o início, é um partido que tem uma poluição prohibição niste enorme, portanto é um partido com os james autoritários muito significativos.
[16:43:20 - 17:10:00]:  E a quantidade de acusações de autoritarismo, a vovar de ambos os lados, já ali as coisas que os ex-tupotados e oinotupotados, é muito significativa.
[17:10:00 - 17:36:40]:  E esse condo lugar, ainda estudo a real, tentou passar de agenda meramente ambientalista e sobretudo animalista, para um partido que, como ela disse, essa altura podia ter milistros para todas as pastas.
[17:36:40 - 17:56:40]:  Ao mesmo tempo, que o PMD de todas as pastas não sabia ser a descarida da sera direita, estaria disposto a viabilizar um governo descarida da direita. E, portanto, esse salto foi maior que a perna como aliás, provou.
[17:56:40 - 18:41:40]:  Entregamos ao Ricardo Arouss para a pasta de ministro de Rota, quanto ao João Miguel Tavar, quer ser desta vez, ministro de lei e leitural, a lei que ainda, na inestração interna de sexta semana, precisa de ser alterada. Entende, deu essas declarações ao João Miguel Tavar, apenas como reação à controversa e da contagem dos votos inmigrantes, ou parece que ministro estava a sugerir alterações mais profundas.
[18:41:40 - 19:08:20]:  Ela não clara e ficou, eu espero que as alterações sejam mais profundas. Desculpe, só explicar o que aconteceu nos curtinhos do votos inmigrantes, mais de 80% dos votos do Círculo da Europa foram anulados, foram pro alício, por não viren acompanhados de foto ao copio do cartão de cidadão.
[19:08:20 - 19:20:00]:  Mas os votos de fora da Europa, nas mesmas circunstâncias, foram aceitos, compreendo esta discrepância de criterios?
[19:20:00 - 19:53:20]:  Não, nem ninguém achou aquilo que se passou, foi a todos os títulos lamentável, foi mais uma vez a classe política afalhar nas suas obrigações mais básicas, desde logo porque sabia que este problema insistia, desde pelo menos de 2019, não se fez nada para o corrigir ou alterando a lei e leitural,
[19:53:20 - 20:33:20]:  porque há questões práticas, como seja, daquilo que eu pudo ouvir, existem países onde, por exemplo, tirar uma foto ao copio do cartão de cidadão, nem sequer é legal, e portanto é evidente que não se pode estar a exigir, que há javotes de cidadãos portugueses nos tranjego, que estão obrigados a apresentar uma foto ao copio do cartão que não podem ter que ir no país onde vivem, quer dizer coisas como estas.
[20:33:20 - 20:58:20]:  Portanto, mas não é legal, já houve uma eligazma enorme no exterior do que o que está a menúrrel leitão marcos, a dizer que não é legal pedir a foto ao copio do cartão de cidadão.
[20:58:20 - 21:23:20]:  É legal, mas todos a gente faz isso. Alguns desses leitores vivem em países, se utilizarem.
[21:23:20 - 21:51:40]:  A questão é que hoje a gente parece que existe até várias formas de garantir que aquelas pessoas, por mais tecnológicos, não estão propriamente alregabar o seu voto, onde estar, a utilizar, metros, que realmente já são muito antigos, não faz qualquer sentido.
[21:51:40 - 22:38:20]:  E o que não faz absolutamente nenhum sentido em cima disso é que nós temos de rependo uma participação aleitogal, recorda as pessoas que estão fora das países, que fazem uma absoluta questão de participar na vida política do país do qual se afastaram, parecemos uma pessoa de ordinário, e depois agarrarem 150.000 votos e atingá-los por que a chote do lixo numa confusão em que PSP esteve em acordado uma coisa e depois a última dora já não tinha acordado.
[22:38:20 - 22:50:00]:  Portanto, é pena que só se falam da agregora, já se havia de mudar, mas por favor muitos, muitos. Eu acho isso absolutamente essencial.
[22:50:00 - 23:08:20]:  Mas você vai entender a mudança de não se deve ficar por aí? Não, a mudança não se deve ficar por aqui, ou seja, a gente aqui é uma questão dos votos desemigliantes, muitos dos quais aliás parece que nesse rei receberam os bolotinhos para poder enfotar.
[23:08:20 - 23:56:40]:  As queixas abundam nas mais variadas áreas fora de Portugal, agora dentro de Portugal, na minha... enquanto portá-la de grence, um portá-la de grence orgulhoso e portanto, alguém que nasceu no distrito que hoje em dia só já tem dois portados, eu quero chamar a atenção para que o Chida damos portá-la e de bragança, deèvora, de beija, de guarda, que andou ele dejeiro.
[23:56:40 - 24:11:40]:  E, ele dejeiro, dois ou três portados. Também tem direito de votar a área, no bloco de esquerda, nem na sítiva liberal e em quem desaparece.
[24:11:40 - 24:26:40]:  Ora, com esta representação de dois portados ou três portados, o que significa que os votos dessas pessoas vão imediatamente pouco a gente, o pouco a gente do lixo.
[24:26:40 - 24:45:00]:  Essa questão levanta a outras, não vamos ter de tempo para debater isso aqui, evidentemente, mas se houver um circo nacional sem representação direta dos distritos,
[24:45:00 - 24:55:00]:  o que acontece é que esses votos se diluem no todo nacional e não há sequer os representantes dessas regiões no Parlamento.
[24:55:00 - 25:10:00]:  Serto, mas existe forma certamente inteligente de fazer um ciclo de compensação nacional que seja inteligível, não é, evidentemente, agora diz a agrega.
[25:10:00 - 25:30:00]:  Então, portá-la de gringo dos portados, então se fica só com um, quer dizer, evidentemente que tem que retirar esses votos, possivelmente, ainda que pucos dicando as cidades mais populosos e os chicos mais populosos.
[25:30:00 - 25:56:40]:  E certamente, com algum bom senso se consegue isso, eu não sei que é de que esse ciclo de compensação tenha que ser especialmente grande, pode não ser, pode ser algo que parece como exista hoje em dia, de fora da Europa e na Europa, estamos a falar de quatro portados,
[25:56:40 - 26:11:40]:  mas pelo menos esses fossem esses quatro portados, dava uma sensação de justiça que não existe neste momento, a um portão de gringo só alguém devora ou alguém de beija,
[26:11:40 - 26:30:00]:  e quando vai votar, se não quiser votar em bloo, no PSD e no PS, sabe que o seu voto vai acabar no cachorro de polichis, isso não é, não parece justo.
[26:30:00 - 26:38:20]:  Qual é o aspecto da lei eleitoral que ele parece mais urgente alterar, Pedro Messia?
[26:38:20 - 27:00:00]:  Foi isso que você já refri, não é, é o ciclo de compensação, porque é pouco saudável que a Aja dizendo as minhas ou até centenas minhas, por causa, estão os partidos pequenos, todos os humanos tiveram bastante menos votos.
[27:00:00 - 27:26:40]:  Mas que não sejam, que os votos a jornalidade fora, mas sobre tudo, mas, importante o que isso foi que já foi conferido, que são os ciclos pequenos onde na prática são só dois partidos que elegemos, nós vamos ver o interior,
[27:26:40 - 27:48:20]:  Portugal praticamente só a PSD, e PS, nesse que era a horizonte, que isso seja, no passado já não foi assim, mas neste momento não é a horizonte que isso está estecedo, e por tanto é, acho que isso é bastante evidente.
[27:48:20 - 28:13:20]:  Mas também é bastante evidente, número 1, que não vai acontecer nada, neste domínio já, já apareceu nos jornais que os molasses sileniturais que o PSD, a editora, pensou que já descistirelam, porque é, agora, é, não é uma prioridade.
[28:13:20 - 28:28:20]:  Também parece, desde 2015, inscrito a ideia dos circunso-unos inominais, como uma possibilidade.
[28:28:20 - 28:48:20]:  Também parece evidente, como sou a parecer me evidente, que os circunso-unos inominais, que em teoria até algumas vantagens, não sei exatamente se era a solução portuguesa, mas avisada,
[28:48:20 - 29:21:40]:  não vai falar disso no outro circunstância, mas não seria uma forma, acho que algumas reformas que as pessoas são boas, ou melhor, estemos os jornais que podem ser bons, e algumas que vão desde nos circunso-uninominais, até aquelas listas por preferência, etc.,
[29:21:40 - 29:51:40]:  mas não são o serimento adequadas, ou eleturar português, não pro eleturar português, ser a renda do que os outros, mas porque precisar de dar uma certa lógica e uma certa tradição, que não convém quebrar experimentalmente, só se avançar funciona, é um assunto demasiado sério,
[29:51:40 - 30:16:40]:  agora tem que ver uma compensação, não é possível, e leição após eleição, aquelas coisas que acontecem do gênero, como aconteceu por exemplo CDS, teve mais votos que o livro e o pan, e não é o genio do portado,
[30:16:40 - 30:56:40]:  é sempre que faz parte do sistema, porque acontecem, porque é normal que acontecem, mas que criam uma espécie de dissonância crocoditiva nos iletores que não compreendem, desajuste desse, não compreendem que um partido que fica quase e leger em cinco círculos, não e leger, não tem nenhum portato,
[30:56:40 - 31:11:40]:  pode ficar em cinco círculos, não tem nenhum portário, e a maneira de coviger.
[31:11:40 - 31:31:40]:  O PSD insistiu no programa eleitoral, que apresentou as últimas eleições na necessidade de valorizar os votos, e ainda é a velha ideia de roir rio de deixar cadêiras vazias no emissígulo, peda-me xia.
[31:31:40 - 32:20:00]:  Lá está a mudar, ou a a a a melhor, ou a nova lapena carnaval, isso dos votos porém que examem coisa bastante ridículo, por isso aqui eu digo que há e tem evido várias espéries pessoas, portáticos e estudos que têm proposto alterações ao sistema eleitoral, mas hoje duas uma, não é uma vala penacera, ou tão complexo e tão experimental, que não há qualquer garantia que funciona, ou tão absurdi para o polista como estas cadêiras vazias, que a minha dá uma, parece uma performance, não parece um sistema de fio,
[32:20:00 - 32:35:00]:  até porque respeitando os votos brancos teria de respeitar também os votos nulos, e portanto além das cadêiras vazias, que a galera atras confeiança das caldas.
[32:35:00 - 32:46:40]:  Existe, é uma velha ideia, porra, que fazemos termos de performáticos, mas que a ideia era de que fazemos.
[32:46:40 - 32:50:00]:  O desenho que fosse mais desenhado, não é?
[32:50:00 - 32:53:20]:  Que é o desenho de prese?
[32:53:20 - 33:08:20]:  Será que há um modelo abstrato ideal para este tipo de legislação recardar os prer, ou ela estará sempre condicionada, inevitablemente aos cálculos perdas e ganhos dos preros.
[33:08:20 - 33:11:40]:  Os partidos que vocês discutem?
[33:11:40 - 33:25:00]:  Eu por uma meia-se, são esses cálculos perdas e ganhos, e claro que devia haver um modelo abstrato, é assim que as leis são.
[33:25:00 - 33:41:40]:  E este caso é especialmente escandaloso, é uma coisa que parece que neste mesmo episódio isso verifica,
[33:41:40 - 34:01:40]:  que é uma posição do PSD que não se percebe bem, que primeiro é uma coisa depois acaba a ser outra e tal.
[34:01:40 - 34:21:40]:  Mas sim, eu acho que, neste caso é especialmente escandaloso, toda a gente fala em combater a abstrensão, alguns, por exemplo, acadernos eleiturais em que há mortos que não conseguem votar.
[34:21:40 - 34:46:40]:  E desagiar e votar, isso é qualquer um, não é exatamente como nós, que nos levantamos e vamos a uma escola da nossa residencia, as vezes que fica a gente dirista por lá, apê, e está despachado em 10 minutos.
[34:46:40 - 35:00:00]:  Pessoas são um picado mais difícil do que isso, e ainda assim o voto delas depois desses forços vai parar o cachote.
[35:00:00 - 35:11:40]:  Se calhar fazíamos a ideia da feiança das caldas, mas agora.
[35:11:40 - 35:25:00]:  E isto faz mais pela abstrensão, é muito bonito, não é? Veja os partidos que acham isso da abstrensão, e o que é que manda 150 mil votos para o cachote de polis?
[35:25:00 - 35:28:20]:  O João Miguel Tavares, que é então?
[35:28:20 - 35:46:40]:  O João Miguel Tavares fica nestero da lei eleitural, e é vezes do Pedro Messia,
[35:46:40 - 35:58:20]:  e é a hora de tornar ministro do vice, ou do vice, não percebi bem. Se há alguma use, há alguma espécie de circo ou vicioso, pedra-me-se.
[35:58:20 - 36:15:00]:  Estamos todos agora, a discutir a mesa da Assembleia da República.
[36:15:00 - 36:23:20]:  Uma discussão nova na vida política portuguesa.
[36:23:20 - 36:50:00]:  Bom, aconteceram várias coisas, algumas de ordem, ficarmos a parte, algumas coisas de ordem histórica e de outras de ordem conjuntural, de ordem histórica com esta legislação,
[36:50:00 - 37:13:20]:  segundo a qual os quartos partidos, os quartos partidos de mais votados, têm direito a ter, têm direito a apresentar, e o que está ao ponto.
[37:13:20 - 37:36:40]:  Aliás, porque este lábso foi curioso, têm direito a ter, e depois a correção vai o atempo, têm direito a apresentar um candidato para uma diferença significativa.
[37:36:40 - 37:50:00]:  Sendo que em 1970, 1980, 1990 até, só havia quartos partidos.
[37:50:00 - 38:11:40]:  Portanto, isto é uma lei, isto é uma instituição que era vigimental, que era constitucional, que parece ter enquanto, a ideia de que os partidos todos têm direito a apresentar, mas só que agora já não há quatro.
[38:11:40 - 38:50:00]:  Bom, em escudo lugar, há uma votação e uma votação, como dizer, há uma votação, isto é, ganha só perto, se não há uma votação, portanto, se os partidos têm direito a nomear e levar a voto, isso significa que se segue aquilo que for votado.
[38:50:00 - 39:03:20]:  E, portanto, este ponto, isto é, não parece que seja a ideia de direito a membros da mesa.
[39:03:20 - 39:38:20]:  Entre ser lugar, como fomos que acordaram, e lembravam bem do Castro de Fudano Nobre, não me lembrava do caso do Namco-Cís, tivemos candidatos por razões diferentes, tanto a vice-presidenta como a presidenta está sem bléia, tivemos casos de candidatos sumados, alguns por ser em quem eram outros, como retalias são as partidos,
[39:38:20 - 40:05:00]:  que faziam parte, ou melhor, no caso do Namco-Cís, não lembrava desse episódio, por um ano a montanha ter estimado as partidos têm que surgas, e durante três anos não foi o leito, depois de que vou por ser mais tarde.
[40:05:00 - 40:16:40]:  E depois chegamos a questão conjuntural, a questão do momento, que é a questão do chega.
[40:16:40 - 40:31:40]:  Aí há duas questões diferentes, que são os deputados que o chega propõe, ou os deputados do chega em geral.
[40:31:40 - 41:00:00]:  Se o chega quisesse estar de boa fé nesta proposta, não tinha como número 1, como no número 2 dos seus ideólogos, que são evidentemente as duas pessoas mais difíceis,
[41:00:00 - 41:31:40]:  devem ter que voto neles desde lá da esquerda, mas mesmo à direita, e só à direita não chega, e portanto tanto o pacífico de Amorim como mitar a Ribergh, seria, será o número 2 propósito, são evidentemente candidatos que pelo aquilo que tem indito,
[41:31:40 - 41:45:00]:  estão tomo mercados ideologicamente, que é mais difícil que tem diversos fófitos.
[41:45:00 - 42:03:20]:  O outro ponto é um ponto mais complicado, será que o Parlamento pode se umbar no limite 12 propostas feitas pelo chega?
[42:03:20 - 42:21:40]:  Eu diria que, basei a discussão da humana normalização do chega, que normalizou o chega, foi tribunal constitucional, que o legitimou.
[42:21:40 - 42:36:40]:  Os eleitores eram de representativa e idade, ele deve ser tratado quando foi este regimento-al, como os outros partidos.
[42:36:40 - 42:53:20]:  Mas isso tudo isso que é importante, e eu discordo, por exemplo, da forma como o Antio-O-Presenta Assembly da República tratou o chega, por exemplo, que nós se preenhezevergou e coisas absurdas dessas.
[42:53:20 - 43:10:00]:  Isso não significa que não se possa, sobretudo, para imediatos institucionais, escrutinar o conteúdo de certas declarações do chega,
[43:10:00 - 43:25:00]:  há constatamento no chega, no programa e nas declarações, coisas do gênero. Isso que é mal é assim desde 1974.
[43:25:00 - 43:31:40]:  Há uma quantidade de coisas que são mais deste 1974.
[43:31:40 - 43:45:00]:  E por exemplo, a Assembly da República é um órgão que representa o gênero na China, é 74.
[43:45:00 - 44:05:00]:  E por tanto, quer dizer, eu não estou necessariamente a dizer que seria se deve votar por uns coisas entermis de ver ou não de ver,
[44:05:00 - 44:11:40]:  ou que se deve votar contra todos os candidatos do chega.
[44:11:40 - 44:28:20]:  Estou a dizer que, num ponto de vista de um órgão que representa o sistema, todos os discursos antices, policitamente antices,
[44:28:20 - 44:50:00]:  e na mesma coisa, um pouco difícil o que a Zelove sempre atreve a República, porque pode ter opções de representação estar representar o que está representar uma coisa em que não acredita.
[44:50:00 - 45:08:20]:  E por tanto, eu não sou insensível a essa dúvida que tem sido lançada, que era a esquerda, que era ter sido contato.
[45:08:20 - 45:25:00]:  Então, protagonistas desta controversa em última semana nos passos de público têm sido João Miguel Tavars, que assume a intenção de contribuir para normalizar o chega.
[45:25:00 - 45:38:20]:  Se estivesse no Parlamento, votaria favorávelmente o nome de "Pacheco Amurim" para ver se apresentar a Assembleira da República.
[45:38:20 - 45:48:20]:  Não, eu sumava o "Pacheco Amurim" e votava no mitar Ribeiro, que era para para o Iagas Minorias.
[45:48:20 - 45:53:20]:  E fazia isso, é igual que eu fazia.
[45:53:20 - 45:58:20]:  O problema é que o Pedro está a belago, é mesmo assim?
[45:58:20 - 46:00:00]:  Não, não, é igual que eu fui.
[46:00:00 - 46:05:00]:  O "Poiar as Minorias" faz parte de "Belago" ou é...
[46:05:00 - 46:06:40]:  Não, o mitar Ribeiro.
[46:06:40 - 46:08:20]:  O mitar Ribeiro não faz parte de uma minoria.
[46:08:20 - 46:11:40]:  Não, mas o gel teve 7%.
[46:11:40 - 46:13:20]:  Não, o "Poiar as Minorias".
[46:13:20 - 46:21:40]:  O "Poiar as Minorias" é vontade de votar em "Belago" era para "Poiar as Minorias".
