[00:00:00 - 00:11:48]:  Esta semana Ricardo Borús Pereira sente-se cativado. João Miguel Taváres confessa-se
[18:22:28 - 18:40:48]:  E vai para a Atroika, não é o veio, e em poso ao Estado uma série gigantesca de cortes para a atipesa pública se tu não é sustentado.
[18:40:48 - 18:52:28]:  O discurso era o Estado, tem compromissos, assumidos e tendios cumprir.
[18:52:28 - 19:07:28]:  A população da Atroika foi, o Estado não consegue assumir aquela maneira todos os compromissos que assumiu, porque não tem dinheiro que pode pagar.
[19:07:28 - 19:10:48]:  Mas isso não vai ser revertido para algo.
[19:10:48 - 19:27:28]:  Então o que está em causa, que os processadores reclamam, é que daqui para a frente, seja incorporado no tempo de serviço, tempo que foi de facto sempre de serviço.
[19:27:28 - 19:40:48]:  Não os pessoas não reclamam que eles têm retroativamente o dinheiro correspondente a esse, antes que a carreira teve que considerar.
[19:40:48 - 19:45:48]:  Mas como os professores são imensos?
[19:45:48 - 20:04:08]:  E apesar tudo, eu consigo compreender mal o argumento, ou dizer que é a ideia que o Marcelo faz passar que é médicos, e professores são mais que os outros.
[20:04:08 - 20:14:08]:  São mais que os outros. Ou tem privilégios que os outros não têm. Acho que isso é a recomendação absolutamente insustentável.
[20:14:08 - 20:25:48]:  E não pode dar a recomendação do presidente, que é a fator de governar a fazer escolhas de prioridades.
[20:25:48 - 20:30:48]:  E segundo o presidente, serão setores prioritários.
[20:30:48 - 20:34:08]:  Mas aqui é uma coisa ainda por cima.
[20:34:08 - 20:39:08]:  É tão como diz-te esse tipo de argumentação.
[20:39:08 - 20:52:28]:  Porque, é que o Marcelo podia, ao mesmo tempo, ter sido exigente e dizia realmente, vamos indigoso-duzir esse tempo de serviço.
[20:52:28 - 21:07:28]:  Mas ao mesmo tempo que vamos dizer, vamos fazer mais. Vamos voltar a avaliar de sentimentos para os professores. Vamos voltar a dar mais alto em minhas escolas.
[21:07:28 - 21:19:08]:  E isso, ninguém quer. E portanto, sou este conceito. Qual que é a pessoa que está no seto privado, nem se quer o compreendente?
[21:19:08 - 21:34:08]:  Que é a ideia de tempo de serviço? Eu ia perguntar a parte das pessoas que trabalham no seto privado. Se elas esqueçam, é o que é o tempo de serviço.
[21:34:08 - 21:49:08]:  Porque o próprio conceito, que é uma coisa que as pessoas falam como se fosse uma coisa muito menor. Não é nada de uma oposto.
[21:49:08 - 22:09:08]:  Pois não, mas não é uma antiguidade não é um posto, porque a antiguidade, segundo posto, significa que qualquer pessoa, como eu, como eu, que eu já disse várias vezes, tenho os meus quatro filhos nas escolas públicas, sabe que é perfeitamente possível
[22:09:08 - 22:15:48]:  ela ver como um pessoa extraordinário, quanto em tantos anos e um pessoa péssimo com santa.
[22:15:48 - 22:27:28]:  E portanto, continuamos com esta conversa só do tempo de serviço, pode contar alguma coisa, mas não pode ser a única coisa que tem para privar também.
[22:27:28 - 22:37:28]:  Conta para forma. Temo de serviço, do reforma.
[22:37:28 - 22:49:08]:  Ah, não é isso que está em causa ou não é o tempo. Não são os antes de contar isto de para forma.
[22:49:08 - 22:59:08]:  Não é isso também. Tem uma progressão na tua carreira, em função, simplesmente para onde está exponcido.
[22:59:08 - 23:07:28]:  E continuamos a desempenhar aquela profissão. Não é só, até só mais hora.
[23:07:28 - 23:30:48]:  Fumor e também tem que também temos aquela problema de ver uma avaliação e dos professores que são, a crise é atribuída, terminada nota, não podem preencher a conta porque ela já está preenchida.
[23:30:48 - 23:44:08]:  E porque essas avaliações têm uma velhíssima tradição de quase toda a gente se é absolutamente pestil.
[23:44:08 - 23:50:48]:  Será disso. Não é isso. Não é isso. Não é isso.
[23:50:48 - 23:55:48]:  O que está a criar? Você quer uma avaliação especial?
[23:55:48 - 24:10:48]:  Não, quer uma avaliação de senta, quer uma coisa que vocês têm em Portugal, quer algo atune minha de escolas, quer que cada vez que um professor falta, não demore meses, infinidades, sei substituídos.
[24:10:48 - 24:25:48]:  É que um professor que se lembra de desaparecer do ano e do mês volta um dia a trabalhar, que pode desaparecer, através do ano e não sei substituído.
[24:25:48 - 24:35:48]:  É coisa absolutamente escandalosas nas escolas. Com os quais? Os pais são obrigados a ter que se reportar.
[24:35:48 - 24:49:08]:  São injustiças gigantescas e que não são corrigidas. Que alguém corrigir isso? Tem que corrigir tudo ao mesmo tempo. Olha a reforma estrutural daquelas pessoas dizem que não existem.
[24:49:08 - 25:27:28]:  O documento das carreiras foi de volta para o governo e o governo agora reenviou o presidente com alterações que, segundo o próprio governo, não se conformam em absoluto com aquilo que o presidente quis na nota contundente que publicou a propósito do veto.
[25:27:28 - 25:45:48]:  Vamos ver agora como é que este evolui e saber e não sabemos o que é que, de facto, foi alterado pelo governo. Um eventual acerte de tagulhas entre Blan e São Bento parece que diz o expreso.
[25:45:48 - 26:05:48]:  Parece que o presidente e o Primeiro Ministro, asciertaram a agulhas numa escala técnica de António Costa, no Dubai.
[26:05:48 - 26:35:48]:  Será que um eventual acerte de tagulhas entre Blan e São Bento, neste respeito, com as alterações introduzidas pro governo de diploma, poderá ser suficiente para que o próximo anelativo não venha ser tão conturbado como aquilo que terminou há pouco?
[26:35:48 - 26:55:48]:  Eu falto de mais os qualificativos de conhecimento sobre a política e do que ativei a função pública de meus colegas, vou então dizer algumas coisas sobre a sua vacicana política.
[26:55:48 - 27:15:48]:  E há duas leituras que estão te ficando apelite que outra que não é. Uma é saber se a gente comente o veto no contexto, não vou comentar o veto em si, naturalmente.
[27:15:48 - 27:32:28]:  Mas o veto no contexto do conflito da guerra fria ou não tão fria como isso entre o governo primeiro e o presidente da guerra pública.
[27:32:28 - 28:00:48]:  E agora essa notícia sobre a tal ponto que foi ou não, uma decisão acordava, não de lei negociada, a segunda é que esta matéria, estarão todos lembrados, foi uma matéria que levou uma ameaça de demissão de António Costa.
[28:00:48 - 28:12:28]:  Esta matéria levou a uma ameaça demissão de António Costa e levou a um recudo.
[28:12:28 - 28:29:08]:  - Se eu dê uma ação, foi em 19. - E levou um recudo PSD nessa matéria para evitar essa escenario.
[28:29:08 - 29:00:48]:  E entrecer lugar, e esta não é de chica na política, que é esta substancial, que é a ideia do que é justi do que é viável, porque eu até sou capaz de engrandir a acompanhar algumas reivindicações e deus compreender e desacetar.
[29:00:48 - 29:15:48]:  Só que o corregulario disso é que há outras reivindicações atendivas de outros setores e é absolutamente impossível.
[29:15:48 - 29:20:48]:  - Basta só a sua dedicação, né? - É preciso ir para a justiça.
[29:20:48 - 29:37:28]:  - É linguagem para o poço, não chega para todos. - Não chega para todos. Isso não é chica na isto. É política no sentido mais estrito que é gerir os recursos financeiros do Estado.
[29:37:28 - 30:07:28]:  - Não me presente isto. - Não se aconselha. - Estou me ser privilhado. - É uma pessoa, mas acontece que estas duas prioridades, que são de facto prioridades, são prioridades que entermos do bol de gastos públicos, de importância que isto tem para visar as pessoas.
[30:07:28 - 30:40:48]:  - É uma pessoa que se vivem na educação. Não seja recomendável. Não são setorzinhos. Não estamos a falar de pequenas pastas e de pequenos assuntos do governo.
[30:40:48 - 30:57:28]:  Eu não tenho certeza que isto não significa que o governo não se vai evidentemente iniciar, emitir outra vez porque tem melhor absoluta, isso não faz muito sentido.
[30:57:28 - 31:14:08]:  O facto de isto ser um vetam-me lá e não de preto-lei significa que o veto tem significado. Isto é, tem feito.
[31:14:08 - 31:34:08]:  - Pra já voltou ao presidente, mas o presidente voltou a dizer que não concorda, o presidente pode simplesmente transformar em de preto-lei e fazer a regra da maioria absoluta.
[31:34:08 - 31:45:48]:  - É verdade, há sempre essa porta do cavalo. - Isso seria mesmo mais um momento de choque institucional.
[31:45:48 - 32:12:28]:  - Mas também não é difícil, não é fácil explicar porque é que uma matéria que justificava se postamento uma demissão do primeiro ministro do governo.
[32:12:28 - 32:29:08]:  - Agora não. Agora se senhora. Então vamos acomodar isto. Não sei como é que se passa de uma sacraça da palavra, se passa de uma narrativa ou outra, mas é um pouco estranho.
[32:29:08 - 32:57:28]:  - Vamos ver como evolui a situação, entregamos ao Ricardo Raúche para dar a pasta de ministro do veto, quando o João Miguel Taváres quer ser desta vez ministro das coisas invulgares com a espéria no horizonte e a partir desta declaração do líder do PSD.
[32:57:28 - 33:14:08]:  - E uma situação assim muito invulgar porque parece que aqueles que perdem as eleições é que fistejam e não o contrário.
[33:14:08 - 33:42:28]:  - O Lisbon Tenegril e a frase que leva o João Miguel Taváres a querer ser ministro das coisas invulgares será para subscrever a frase que escolheu para este ministério, ou porque acha deslocada da alguma modo?
[33:42:28 - 33:57:28]:  - Se o Lisbon Tenegril vive-se numa ilha perdida no Pacífico, ele poderia achar isto muito em vulgar. Tenha conta que vivem Portugal, e que isto foi que aconteceu em 2015.
[33:57:28 - 34:10:48]:  - Não sei onde é que está este espantosa. - Mas nesse que era o "involgar" nessa, é que ele diz, este é muito invulgado, pessoas que perderam as eleições de todo.
[34:10:48 - 34:19:08]:  - Na própria noite eleitoral... - Isso acontece em todas as eleições, em todas, em todo lado.
[34:19:08 - 34:24:08]:  - A antigamente que o PC pega sempre a hora. - Isso acontece em todo lado.
[34:24:08 - 34:35:48]:  - Mas aquela festa de vivimento, na noite do Mingo foi... - Sim, mas ao caso não foi o habitual.
[34:35:48 - 35:05:48]:  - A proteção é dos resultados eleitorais, a nossa maneira não é nada de muito invulgar. - Então as vezes até... - A festa popular atendem conta que recentemente até se fazem entre proteções que geram violência como nos Estados Unidos, dos resultados eleitorais, sobre quem perdeu na verdade ter ganho.
[35:05:48 - 35:14:08]:  - De que ele foi buscar o que isto tem invulgar? Não sei o que ele tem, ligar a Sieni, hein, pá?
[35:14:08 - 35:40:48]:  - O PP de Direita foi o partido em Espanha, foi o partido mais votado nas eleições de Espanhol, mas longe da maioria absoluta, isto já foi escalpilizado ao longo da semana, sem poder sequer contar com o apoio do vocso para conseguir ser Governo.
[35:40:48 - 36:02:28]:  - Depois da truculência que marcou a campanha eleitoral, recheada da taxa, recheada de excessos verbales de parte a parte, fará sentido esperar que os socielistas viabilizem um Governo de Direitas ou Miguel Tavares?
[36:02:28 - 36:22:28]:  - Eu acho que é isto que indica os resultados das eleições, se as pessoas de esquerda e degate nomeadamente do Sieni, de queita começasse a levar aos resultados das eleições a segue.
[36:22:28 - 36:32:28]:  - Isso não tem ver com os valores absolutos que cada partida teve, evidente que o Sucuto Partido pode formar Governo.
[36:32:28 - 36:59:08]:  - Tem ver com a evolução do voto entre 2019 e entre 2023, e essa evolução do voto é brutalmente significativa, um gigantesque reforço dos partidos de centro, que todos nós estávamos convencidos, que estavam a desaparecer também a Espanha.
[36:59:08 - 37:32:28]:  - Isso subiram 20 pontos por centoais, os dois partidos juntos, o PP e o PSO é, ao mesmo tempo que os extremos deixaram e tinham os dois, tinham vocso e também somar em relação a aquilo que podemos ter dada 4 anos, que já tinha sido bastante mal, já tinha vindo a perder bastante eleitorado.
[37:32:28 - 37:49:08]:  - E tendo isso em conta, e ainda podemos encontrar, a sumar a isso, os partidos independentistas, meadamente da Cataluña, que também perderam muito terreno.
[37:49:08 - 38:04:08]:  - Tendo isso em conta, eu acho que aquilo que era mais sensato fazer é, evidentemente, o PSO é, viaablizar um Governo PP.
[38:04:08 - 38:14:08]:  - Agora, claro que é um histórico, que as coisas não corrigam bem, e sobretudo há de parte a parte, uma redorização.
[38:14:08 - 38:40:48]:  - É que ele pede, que é o contexto político e que é a prática política comum, que é intergar o poder de bandeja ao principal adversário político, que convenhemos que não é a atitude habitual, de atitude comum, não é?
[38:40:48 - 38:59:08]:  - O vulgo tempo que já foi ali, as nens que as pensávaneis, o vulgo tempo em que isso já aconteceu, em que as pessoas ganhavam e achavam-se mesmo que o que ficava afriante tinha de agovernar.
[38:59:08 - 39:07:28]:  - É um momento dentro aí nesse tipo de matemática. - Mas a matemática também não é uma origenalidade portuguesa, os países nórdicos.
[39:07:28 - 39:30:48]:  - Não, o que eu te digo, depois que é sempre a velha questão que a gente é que discute desde o tempo das histórias das burbuletas, é que, a partir do momento que tu entras nessa matemática, é invitável que a matemática seja feita após dois lados.
[39:30:48 - 39:40:48]:  - É absolutamente invitável, para muito que tu que diz isso não há comparação, não quer que compagar, que você tem uma daquesta, que você tem uma esquerda.
[39:40:48 - 39:52:28]:  - Sim, mas no caso da Espanhol, é muito interessante, as pessoas dizem "ah, isso não há nenhuma as relações a ter gapa Portugal, porque os contextos são muito diferentes".
[39:52:28 - 40:02:28]:  - E é verdade, a questão do Sato Unmias é de tal maneira central, a Espanha que torna as eleições muito diferentes.
[40:02:28 - 40:22:28]:  - Mas estas eleições são muito significativas, para perceber que a própria esquerda, que é, muitas vezes a coisa da direita, a implementador da direita, a dizer como é que vocês se atrevem a admitir,
[40:22:28 - 40:39:08]:  a esquerda que um dia o PSD se possa vir coligar a coxerga. Mas, na verdade, é que agora olha-se para a Espanha e essa mesma esquerda admit-te não é que o somar.
[40:39:08 - 40:57:28]:  Não é que o somar admit que há já acordes com países, com partidos onde encontramos antigosetárias,
[40:57:28 - 41:17:28]:  ou com partidos em que o líder está surgido, acho que isso é uma Espanhola há vários anos. E nem esses são suficientesmente radicais, ou seja, com esses também se pode fazer o corte.
[41:17:28 - 41:27:28]:  Agora, isto é uma pesquadinha da rabena boca, porque quando isto se admitar a esquerda também é invitável que isso admitar a direita.
[41:27:28 - 41:37:28]:  E, portanto, o centro ainda que seja eleitoralmente reforçado, o que parece que a gente não pode ir.
[41:37:28 - 41:57:28]:  Como o caso de João Miguel Tavarres para quem defendia ainda há pouco tempo, que era possível e era normal que houve a ser esses acordos à direita.
[41:57:28 - 42:17:28]:  Agora, há uma contradição dizendo que o PSD é deve se dê as pretensões do PP entregando-lhe o poder, não procurando a viabilização,
[42:17:28 - 42:34:08]:  parlamentar para uma solução que se tiver viabilidade matemática, permite, podrá permitir que o PSD vai continuar a governar.
[42:34:08 - 42:50:48]:  Eu, mais uma vez, tenho que relembrar qual é que é a minha arrementação. Não se trata de ser sequed, as pessoas confundem o possível com o que é desejável.
[42:50:48 - 43:07:28]:  O que eu digo antes, é que a partir do momento que as chefes caem do lado vão cair, invitarvelmente o outro. Eu não estou sequed, disse que isso é desejável.
[43:07:28 - 43:10:48]:  Eu já disse que milhões de vezes.
[43:10:48 - 43:14:08]:  Não, estou com cordas com todo o que é invitável.
[43:14:08 - 43:30:48]:  Não, torna-se invitável. Eu estou com que disse milhões de vezes, que chega não se deseja ninguém, não vai trazer nada de bom país.
[43:30:48 - 43:44:08]:  A gente também não tem que evitar ela ver o liganismo de distinto de ser um lugar que estou a dizer que é para o jogador.
[43:44:08 - 43:57:28]:  O que é invitável é que a esquerda, neste momento, admite estar a negociar com antigosetarras e com se pagatistas.
[43:57:28 - 44:05:48]:  Mas você concorda com que é invitável, ela me deu que estar a proprovar.
[44:05:48 - 44:22:28]:  Você quer que eu te estou a dizer que aquilo que sangueia resuável mais, resuável mais, desejável era. Se quer mesmo manter os extremos fogos, não é, da menta estrada de uma direita.
[44:22:28 - 44:32:28]:  Então, eu tenho que ver uma espécie de pacto dos partidos ao centro a dizer que ela vou para a esquerda.
[44:32:28 - 44:35:48]:  Ela está no clima, eleitoral, espalhão.
[44:35:48 - 44:39:08]:  Ah, não, é uma pra isso.
[44:39:08 - 44:55:48]:  O que foi a campanha? O PP, a Governa, em coligação, com o VOCSA, em várias regiões de España.
[44:55:48 - 45:09:08]:  E o PEP. E o PEP, em España, fez aquilo que agora está a pedir ao PSE que não faça.
[45:09:08 - 45:29:08]:  Ficou em segundo lugar, não há da mente na estermadura e a Governa com o VOCSA deixando fora do poder o PSE que tinha sido a primeira força.
[45:29:08 - 45:37:28]:  Repare, as pessoas às vezes olham para isto. Eu não tenho nenhuma espécie de interesse nem PEP, nem PSO.
