[00:00:00 - 00:10:24]:  Esta semana, Ricardo Arouspreira sente-se comichoso por causa das comissões no Benfica.
[04:21:20 - 04:31:44]:  em um pretenso, digamos, há classe social, há que pretenso, eleitor típico do ser esse, né?
[04:31:44 - 04:36:24]:  Mas eu conheço os mais ou menos, frequentámos-a a ver.
[04:36:24 - 04:42:24]:  -Você já deveria ter até dizer sobre isso, mas vamos embora.
[04:42:24 - 04:47:04]:  Vou deixar passar com essa, vamos embora.
[04:47:04 - 04:51:04]:  -Já frequentávamos. -Vá comentar, vai comentar.
[04:51:04 - 04:56:24]:  Está aqui, está a comentar os telhers e os bordanavos.
[04:56:24 - 05:03:04]:  -Cítios, eu acho que é loiça. -Ache o conheço, eu acho que o problema.
[05:03:04 - 05:07:44]:  -Frucação, não tem nem de como se por castes.
[05:07:44 - 05:14:24]:  -Não, não é porque só com os cairos, o estudante da universidade que tem muito tempo.
[05:14:24 - 05:19:04]:  -Não, não é uma questão de onde não tem muito tempo. -Não, não tem muito tempo de que tal de forma.
[05:19:04 - 05:23:44]:  -Não tem muito a graça de tudo. -Eu nunca falei.
[05:23:44 - 05:28:24]:  -Fra lemme-me de licenciar. -Não, que faltava.
[05:28:24 - 05:32:04]:  -Eu terei esse tipo de preconceito. -Não, se tira o praio.
[05:32:04 - 05:34:44]:  -Continu. -Continu.
[05:34:44 - 05:38:04]:  -Sus lá, os liberais de conservadores.
[05:38:04 - 05:41:44]:  -E os primos liberais de conservadores. -E os liberais de conservadores.
[05:41:44 - 05:47:24]:  -Dava uma sensação que é que eu já ouvi este...
[05:47:24 - 05:52:24]:  -Aécoos que eu reconheço aqui que são...
[05:52:24 - 05:55:44]:  -É o dinheiro novo e o dinheiro antigo.
[05:55:44 - 05:59:04]:  Eu acho que é isso que está em causa, não é?
[05:59:04 - 06:03:24]:  As pessoas do dinheiro antigo, olha um...
[06:03:24 - 06:11:44]:  As pessoas do dinheiro antigo são do dinheiro antigo que fazem parte na verdade,
[06:11:44 - 06:16:44]:  dois grupos de pessoas que têm dinheiro, porque é antigo.
[06:16:44 - 06:20:04]:  E as pessoas que antigamente tinham dinheiro.
[06:20:04 - 06:23:24]:  -Não têm, mas já tiveram.
[06:23:24 - 06:28:24]:  Mas continuo a prestencer ao grupo e isso é uma coisa curiosa.
[06:28:24 - 06:33:24]:  -E os conservadores...
[06:33:24 - 06:38:24]:  -Deste momento parecem os conservadores internos partidários.
[06:38:24 - 06:41:44]:  -Primos, os primos estão mais... -Tá mais próximos.
[06:41:44 - 06:45:04]:  -Vindos. -Ai, então, servimos.
[06:45:04 - 06:53:04]:  -O líder do CDS e o líder da Nithia Vela Iberal acusaram-se mutuamente parcênsas com o bloco.
[06:53:04 - 06:59:44]:  -Tanto um como outro, e serem... -Que a abominação total foi ele.
[06:59:44 - 07:06:24]:  -Cotrinho de Figueira diz que o Rodrigo dos Santos tem em relação aos liberais,
[07:06:24 - 07:14:44]:  um discurso igual ao do bloco, e o Rodrigo dos Santos acusam os liberais de serem iguais ao bloco,
[07:14:44 - 07:23:04]:  em tudo, menos na economia, para logo a seguir definir a iniciativa liberal
[07:23:04 - 07:31:24]:  como o chega foi uma das melhores definições, uma das melhores definições,
[07:31:24 - 07:38:04]:  mais sorprendentes e mais curiosas destes debates,
[07:38:04 - 07:43:04]:  os liberais, a iniciativa liberal, desde o Rodrigo dos Santos,
[07:43:04 - 07:46:24]:  chega com os trocos do bolso.
[07:46:24 - 07:48:04]:  -Exatamente.
[07:48:04 - 07:51:24]:  -Como você vai fazer esses géssis deste paradoxo?
[07:51:24 - 08:01:24]:  -Cocigo porque eu tive a pensar muito nela, e até trouxe um quadro para tentar explicar as nossas espectadores,
[08:01:24 - 08:08:04]:  o que se passa porque, quanta a equação, a carne do recordo do Platé, o Chican diz,
[08:08:04 - 08:16:24]:  e o iniciativa liberal é igual ao bloco, menos a economia.
[08:16:24 - 08:19:44]:  -Certo.
[08:19:44 - 08:36:24]:  -E o, mas também diz que a iniciativa liberal é igual ao chega mais trocos, o que significa que bloco,
[08:36:24 - 08:46:24]:  menos a economia, é igual a chega mais trocos,
[08:46:24 - 09:09:44]:  donde, bloco, é igual a chega mais trocos, mais economia, porque a economia está deste lado, com menos,
[09:09:44 - 09:13:04]:  mas quando passa a pôde, mais ou menos.
[09:13:04 - 09:19:44]:  -Eu tinha aprendido isso na escola, mas que é assim, só com meu amigo Claudio Almeida,
[09:19:44 - 09:21:24]:  -Ajudou.
[09:21:24 - 09:31:24]:  -E isso ajuda a fazer, e significa ainda que chega é igual a, portanto, tro...
[09:31:24 - 09:34:44]:  -Não, como é que?
[09:34:44 - 09:39:44]:  -Chega, eu apontei aqui, porque eu já sabia que não ia.
[09:39:44 - 09:46:24]:  -Sim, não, por tanto, bloco, é igual a chega mais trocos, mais economia, e chega,
[09:46:24 - 09:53:04]:  é igual a bloco, menos economia, menos trocos.
[09:53:04 - 09:54:44]:  -E isso?
[09:54:44 - 09:58:04]:  -E melhor quando lutar o quadro, que pra voo.
[09:58:04 - 10:06:24]:  -E se chega igual a bloco, menos economia, menos trocos.
[10:06:24 - 10:09:44]:  -O que é que se retira daqui?
[10:09:44 - 10:26:24]:  -Tentar seguir um raciocínio do chicanho é igual a perda de tempo.
[10:26:24 - 10:38:04]:  -E, portanto, ficar aqui um quadro, para seus nossos espectadores que quiserem acompanhar-la em casa
[10:38:04 - 10:43:04]:  todos os passos deste raciocínio.
[10:43:04 - 10:49:44]:  -Pesava mesmo que esteiga uma grande conclusão.
[10:49:44 - 10:53:04]:  -Está-se esqueada possível.
[10:53:04 - 10:59:44]:  -Eu não tenho tanta imaginação.
[10:59:44 - 11:08:04]:  -Gostaste das pesadas, as equações, mas não tem muita taxa.
[11:08:04 - 11:14:44]:  -Faz de te ficar ligado ao cláudio, dizer "olha, ajude-me aqui, que eu não sei fazer isto".
[11:14:44 - 11:26:24]:  -Fracias exclusivas, Santos, também já debateu com a líder do Pan e esta noite com o líder do PSD,
[11:26:24 - 11:39:44]:  o Rio e Rio, em que o alo destes três debates, João Miguel Tavars ficou mais claro o que o CDS traxe a estas eleições.
[11:39:44 - 11:46:24]:  -O que eu acho que o CDS traxe a estas eleições.
[11:46:24 - 11:49:44]:  -Evamos de diferentes.
[11:49:44 - 11:53:04]:  -O que eu acho que quer este debate.
[11:53:04 - 12:01:24]:  -O que eu tenho que ver, que o chicanho devia estar a fazer num si o Esparré de Bull, foi o que eu retivei da livre.
[12:01:24 - 12:11:24]:  -Tanto red Bull datiadas, porque o chicanho estava tão acelerado, tirando o debate desta sexta-faire,
[12:11:24 - 12:21:24]:  que é, perqueceu ligas regamente, mais calminho, que é uma coisa que é um padrão que está a acontecer.
[12:21:24 - 12:34:44]:  -E isto é um certo padrão de respeitinho que a mim me incomoda, que é os candidatos que são assim mais effeversientes,
[12:34:44 - 12:46:24]:  tipo aventura ou poupiticão, quando falam com o Rio ou quando falam com António Costa,
[12:46:24 - 12:49:44]:  -Bashe um bole.
[12:49:44 - 12:51:24]:  -Bashe um bole.
[12:51:24 - 12:53:04]:  -Bashe um bole.
[12:53:04 - 12:54:44]:  -Reparaça-se também.
[12:54:44 - 13:04:44]:  -Epitante é este lado, eles são assim muito energis e exitámos, de antaluturizado.
[13:04:44 - 13:19:44]:  -A ligamento nos debate entre António Costa e André Ventura, em António Costa diz, "Não, eu estou prondado pela vacina, porque o proioco não consigo".
[13:19:44 - 13:23:04]:  -E o Anté Ventura diz, "eu também me proioco".
[13:23:04 - 13:24:44]:  -Cocicico.
[13:24:44 - 13:26:24]:  -Cocicico.
[13:26:24 - 13:31:24]:  -Pera que eu acho que não tenho idade para ver o que vai passar a partir de dia.
[13:31:24 - 13:33:04]:  -Cocicico.
[13:33:04 - 13:38:04]:  -Vamos ter que pôr uma indicação qualquer perspectador.
[13:38:04 - 13:51:24]:  -Mas, no caso, no caso de chicanho, é este lado, ele parece sempre despachar uma caixa de red Bull Pobucho,
[13:51:24 - 14:01:24]:  antes de cada debate, parece mega-energico, mas, menos com o rirriu.
[14:01:24 - 14:06:24]:  -Mas, mesmo assim, é energico, não foi tão agressivo.
[14:06:24 - 14:14:44]:  -Eu simpato isso com o figura, no sentido de que ele está a fazer pela vida.
[14:14:44 - 14:28:04]:  -Mas, mesmo a questão do vídeo do Natal, o chicanho conseguiu aquilo que para ele é mais importante que é dar nas vistas.
[14:28:04 - 14:33:04]:  -Eu preciso, desesperadamente, de dar nas vistas.
[14:33:04 - 14:44:44]:  -É aquela lógica que... -Não há uma publicidade e o que é importante é que falem de nós.
[14:44:44 - 14:49:44]:  -Para o ser este momento, o importante é que falem dele.
[14:49:44 - 15:01:24]:  -Tão chicanho, nesse aspecto, tem estado vivas nos debates, que eu acho que é aquilo que se depede.
[15:01:24 - 15:04:44]:  -É uma espécie de prova de vida, é o que ele pode fazer.
[15:04:44 - 15:09:44]:  É dar aos polinhos, um caninco mó burro no charei, que não sei se lembra.
[15:09:44 - 15:11:24]:  -Look at me!
[15:11:24 - 15:16:24]:  -Olhem para mim, olhem para mim, olhem para mim, olhem para mim.
[15:16:24 - 15:18:04]:  -Dos que?
[15:18:04 - 15:19:44]:  -Olhem para mim.
[15:19:44 - 15:28:04]:  -Ele vai me dizer que eu acho que você está se dizer com a intenção de ilugiar.
[15:28:04 - 15:29:44]:  -Mas eu faço isso, eu tenho que fazer isso.
[15:29:44 - 15:31:24]:  -Mas eu tenho que fazer isso.
[15:31:24 - 15:34:44]:  -É uma das figuras que eu fiz para o João Miguel Papá, que é isso.
[15:34:44 - 15:38:04]:  -Vou aguar e ilugiar uma pessoa.
[15:38:04 - 15:41:24]:  -Ele é esse comparação, estou sempre assim.
[15:41:24 - 15:43:04]:  -Ele é.
[15:43:04 - 15:43:04]:  -Ele é.
[15:43:04 - 15:44:44]:  -Já me tem com animais.
[15:44:44 - 15:46:24]:  -Sim.
[15:46:24 - 15:48:04]:  -Vou aguar e ilugiar uma pessoa.
[15:48:04 - 15:51:24]:  -Ele está muito bem para a suburro dos charei.
[15:51:24 - 15:54:44]:  -Olhem, olhem, olhem!
[15:54:44 - 15:59:44]:  -Vou me dar chegar a que é das personagens mais divertidas que eu vi no cinema.
[15:59:44 - 16:14:44]:  -Tem a vida neste doelo de situações de autênticas conversas de surdos, tal a distância que separa a todos os níveis dos oposentos,
[16:14:44 - 16:16:24]:  damos os lados da mesa.
[16:16:24 - 16:23:04]:  Como é que viu, por exemplo, Pedro Mexia a troca de argumentos, por assim dizer?
[16:23:04 - 16:24:44]:  -Sim.
[16:24:44 - 16:41:24]:  -Entra, e nestas da real do Pan e Francisco Rodrigo dos centros do CDS, para mantermos ainda a mesma linha da análise.
[16:41:24 - 16:56:24]:  -Acho que foi importante que as pessoas falam de economia e pandemia e era preciso falar de derivados de soja, foi um era um assunto que falava.
[16:56:24 - 17:04:44]:  -Eclicivamente não está aqui um eletor do pan e não é estes simples, é uma história.
[17:04:44 - 17:08:04]:  -Mas estorada fazia sentido.
[17:08:04 - 17:21:24]:  -Inatorado, o número de argumento da atenção entre o chicano e o cotrinho, o chicano,
[17:21:24 - 17:29:44]:  disse a atenção com o senhor ia atorado e saca de um papel em que se viu o cotrinho atorado.
[17:29:44 - 17:39:44]:  -E acho que ficou demonstrado sem margem, para dúvidas que, de facto, o cotrinho, pelo menos uma vez estava atorado.
[17:39:44 - 17:48:04]:  -Tem que se quer dizer, mas uma vez não sei, mas não, atenção, mas estava em pão de fundo e tal, é que eu louvo pesquisa.
[17:48:04 - 17:49:44]:  -Eu louvo pesquisa?
[17:49:44 - 17:51:24]:  -Eu louvo pesquisa, pesquisa, e em um outro...
[17:51:24 - 18:04:44]:  -O truco da fotocópia chegou ao extremo quando a Andréa Ventura pegou numa folha em branco.
[18:04:44 - 18:06:24]:  -Sim, sim, sim.
[18:06:24 - 18:11:24]:  -E a estorada foi davar.
[18:11:24 - 18:14:44]:  -As águas coisas que eu não percebo, não percebo.
[18:14:44 - 18:26:24]:  -No caso, o Francisco de Alexandre, como já foi lido, havia uma sufrigida em dois, dos três debates, eu corro o Rio de Tvo Bay,
[18:26:24 - 18:39:44]:  mas uma sufrigida em dos checo listas, as coisas que eu tinha que dizer, dos statement ideológicos, as piadas e dos comocos,
[18:39:44 - 18:56:24]:  e acho que não parece que seja o último hágolo, nos casos, usar isso quando não é ileturado em causa, ou seja, basicamente o que não debatou com o PAN,
[18:56:24 - 19:04:44]:  o que estava em causa não era para o momento de espetar o ileturado do PAN, porque isso não existia.
[19:04:44 - 19:06:24]:  -Era marcar pontos?
[19:06:24 - 19:08:04]:  -Mas era marcar pontos?
[19:08:04 - 19:18:04]:  -Mas é uma coisa que é recorrer com o CNAS, que eu várias lideranças, que é o partido do mundo rural, etc.
[19:18:04 - 19:46:24]:  Mas eu acho que eu me durou francamente com o Rio, até porque o Rio trotou de uma forma completamente sermente, rindo-se, não hostilizando nada, dando de palma de ingressos costas.
[19:46:24 - 19:51:24]:  -Mas não houve um sete paternalismo também, não é?
[19:51:24 - 19:54:44]:  -Não, no final, até o outro, não.
[19:54:44 - 20:09:44]:  -E se não quiser estar no PSD, votem CDS, foi o apelo ao voto mais que eu me lentei ouvido numa campanela de ron.
[20:09:44 - 20:33:04]:  -Mas não tem essa, tem uma descontração de na cheiro, passa bem, passa e até porque indica que ele diz, isto na verdade, um cádbol refante, peste a coisa dos de Matas Pais, até isto não é o...
[20:33:04 - 20:56:24]:  -Entrem-me só o Ricardo Raúse para a pasta de ministro dos primos, quando o João Miguel Tavars e viramos agora ao foco para a esquerda, quer ser desta vez, ministro de Noite Maldormida para falar de em Sonia de quem, João Miguel Tavars.
[20:56:24 - 21:04:44]:  -Neste caso é nem em Sonia do PCP, especificamente do Jogónimo de Souza.
[21:04:44 - 21:21:24]:  -Jogónimo de Souza atribuiu a recusa por parte de coasta uma renovação de votos de ringonça, devido a uma eventual Noite Maldormida por parte de Coa,
[21:21:24 - 21:34:44]:  o que é que retira desta frase do secretário-já do PCP, que é um problema que se pode resolver facilmente com os áreas de descanso?
[21:34:44 - 21:43:04]:  -Em primeiro lugar, agora, esse descanso pode jogar no imedio de Souza, porque isso é que ele faltou.
[21:43:04 - 22:01:24]:  -Eu sou muito pouco sensível, havia gente a dar notas, com fictura, após os debates e um post debate que, de uma odd geral, nas televisões, é maior de que os próprios debates,
[22:01:24 - 22:28:04]:  nesses post debates, o que se sempre acusam em questão, e é normal, de quem ganhou, de quem perdeu, e, de uma odd geral, sou muito pouco sensível em relação a quase todos os debates, acho que eles foram relativamente equilibrados, cheeto, cheeto o de Jogónimo de Souza, com o tanto de encosta.
[22:28:04 - 22:38:04]:  -Ai, acho que eu vou uma derrota, estou um dose de Jogónimo de Souza, que é o exterrumamente, só na forma.
[22:38:04 - 22:39:44]:  -As duas coisas.
[22:39:44 - 23:03:04]:  -Em primeiro lugar, a forma dele, eu parecia claramente que estava processado uma velocidade muito mais lenta do cantónio-costa, não sei se foi uma coisa ocasiional, ou sei, realmente é o nome de Souza que estava achado forma, ou então, existe um...
[23:03:04 - 23:08:04]:  -Esistou-lo soviética, que é menos rápido.
[23:08:04 - 23:13:04]:  -Talvez, talvez, mas é a mesma, parecia um para...
[23:13:04 - 23:18:04]:  -Pois é uma passada, lembro-se que ele não vejo que ficou a fórnico, num depado.
[23:18:04 - 23:29:44]:  -E ganhou-se, por cima, mas aqui não.
[23:29:44 - 23:33:04]:  -Aqui não ganhou-se todo, não sei se foi suspendido, a que também...
[23:33:04 - 23:44:44]:  -Ale acho que o reu, em Boga, nunca saiba-mos muito bem o que se passa no PCP, desta vez, quando possuíeu a queda do Governo,
[23:44:44 - 23:59:44]:  saíeu notícias a dizer que, aparentemente, Jogónimo de Souza, estageia contra a decisão do que me tesse central, e que certa forma, foi o que me tesse central, quem porrou.
[23:59:44 - 24:01:24]:  -Munista, não tem estados tal, mas...
[24:01:24 - 24:06:24]:  -Promente, tem que ter central decidido, está decidido.
[24:06:24 - 24:14:44]:  -Mas, aparentemente, seu não está estados da alma, a desfortissão mesmo muito mal, naquele debate, porque...
[24:14:44 - 24:18:04]:  -El passou muito, muito vagar, agora.
[24:18:04 - 24:28:04]:  -E depois ao outro lado, que, para mim, é realmente anotícias, que é anotícias mais importantes, juntamente com...
[24:28:04 - 24:33:04]:  -Elí, depois a gente fala disso, mas, à frente da questão ventura, rio.
[24:33:04 - 24:36:24]:  -Mas é... hostelidade surpreendente.
[24:36:24 - 24:46:24]:  -Claramente, Jogónimo de Souza, ficou surpreendido com hostelidade, de Antonio Costa-Olezes, eu disse que hostelidade não foi só durante o debate.
[24:46:24 - 24:56:24]:  -Ovo uma frieza, até antes do debate, da ideia no momento do bacalhau.
[24:56:24 - 25:11:24]:  -E essa frieza é muito sintmático, ou seja, Antonio Costa está antes de realmente acreditar, eu com estes senhores, outra vez, não obrigado, porque eu sinto no traído.
[25:11:24 - 25:18:04]:  -Aquem eu sempre reservou miminhos por oponição ao longo.
[25:18:04 - 25:19:44]:  -É, e por tanto, sempre.
[25:19:44 - 25:26:24]:  -Exatamente, e por isso, eu fiz mesmo, Antonio Costa fez a figura do homem traído.
[25:26:24 - 25:36:24]:  -E agora tenho a vida um mimo, apesar de tudo, Jogónimo de Souza, em relação à costa, porque...
[25:36:24 - 25:51:24]:  -Como é que viu a divergência... a distância, digamos, com o dilei.
[25:51:24 - 26:04:44]:  Entre Catarina Martins e Jogónimo de Souza, a propósito do Antonio Costa ser ou não ser um obstáculo anuvo, entendimentos à esquerda.
[26:04:44 - 26:19:44]:  -É, a gente não tem a dizer que costa ser um obstáculo e Jogónimo de Souza, disse que não se podia para as coisas necessitermos.
[26:19:44 - 26:36:24]:  -Eu acho que isso, ele ainda não devia ter percebido bem o que foi aquele debate, porque, efetivamente, Antonio Costa foi um obstáculo gigantesco, dentro daquele próprio debate.
[26:36:24 - 26:51:24]:  É muito difícil olhar para aquilo que tem sido a postura do homem traído e achar que uma nova Jogónimo seja possível.
[26:51:24 - 27:06:24]:  -E ao mesmo tempo, Antonio Costa continua a recusar totalmente a firmar que vai algum de isso que é apoiar o Rio.
[27:06:24 - 27:21:24]:  -E a conclusão que tu tira de ir é, Antonio Costa está muito vagamente interessado a enganhar estas eleições.
[27:21:24 - 27:24:44]:  -Eu acho que eu não quero.
[27:24:44 - 27:43:04]:  -Ele ou tem uma maioria que ele permita de repente juntar-se o pan ao livro, ou seja, ficar a poucos deputados de uma maioria absoluta.
[27:43:04 - 27:49:44]:  -Eu acho que Antonio Costa quer dar a sola. É a minha única explicação para esta postura.
[27:49:44 - 28:04:44]:  -Que são de bairro para ser melhor até agora a Pedro Mexia, o de Costa dizendo que estas eleições se devem aí responsabilidade do bloco e do PCP,
[28:04:44 - 28:23:04]:  ou o argumento do bloco e também, em certo sentido, do PCP, que foi o PS15, em 18 n.C., de chegar a uma maioria absoluta.
[28:23:04 - 28:34:44]:  -Pando duas coisas, acho que fui até o Rital Vars que disse se não dos doados. Eu acho que essas duas coisas podem ser ambas verdade.
[28:34:44 - 28:49:44]:  Ou seja, o Partido Comunista e o Bloco de Esquerda, o Partido Comunista, o Bloco de Esquerda começou antes de fazer esse braço de ferro, no arçamento anterior.
[28:49:44 - 29:11:24]:  -A minha pergunta é qual será o saldo de bairro? Porque isto é ambas as partes que estão a tentar colar, um saldo de bairro? Qual é que terá mais condições para que...
[29:11:24 - 29:23:04]:  -Quente tem mais condições? É sempre quem está por cima, digamos assim, ou seja, o, por exemplo, Antonio Costa.
[29:23:04 - 29:43:04]:  Mas, nos coisas interessantes, é o grau de friasa combativa, Antonio Costa, porque Antonio Costa foi sempre muito afeto-voso, pro Partido Comunista, como eu disse, por conta de pressão o Bloco,
[29:43:04 - 29:58:04]:  em todas as crises, em todos os mentos, e agora diz, não há confiança. E morre ali, há vista de todos. É como aquela, agora é a resta, o fenômeno do Ghosting, não é?
[29:58:04 - 30:19:44]:  -O que é que acaba uma relação e de ligar o telemóvel, o meu desaparece, e nunca mais falo, consigo, ou contigo, dependendo do grau de desde aquele classe social, em que a relação se desenvolva.
[30:19:44 - 30:28:04]:  -Se for o brincadeir contigo? -Se for o brincadeir contigo. O trabalhador, o trabalhador, o que era nesse caso, é que...
[30:28:04 - 30:36:24]:  -Sá alguma dúvida que seja um trabalhador? Eu tenho uma explotção, alguns?
[30:36:24 - 30:39:44]:  -Sim, mas... -Quem que tem uma explotção?
[30:39:44 - 30:54:44]:  -Var esses pessoas? -E, portanto, é assim como do bate, como do bate no livro, com o livro, com o Ritaváres.
[30:54:44 - 30:59:44]:  -Fem com o livro? Portanto, foi um do bate.
[30:59:44 - 31:03:04]:  -Muito. -Ritaváres, portanto.
[31:03:04 - 31:09:44]:  -Foi foi. Foi o Ritaváres, foi do mole-líbrão.
[31:09:44 - 31:23:04]:  -É, foi um do bate muito simpático com alguns graus, que o Antonio Costa não deixa, não diz nada, especialmente.
[31:23:04 - 31:36:24]:  -Ei, faltam 10 segundos, tombam logo uma farpa de criar bicho, que imediatamente o PS, pois, nas redes sociais, que é...
[31:36:24 - 31:43:04]:  -Para quem se quer livrar, devolverá, devolverá, devolverá no PS. E não, no livro.
[31:43:04 - 31:48:04]:  -E portanto, ele... -Votar no livro, não nos livrará.
[31:48:04 - 31:51:24]:  -Votar no livro, não nos livrará. Mas, por isso, é isso.
[31:51:24 - 32:03:04]:  -Ei, por tanto, a frieza, o Antonio Costa funciona, e eu acho que ele não perdeu...
[32:03:04 - 32:08:04]:  -Deixou-me fazer-se, perdeu algo. Não, acho que não perdeu-me um dos dos bate.
[32:08:04 - 32:18:04]:  -Gerona, não é uma pessoa... -Só vai estar nos debates em Canalaberto, ou seja, só participem dois.
[32:18:04 - 32:21:24]:  -Pois isso, não é? -Pois isso.
[32:21:24 - 32:31:24]:  -Eleve de debates. Depois daquilo que o Antonio Costa vai ter outro com o Rio Rio, e mais nada.
[32:31:24 - 32:43:04]:  Parece que ele recargar hoje para ele que esta menor exposição televisiva favorece ou prejudica ao PCP.
[32:43:04 - 32:49:44]:  -Eu tenho dúvidas que favorece. Eu sou...
[32:49:44 - 32:51:24]:  -E isso?
[32:51:24 - 32:58:04]:  -E isso, porque a gente desaparece, esquece? -Pois, por é o que o PCP...
[32:58:04 - 33:04:44]:  -Eu percebo o argumento do PCP para fazer isso? -O argumento é...
[33:04:44 - 33:16:24]:  -O argumento é de 1980. -É uma questão porque a debate em Canalaberto, aliás, com a opinião, e a outra.
[33:16:24 - 33:24:44]:  Só que a gente escuta com o PSC, com a PSD, é a alegria de campeões, mas que a gente escuta entre si.
[33:24:44 - 33:31:24]:  -Jogando no estes treitantes. -Mas que acontece, que acaba uma semana...
[33:31:24 - 33:44:44]:  -Aquê acaba uma semana de debates, o general do que só fez um debate, e estamos a falar do que o mal foi no único debate fez.
[33:44:44 - 33:49:44]:  -E não é só isso, é o que ele diz. -E o doze é que compreendo o argumento.
[33:49:44 - 33:59:44]:  -Mas em 2021, os exáduos que é a questão de Canalaberto, evidente que ainda é significativo e tudo isso.
[33:59:44 - 34:04:44]:  -Tá umas as coisas estão nos telas móveis, vão para as redes sociais.
[34:04:44 - 34:14:44]:  -Aqueçam as reputagens de uma possibilidade. -Aqueçam as reputagens nos telas de uma área.
[34:14:44 - 34:24:44]:  -Sotores, vocês não deixem acabar. -Elá, é que compreendo o argumento, mas sou com a minha CP, de a teria de todo lado.
[34:24:44 - 34:34:44]:  Por causa da frase do górdio vital, nunca se perde uma oportunidade para ter sexo e para a parcena televisão.
[34:34:44 - 34:49:44]:  -Eu recomendo este conselho ao PCP, os dois aliás, porque é o sexo, porque eles precisam claramente que se reproduzir que são cada vez menos.
[34:49:44 - 34:59:44]:  -E a parcena televisão também dá a gente... -O imprano, esse imprano, como sabem, os celebridades americanas,
[34:59:44 - 35:09:44]:  -É juntar os dois e três sexos na televisão, fazer uma sexo tempo qualquer. -Sos jovens fizessos uma sexo tempo.
[35:09:44 - 35:21:24]:  -Eu acho que, em princípio, seria o foco da campanha a partir daí. -Olha, ela está, acho que é a primeira vez que exista essa séria.
[35:21:24 - 35:33:04]:  -Fei estar sugestão, o jovem Galta Varifica, então, o ministro da Noite Maldermida, e é, vez do Pedro Messias,
[35:33:04 - 35:46:24]:  -Tornar ministro da lapidação, está decidido a contribuir para o debate eleitoral com propostas disruptivas.
[35:46:24 - 35:56:24]:  -Estou eu, lesbo, imagino, perfeitamente, num debate, tem que me o opositor de ser assim.
[35:56:24 - 36:14:44]:  -Então, eu acho que o que é importante para o país é a lapidação das adultas, porque vai na píblia, vai no tchitos, e eu dizia, eu tenho várias hipótesias,
[36:14:44 - 36:29:44]:  -Porte dizer que eu dizia, mas esperei, mas lapidação mas com calhados, ou com sexo pequeninos, com anchas, pedrinhos e pedacinhos.
[36:29:44 - 36:46:24]:  -O Camilo do Senhor, o Prsonha Mesa. -Eleja muito, não, eu dizia, esses não é um assunto, vamos mudar o assunto.
[36:46:24 - 36:54:44]:  -Surpreender o assunto dominante na primeira semana, vai ter sido, a presão para o país.
