[00:00:00 - 00:08:22]:  Esta semana pedram-me-se e atribuí-se à própria função de máquina do martelo.
[06:03:00 - 06:21:40]:  -O ideia devia tachar empresas com lucros civos ou não declarados, chamada o Indfotex,
[06:21:40 - 06:30:48]:  também já foi equacionada pela Comissão Europeia e é defendida pelo departamento do FMI
[06:30:48 - 06:43:32]:  dirigido pelo nosso bem-conhecido Victor Gaspar, especialmente bem-conhecido pelo João
[06:43:32 - 06:53:12]:  Miguel Tavares, o antigo ministro das Finanças do Brutal, à aumento de impostos que apresentou
[06:53:12 - 06:58:36]:  um livro infantil de João Miguel Tavares.
[06:58:36 - 07:01:56]:  -O "sumê que livre".
[07:01:56 - 07:09:48]:  -Como é que o seu credo liberal se dá com este tipo de proposta, João Miguel?
[07:09:48 - 07:15:40]:  -Não, é o primeiro lugar que criar os contagos de não-sistela, as expectadoras, para
[07:15:40 - 07:19:32]:  o facto de eu não perceber nada do Indfotex.
[07:19:32 - 07:34:04]:  O que é, portanto, é daquelas tipos de detalhe de temas fiscais que eu, de facto, não
[07:34:04 - 07:35:44]:  domino.
[07:35:44 - 07:39:52]:  Porém, eu tive que precisar dos raros, dos raros.
[07:39:52 - 07:48:56]:  Eu porém, a atenção, nós, às vezes, tornamos obrigatógicamente especialistas e assuntos
[07:48:56 - 07:51:20]:  em quentes, não percebemos nada.
[07:51:20 - 07:56:20]:  Foi o que aconteceu, se ela com as agências de rei de tingue e depois de já a todos percebemos
[07:56:20 - 07:59:40]:  de rei de tingue.
[07:59:40 - 08:03:32]:  -Pas mim, não, mas... Quese é.
[08:03:32 - 08:10:16]:  Por um lado, os preciosos existentem, por outro lado, há temas que martelam os passos, publicam
[08:10:16 - 08:11:56]:  tanto tempo.
[08:11:56 - 08:13:36]:  -Pem.
[08:13:36 - 08:17:16]:  -Nós queremos que a agregamos, não ficamos a saber alguma coisa aqui.
[08:17:16 - 08:23:48]:  Qualquer dia, vamos começar também a perceber de aqueles misses que...
[08:23:48 - 08:31:04]:  -Continuando ao ver mais ojeiro, não vamos dizer, para ser o seu de aerobamente.
[08:31:04 - 08:32:44]:  -Cando que é, exatamente.
[08:32:44 - 08:37:24]:  -E todos ficamos um bocadinho no rojeiro.
[08:37:24 - 08:47:24]:  -Esse... Esses impostos, curiosamente, eu fui ver quando é que o senhor na Shidi, não
[08:47:24 - 08:59:12]:  achou um preto como uma ideia do Tony Blair para tachar após a vagadenacionalização...
[08:59:12 - 09:05:04]:  privatizações, de empresas que há como públicas.
[09:05:04 - 09:16:04]:  Após a vagadep privatizações no Reino Unido, quando ele entendeu que essas privatizações
[09:16:04 - 09:24:20]:  tinham beneficiado, seivamente, os compradores.
[09:24:20 - 09:27:40]:  -Ois-se que elas nos se normal vendidas?
[09:27:40 - 09:31:00]:  -Nos podemos identificar.
[09:31:00 - 09:41:48]:  -Ois-se que se de repente ouvei se ali uma PPP, uma PPP rodoviar e nós, de repente, vamos
[09:41:48 - 09:48:12]:  olhar para aquilo e dizer, "Mmmm, esse negócio não foi bom postado".
[09:48:12 - 09:49:52]:  -Evá aí...
[09:49:52 - 09:51:32]:  -Evá, entende?
[09:51:32 - 09:53:12]:  -Imagina, é, entende?
[09:53:12 - 09:54:52]:  -Evá, entende?
[09:54:52 - 09:59:04]:  -Evá aí levam com esse imposto em cima.
[09:59:04 - 10:11:28]:  Não é, exatamente isso que acontece aqui, mas eu também acho que, apesar de ser liberal,
[10:11:28 - 10:15:36]:  isso não é um tempo certo para automatismos.
[10:15:36 - 10:24:10]:  Ou seja, aquele lado de coisa que é Pavloviano é o imposto de eu sou contra, porque nós
[10:24:10 - 10:30:44]:  não vivemos em tempos que justifica esse tempo de automatismo.
[10:30:44 - 10:41:40]:  É uma altura muito complicada, temos uma guerra inesperada depois de uma pandemia e
[10:41:40 - 10:50:12]:  pode, e temos uma inflação a disparar e realmente pode chegar a um ponto em que o estado
[10:50:12 - 10:58:36]:  de facto, nesta situação, precisa de mais dinheiro.
[10:58:36 - 11:07:40]:  Claro que tendo em conta que o estado, e nomeadamente este governo, continuou a ser
[11:07:40 - 11:15:32]:  empalmantar a carga fiscal, mesmo quando não havia pandemia, mesmo quando não havia guerra,
[11:15:32 - 11:23:24]:  cada vez que se fala de mais um imposto, as pessoas tendem a enclier-se com uma certa
[11:23:24 - 11:25:04]:  razão.
[11:25:04 - 11:32:44]:  Agora, não é um tempo para automatismos, é a coisa essencial que tinha a dizer sobre este tempo.
[11:32:44 - 11:39:44]:  -O assunto neste momento está apenas em bem-vaguinha, é, exatamente.
[11:39:44 - 11:48:48]:  O facto da ideia de ter surgido no debate público, no debate político, pela voz do ministro
[11:48:48 - 11:59:36]:  da economia, sem estar no orçamento que o governo apresentou, pareceu-lhe uma precipitação
[11:59:36 - 12:07:20]:  do novo ministro, a uma forma de ir preparando terreno para o foto de Peter Machia.
[12:07:20 - 12:16:20]:  -O que parece é que, por boas e mais razões, mas para uma parte dessas razões, não
[12:16:20 - 12:27:56]:  evidentes, o orçamento é aproximativo, é que vamos ver o que é que isto vai dar, e, portanto,
[12:27:56 - 12:38:40]:  os candidatos como o Indofoletex são uma espécie de roadmap para a Trouble of Waters.
[12:38:40 - 12:57:48]:  Pásicamente, é uma provisão, uma valor de escape, o governo na presiduição do orçamento
[12:57:48 - 13:10:48]:  falou de algumas essas medidas como em ultimanal, esses prêmios que em inflação não isto será
[13:10:48 - 13:17:52]:  aplicado, mas não já, vamos ver como é que isto é evoluí, que, não é certo, sentido,
[13:17:52 - 13:22:28]:  é normal, agora isto não é bem... -Tá a ver como é que isto é evoluí, né?
[13:22:28 - 13:32:28]:  -Na verdade, se promade é normal, porque é incertêceo, por outro lado, frustra um pouquinho
[13:32:28 - 13:42:32]:  do que é um orçamento, um orçamento é uma previsibilidade... -Mas a precisão de previsão?
[13:42:32 - 13:53:08]:  -De previsão, mas não está bastante previsível. -Mas que eu achei, excusar, foi voltar
[13:53:08 - 14:03:04]:  a falar de austeridade e de outras palavras que já fizeram o seu procurso.
[14:03:04 - 14:11:32]:  Então, eu vou tentar dizer e falar desse lexico que está de regresso, entregamos ao Ricardo
[14:11:32 - 14:20:08]:  da Raul Espreira, a Pasta de Ministro do Além, num momento em que as certezas sobre o
[14:20:08 - 14:29:44]:  futuro da economia ficam todas a quem do que é resuável para ante o cenário de guerra
[14:29:44 - 14:41:20]:  na Europa, e é por isso que o João Milhault a Vares quer ser desta vez mistro do ar condicionado
[14:41:20 - 14:52:04]:  para nos trazer o dilema com que o primeiro ministro italiano confrontou a dies os europeus.
[14:52:04 - 15:08:56]:  -Ciciedemos se o preço do gas possa ser escambiado com a pace. É com isso é aquilo que vogliamo.
[15:08:56 - 15:18:28]:  Ogliamos que, de fronte a queste duas coisas, é coisa preferíamos. La pace, ou, pure estar tranquilo,
[15:18:28 - 15:27:00]:  e, contra o termo de fone aceso, a razia, ou, ou, mais, a condicionado acesa, toda a estatua. Eu
[15:27:00 - 15:38:08]:  la meterei em questi termos e, e lei, cosa se responde sobre isto? Preferir se a pace ou,
[15:38:08 - 15:48:08]:  o condicionador é daria aceso. Questa é a demanda que ci dobiamo porra.
[15:48:08 - 16:03:00]:  -O primeiro ministro italiano é proposito de uma escolha que os europeus terão de fazer o que
[16:03:00 - 16:10:08]:  está a trevar estas escolhas. João Milhault a Vares. Perferi-te a la pace.
[16:10:08 - 16:22:08]:  -Tavamos aqui, é uma pena não conseguirmos fazer este programa italiano, mas, de facto, era...
[16:22:08 - 16:30:48]:  -Viremos tentar, um dia. -De facto, uma língua muito bonita. E não só uma língua muito bonita,
[16:30:48 - 16:36:24]:  como tem um primeiro ministro muito sensato e é um primeiro ministro da dada, e coisas bastante
[16:36:24 - 16:41:28]:  sensátiles. -Aliassa tem um orcemento italiano sobre sua abamagem meta,
[16:41:28 - 16:47:44]:  por tentar o orcemento italiano, por que medidas a austeridade seria necessário.
[16:47:44 - 16:58:56]:  -Exatamente. Eu resolvi trazer este tema para aqui, porque eu acho que esta pergunta está resumida na
[16:58:56 - 17:09:16]:  prefeição numa frase, numa questão, aquilo que é o nosso dilema, é que esta pergunta,
[17:09:16 - 17:16:52]:  parece que é uma pergunta retórica, não é? Que é, claro que podemos apaz.
[17:16:52 - 17:23:16]:  -Mas eu tenho muitas dúvidas que há algumas péssitas retóricas naquela pergunta.
[17:23:16 - 17:34:24]:  -E a questão é que, para muita gente, pode não ser a escolher entre a paz e o ar condicionado,
[17:34:24 - 17:45:24]:  pode ser ter a escolher entre a paz e coisas mais básicas e de necessidade de mais peremente.
[17:45:24 - 17:56:36]:  -Sim, mas eu acho que, essencialmente, a escolha, felizmente, como vivemos em países ricos, ainda assim,
[17:56:36 - 18:05:08]:  a escolha, mesmo, entre a paz e o ar condicionado. Porque nós temos capacidade de apoiar os
[18:05:08 - 18:16:12]:  tratos mais menos favocidos da população. Aquelas pessoas que vão ficar com uma tal quebra de rendimentos,
[18:16:12 - 18:24:20]:  a por causa do gasola, seja por causa do preço da comida, essas pessoas agora sim,
[18:24:20 - 18:32:04]:  é para isso que serve gostar, deve intervir, para não fazer, que as suas famílias caiam
[18:32:04 - 18:41:00]:  a bastante níveis mínimos de subsistência, como é evidente. Agora, eu tenho que largar fatia,
[18:41:00 - 18:53:00]:  que é, precisar, tudo é uma fatia de classe média, possa cocorrer no tempo, não ter esse tipo de sensibilidade.
[18:53:00 - 19:02:36]:  -E pensar para fazer o ar condicionado? -E pensar para fazer o ar condicionado, e, sobretudo, porque,
[19:02:36 - 19:15:08]:  quando nós hoje em dia, ouvimos falar da questão da austeridade, eu parece-se-me que é direita,
[19:15:08 - 19:24:36]:  e por isso, este tema aprende-se muito com o anterior, que é questão dos automatismes nas reações.
[19:24:36 - 19:37:52]:  Nós não podemos ter reações em 2022, como sim, dativácimos em 2020 ou em 2017 ou em 2015.
[19:37:52 - 19:44:36]:  -Temos que perceber que estamos realmente contendo. -Com se estivesse em uma ter reações fora
[19:44:36 - 19:51:32]:  deste contexto específico, que tem as partículidades muito específicas também.
[19:51:32 - 20:02:20]:  -Tilema também se nos aplica a nós, ou é uma questão de permitos, sobretudo, para o norte de Europa?
[20:02:20 - 20:19:00]:  -Não acho que é um dilema que se aplica a nós, e que une, na verdade, todos os países, não só do mundo,
[20:19:00 - 20:27:40]:  dental, mas hoje em dia até do mundo, como um todo, no sentido de que, para nós,
[20:27:40 - 20:37:40]:  se calhar que o que mais nos afeta é o preso da eletricidade, mas que, no norte da África, é o preço do Pão,
[20:37:40 - 20:51:40]:  mas nós países ricos, mais uma vez que temos uma capacidade, apesar de tudo, para fazer face,
[20:51:40 - 21:11:40]:  é este tipo de adversidade, que outros países não têm, acho que temos que enfrentar o problema da guerra com uma coragem
[21:11:40 - 21:27:40]:  que eu tenho que não tenhamos, mas que, pelo menos, as pessoas que escrevem os jornais, que falam na televisão, os partidos políticos, os ministros,
[21:27:40 - 21:34:20]:  acho que é autora certa para liderar, e nós não estamos muito habituados.
[21:34:20 - 21:47:40]:  Nós, a seguir, vamos falar das relações frasesas, temos muito medo disso, surgiu ainda esta semana, e nós batíamos isso entre nós,
[21:47:40 - 22:10:20]:  um cartaz do PCP, onde, de repente, faz uma associação já absolutamente direta entre os força de guerra, e aquilo que é o momento dos preços,
[22:10:20 - 22:30:20]:  chamada "cagustia", não é? A dinheiro diz o PCP, a dinheiro para apoiar ao crânia, mas não a dinheiro para as necessidades de associação.
[22:30:20 - 22:47:00]:  E eu tenho que isso, que é um cartaz primário, e a minha sensibilidade é um cartaz, profundamente ofensivo, de ser um cartaz do chega.
[22:47:00 - 22:50:20]:  E que podia ser um cartaz do chega?
[22:50:20 - 22:57:00]:  Ou seja, vamos portuguesos e o frere, para os estám os ajudar estrangeiros.
[22:57:00 - 23:07:00]:  Mas eu acho que com o correr do tempo, esse cartaz para muita gente pode tornar sem ficar as...
[23:07:00 - 23:20:20]:  E a única maneira, de ele não se tornar, e ficar ou não tão em ficar assim, é as pessoas, os partidos políticos, os comentadores,
[23:20:20 - 23:23:40]:  tarem a meu ver do lado certo da história.
[23:23:40 - 23:37:00]:  Em que eu vou assalmente português apresentar esta semana pelo Governo já reflet este contexto em que estamos a viver?
[23:37:00 - 23:50:20]:  Eu e que as vezes, muito as vezes, primeiro, o gosocorçamento, o dizer que é um de calca, vamos ver.
[23:50:20 - 24:00:20]:  Por isso, mais uma vez, a questão dos automatígios. Enquanto António Costa foi justamente criticado durante muito tempo,
[24:00:20 - 24:03:40]:  para andar na vigara vista.
[24:03:40 - 24:07:00]:  E agora tem que navegar a vista.
[24:07:00 - 24:23:40]:  E portanto, até isso torna a vida mais difícil ao posição, porque pode levar a uma necessidade de mudar de discurso,
[24:23:40 - 24:37:00]:  porque o navegar a vista era profundamente criticável alguns anos, mas agora não.
[24:37:00 - 24:38:40]:  E isso...
[24:38:40 - 24:48:40]:  É embora, para a pandemia, até mais justificassem o certo, mas até a pandemia já justificava, e agora em cima disso, crescenta a guerra.
[24:48:40 - 24:57:00]:  Ver razões para a palavra, austeridade, ter voltado ao Osbato Público, permecia.
[24:57:00 - 25:07:00]:  Acho que não, acho que não, ela é apenas a voltar sempre ao mesmo, só faltar o peça dizer que não é austeridade, justamente.
[25:07:00 - 25:27:00]:  Acho que não, ela é apenas a pena. Eu queria só dizer que a questão do dilema dos europeus, nós, às vezes, já temos falado aqui e outras pessoas já têm vontade de ter questão que,
[25:27:00 - 25:38:40]:  até quando o espectador, ou quando o espectador, os telas espectadores, se vão aborcer no tema da guerra.
[25:38:40 - 26:07:00]:  Para ver televisão, não tem nenhum custo especial, portanto se os espectadores podem aborcer da guerra, por uma razão as pessoas podem achar que não querem fazer esforços, que causa, neste caso, o croniana, que se sentem,
[26:07:00 - 26:38:40]:  para mim, as pessoas que sentem como uma causa estrangeira, porque há muitas pessoas, na verdade a diferença, também entre as pessoas que acham que, neste combate da o croniana, é um combate nosso, nosso europeu, e que isso justifica da mesma forma que um combate,
[26:38:40 - 27:22:00]:  no outro aparte do mundo, onde há evidentemente invasões, iníquias, vilações direitos do homem e tudo mais, que devem ser denunciados, mas que não são, não nos toca tão diretamente com das pessoas, porque é verdade a gente tão preocupada com a o crânia e não estar preocupada com o país X e Pcelan Z, porque o crânia é um peus europeu e nós sentimos mais próximos dos peus europeus e não há absolutamente nada de terrado com isso.
[27:22:00 - 27:40:20]:  É, são pessoas da nossa família, no certo sentido, e para os portugueses dos crenianos, são pessoas com quem nós convivemos durante muitos anos, por causa da convidada do crenianho.
[27:40:20 - 27:50:20]:  É, até porque tem uma implicação estratégica que não teria se fosse numa outra letitura, né?
[27:50:20 - 28:28:40]:  Com certeza, mas são um povo que está ostensivamente, e genuinamente parece meio vocar a potência europeia, os valores europeus, e portanto isso acho que não, não podemos ser essensivas, se nós somos sensíveis em esse assunto, acima do nosso mais estar económico, há pessoas que se podem ver ao luxo disso, outras que não,
[28:28:40 - 28:42:00]:  outras que tentam harmonizar isso e outras que tentam invoninar o ambiente, já vimos com esse cartaz e já vimos a infância também, vamos falar a seguir.
[28:42:00 - 29:17:00]:  O economista Paul Krugman, esta semana, apontou o dedo aos almeins no artigo da opinião, no New York Times, sublinhendo que há ou não abdicarem do gajo russos almeins estão a fazer um favor aputindo e sobretudo agir de um modo muito diferente da atitude que tiveram, em relação ao sul de Europa, de as anos.
[29:17:00 - 29:32:00]:  No tempo da Troika, tem uma explicação plausível, Ricardo Roussevereira, para esta discrepancia na atitude ao meia?
[29:32:00 - 30:02:00]:  No Carlos, a minha explicação, digamos, eu os ponhimo através de um gesto que aliás explica quase todas as questões, não só da política internacional, mas também nacional,
[30:02:00 - 30:25:20]:  é o gesto que a gente frega, a falangeta do indicador, não é do pulgar, não sei se é um gesto bom, um pouco primário que às vezes a despreposenta.
[30:25:20 - 30:45:20]:  É realmente um contato de após a leitura atenta, toda a bibliografia sobre política internacional, relações internacionais, etc.
[30:45:20 - 31:05:20]:  Nós chegamos sempre a conclusão do que fregar a falangeta do indicador, não é do pulgar, porque as nossas pulgadas também é uma falangeta, porque só tem duas coisas, o pulgar do peito.
[31:05:20 - 31:17:00]:  Não sei se isso conta a partir da manhã. Com a terça vida há muitas pessoas que estão a usar o dedo médio neste momento.
[31:17:00 - 31:37:00]:  A pessoa que estão a usar o dedo médio, e também isso também, essa ideia de Mario Dragun, sobre se preferimos o conforto, o que preferimos a paz.
[31:37:00 - 31:48:40]:  Também também tem um seu credo, fregar o indicador, a falangeta do indicador, não no pulgar.
[31:48:40 - 32:10:20]:  E por tanto, acho que os alumens, acho que é esse gesto que explica, o primeiro, o que os alumens razão pela qual os alumens ainda não maram o imatito de relação a gasto.
[32:10:20 - 32:20:20]:  E também a razão das aptitudes em relação ao seu da Europa daqui a tempo.
[32:20:20 - 32:45:20]:  Nesse caso, os calhar não é o osfregar da falangeta no pulgar, nesse caso, o conforto não é uma questão do valor monetário que essa situação pode trazer.
[32:45:20 - 32:50:20]:  É mais uma questão do conforto pessoal.
[32:50:20 - 33:23:40]:  Não credo por em causa essa blissima metáfora que nunca tinha tradição até agora nesta conversa visual, mas vamos deixar lá sempre porque lá em casa as pessoas estão neste momento a exercitar essa descrição com as falangetas.
[33:23:40 - 33:40:20]:  Se essa questão do conforto tenha ver com a gesto, a pensão, isso tem a ver com a gesto, ficou com o conforto ainda que cima barato.
[33:40:20 - 33:48:40]:  Sim, eu acho que está intimamente concessionado com isto, com esta questão.
[33:48:40 - 34:05:20]:  Atenção, este gesto, a falangeta do indicador, as fregadas na batulgada, explica uma parte das coisas na vida.
[34:05:20 - 34:20:20]:  Só que o mar que se envolveu mais tempo é explicar isso porque não podia na altura, osfregada falangeta do...
[34:20:20 - 34:25:20]:  Isso, era inteiro, publicava vários...
[34:25:20 - 34:35:20]:  Sim, eu acho que escreveu vários dos copos, porque não podia só fazer isso às pessoas.
[34:35:20 - 34:40:20]:  Pode escrever o que é pitáfico, ou que o que eu falo já?
[34:40:20 - 34:45:20]:  E os outros duas também.
[34:45:20 - 35:07:00]:  Como é que viu o entre tanto o ria-parcimento de Putin esta semana não dando demostras de ter qualquer intenção de abandonar o ofensivo militar?
[35:07:00 - 35:15:20]:  Ele disse que não teve escolha.
[35:15:20 - 35:40:20]:  Não lembrou só a mim, lembrou toda a gente, não tive escolha, é mais amido, calcrane, só acontece porque eu gosto tanto do cânio.
[35:40:20 - 36:02:00]:  Todo esse vocabulário do agressor de mércio que começa com não tive escolha e com outras disculpas do tipo, acho que estamos habituados a ele.
[36:02:00 - 36:32:00]:  O João Miguel Tavarge fica então o ministro do ar condicionado, é vez do Pedro Mxí, estornar o ministro da barragem, estará em construção a essa barragem, ou ainda faltam estudos e análises para que ela venha ser edificada.
[36:32:00 - 37:03:40]:  É a barragem, mas em barragem, em francesas, são defoladas ilestões francesas e de barragem, as tremas direitas, agora com ele pende, voltam a disputar a segunda volta das presenciais,
[37:03:40 - 37:27:00]:  subscreve a frase do presidente candidato quando ele diz que ainda nada está decidido.
[37:27:00 - 38:08:40]:  Mas por curta mais, nós temos três blocos, os partidos, incluindo alguns partidos do sistema, tiveram votações abaixo de 100%, e temos três blocos que a volta dos 20%, a todos convidiam por cento, que é o bloco centristas, o signo de lecinha de macron, o voto extremo de direita e o voto da esquerda radical do melanchou.
[38:08:40 - 38:42:00]:  Tenho esses três blocos, a volta do 20% é conclusão lógica, é que ganhará quem, os votantes não lançou a apoiarem, quem tem lido de unais francesas e visto a visão francesa, e ouvidos os militantes e apoiantes do melanchon,
[38:42:00 - 38:58:40]:  ficam convencidos que muitos deles não votarão macron, mas todos estão indicando que o maior é significativo, não é uma parte significativa, não é uma maneira.
[38:58:40 - 39:00:20]:  Não, é uma maneira significativa.
[39:00:20 - 39:02:00]:  Não, é uma maneira significativa.
[39:02:00 - 39:25:20]:  Só que o marino do penho já conta com o cento, no papo de 5 de dezembro, no outro candidato, a estramedireita, portanto vamos sumar ou que ela sumando esse chefe, por cento já está afrento macron.
[39:25:20 - 40:00:20]:  E depois é saber como é que este dia, como é que este dia, é esse eleiturado, sendo que, em muitas pessoas têm escrito, os amigados mais que veram sobre esta semana, neste momento está desenhar-se um confronto de classe, basta ver aliás as donas e as classe sociais e profissionais onde o macron tem melhores votos.
[40:00:20 - 40:32:00]:  Se se estar desenhar um confronto de classe e tendo o marino do penho, deixar a agenda identitária, apazem-me, e lutado por questões do poder de compra, etc., então pode dizer que o marino do penho fala mais ao eleiturado de esquerda, ao eleiturado popular de esquerda,
[40:32:00 - 41:12:00]:  do que, sobre todo que não falou, do risilão e dessas coisas, está lá tudo, naturalmente, mas eu falo mais do que o macron, quem considera um amenda das elitres, de 1%, altivo e arrogante e tudo mais, e portanto, este voto pode decidir não como uma barreira à estramedireita, mas como um choque de classe sociais,
[41:12:00 - 41:50:20]:  e este choque de classe sociais pode levar, vai ser, vão ser precisas, muitos dias, de reflexão, muito sério dos eleitores de melanchon, e não só de melanchon, não é claro que é direto tradicional voto de toda macron, para saber se escolherá ser uma escolha ideológica de barreira à estramedireita,
[41:50:20 - 42:15:20]:  ou vai ser uma escolha ideológica de "esta senhora fala pro al povo", digamos assim, tudo isto é bastante fictício, mas espinemos que isto é verdade, "esta senhora fala pro povo, este senhora fala paz e litres, eu não sou das e litres, pente, não, ó, não voto nele, ou voto nele".
[42:15:20 - 42:22:52]:  E que feito a estriada em vela europeu uma ex
[42:22:52 - 43:11:12]:  já sabemos que ela anunciou que a França se retirará da parte militar da NATO, que aliás era a posição clássica da França, mas já não era há alguns outros, portanto, isso que é uma opção que é uma pessoa que é muito divertida e muito francesa que faz em parte da aliança militar NATO, chate na parte militar, que é um gosto muito disso, isto é que as estrompas de francesa não ficam sob o comando da NATO, e já anunciou que deseja estreitar os lados de rua Rússia depois disso de passar,
[43:11:12 - 43:27:52]:  de sela depois disso se resolver, estreitar as relações com a Rússia, o que aliás só fica bem porque mostra a gratidão, o seu financiador voou adimir Putin, e...
[43:27:52 - 43:51:12]:  - Santo, na segunda volta é absolutamente desastroso. - Na propriedade, neste período de campanha elitural dessa questão do alunhamento com a Rússia que passou mais ou menos por aí nos tínhamos da chuva, na primeira volta...
[43:51:12 - 44:07:52]:  - Viu de volta, né? - Voltamos ao ar condicionado, porque o Putin, o Putin, o Macron fez gala na campanha, ou até no pré-campanha,
[44:07:52 - 44:21:12]:  de se apresentar como um playa internacional, iram os covos... - Tento praticamente não fez campanha oitural no país.
[44:21:12 - 44:27:52]:  - Pronto, e portanto, e ser aquilo que eu chamo uma de... - É um de 100 vacias.
[44:27:52 - 45:01:12]:  - É aquilo que eu chamo "Efeito Bandai" da história, a França, e que... - Não só não, só não, teve grandes efeitos, mas mais do que isso, para os iletores, como são a maioria dos iletores, para quem o número 1 é o poder de compra, não só a política esterna francesa, não parece ser a primeira preocupação.
[45:01:12 - 45:17:52]:  - Como a política esterna francesa que implique dificuldades económicas, ar condicionado, ar condicionado na melhor das hipóteses, não é?
[45:17:52 - 45:32:52]:  - É... não é uma boa notícia. - E portanto, desse ponto de vista é uma... aqui, uma tempo está perfecta, eu acho que o mais provável é que o Macron ganha a justa.
[45:32:52 - 46:16:12]:  - Mas não é como das outras vezes que aconteceu com o J. Marie Lupene, quando o marino, quando o PEN também passou a segunda volta, em que pronto, percebido, toda a gente não extremamente vai votar no candidato mesmo contrariado, o grado de rejeção do Macron, como se o Nurgilégio, os coletos amarels e tudo mais, a grado de rejeção do Macron é muito, muito grande.
[46:16:12 - 46:32:52]:  - Com os resultados de domingo, pode concluir-se, Ricardo Arospreira, que foi o voto contra o sistema que há em uma primeira volta?
[46:32:52 - 47:01:12]:  - É uma olíquia possível, Carlos, e se voto contra o sistema, uma vez que as pessoas contra o sistema não propõem claramente o novo sistema, ou quando propõem é um sistema bastante sinistro, isso é um bocadinho aflitivo, e tem que em França,
