[00:00:00 - 00:06:44]:  Esta semana, Ricardo Aorzpreira declara-se terfro.
[03:26:52 - 03:35:12]:  foi a questão dos impactos da pandemia da Covid-19.
[03:35:12 - 03:36:52]:  Sei bem.
[03:36:52 - 03:40:12]:  Mas a pergunta é para o João Miguel Tavá.
[03:40:12 - 03:48:32]:  Mas, ao caso de que eu tive a ler o programa, o Rio Programa,
[03:48:32 - 03:55:12]:  foi apresentado um estudo formaco epidemiológico.
[03:55:12 - 04:01:52]:  E eu apostei que conseguiria dizer esta palavra e conseguir.
[04:01:52 - 04:03:32]:  Não é fármaco.
[04:03:32 - 04:08:32]:  Eu acho que uma vez que é uma palavra completa e em português,
[04:08:32 - 04:15:12]:  as palavras só podem ser graves dos lagudas,
[04:15:12 - 04:23:32]:  é formaco epidemiológico, porque tenho o acento,
[04:23:32 - 04:28:32]:  lógico, este é o Drústula.
[04:28:32 - 04:35:12]:  E portanto, eu, examenhei o programa com atenção
[04:35:12 - 04:38:32]:  ou três partes que eu percebi.
[04:38:32 - 04:45:12]:  Interval, qual que está ele jantar?
[04:45:12 - 04:48:32]:  Eu percebi estas três.
[04:48:32 - 04:51:52]:  Com a pandemia, não nos estaremos todos transformados,
[04:51:52 - 04:58:32]:  um bocadinho, uma espécie de ministros da Saúde,
[04:58:32 - 05:00:12]:  sombras, o Amigal Taváres.
[05:00:12 - 05:11:52]:  Eu acho que sim, acho normal, é como em 2010, se bem se recordem, nós também estrogarmos subitamente especialistas,
[05:11:52 - 05:15:12]:  tem agentes de reitinho.
[05:15:12 - 05:21:52]:  Quando fomos avós e tivemos netins a estudar no Isago,
[05:21:52 - 05:30:12]:  podemos ter conversas sobre ele e dizer que a FITS, e se está andardando porz,
[05:30:12 - 05:38:32]:  e muda e a criança vai ficar espantadíssima e dizer como é que nós sóbemos isso.
[05:38:32 - 05:43:32]:  É porque eu vou mal durar nas nossas vidas, em que, de facto,
[05:43:32 - 05:51:52]:  asquelas para que me aguem as letras do alfabeto, mais uns chinais de mais e de menos,
[05:51:52 - 05:55:12]:  mandavam-nos nossas vidas.
[05:55:12 - 06:00:12]:  Lembras de quando estava no lixo ou vozinho?
[06:00:12 - 06:03:32]:  Estava realmente, exatamente.
[06:03:32 - 06:05:12]:  Eu sou a parte.
[06:05:12 - 06:10:12]:  É a parte da economia que eu tenho facilidade em perceber.
[06:10:12 - 06:18:32]:  É quando, por exemplo, quando nos dizem, vocês são os PIGS, ou vocês estão no lixo.
[06:18:32 - 06:20:12]:  Eu isso percebo bem.
[06:20:12 - 06:23:32]:  Eu percebo que eu passei contas e tal não percebo.
[06:23:32 - 06:30:12]:  Agora se me chamam por que dizem que estou no lixo, já sei que estás a falar.
[06:30:12 - 06:41:52]:  O que contributos é que tem a dar sobre estas questões que foram tratadas aqui nos últimos dois dias, Pedro Messia?
[06:41:52 - 06:46:52]:  Também vai ver o programa, acho que queremos de contributos.
[06:46:52 - 06:58:32]:  O vão ter aqui, para dar meu contributo, que era "stilos de vida e fatores de lixo que eu soubo".
[06:58:32 - 07:03:32]:  Em que eu apareci as pessoas, e dizem. Não.
[07:03:32 - 07:13:32]:  Sente-se mais vocacionados para reflectir sobre economia da saúde ou sobre a saúde da economia?
[07:13:32 - 07:16:52]:  Para eu fiz direitos.
[07:16:52 - 07:23:32]:  Eu fiz direitos. E esse é o ator do direito. Estava numa aula de direitos reais.
[07:23:32 - 07:31:52]:  Estava estudando a distância que uma casa tem que ter da casa da frente.
[07:31:52 - 07:41:52]:  E eu larguei a equilheta e disse, "Está importante para alguém, mas não para mim".
[07:41:52 - 07:46:52]:  Portanto, acho que todas os assuntos me merecem.
[07:46:52 - 07:50:12]:  E sobretudo, esse que está em portanto para nós a vi.
[07:50:12 - 07:53:32]:  - Perdeu sonhos juridos. - Espera nada.
[07:53:32 - 08:00:12]:  Já agora estamos a dizer o nosso corrigo, o Carlos, eu fiz comunicação social.
[08:00:12 - 08:06:52]:  E por isso eu não sei nada sobre vários assuntos.
[08:06:52 - 08:13:32]:  - O que te fina como é que está ocial? - Se você e o que te fina, os programas como?
[08:13:32 - 08:23:32]:  Sim, e o programa também. Vamos então, acho que estão em as da atualidade política que está ao rubro,
[08:23:32 - 08:30:12]:  nesta altura, no momento de inserteza, como há muito, não se via.
[08:30:12 - 08:40:12]:  E é por isso que o João Miguel Tavares quer ser ministro do Estado do Orçamento.
[08:40:12 - 08:51:52]:  O que é só que o João Miguel Tavares é o estado da arte no final de uma semana, no Gostezões Intensas, como foi esta.
[08:51:52 - 09:01:52]:  Eu acho que o melhor para perceber isso é aquela canção do Beijing, do Eggman José, que é aquela comece contada.
[09:01:52 - 09:11:52]:  Ó, chega aqui, não vou. Tu é tão linda, não se for show, dá um Beijing e não dou.
[09:11:52 - 09:21:52]:  É esse o estado de orçamento, que é que a graça é que, entre tanto, entreou o Carlos César, via Facebook.
[09:21:52 - 09:31:52]:  E ele, depois, entrou com aquela parte, também, muito famosa da canção, que é a Nalfa Bogota, Pestilente e Polkondria,
[09:31:52 - 09:40:12]:  que a Vagantá Pestigosa, vou comprar um Dicionar que só tenha nomes feitos que é porque eu te chamo a todos, até tu tem o 26.
[09:40:12 - 09:51:52]:  E é isso que está o estado do Orçamento. - Salga-me por conta. - Vamos ouvir a canção do Beijing, o Eggman José.
[09:51:52 - 09:55:12]:  Contribuindo para a próximação.
[09:55:12 - 10:01:52]:  Sim, e todos nós temos a sensação. Oi, meu Deus.
[10:01:52 - 10:06:52]:  Estes está perdido porque eles chamaram Carlos César.
[10:06:52 - 10:21:52]:  Quem é que ele parece mais próximo a pesar de tudo poder eventualmente chegar a um acordo com o governo para viabilizar o Orçamento?
[10:21:52 - 10:25:12]:  O Bloco de Esquerde da OPCP.
[10:25:12 - 10:35:12]:  Bom, todos nós sabemos que é o favorito da António Costa, não é?
[10:35:12 - 10:43:32]:  É o abundantemente expressou o seu amor por jogar ninho de souzo.
[10:43:32 - 10:46:52]:  Embora o PCP, sozinho não chega.
[10:46:52 - 11:01:52]:  Se fosse o Bloco, sozinho, a bestemos viabilizava. O PCP precisa do pano, também.
[11:01:52 - 11:08:32]:  E precisa das portadas não escritas.
[11:08:32 - 11:13:32]:  Mas que evidente, a preferência será sempre o PCP, não é?
[11:13:32 - 11:16:52]:  Sempre apresentado como o parceiro estável.
[11:16:52 - 11:28:32]:  O que é que o problema do PCP é que dá a ideia neste momento que não está estável dentro de si próprio?
[11:28:32 - 11:36:52]:  Os comunistas são ótimos a não passar coisas que a perforam.
[11:36:52 - 11:48:32]:  E enquanto nós vemos presso, presso de tradição e um torno de tradição de estar em toda a cada vez.
[11:48:32 - 11:53:32]:  E essa tradição continua.
[11:53:32 - 12:11:52]:  Mas começamos a ouvir uns uns uns que mesmo dentro do PCP, dentro do comitado central, há de facto uma divisão, provavelmente com nunca terá a vida na história do PCP.
[12:11:52 - 12:25:12]:  E essa divisão percebe, a uma angustia grande, tendem a contar que o que tem sido, a ilusão do PCP.
[12:25:12 - 12:31:52]:  Mas ao mesmo tempo, qual é que será o impacto do PCP?
[12:31:52 - 12:38:32]:  Daí está um governo, eu acho que é o que acontecerá, orçamento não passar.
[12:38:32 - 12:45:12]:  Portanto, num momento, em que estamos a gravar isto, ninguém sabe o que vai acontecer.
[12:45:12 - 13:00:12]:  Mas ainda que se, de repente, se consiga desencantar um orçamento à VGZ-15 a hora, o mal está feito.
[13:00:12 - 13:05:12]:  E esse é o ponto importante. O mal já está feito.
[13:05:12 - 13:13:32]:  Aquilo que é a esperança de uma geringonça, que é algo que funciona.
[13:13:32 - 13:25:12]:  Essa é a famosa queda do muro anunciada por António Costa em 2015, 2016, 2017, até 2019.
[13:25:12 - 13:30:12]:  Que finalmente caiu o muro à nossa esquerda.
[13:30:12 - 13:33:32]:  O muro não caiu nada, muro só.
[13:33:32 - 13:38:32]:  Caiu enquanto parou a sombra de passos colho.
[13:38:32 - 13:41:52]:  Assim, que é sombra de passos colhos.
[13:41:52 - 13:51:52]:  De vaneseu, como tudo se desvanésse com o passado do tempo, o muro regressou numa manhã de novo.
[13:51:52 - 14:05:12]:  Ou foi muita gente nas últimas semanas, recrardan-os para ele falar de uma incinação política à esquerda,
[14:05:12 - 14:11:52]:  num jogo de cartas viciadas com resultados da comunidade à partida.
[14:11:52 - 14:26:52]:  Tudo isto era teatro e a cabaria na inevitável vilização do orçamento, o que está a falhar nesta teoria.
[14:26:52 - 14:36:52]:  Não sei, não sei se acredito nisso, que é um jogo de cartas viciadas que o resultado conhecido à partida.
[14:36:52 - 14:41:52]:  Eu digo que houve muitas vezes as penderas.
[14:41:52 - 14:58:32]:  Eu acho que dessa opinião a palavra chave é partida, porque me parece que é o que o governo tem feito cada vez mais.
[14:58:32 - 15:05:12]:  Há os partidos que, pois, assim tão viabilizar o orçamento, é uma partida.
[15:05:12 - 15:08:32]:  Quer existo? Toma, então, onde está?
[15:08:32 - 15:18:32]:  Isso quando se faz o mesmo truque, várias vezes, a mesma criança.
[15:18:32 - 15:25:12]:  Ela, em princípio, dá-nos um ponta-peco, vai crescendo, não sei o que.
[15:25:12 - 15:31:52]:  Essa altura deixa de querer brincar conosco. É possível que isto já acontecer.
[15:31:52 - 15:38:32]:  Tem que criança numa ideia centáfora?
[15:38:32 - 15:45:12]:  É só porque, normalmente, este truque, não quer dizer uma manhã, olha para mim.
[15:45:12 - 15:56:52]:  Esse truque, normalmente, a gente costuma fazer a criança. É possível que estes parceiros do governo já não sejam tão engenos
[15:56:52 - 16:08:32]:  ou não sejam tão empenhados na questão como estávamos, em 2015 estavam certamente.
[16:08:32 - 16:18:32]:  Mas também, me parece que em 2015 o governo tinha que jogar mais de forma mais honesta.
[16:18:32 - 16:26:52]:  E agora parece-me que está a fazer esse truque já visto.
[16:26:52 - 16:36:52]:  De estação, o presidente, não foi incrível a fazer que ele faz longe desde 2015.
[16:36:52 - 16:46:52]:  É só que a gente é possível que este truque está visto.
[16:46:52 - 16:51:52]:  É só que o truque está visto.
[16:51:52 - 17:00:12]:  Travisto os efeitos eleturais, nomeadamente, que isto teve.
[17:00:12 - 17:16:52]:  É a erusão que o apoio, repetido ao governo do PS, provocou na...
[17:16:52 - 17:25:12]:  Mas, sendo que neste momento também não é certo qual será o impacto nos partidos.
[17:25:12 - 17:30:12]:  É muito curioso, realmente ninguém sabe.
[17:30:12 - 17:33:32]:  O PS vai ganhar com isto.
[17:33:32 - 17:40:12]:  Dice-se, talvez, escarada que é um ano, está aqui a pior do que agora.
[17:40:12 - 17:48:32]:  Mas é assim tão certo, tendo enquanto nomeadamente o resultado de Lisboa.
[17:48:32 - 17:53:32]:  É um grande ponto de interrogação.
[17:53:32 - 18:03:32]:  Qualquer um de nós pode estar aqui a mandar palpitos, mas ninguém faz pativina de ideia do que é que se poderá passar.
[18:03:32 - 18:06:52]:  Até porque o PS, qual que é a forma fiquem?
[18:06:52 - 18:08:32]:  O ponto do nosso programamento.
[18:08:32 - 18:11:52]:  Pois é, desde o seu início.
[18:11:52 - 18:21:52]:  Estamos como peixes na água, porque se ninguém sabe, nós não serviremos, também não é particularmente...
[18:21:52 - 18:25:12]:  É porque o PS fica sem na rativa.
[18:25:12 - 18:28:32]:  Imagina que o PS ganha, né?
[18:28:32 - 18:33:32]:  Eu acho que se fosse ele, os PS tenham boas probabilidades de ganhar.
[18:33:32 - 18:36:52]:  Mas, depois faz o que?
[18:36:52 - 18:41:52]:  Não ganhendo como é o e a absoluta situação que o PS...
[18:41:52 - 18:48:32]:  E o bloco e o PCP que acabam de mandar o governo a baixo?
[18:48:32 - 19:01:52]:  O que que possará mais praticização final neste momento, peda-me-se-se a decisão relativa, orçamento, micró...
[19:01:52 - 19:05:12]:  Ou a macro-politica.
[19:05:12 - 19:18:32]:  Ou seja, os aspectos concretos do orçamento, aos cálculos sobre perdas e gáneos eleitorais, como as que os homogéus estavam a fazer neste momento.
[19:18:32 - 19:21:52]:  Se formos para eleições.
[19:21:52 - 19:28:32]:  As coisas quanto a um sempre, e há uma parte daqui que nós temos visto sempre em todos os orçamentos,
[19:28:32 - 19:45:12]:  de meramente os orçamentos dos últimos desta situação política, que é os ticar a cor, dar os passaclopas,
[19:45:12 - 19:51:52]:  ou se isto que ele vai ir a direita, etc., isso não é a verade nenhuma.
[19:51:52 - 20:00:12]:  Só que nunca tinha sido pronunciada tão insistentemente a palavra eleições.
[20:00:12 - 20:13:32]:  A palavra eleições faz com que este jogo possa ser o jogo em que pode ser tarde mais para travar.
[20:13:32 - 20:23:32]:  E, como disse o João Miguel e como muitas pessoas têm escrito nos últimos semanas, não se percebe muito,
[20:23:32 - 20:35:12]:  nem a luz das autárquicas, nem a luz das chondagens, pão legislativas, a quem é que interessa ter a eleições agora,
[20:35:12 - 20:45:12]:  pelo menos dos partidos que ganham eleições e dos partidos relevantes neste converso,
[20:45:12 - 20:56:52]:  a não ser pelo homologo que também já foi apontável e que me parece se perder mais insuficiente,
[20:56:52 - 21:13:32]:  quer dizer assim, o PS se já está em queva por a ilusão natural, ainda mais estará daqui a dois anos e, portanto,
[21:13:32 - 21:33:32]:  mas isso não chega como argumento, protrolável neste momento orçamentais, vemos que a ficção de que a esquerda toda tem muitos pontos
[21:33:32 - 21:45:12]:  de contacto, é uma ficção, a esquerda toda teve muitos pontos de contacto para propós os patos querem,
[21:45:12 - 22:00:12]:  mas não tem um tempo de pontos de contacto, porque assim por que simplesmente as várias políticas e as várias preocupações,
[22:00:12 - 22:16:52]:  o António Costa disse que as exigências para catar as exigências dos partidos à esquerda não davam nem o desorçamento de céu.
[22:16:52 - 22:31:52]:  Isto é, a noção de eclípoles de contas de muitas outras coisas, de prioridades, não são nem, tem que ser, são as queerdas diferentes,
[22:31:52 - 22:40:12]:  com prioridades diferentes e há momentos como este, tem que se perceber que isso é uma ficção.
[22:40:12 - 22:46:52]:  Nós chamamos de queima esquerda, é suporte, chega em...
[22:46:52 - 22:48:32]:  Tu chamas, não, não.
[22:48:32 - 22:51:52]:  Tu chamas de esquerda radical?
[22:51:52 - 22:53:32]:  Esqueira, só esquerda.
[22:53:32 - 23:03:32]:  Ah, só esquerda, ok, mas isso é só tu, mas chamas de queima esquerda ou esquerda radical pode levar a sério,
[23:03:32 - 23:15:12]:  os adjetivos que nós é implica, e portanto são radicais, são um pouco dado ao compromisso, e ao banco são radicais,
[23:15:12 - 23:20:12]:  ao banco são dados ao compromisso, é difícil ter duas coisas, é mesmo tempo.
[23:20:12 - 23:23:32]:  Mas o PCP é pragmático.
[23:23:32 - 23:30:12]:  Tem, tem sido históricamente...
[23:30:12 - 23:35:12]:  Na fim, os ultimos adicamentos foram dados ao compromisso, né?
[23:35:12 - 23:38:32]:  A tenda de evolução foi pragmático.
[23:38:32 - 23:51:52]:  Quer dizer, aquela famosa frase, acho que é a do do gol, não é que o PCP faz tudo aquilo que permite e permite tudo aquilo que se ele faz.
[23:51:52 - 23:58:32]:  E eu acho que é uma fase de valente que define bem o que é que o PCP.
[23:58:32 - 24:05:12]:  E portanto, tem que perceber o que é que se quer fazer com eu.
[24:05:12 - 24:13:32]:  Um caso concreto, uma vez que estamos no enserramento de uma conferência sobre a economia da saúde,
[24:13:32 - 24:23:32]:  e sendo um dos aspectos de batas, nas negociações ostamentais, a questão das exclusivas e evidades médicos do SNS,
[24:23:32 - 24:35:12]:  parece que o modo como o governo respondeu esta semana essa exigência do bloco esquerda deve ser lido como uma sedência,
[24:35:12 - 24:40:12]:  ou como uma solução de uma tentativa de compromisso.
[24:40:12 - 24:45:12]:  Essa pergunta, "tê o nome João Miguel tava artescrito?"
[24:45:12 - 24:56:52]:  "Ela quer casar com uma médica, tanto o indósofo, respeito a asenente, pergunta sobre os termos de milhares no SNS."
[24:56:52 - 25:00:12]:  É saber o conjugal?
[25:00:12 - 25:01:52]:  Exato, tá não.
[25:01:52 - 25:10:12]:  Bom, se calhar aqui os especialistas na matéia, peste, especificamente, podemos convidar.
[25:10:12 - 25:28:32]:  O Ricardo Rolos Pereira estava a sugerir que se calhar, calharíamos trocando a plateia para o palco e o palco para a plateia.
[25:28:32 - 25:33:32]:  Não é sobre a SNS, não é sobre a SNS.
[25:33:32 - 25:45:12]:  Na verdade, era sobre a política e sobre a atitude política do governo nesta matéria.
[25:45:12 - 26:00:12]:  Mas quer dizer, o bloco esquerda e qualquer português vê que o SNS precisa desesperadamente de tentar ficção os seus médicos com certeza.
[26:00:12 - 26:11:52]:  E para isso é preciso mais de minha hipóshia dos médicos com certeza. É difícil, é dizer, precisamos mais de minha pós-médicos,
[26:11:52 - 26:18:32]:  precisamos de acabar cada dia de CP, precisamos de salvar a tape.
[26:18:32 - 26:25:12]:  Quê dizer, eu acho que não precisamos estar aqui em um sitio onde os supostamentos pessoas sabem fazer contas.
[26:25:12 - 26:31:52]:  Acho que qualquer português, né, que seja com contas, me segui, sabe que o dinheiro é tão oficiado.
[26:31:52 - 26:35:12]:  É se desculpa, por isso também.
[26:35:12 - 26:36:52]:  É se desculpa, por isso também.
[26:36:52 - 26:43:32]:  É que qualquer pessoa que lide com o dinheiro, sabe que o dinheiro não dá para tudo.
[26:43:32 - 26:50:12]:  Mas realmente, quando nós chegamos a Deus, a Deus que são gostamente de Estado, parece que...
[26:50:12 - 27:05:12]:  Parece que dá para tudo, é ridículo, é ridículo. Estamos a discutir dinheiro, mostramos a discutir escolhas políticas,
[27:05:12 - 27:08:32]:  mais do que neste momento escolhas...
[27:08:32 - 27:10:12]:  É o dinheiro.
[27:10:12 - 27:11:52]:  Ocean metade, é verdade.
[27:11:52 - 27:15:12]:  Não existe essa sepagação.
[27:15:12 - 27:30:12]:  Sim, mas neste momento, provavelmente os cálculos são mais dordem política, digamos, estratégia política,
[27:30:12 - 27:35:12]:  do que propriamente de alíneas do orçamento.
[27:35:12 - 27:45:12]:  Mas repara, porque é que António Costa está tão agarrado a uma ideia de contas certas.
[27:45:12 - 27:53:32]:  É por um lado, porque viu que aconteceu na altura dos Gé Sócrates, e por outro lado, porque não...
[27:53:32 - 27:58:32]:  Eu, que é, da vez menos, há menos basuca sem contas certas.
[27:58:32 - 28:06:52]:  E nós estamos muito dependentes de Europa, e, portanto, é evidente que o não é fácil.
[28:06:52 - 28:16:52]:  Eu não pode simplesmente abriga tornar, aí quer dizer, isso seria uma de graça ainda maior.
[28:16:52 - 28:41:52]:  Vendo o PS, recardar-o a osprer uma intenção, genuína de fazer sedências ou de conceder aos partidos mais à esquerda, digamos, pontos de entendimento,
[28:41:52 - 28:53:32]:  ou antes uma tentação de forçar a barra, considerando que se houver relações anticipadas,
[28:53:32 - 28:58:32]:  que entrar a mais a perder, serão justamente bloco e PCP.
[28:58:32 - 29:01:52]:  Acho que aí pode se bi, mas sim.
[29:01:52 - 29:16:52]:  Antes de criar de marcar-me do que o João Miguel disse, porque aquele comentário sobre "Tamos prendo pessoas que supostamente sabem fazer contas a quiser".
[29:16:52 - 29:35:12]:  Eu sei que sabem, e eu sei, e, respeito muito, universidades como o Izego, porque são universidades como o Izego, que formam as pessoas que vão falir as empresas da manhã.
[29:35:12 - 29:50:12]:  E, portanto, sei, perfeitamente, que estamos prendo pessoas em relação às quais eu vou fazer pouco no futuro.
[29:50:12 - 30:00:12]:  Sabe-se que o problema não é a empresa com a falência, o problema é a...
[30:00:12 - 30:10:12]:  Não, problema maior em Portugal é a empresa que o país não deixa falir.
[30:10:12 - 30:13:32]:  Pois está bem.
[30:13:32 - 30:15:12]:  Esse é o verdadeir problema.
[30:15:12 - 30:25:12]:  Mas deixa-me... A pergunta é, se eu acho que eles estão como estar decidir aos exigências de vida,
[30:25:12 - 30:28:32]:  se a esquerda ou se estão tentando forçar...
[30:28:32 - 30:38:32]:  Parece-me que é a segunda ou a esquerda se conformam.
[30:38:32 - 30:41:52]:  E se conformam ou então...
[30:41:52 - 30:46:52]:  Vamos para a eleição, porque é para ficar perdendo nada.
[30:46:52 - 30:48:32]:  Quem fica perdendo é o Txin.
[30:48:32 - 30:51:52]:  As outras notícias ainda hoje vem mantendo o Txin.
[30:51:52 - 31:01:52]:  Apesar Carlos César ou a Tx António Costa.
[31:01:52 - 31:03:32]:  Sim, sim.
[31:03:32 - 31:05:12]:  A Txin, eu acho que...
[31:05:12 - 31:10:12]:  António Costa fala de negociação e da necessidade da sessão.
[31:10:12 - 31:20:12]:  Então as notícias dizem, por exemplo, e não hoje vem manti-se, nos parece a dizer o bloco, apresenta 9 propostas
[31:20:12 - 31:23:32]:  e o Governo Rejou-se que rejeitou as todas.
[31:23:32 - 31:30:12]:  O Governo diz, não aceitamos 6, mas o bloco pelo justo não percebeu que eu não aceitaram 6.
[31:30:12 - 31:35:12]:  A aceitaram de tal maneira que o bloco não percebeu.
[31:35:12 - 31:36:52]:  Eu não sei...
[31:36:52 - 31:50:12]:  E portanto, é possível que o PS estaja com essa atitude de se haver eleições melhor porque quem perde são vocês
[31:50:12 - 31:51:52]:  e em principio ganhem-nos nós.
[31:51:52 - 32:05:12]:  Pode acontecer, que se a sessinar isso concretizar o António Costa um dia esta jadre-mirilha parece o fantasma das eleições passadas
[32:05:12 - 32:15:12]:  que é o Fernando Nidina a dizer, cuidar de a banhizer que o tamanho marmanho é experto e não resultou.
[32:15:12 - 32:16:52]:  Pode acontecer.
[32:16:52 - 32:31:52]:  E imaginando que o orçamento passa na generalidade daqui por uma semana, ainda não sabemos nos momentos se vai acontecer ou não.
[32:31:52 - 33:01:52]:  Será que os riscos de uma crise política estarão já altropassados, se se concretizar, de uma regalta-avar-se ou a discussão da especialidade que pode vir a ser tão complicada como está a ser agora a discussão na generalidade?
[33:01:52 - 33:03:32]:  Claro que pode.
[33:03:32 - 33:13:32]:  E esse é um bom ponto do qual ainda ninguém este que esta falar porque para quem vai dar o ATA para dar a professão na generalidade, mas a discussão e...
[33:13:32 - 33:23:32]:  A discussão e nada estar resolvido se passar na generalidade? Não, aliás nós recordamos de danes anterior, bastante confusões há cerca disso, né?
[33:23:32 - 33:26:52]:  E a mesma coisa, são as ligações negativas?
[33:26:52 - 33:36:52]:  A coligação negativa, António Costa tadei, que é um abuso e que não pode governar.
[33:36:52 - 33:58:32]:  Se eu já fez essas ameaças no passado, imaginemos em 2021 é possível neste momento o PS hoje em dia é um partido muito profissional e faz aqueles focos grupo para saber o que é que o PS pensa.
[33:58:32 - 34:10:12]:  Eu imagino que os focos grupo neste momento já devem andar a ferver, a fazer a perguntas, atrasse a perguntas sobre o que é que o PS sabe fazer.
[34:10:12 - 34:30:12]:  Se calhar sempre que tanto, entre as mesmas e o que isto passa na generalidade e a especialidade, alguns focos grupo dizem que se calhar melhor é a mesma em para eleições, sem pagar e ótimas desculpas para mandar a ATA para o governo ao baixo.
[34:30:12 - 34:45:12]:  Como é que imagina a passa culpa da esquerda, pedram-me xia, se o orçamento for chumbado e se viermos a ter eleições no princípio do ano que vem?
[34:45:12 - 35:25:12]:  O passo culpas foi, é necessariamente maior, a partir do momento em que, históricamente, não foi só o muro, não foi só a queda do muro de Berlín, foi só, foi também o que eu já estava a dizer, que não conta com o PS-T para nada em materiais fundamentais, o que eu já sabemos que é falso, porque não falam fotações ou não do lado de esgelatura,
[35:25:12 - 35:36:52]:  não é adentro a matéria de política externa, de defesa e de outras matérias em que o PS tem o apoio do PS-T.
[35:36:52 - 35:46:52]:  E vem ao passo a culpa entre partidos de esquerda, entre o PS e o PS-T.
[35:46:52 - 36:10:12]:  O passo a culpa agora está expulenciado porque o PS criou esta doutrina de que são há dois blocos, não há conversas entre os centros de esquerda e centros de direita,
[36:10:12 - 36:30:12]:  hora de governar a esquerda em bloco, hora de governar a direita em bloco, falta saber se, no caso, a esquerda, é um bloco, e destinamento é muito veroso que seja um bloco.
[36:30:12 - 36:43:32]:  Não já chegamos a... não é se chama para elementar, já está muito mais participado com o da Alemanha, mas ainda ninguém avisou os partidos portugueses.
[36:43:32 - 36:55:12]:  Precisamos de uma coligação de amaca, de uma coligação de pássaro, de um dos partidos adiguais.
[36:55:12 - 37:08:32]:  Chega, o Universitivo é o legal, o PAN, tem uma representação eleitoral significativa, evidente que o evolui para uma situação humana,
[37:08:32 - 37:35:12]:  é só porque quando se fala em chega isso não são uma... ficou... ficou... ficou... ficou... ficou... na mesma frase, na mesma frase eu tive aquilo aonde.
[37:35:12 - 37:41:52]:  Está lá mais descansarinho, então para o Evangelho já me deu chega um canto. Tá bom, tá bom.
[37:41:52 - 37:45:12]:  A vida até nesse aspecto tá com a melhor.
[37:45:12 - 38:03:32]:  Bom, então já está entrega a pasta de ministro do Estado do Orçamento, quanta ao Ricardo Raúx Pereira quer ser desta vez ministro das tropas.
[38:03:32 - 38:15:12]:  Agora que já sabe que vai haver batalha interna no PSD, como é que está a contagem de espingadas?
[38:15:12 - 38:16:52]:  Ricardo Raúx Pereira.
[38:16:52 - 38:33:32]:  Eu não consigo ainda contar, percebo que está a ser feita a contagem, cheiram ouvindo o discurso do hoje de Rio, cheiram que ela acha que está a perder a contagem de espingadas.
[38:33:32 - 38:56:52]:  Aliás, se foi uma coisa curiosa no discurso do Rio, que é... eles teve o tempo todo ensinular que o Paulo Rangel é o Nino Bonito do Aparelo, aparelo igual a estamos de ele e é o candidato, digamos, control-se sistema interno do PSD,
[38:56:52 - 39:11:52]:  sente que ele é o presidente do PSD, então é um truco difícil de fazer. É um truco de equilibrismo difícil.
[39:11:52 - 39:30:12]:  Eu gosto muito de eleições internas dos partidos, porque há aquelas lutas sangrentas internas e depois, a seguir...
