[00:00:00 - 00:06:08]:  Agora que estamos na Rantrei e a falar de livros e leitura,
[07:21:20 - 07:29:40]:  Mas leva o estilo de vida perigoso que o que é o que é o mexido, ele é o outro bom.
[07:29:40 - 07:32:24]:  Os assidentes da condição, né?
[07:32:24 - 07:35:04]:  O que que chamam mais atenção?
[07:35:04 - 07:42:04]:  É só fazer, e é mesmo assim que ele é canyoto, portanto, é bato certo?
[07:42:04 - 07:46:32]:  Pouenta, claro, é mesmo em capacidade de autógrafos.
[07:46:32 - 07:48:52]:  É mesmo em capacidade.
[07:48:52 - 07:54:24]:  O que que chamam mais atenção na programação deste búco 2.0?
[07:54:24 - 07:56:04]:  João Miguel Tavárez?
[07:56:04 - 08:02:34]:  Nós temos, pelo que eu percebo, tem sido muito falado no tema que também já foi
[08:02:34 - 08:11:46]:  que foi daqui, que é a ligação entre a cultura e a educação e a intera de leitura e a educação.
[08:11:46 - 08:21:00]:  E, para mim, eu que tenho muitos filhos como se sabe, e que já atravessaram vários graus
[08:21:00 - 08:32:18]:  de ensino, eu te paráim com muitas pessoas de português, muitos livros de estudo, de
[08:32:18 - 08:33:58]:  português.
[08:33:58 - 08:45:18]:  E é, para quem, como eu gosto de leitura, é, muitas vezes, fosentrantes e tem a sensação
[08:45:18 - 08:53:02]:  que há demasiadas aulas de português nas coulas que são uns incentivos, um desprezer
[08:53:02 - 08:54:42]:  da leitura, né?
[08:54:42 - 09:03:44]:  Os mil te passam de mais há tempo, é estudar semântica e sintáxese, e pouco tempo há
[09:03:44 - 09:07:22]:  para vender o prezer do leiro.
[09:07:22 - 09:13:06]:  São atenção a um método de ensino que há bastante de mil teus de leitura da revista
[09:13:06 - 09:14:46]:  Playboy.
[09:14:46 - 09:29:14]:  Sim, porque consistem a misse dezembro, gosto de andar a cavali e de fazer passeios na praia.
[09:29:14 - 09:32:14]:  Qual é o seu jeito desta frase?
[09:32:14 - 09:35:34]:  Sim, cura.
[09:35:34 - 09:41:26]:  Pai, vocês ultimo, vão ler os maios, dizem, pá, não quer?
[09:41:26 - 09:43:06]:  Eu acho que é mesmo isso.
[09:43:06 - 09:53:44]:  O book do Espão do Ser que tem este subtítulo de Future of Reading, e é o que sempre
[09:53:44 - 10:01:50]:  me pareceu é que o futuro da leitura é muito parecido com o passado da leitura.
[10:01:50 - 10:05:34]:  É porque é exatamente o mesmo.
[10:05:34 - 10:16:10]:  Muitas vezes nós vemos uma civilização com um deslumbramento tecnológico, mas há uma
[10:16:10 - 10:27:38]:  frase famosa de um Berto Eco, quando ele diz que o livro é como a colher, o mastelo ou a
[10:27:38 - 10:33:58]:  roda, que depois de ser inventado não pode ser melhorado.
[10:33:58 - 10:37:02]:  E eu acredito que o fundamental é isso.
[10:37:02 - 10:48:14]:  Acho que o livro como objeto, o livro em papel, como objeto é um objeto inutrapassável na sua
[10:48:14 - 10:49:54]:  eficácia.
[10:49:54 - 10:59:50]:  E é essa continuidade que eu acho que tem que ser transmitida e também aos nossos filhos.
[10:59:50 - 11:07:30]:  E acho que é porque somos aqui todos, de uma pessoa que, como quem está na plateia, vamos
[11:07:30 - 11:14:02]:  então distribuir pastas o habitual neste programa.
[11:14:02 - 11:24:58]:  Teremos um ministro das estantes, um ministro das estrelas e, para começo, conversa, um ministro
[11:24:58 - 11:27:02]:  das badanas.
[11:27:02 - 11:36:26]:  Como é que eu vou lhe dar qualidade das badanas que temos à disposição no mercado editorial
[11:36:26 - 11:38:06]:  português?
[11:38:06 - 11:44:10]:  Acho que acho que é que, por já e o de arpeso, algum respeito pela badana, eu acho que
[11:44:10 - 11:53:54]:  o nome "badana", sou jojo, acho que é uma coisa, enfim, despresteria, exatamente.
[11:53:54 - 12:02:22]:  Mas a badana merece algo no respeito, até porque há badanas que, acho que se devia investir
[12:02:22 - 12:12:02]:  mais nas badanas, há badanas que te pensam à leitura do livro que a gente leva da nelismo.
[12:12:02 - 12:13:42]:  Acho que é de jatalita.
[12:13:42 - 12:15:22]:  Ah, menino.
[12:15:22 - 12:20:42]:  Os brasileiros são melhor, ele é.
[12:20:42 - 12:30:34]:  Sim, mas eu acho que é o método de conceber badanas.
[12:30:34 - 12:33:54]:  É muito, quer dizer, muito fácil identificar.
[12:33:54 - 12:41:26]:  Essa história de corre no presente tem princípio o livro "A Retrata Implacável".
[12:41:26 - 12:52:10]:  Pode ser "A Retrata Implacável" da miseria humana do país ou de uma certa elite, mas
[12:52:10 - 12:55:34]:  em princípio é um retrato implacável.
[12:55:34 - 13:06:50]:  Se de corre no passado, em princípio é uma história fascínica e inspiradora.
[13:06:50 - 13:11:14]:  O autor há 2 hipotes.
[13:11:14 - 13:21:34]:  Ou é um nome, ser constatido na qual é a Simaíra, ou é uma figura.
[13:21:34 - 13:25:26]:  E aí é de prova.
[13:25:26 - 13:39:06]:  E, por exemplo, eu acredito que se devia inovar a ver uma figura Simaíra de vez em
[13:39:06 - 13:48:58]:  quando, só para paralharem, ver se é sempre o nome que é Simaíra, posso só fazer um...
[13:48:58 - 14:03:58]:  Por exemplo, nós temos aqui, neste coisa que é sobre a leitura e tal.
[14:03:58 - 14:10:30]:  E o nome diz, é "Buc 2.0 da Future of Reading".
[14:10:30 - 14:15:30]:  Eu perfeio que fosse importante de isso.
[14:15:30 - 14:19:38]:  Eu acho que era o nome que fosse importante.
[14:19:38 - 14:21:18]:  Até a sua paciente...
[14:21:18 - 14:26:18]:  (aplausos)
[14:26:18 - 14:32:58]:  É só para...
[14:32:58 - 14:36:18]:  É só para ser desagradable.
[14:36:18 - 14:42:58]:  Eu percebo que é porque já não me achei convidado por um datato.
[14:42:58 - 14:44:38]:  Já não me enxer.
[14:44:38 - 14:47:58]:  Rassar, como é que é isso?
[14:47:58 - 14:49:38]:  Conseguer que já erem a brincadeira.
[14:49:38 - 14:59:58]:  O propósito neste Ministério de Espanha, nós discutimos o estado da edição em Portugal.
[14:59:58 - 15:09:38]:  Tem conseguido identificar acontecimentos editoriais com facilidade de ficar sem ficar.
[15:09:38 - 15:17:58]:  No final do nosso programa nós nós nós recomendamos livros e eu faz questão sempre.
[15:17:58 - 15:19:38]:  Faz isso.
[15:19:38 - 15:26:18]:  É um acontecimento editorial, gosto muito de apresentar as coisas dessa forma.
[15:26:18 - 15:31:18]:  Nós estamos em meio de um acontecimento editorial, que é a tradução, por exemplo, da Bíblia,
[15:31:18 - 15:36:18]:  pelo pessoal, fodericuloreanso.
[15:36:18 - 15:42:58]:  E isso é um acontecimento editorial que está de correr neste momento.
[15:42:58 - 15:46:18]:  E há outros...
[15:46:18 - 15:57:58]:  Se há outros, a edição portuguesa deste momento tem acontecimentos editoriais com frequência.
[15:57:58 - 16:11:18]:  Por exemplo, recentemente... A Bíblia da Quetzal, quer dizer...
[16:11:18 - 16:17:58]:  Se há essa, é essa, mas é esta, do pessoal fodericuloreanso.
[16:17:58 - 16:27:58]:  Se cada um é assim tão recentemente, mas ninguém precisa ultracitinar o contrato.
[16:27:58 - 16:36:18]:  Não sei, em princípio, foi lá, alguém no Vaticano que tem os direitos daquilo.
[16:36:18 - 16:49:38]:  Mas por exemplo, a Dívida Comédia, comédia, traduzida pelo abraçamora e o Shakespeare também,
[16:49:38 - 17:01:18]:  a religiada água e a recheira traduzida pelo Pedro Tamman, isso foi também um acontecimento editorial,
[17:01:18 - 17:14:38]:  o Don Quixote dos Eventos no editorial, acho que era a religiada água, mas também é...
[17:14:38 - 17:22:58]:  A recheira é assim, porque sou uma pessoa que tenha escolher a idade obrigatória.
[17:22:58 - 17:27:58]:  E nós, esta pequena é a idade...
[17:27:58 - 17:36:18]:  Mas apresenta o que o Chote, sim, o resto é o Chote, mas quando é a recheira, tu diz a recheira.
[17:36:18 - 17:39:38]:  Não é um implementa qualquer que diz...
[17:39:38 - 17:46:18]:  Foi um esquiro tempo... Ah, mas ainda mais, por exemplo, antigo na tevo...
[17:46:18 - 17:51:18]:  A tradução do Miguel Portela do Tristram-Chandi, que se o nante e o nante...
[17:51:18 - 17:56:18]:  O que eu não fui assim tão recentemente, mas foi importante.
[17:56:18 - 18:02:58]:  É importante... Ah, mas é uma recenta, então pronto.
[18:02:58 - 18:16:18]:  É primato, que é uma editora bastante pequena, ex-financiada de uma maneira bastante curiosa aliás,
[18:16:18 - 18:19:38]:  um grau de fanden, e exato, como é que se dizem por aqui?
[18:19:38 - 18:26:18]:  É um financiamento pelo multilégio...
[18:26:18 - 18:34:38]:  É primato, este...
[18:34:38 - 18:44:38]:  Fecha, por público, recentemente, o Pantagro Alto, a dos livros todos, contra de seu número de freitas.
[18:44:38 - 18:47:58]:  E agora está, um podcast montério, por exemplo.
[18:47:58 - 18:51:18]:  E o montério, os ensaios, direto?
[18:51:18 - 19:02:58]:  Estera para perguntar se a importância cultural do sucesso comercial vos parecem mais vezes as peças coincidentes
[19:02:58 - 19:07:58]:  ou sem grande relação entre eles?
[19:07:58 - 19:16:18]:  Quê ter uma vez assim, outras vezes não, eu não sou de aquelas pessoas que dizem "põe"
[19:16:18 - 19:21:18]:  Se está a vender muita proposta, ou o contrário, a pessoas que...
[19:21:18 - 19:24:38]:  Ah, a pessoas que dizem sempre ou isto ou contrário, né?
[19:24:38 - 19:31:18]:  Se está a vender muita porque é bom, não necessariamente, se está a vender...
[19:31:18 - 19:32:58]:  Não há correlação.
[19:32:58 - 19:37:58]:  Acho que não há as coisas aliás...
[19:37:58 - 19:39:38]:  Não falaste no abilêo?
[19:39:38 - 19:41:18]:  Sesse editorial?
[19:41:18 - 19:46:18]:  Aliás, praticamente tudo o que foi do que o homem se fazena.
[19:46:18 - 19:51:18]:  A gramática do latinha é um sucesso editorial para a mãe da...
[19:51:18 - 19:52:58]:  Eu sei a surpreendente.
[19:52:58 - 19:56:18]:  Sei sim, é gramática do latinha.
[19:56:18 - 20:12:58]:  Quando se fala de livros e leitura, a linha é mais frequentemente, permecia com os apocalíticos ou com os integrados.
[20:12:58 - 20:21:18]:  Ou seja, com os que acham que o livro está condenado ou com os otimistas que consideram que o livro
[20:21:18 - 20:27:58]:  continua a ser uma tecnologia cheia de vida e de futuro.
[20:27:58 - 20:34:38]:  Involgarmente não sou apocalítico nessa matéria, por...
[20:34:38 - 20:44:38]:  Por causa do que eu estou com o João Miguel, de Salia João Anúcio, que eu não vou...
[20:44:38 - 20:47:58]:  Eu reenfeito o advérbido modo.
[20:47:58 - 20:49:38]:  Sim.
[20:49:38 - 20:57:58]:  Que eu não vou prosípo que não sei exatamente e não quero estragar a piada, mas é um ano se o...
[20:57:58 - 21:09:38]:  A gente está muito endosiosimado para descobrir o novo suporte para ler e começar a descrever as virtudes de...
[21:09:38 - 21:14:38]:  O novo suporte é o papel. No final percebe-se que é o papel.
[21:14:38 - 21:34:38]:  E portanto, nesse sentido, acho que haverá e já uma separação entre o livro e a litratura, por exemplo,
[21:34:38 - 21:37:58]:  todos os livros são livros de litratura.
[21:37:58 - 21:57:58]:  As pessoas da litratura tendem a ter uma... uma maior... uma relação mais forte com o papel e com o grafismo e com as capas e com tudo isso.
[21:57:58 - 22:11:18]:  Do que as pessoas que lêm em livros técnicos, por exemplo, não é uma questão de arar aqui, é um questão de facto.
[22:11:18 - 22:27:58]:  E depois os nichos, ou seja, não faça a ideia, não me lembro ninguém escalar há, mas nem Portugal, que anda a ler um livro de polize, um livro de polisia.
[22:27:58 - 22:36:18]:  Por exemplo, é com o conceito de livro de polisia, embora existe a com certeza.
[22:36:18 - 22:41:18]:  Embora há muita polisia na internet, por exemplo.
[22:41:18 - 22:44:38]:  Não há muita polisia na internet, mas estou a dizer...
[22:44:38 - 23:07:58]:  O tipo de livros e os suportes têm a ver com o tipo de... o gênero, tem a ver com o tipo de leitores que têm, daqui a pouco, que nem vou falar de jornalismo, e é um pouco...
[23:07:58 - 23:19:38]:  Como isso acho que vai ver sempre nichos, que nunca ficarão de forma tradicionais, mesmo assim.
[23:19:38 - 23:31:18]:  E outros em que isso é, e em que isso é inivitável, e que também não vai mal nenhum al mundo.
[23:31:18 - 23:47:58]:  A mío que me faz sempre com fosão é que as pessoas achem que quando há uma nova tecnologia, nós temos que nos desembarassar de todas as tecnologias anterior.
[23:47:58 - 24:02:58]:  Então, aquelas pessoas que há uns anos se desfizeram todos os seus viniis, e agora, de repente, o vini é o CD que está a se descebida.
[24:02:58 - 24:16:18]:  E portanto, acho que... este é a tecnologia para enconviver... eu sou do papel, mexido do papel, e vou morrendo do papel.
[24:16:18 - 24:19:38]:  É uma frase curiosa, não sei...
[24:19:38 - 24:24:38]:  Mas que paga. Mas quando tu diz isso, tu...
[24:24:38 - 24:32:58]:  E as gerações que já vieram depois de ti também, vão morrer aqui no papel da mesma maneira.
[24:32:58 - 24:37:58]:  Acho que isso já é um problema o que vai passar.
[24:37:58 - 24:49:38]:  Ainda que há 10 anos, não é? A chava-se que vinha o iBook e o sustituiria...
[24:49:38 - 24:54:38]:  O sustituiria, mas os namos portugueses são muito mais baixos do que o do outro, no nosso país.
[24:54:38 - 25:09:38]:  Não, certo, mas no Estados Unidos, mesmo nas sociedades, digamos assim, tecnologicamente mais assançadas, o reto, o regresso do livro em papel.
[25:09:38 - 25:17:58]:  Que é, eu nunca fugiu. Já se percebeu que não vai ser o que vai passar?
[25:17:58 - 25:27:58]:  Mas se passou com o livro, o nosso passo com a literatura, o que se passou por exemplo com a música.
[25:27:58 - 25:31:18]:  É, é que é uma desmaterialização completa.
[25:31:18 - 25:36:18]:  É isso, foi uma desmaterialização tão grande, que os muores...
[25:36:18 - 25:37:58]:  O planeta não mais, isso é grande.
[25:37:58 - 25:52:58]:  Já não vivem dos discos vendidos, dos discos físicos, e por tanto, nesse sentido, há algumas diferenças entre as várias artes.
[25:52:58 - 25:59:38]:  Consegue encontrar a releitura suficiente na edição portuguesa, João Miguel Tavares,
[25:59:38 - 26:09:38]:  para satisfazer os seus desejos de leitor, precisam de recorrer com frequência a edição extrajera.
[26:09:38 - 26:17:58]:  Sim, recorre, mas porque eu tenho gosto de muitos discosites.
[26:17:58 - 26:22:58]:  São cadenarde, e alguns inconversáveis, em público.
[26:22:58 - 26:36:18]:  E, portanto, como eu gosto muitas vezes de livros discosites e de gente discosites, é normal que...
[26:36:18 - 26:39:38]:  Tenha que me seguir, hein.
[26:39:38 - 26:41:18]:  Explicado que as maras...
[26:41:18 - 26:47:58]:  Não, não vou contar, porque ainda é possível.
[26:47:58 - 26:49:38]:  É possível, em confissável.
[26:49:38 - 26:54:38]:  A minha família, depois, talvez, pode ter caso.
[26:54:38 - 27:12:58]:  Não, coisas mais confissáveis, sei lá, gosto de banda desenhada e ilustração, fotografia, e portanto, aí...
[27:12:58 - 27:14:38]:  Aí, deção, português já...
[27:14:38 - 27:21:18]:  O planeta é um momento já oferecer muito...
[27:21:18 - 27:22:58]:  Em qual é o planeta desenhado?
[27:22:58 - 27:34:38]:  O oferecer muito banda desenhada e tem vinda seguir ditado de alguns clássicos, mas, aí quer dizer, não tem comparação com o que é a edição,
[27:34:38 - 27:41:18]:  digamos assim, regular do romano, se chove mesmo, não ficção.
[27:41:18 - 27:54:38]:  E o senhor é para perguntar se sim de fará sentido continuar a editar livros traduzidos que serão com a mais depressa e mais barato,
[27:54:38 - 28:04:38]:  em língua inglesa, vendo tanta gente já aler edições transeidas.
[28:04:38 - 28:11:18]:  Eu tenho muitos casos, provavelmente, então, é um problema isso.
[28:11:18 - 28:22:58]:  A questão que é complicada é tão vasto que eu acho que o papel das editoras, neste caso das editoras portuguesas,
[28:22:58 - 28:27:58]:  é muito a vez um papel de coraduria.
[28:27:58 - 28:37:58]:  Esta ideia de que, "Ah, ok, os livros podem ver mais rapidos e mais baratos, sim, mas, parecem as pessoas têm que descobrir."
[28:37:58 - 28:52:58]:  É evidente que se nós tivemos muito centrado, de uma área que merece tudo o nosso interesse, nós estamos muito informados sobre isso,
[28:52:58 - 28:57:58]:  e sabemos que olha, o livro já está disponível na Amazon, não é?
[28:57:58 - 29:09:38]:  Mas quer dizer, aquilo que é um leitor regular, ou mesmo um leitor muito intensivo, diáreas que nós não dominamos,
[29:09:38 - 29:17:58]:  um livro de uma boa editora tem esse papel de descoberta para nós próprios.
[29:17:58 - 29:22:58]:  E aí, é isso o interesse das boas editoras.
[29:22:58 - 29:36:18]:  É, efetivamente, um trabalho de coraduria, em que leitores informados e bons leitores, como é supposed to ser nos bons editores,
[29:36:18 - 29:46:18]:  andou a procura de livros e que funcionam como uma espécie de chancela, a dizer, olha, isto de sei o que,
[29:46:18 - 29:56:18]:  portanto, isto deve ser entrecento, acho que qualquer um de nós, quando confia numa determinada editora,
[29:56:18 - 30:04:38]:  este também é uma oportunidade para descobrir, de repente, ao todos dos quais nós nunca ouvimos falar.
[30:04:38 - 30:14:38]:  E esse peso das boas chancelas, eu acho que ele indisista, ainda que isso falou agora, por exemplo, de imprimatura,
[30:14:38 - 30:27:58]:  é um bom exemplo de como uma editora, que não sei se hoje é exerce, então, pequena, mas como rapidamente ganha um prestígio significativo.
[30:27:58 - 30:39:38]:  E esse trabalho é preciso, eu tenho se assistido muito isso nas pequenas editores, mas mesmo mais grandes editores têm editado muito,
[30:39:38 - 30:49:38]:  o que eu acho que este cardinário é, há 10 anos, se calhar, havia um discurso tão drogutista em relação ao ser do livro,
[30:49:38 - 31:02:58]:  eu acho que isto está muito ultrapassado, não só tal ter passado mesmo em tempos capitalistas, nos sentirem que as vendas de livros não têm para subir,
[31:02:58 - 31:12:58]:  mesmo a Pelocorganizar a Fega do Livro, a Fega do Livro tem sido, parece um sucesso, danprende,
[31:12:58 - 31:24:38]:  depois da queda da pandemia, aparentemente a pandemia vai como ressuscitar o interesse do livro,
[31:24:38 - 31:34:38]:  e tudo isso são boas notícias, nós, às vezes temos um discurso muito drogutista, mas não há nenhuma espécie de razão,
[31:34:38 - 31:44:38]:  nem que seja porcos mil, desnutic toque, aguardando todos os os livros nos outros, e os livros que sugeram são livros em papel.
[31:44:38 - 31:54:38]:  Eu ainda há pouco tempo isso sobre um liquete, que fez que há 2 ou 3 anos, em que fizeram enquérios,
[31:54:38 - 32:07:58]:  portanto as jovens, entre os livros de 18 e os cerca de 30 anos, e perguntaram o Fega do Profereiro Digital ao papel,
[32:07:58 - 32:17:58]:  e se seja que a distenta por cento dos jovens em que a gente se era um livro em papel bravo, é mesmo isso.
[32:17:58 - 32:32:58]:  Entregamos então ao Ricardo Arouspreiro, o Ministério das Badanas, estivamos a falar de edição, uma forma genérica,
[32:32:58 - 32:44:38]:  quanto ao pedremoscia vai ser neste programa, ministro das Estrelas, na sua actividade como crítico,
[32:44:38 - 32:59:38]:  começa a escrever o texto, por pensar primeiro o número de estrelas que tem de dar quando publica no jornal.
[32:59:38 - 33:12:58]:  Eu como só 2 estrelas, por ser obrigado, tendo a pensar o menos possível nas estrelas, portanto, é sempre a última coisa,
[33:12:58 - 33:14:38]:  e é um mecanismo que tem de ter...
[33:14:38 - 33:17:58]:  Então, parece uma boa prática.
[33:17:58 - 33:27:58]:  Tanto, já veio. A prática começou, tanto quando sei na crítica de cinema.
[33:27:58 - 33:29:38]:  É uma crítica de cinema.
[33:29:38 - 33:41:18]:  E, entretanto, vulgarizou-se e também chegou à avaliação dos críticos literais.
[33:41:18 - 33:52:58]:  Mas vulgarizou, mas vulgarizou-se na crítica de cinema, em nomeadamente nos queiro de cinema, com uma determinada connotação,
[33:52:58 - 34:06:18]:  que eu acho importante, e que foi importante na altura, porque era uma revista com todas essas revistas de cinema fundadoras,
[34:06:18 - 34:12:58]:  programática e combativa por um certo cinema.
[34:12:58 - 34:32:58]:  E estrelas no fundo significavam um gosto e uma preferência, embora ainda não tem mais diversas inversas no painel dos críticos da revista.
[34:32:58 - 34:51:18]:  Mas chamaram uma coisa sobre a prima, seria dizer que este tipo de cinema, do colossalínia, seja o que for, é um cinema extraordinário.
[34:51:18 - 35:01:18]:  E é comparativo como você estava a dizer, ou seja, que você tinha as 4 simclíticos que vieram o mesmo filme.
[35:01:18 - 35:06:18]:  E que atribuiam estrelas, que não acontece num livro, né?
[35:06:18 - 35:14:38]:  Sim, um livro de clíticas não tem as 4 ou 5 clíticos dos preços atribuiam, que estrelas é esse mesmo.
[35:14:38 - 35:19:38]:  O problema da sesterela é há 2 km de sesterela.
[35:19:38 - 35:29:38]:  De dar estrelas. Um do ponto vista de quem tem que atribuir essa equilance ficação e outro ponto vista de quem ele.
[35:29:38 - 35:44:38]:  De quem tem que atribuir essa equilance ficação é porque não direi arbitrar o alietório, mas é, ao fim, um certo tempo inconsistente.
[35:44:38 - 36:07:58]:  Por que, por exemplo, imagina se comparar um livro não dos melhores do Tomas Man com um grande livro de estreia de um jovem de 25 anos.
[36:07:58 - 36:32:58]:  Eu vou dar 3 estrelas ao Tomas Man em 5 ou jovem de poeta já aconteceu. Mas em absoluto isso é bizarro e tem gestionável, porque estou a...
[36:32:58 - 36:36:18]:  No bom prazo é um problema.
[36:36:18 - 36:51:18]:  Porque estamos a valiar não apenas um livro, mas a expectativa, evidentemente, é um primeiro livro excelente.
[36:51:18 - 37:14:38]:  Não há sintantes primeiros no livro excelente, mas não há sintantes. Há um efeito entusiasmo que, se fosse o quinto livro daquela autora, se calhar o efeito entusiasmo não produzia esse mesmo efeito.
[37:14:38 - 37:22:58]:  Do ponto vista, portanto, eu acho que é inconsistente do ponto vista do quem ele faz.
[37:22:58 - 37:37:58]:  No ponto vista do quem ele faz tem 2 problemas. O maior é que a única coisa que a pessoa eleia da crítica são as estrelas.
[37:37:58 - 37:51:18]:  Digamos assim, olha pra as estrelas e não lê o juízo crítico, que é precisar que toda é parte que dá trabalho. É quem escreve o texto.
[37:51:18 - 38:19:38]:  Por que que o livro é interessante ou não, é cheiro do livro que ele extra um determinado ponto. E sobretudo, que é uma coisa que uma conta essa amiga, acontece muito a muitas pessoas que têm que ver as estrelas.
[38:19:38 - 38:24:38]:  Eu acho que não me enxien que goste.
[38:24:38 - 38:44:38]:  É que as pessoas fazerem uma objeção, que é muito desesperter nente, que é... As estrelas não baten certo que o texto...
[38:44:38 - 38:51:18]:  O texto é muito entusiasco, senhor, eu estou teotêo de trascelas porque...
[38:51:18 - 39:12:58]:  E olha, as vezes não são explicadas, mas justamente por causa dessa expressa e dinho consistência de gerir respectativas, de surpresas, uma surpresa...
[39:12:58 - 39:26:18]:  Gera um entusiasmo que não gera um livro de um ator que é sempre bom e portanto...
[39:26:18 - 39:46:18]:  E às vezes o texto diz coisas e depois eu, quando vou dar a estrelas, se bom, não vou deixar a entusias mar, mas também não quero ser injusto.
[39:46:18 - 39:54:38]:  E, portanto, ó, em ultimanal, espero que as pessoas não liga em aquilo.
[39:54:38 - 40:14:38]:  Mas está lá. É este segmento para falarmos da crítica, não a estrelação, é um aspecto quase endótico, no que diz o aspecto da crítica...
[40:14:38 - 40:37:58]:  Na crítica, na divulgação dos livros, eu vou um tempo que havia suplementos literários, revistas literárias, programas de providão sobre livros nos canais naralistas, de até não direi em prémite, mas quase...
