[00:00:00 - 00:09:04]:  Esta semana, Ricardo Oroos Pereira ainda ao longe de Clara S. Esclarcedor.
[21:40:16 - 21:51:56]:  no discurs público e no debate público, e perdendo, não consigo perceber que uma procuradora geral da República,
[21:51:56 - 22:00:16]:  é que um cardinal patriária, que é o primeiro ministro que o ministro, que o presidente da Câmara, nos criara do Estado,
[22:00:18 - 22:15:18]:  é o segundo de que as pessoas falam, genericamente, em casa, nos cafés, nas televisões, tem uma atitude, não tem nada a dizer.
[22:15:18 - 22:26:58]:  Agora, a pergunta é, deve ser no parlamento, deve ser numa comissão de inquietro, deve ser no artigo de jornal, deve ser numa conversa simples,
[22:26:58 - 22:46:58]:  qualquer coisa, digam qualquer coisa, porque, se não, isto confunde-se, muito, acho que, no caso, esta PGR se confundo, com sobranceria,
[22:47:00 - 23:03:40]:  tem nada a poder dizer, tem nada a poder dizer, tem nada com isso, e isso não é uma atitude aceitável, de uma PGR, no ministro, etc., etc., etc.
[23:03:40 - 23:18:40]:  Entretanto, quem disse que não tinha nada a dizer sobre a procuradora de Jodá da República, foi a ministra da Justiça, que, dizendo isto,
[23:18:42 - 23:52:02]:  eu vou declarar esta quinta-feira, entrevista ao arrado de observador, que quem tomar conta da procuradoria, geral depois de determinado mandato de atual procuradora, tem de por a casa em ordem, e tem de acabar com a descredibilização no ministério público, não dizendo, não quer dizer nada,
[23:52:04 - 24:05:24]:  isso muito pode ver se neste Ricardo era um estado de incompetência, Lucilia Gago?
[24:05:24 - 24:27:04]:  Que outra coisa que se pode ver, eu tenho alguma dificuldade, eu concluo isto que realmente lucilia Gago, na Polidade de Procurador da Jodá da República, tem muito acesso à informações secretas, comunicações privadas, como escutas,
[24:27:06 - 24:57:06]:  mas tem pouco acesso a comunicações públicas, como entrevistas da ministra da Justiça, porque, não sei se não se diziam palavras, que justificariam, dizer "ai, então, demito", digo eu, não sei se não é o tipo, não sei que seja ministra da Justiça para o ficar,
[24:57:08 - 25:17:08]:  ou seja, tentar, digamos, me lembrar, se o Linha Gago tentando ser demitida por um parágrafo dela, e não pode ser demitida, ao nojado, ao nojado, não pode ser demitida,
[25:17:08 - 25:40:28]:  mas sei bem, mas pode ser que a procuradora redigia um comunicado com o parágrafo de tal forma no cibo, que a ministra da Justiça está em itemitira e ao mais de um lugar da europeu, pode ser uma procuração deste tipo,
[25:40:30 - 25:50:30]:  a comissão, a comissão europeu fica livre em breve, demito mal o cílio,
[25:50:30 - 26:12:10]:  a esquetática da ministra foi editor lindo, exáduamente, é isso, demito que seja capaz de alucir o Linha, descreve aí um parágrafo de fazer do sobre mim, peio outro que demitire com um cargo europeu.
[26:12:12 - 26:30:32]:  Também considera, com mandré-aventura João Miguel Tavarres, que as declarações da ministra da Justiça, podiam ser, vou citar, andré-aventura, de um ditador ou autocrata da América do Sul?
[26:30:32 - 26:48:52]:  Lá está, esse é um dos grandes problemas que a André-aventura tem, é que tem de conta que a maior parte de vezes, ele fala como se fosse um diretor, um ditador com autocrata da América do Sul,
[26:48:54 - 27:37:14]:  quando ele tem de ter por uma postura institucional, e que não funciona, não funciona, não funciona, era bom, era bom, e eu tantas vezes aqui já suspiro aí por isso, e eu acho que ele quer, mas depois passa-lhe, eu tenho que ver isso porque acho que não estou a reparar o suficiente nele, e depois, e mas este salta agora, então eu vou tentar ser institucional, agora estou tentando ser um autocrata, agora estou tentando ser institucional, agora estou tentando ser um autocrata, que não se chama de uma institucional,
[27:37:16 - 27:42:16]:  a institucional, mas as declarações de ministra da Justiça?
[27:42:16 - 28:25:36]:  As extenções de ministra da justiça, se se são totalmente criticáveis, se se se lecasse não fosse se lecasse, esse é o ponto, repara, nós temos a falar de uma pessoa que, em seis anos de mandato, provavelmente não sairá sem ter que dar duma intervista, uma intervista, a qualquer órgão de comunicação social, ela fez pequenos comentários ocasionais, depois, depois, se te cursa naquelas abraturas da unidade judicial,
[28:25:38 - 29:07:18]:  mas de repente chegar ao pé de jornalistas, de uma atlovisão, de um jornal, e dizer, "goro, vou dar uma intervista a dizer o que eu penso sobre isto, nada zero, e para mim basta isso, e há muito mais, para perceber que a senhora nunca percebeu que carguei aquilo, porque o carto-procredor, já da república é um carco político, tem uma dimensão política e inigável, é impossível estar neste tipo de sentido.
[29:07:20 - 29:42:20]:  E aí, portugada, a comunicação é um dos grafos para o domingo das justiças, que é muito absurdo. É claro, e quer seguir um meio que tem que ser escrutinado, e portanto, o líder de um ministro de república que tem que estar acarada, tem que estar habituada, a dar a cara, tem que saber da intervista e falar com pessoas, portanto isto seguiu uma clítica totalmente inanimissível, não conteste.
[29:42:20 - 30:02:20]:  A ministra das justiças, que é isto? A ministra da justiça, basicamente, então, se a senhora é uma incompetente, portanto, diante dela, o ministério público ficou totalmente escritabilizado, ela não se justifica, é por causa da casa.
[30:02:20 - 30:05:40]:  É por causa da casa, mas pode dizer mais do que isto.
[30:05:40 - 30:30:40]:  No outipo de contexto, nós, digamos, bem, isto é uma pressão absolutamente inacitável sobre o ministério público, mas eu acho que não há português que olhe para ali, e não considera aquilo, um daqueles acidentes rodoviários, numa autoestrada, então envolvido.
[30:30:40 - 30:59:00]:  É a expressão ordem na casa, talvez não seja, acho que não é feliz pela razão, é porque tendo a acentuar a confusão que existe neste discursão sobre o ministério público entre a necessidade de autonomia e a necessidade de ararquia, que são duas coisas que eu acho que são valiosas.
[30:59:00 - 31:09:00]:  E como se o mês estivesse contra a outra, portanto, a ordem na casa seria...
[31:09:00 - 31:35:40]:  Proira que é anti-autonomia, e não é isso. É evidente que é preciso ir que libre entre uma coisa e oita, e é exatamente porquê isso que libre entregar que a autonomia é tão sensível no ministério público, precisa se ter uma pessoa especialmente aglidosa naquele cara agora.
[31:35:40 - 31:54:00]:  Volta, vale sempre a pena recordar, foi Antônio Costa, e Maxwell Reult Sosa, que diante a possibilidade de reconduzir aquilo que tinha sido se calhar a melhor peger da nossa democracia,
[31:54:00 - 31:59:00]:  se dio com o Caral ao Cilegago, é bom recordar isto.
[31:59:00 - 32:20:40]:  Chega, travou entre tanta votação de dois requerimentos para que a procuradora seja chamada ao Parlamento, sem que se tivesse sabido o que senti de voto, que iriam adotar o PSD, o PS,
[32:20:40 - 32:37:20]:  como é que interpreta esta coreografia parlamentar em torno da chamada ou não de Luceo Llegago à Assembleia da República?
[32:37:20 - 32:50:40]:  Este é o chega armado mais uma vez em institucional, porque sepostamente no caso da justiça, que é que parece muito preocupado, mas acho que é faixa em ti nenhum.
[32:50:40 - 33:07:20]:  Acho que um procurador já da República tem toda a legitimidade por chamar, e o procurador tem um dever de, evidentemente não é...
[33:07:20 - 33:09:00]:  Olha, agora conta-me aqui...
[33:09:00 - 33:10:40]:  E os últimos foram todos?
[33:10:40 - 33:19:00]:  Sim, não é para dizer, olha, agora é esta escrota telefone, que alguém que não tomou este montairo e...
[33:19:00 - 33:39:00]:  É isso que são os pesos e quanto tempo é isso, não é o regime democrático, não é? É isso que serve uns, os outros, os outros, e eles visiam se todo de mutuamento, é assim que funcionem no crescia.
[33:39:00 - 33:52:20]:  O peda-me-sia fica então o ministro da Carta, a Lucilia, agora é vez do Ricardo Arroz Pereira se tornar o ministro de Propaganda,
[33:52:20 - 34:25:40]:  isto na semana em que a Russia prohibiu a difusão no território Rousseau de 8 dezenas de órgãos de comunicação social europeus, entre eles 4 portugueses, os preços, o público, RTP e o observador, os russos dizem que se trata de uma forma de retalição, e também de uma punição por estes 4,5 de comunicação portugueses,
[34:25:40 - 34:42:20]:  eles chamaram a guerra guerra e, então, como quero o Kremlin, operação militar especial, o que é que se oferece dizer a este respeito do Ricardo Arroz Pereira?
[34:42:20 - 34:59:00]:  O Carlos, eu fiquei surpreendido, eu estava ativo na informação, eu não sabia que os outros meios comunicações se são social portugueses, não chamavam que a Ragnar, perceita que todos chamavam, não sei,
[34:59:00 - 35:22:20]:  e eu era capaz de ver em um erro de embaixar de informal do putino, mas eu acho muito eficaz, acho que é uma medida, eu em 2018 tive na Rússia, ao serviço da Folha de São Paulo,
[35:22:20 - 35:45:40]:  estava a escrever para lá, fazer tudo mundial, que foi em Sarance, eu nunca me esqueço de, numa rua em Sarance que alguém está com a janela aberta, um resto chão, e eu, por isso, agora, ele era um observador,
[35:45:40 - 36:05:40]:  era muito popular os russos em todo lado, os pressos de milhares de exemplarzen, são pitas burgos e enves corros, e, portanto, é excelente, e toda a gente está achando...
[36:05:40 - 36:29:00]:  É uma medida, é um descompato com um perto, é uma medida, vai privar os russos de três colunistas da nossa praça, aqui presentos, o povo vai deixar de poder ver a ti, e mim, eu já me gão, é incrível,
[36:29:00 - 36:39:00]:  como é que, desse tivesse uma intratura, intratinha o escuro começa, assim...
[36:39:00 - 37:02:20]:  Eu estou, por razo, me estou num hotel, em que há bastante russos, e, no outro dia, se garanto me deu começar a contar a história assim, mas estava a dar um crânia e belgica, e estavam uns minus crianças,
[37:02:20 - 37:32:20]:  eu pensei ali que jiro, então aqui, o crânianos, e, olha a mesa onde estavam uns pais dos russos, e fiz, se lavar o creíme, e eu não russo, e então, se não vou estar com os boas, já sabemos,
[37:32:20 - 37:52:20]:  não, eu sou russo, eu amo a russia, e eu estou num outro ser pelo creíme, os meninos estavam, se perceberam mal, se já estão a contar com aquele território como Deus,
[37:52:20 - 38:15:40]:  -Ela, está de província, isso é verdade, isso é um deles de participação, se eu a questão é sequente, e outra gente deixou isto ridículo, não sei, que, peixe pouco, e, em vista, não esquece, que há dois anos a União Europeia fez o mesmo coisa,
[38:15:40 - 38:35:40]:  no União Europeia, nós Portugal, nós podemos, e pode ver canais russos nas nossas plataformas, nas nossas maximas, as coisas que nos formassem os canais, porque o União Europeia disse, não, não vamos aqui ter canais russos,
[38:35:40 - 39:00:40]:  porque também este agir é de facto a gente agora percebe que isto é uma medida própria, um ditador, e que a censura é ridícula, inútil, e ilitatorial, e era de deixar-nos-lo pro ditadores.
[39:00:40 - 39:17:20]:  -Parecem de comparar vezes as duas prohibições no União Europeia aos meios russos e dos russos aos órgãos de comunicação social dos países da Europa ocidental?
[39:17:20 - 39:30:40]:  -Porque, caso, infelizmente, parece tristemente, se calhar a explicação, é um que é de mais sofisticado.
[39:30:40 - 39:45:40]:  -Pare ver com o facto de, em princípio, os órgãos de comunicação social desta parte serem mais livres do que os da outra.
[39:45:40 - 39:59:00]:  -Claro, não, aquilo é, nós falamos disso aqui, é absolutamente inaceitável, ela quer dizer-me estupidez, está ganhando a encerrar um canal, porque por que pagando?
[39:59:00 - 40:09:00]:  -Sem bem, as pessoas são inteligentes, não é? -Pareu a lógica de quem visse o reto do veio, mas é que é mais...
[40:09:00 - 40:12:20]:  -Não, ficava convencido?
[40:12:20 - 40:15:40]:  -Sim, e que é para o pagando?
[40:15:40 - 40:35:40]:  -Agora, deixe-me só sobre o que já aqui foi dito, que é por favor, isto demonstra realmente os constantemente finanças neste momento, as embaixadas estão a ter, porque, evidente, os três jorgãos que têm mais assinam turas digitais em Portugal,
[40:35:40 - 40:52:20]:  é público, esperecie e observador, e claramente são os únicos que eles assinam, porque se lecem qualquer jornal português, ninguém utiliza opressão militares especial,
[40:52:20 - 40:54:00]:  -Claro, que é jorgão?
[40:54:00 - 40:57:20]:  -Sim, tirando talvez um, ou...
[40:57:20 - 40:59:00]:  -Sim, talvez...
[40:59:00 - 41:05:40]:  -Não sei, o avante é não viver, mas...
[41:05:40 - 41:25:40]:  -Ela lógica de ir pro ibir todos os outros, o JTN, o LES, a nossa equilite, aqui mais uma discriminação, que neste metade de discriminação dos órgãos que continuam a poder entrar na Russia, tá mal?
[41:25:40 - 41:35:40]:  -Quer ser mais a perder neste processo, a Pedra Muxia, a opinião publicou o cidental ou o povo ruso?
[41:35:40 - 41:45:40]:  -Quê dizer, mas o povo ruso não se sei o povo ruso, se sento muito privado a imprensa portuguesa?
[41:45:40 - 41:59:00]:  -Mas onde digo em relação só a imprensa portuguesa, porque isto, na verdade, também, é feita, e a se ser verdadermente importante, né?
[41:59:00 - 42:05:40]:  -Há duas coisas que não possivel ver a bebê sendo a Russia capaz de apesar de tudo ter...
[42:05:40 - 42:09:00]:  -Sim, não, isto é a bebê, se consistesse.
[42:09:00 - 42:10:40]:  -Ardimento são...
